method,n,tr_time,r2_test,tr_V0,pval0,tr_V1,pval1,tr_V2,pval2,tr_V3,pval3,tr_V4,pval4,tr_V5,pval5,tr_V6,pval6,tr_V7,pval7,tr_V8,pval8,tr_V9,pval9,tr_V10,pval10,tr_V11,pval11,tr_V12,pval12,tr_V13,pval13,tr_V14,pval14,tr_V15,pval15,tr_V16,pval16,tr_V17,pval17,tr_V18,pval18,tr_V19,pval19,tr_V20,pval20,tr_V21,pval21,tr_V22,pval22,tr_V23,pval23,tr_V24,pval24,tr_V25,pval25,tr_V26,pval26,tr_V27,pval27,tr_V28,pval28,tr_V29,pval29,tr_V30,pval30,tr_V31,pval31,tr_V32,pval32,tr_V33,pval33,tr_V34,pval34,tr_V35,pval35,tr_V36,pval36,tr_V37,pval37,tr_V38,pval38,tr_V39,pval39,tr_V40,pval40,tr_V41,pval41,tr_V42,pval42,tr_V43,pval43,tr_V44,pval44,tr_V45,pval45,tr_V46,pval46,tr_V47,pval47,tr_V48,pval48,tr_V49,pval49,tr_V50,pval50,tr_V51,pval51,tr_V52,pval52,tr_V53,pval53,tr_V54,pval54,tr_V55,pval55,tr_V56,pval56,tr_V57,pval57,tr_V58,pval58,tr_V59,pval59,tr_V60,pval60,tr_V61,pval61,tr_V62,pval62,tr_V63,pval63,tr_V64,pval64,tr_V65,pval65,tr_V66,pval66,tr_V67,pval67,tr_V68,pval68,tr_V69,pval69,tr_V70,pval70,tr_V71,pval71,tr_V72,pval72,tr_V73,pval73,tr_V74,pval74,tr_V75,pval75,tr_V76,pval76,tr_V77,pval77,tr_V78,pval78,tr_V79,pval79,tr_V80,pval80,tr_V81,pval81,tr_V82,pval82,tr_V83,pval83,tr_V84,pval84,tr_V85,pval85,tr_V86,pval86,tr_V87,pval87,tr_V88,pval88,tr_V89,pval89,tr_V90,pval90,tr_V91,pval91,tr_V92,pval92,tr_V93,pval93,tr_V94,pval94,tr_V95,pval95,tr_V96,pval96,tr_V97,pval97,tr_V98,pval98,tr_V99,pval99,tr_V100,pval100,tr_V101,pval101,tr_V102,pval102,tr_V103,pval103,tr_V104,pval104,tr_V105,pval105,tr_V106,pval106,tr_V107,pval107,tr_V108,pval108,tr_V109,pval109,tr_V110,pval110,tr_V111,pval111,tr_V112,pval112,tr_V113,pval113,tr_V114,pval114,tr_V115,pval115,tr_V116,pval116,tr_V117,pval117,tr_V118,pval118,tr_V119,pval119,tr_V120,pval120,tr_V121,pval121,tr_V122,pval122,tr_V123,pval123,tr_V124,pval124,tr_V125,pval125,tr_V126,pval126,tr_V127,pval127,tr_V128,pval128,tr_V129,pval129,tr_V130,pval130,tr_V131,pval131,tr_V132,pval132,tr_V133,pval133,tr_V134,pval134,tr_V135,pval135,tr_V136,pval136,tr_V137,pval137,tr_V138,pval138,tr_V139,pval139,tr_V140,pval140,tr_V141,pval141,tr_V142,pval142,tr_V143,pval143,tr_V144,pval144,tr_V145,pval145,tr_V146,pval146,tr_V147,pval147,tr_V148,pval148,tr_V149,pval149,tr_V150,pval150,tr_V151,pval151,tr_V152,pval152,tr_V153,pval153,tr_V154,pval154,tr_V155,pval155,tr_V156,pval156,tr_V157,pval157,tr_V158,pval158,tr_V159,pval159,tr_V160,pval160,tr_V161,pval161,tr_V162,pval162,tr_V163,pval163,tr_V164,pval164,tr_V165,pval165,tr_V166,pval166,tr_V167,pval167,tr_V168,pval168,tr_V169,pval169,tr_V170,pval170,tr_V171,pval171,tr_V172,pval172,tr_V173,pval173,tr_V174,pval174,tr_V175,pval175,tr_V176,pval176,tr_V177,pval177,tr_V178,pval178,tr_V179,pval179,tr_V180,pval180,tr_V181,pval181,tr_V182,pval182,tr_V183,pval183,tr_V184,pval184,tr_V185,pval185,tr_V186,pval186,tr_V187,pval187,tr_V188,pval188,tr_V189,pval189,tr_V190,pval190,tr_V191,pval191,tr_V192,pval192,tr_V193,pval193,tr_V194,pval194,tr_V195,pval195,tr_V196,pval196,tr_V197,pval197,tr_V198,pval198,tr_V199,pval199
LOCO-W,300,59.74087858200073,0.9492819136933032,0.0,0.9999999999999414,0.0,0.32402732904457243,0.0,1.9984014443252818e-14,0.0,3.1566971259167076e-12,0.0,0.775797091243521,0.0,0.9999999999947417,0.0,0.11181275322809081,0.0,0.9064315879382449,0.0,0.5637746640119755,0.0,0.03360511489890572,1.0,0.20491797730518235,1.0,0.05134410413516355,0.0,6.095401960948266e-11,0.0,0.004791492431102218,0.0,0.029988067994388024,0.0,0.12648245322631757,1.0,4.618527782440651e-14,0.0,0.9075217784091725,0.0,0.3430078835180247,0.0,0.0,0.0,0.9879489533445388,0.0,0.35455856369358485,0.0,1.0,1.0,0.9999999999999919,1.0,0.9735828493437061,0.0,0.013984740338749413,0.0,0.6962928609325825,1.0,0.9999999999958638,0.0,0.0018796973458348187,1.0,0.773429689087667,0.0,0.9969537535719128,0.0,0.7806192548303235,0.0,0.9999999999999749,0.0,0.3618442988407419,1.0,0.005599892163352216,1.0,0.7523240486721148,0.0,0.9996589632116973,1.0,0.9985279590129762,0.0,9.36184463284917e-12,0.0,0.2041585402940138,0.0,0.22931723947275118,1.0,0.9999742048500814,1.0,0.7870009692830027,0.0,0.02297665983869457,0.0,0.2875093941562932,1.0,0.7832743788494272,0.0,0.2715298781821305,0.0,0.3754843875226024,0.0,0.008426842805144164,0.0,3.067879283946695e-11,0.0,0.07167726750520398,0.0,0.38897709788448986,0.0,0.9999999999557894,0.0,0.10977202385900076,1.0,2.6845192735436285e-12,0.0,0.6386442397116789,1.0,1.992628284597231e-12,0.0,0.9934145593304203,0.0,0.0,0.0,0.9999999999965392,0.0,0.11204180892837945,0.0,0.9619569663219472,0.0,4.836786526851711e-11,0.0,0.5562057860225305,1.0,0.0023749462873440264,1.0,0.26657581446824763,0.0,0.05434621631977188,0.0,0.5367256820783786,1.0,0.0001542404444151435,0.0,2.171152146956956e-11,0.0,0.999999999745606,0.0,0.19962868703271708,0.0,0.7061310102046986,0.0,0.5718278215771581,1.0,0.9472278744827646,1.0,0.9896517370888,0.0,0.9833193903055204,0.0,0.29352569246042726,0.0,0.9999999999928711,0.0,0.7808445641564892,0.0,0.9999999979416712,0.0,0.005921280068398538,1.0,0.41440383057415886,0.0,0.9992654919964697,0.0,0.9178903350997906,1.0,0.012487287146303094,0.0,0.782203925386339,0.0,0.9943062466746466,0.0,0.8050753331374849,0.0,0.999999999996385,0.0,6.7390537594747e-13,0.0,0.9282537178032564,1.0,0.008566882665881459,0.0,0.3985412714231489,0.0,0.566030480759884,0.0,0.9956013030259525,0.0,0.8997279532222826,0.0,4.773959005888173e-15,0.0,6.138423103152491e-13,0.0,0.05302849498555051,0.0,0.00715312778905608,0.0,0.0,0.0,3.785860513971784e-13,0.0,0.002801981451912461,1.0,0.8343742106033103,0.0,0.9877470349257623,0.0,0.9999999995210195,1.0,5.371258993136507e-13,0.0,0.09233598525456754,1.0,4.3298697960381105e-14,0.0,0.03977899350202496,0.0,0.6023697749453529,0.0,0.9999999996451712,1.0,1.8635093468333253e-12,0.0,0.9333303638982797,0.0,0.2561497242411961,1.0,0.011641093963680516,0.0,0.9530192732470415,1.0,0.7521005391380747,0.0,0.7100525844970802,0.0,7.4495964952348e-14,0.0,9.4849683662801e-12,1.0,0.0732620432616008,0.0,0.6600440559584366,0.0,0.9999999999974458,0.0,0.0609848255505786,0.0,0.999999999996342,0.0,0.8398160606229184,0.0,0.7642356086069447,0.0,0.6078871033582094,0.0,4.1708969611420343e-11,0.0,0.43811594408178534,0.0,5.342504216798716e-12,0.0,0.9999999999999969,1.0,0.8875711186055579,1.0,0.1176435122167161,0.0,0.06980098620332342,0.0,0.01658225340694841,0.0,0.999999999998927,1.0,0.15094277310187842,1.0,0.999999998165887,0.0,0.8357143256461208,0.0,0.9231110533296031,0.0,0.6859035827903949,1.0,0.8730185278424609,0.0,0.9999999993344241,0.0,0.9527349146046243,0.0,0.0007922542465567117,0.0,0.9992644171821247,1.0,0.9999999999889551,0.0,0.4742265357805192,0.0,0.23419863222901804,0.0,0.6875061579398869,0.0,0.1190481034810531,1.0,1.274813588025836e-11,1.0,0.778661448719509,1.0,1.7602586055431857e-12,0.0,0.6997324295347069,0.0,0.9999999999536195,0.0,0.0,1.0,0.5368563483293822,1.0,0.09755022245649192,0.0,0.9999999999999656,0.0,0.9999999999767984,1.0,0.09953709191427351,0.0,1.3947165644623283e-10,0.0,0.9982741852809238,0.0,0.038435467734473594,0.0,0.7305912532910517,1.0,0.01133951233919872,0.0,2.4867108372461644e-10,0.0,0.004404844027199983,1.0,0.0015641156213133112,0.0,0.08822703912063123,0.0,0.8172933625365302,0.0,3.917640323258809e-09,0.0,0.9965858771969882,0.0,0.93581333278993,0.0,0.9850684292314669,0.0,0.7950373372805337,0.0,0.04226718473441349,0.0,0.9996490159066139,1.0,0.6852843672271703,1.0,0.1788094139833698,0.0,0.24342813887330328,0.0,0.06727908309961039,0.0,5.074829445561591e-13,0.0,0.8937434830008544,0.0,0.44885975091131647,0.0,5.465849994834571e-12,1.0,0.9954151947981936,1.0,0.9999999999825835,0.0,0.9999999999260978,0.0,0.016780933871414105,0.0,0.0,0.0,0.8537366401485451,1.0,0.3577224120684138,0.0,1.5425260069257263e-08,0.0,0.2678929980055722,1.0,0.852554835690948
CPI,300,68.03135633468628,0.9492819136933032,0.0,1.0,0.0,0.5721978302006109,0.0,0.6910529495767629,0.0,1.0,0.0,1.0,0.0,0.3043172199030086,0.0,1.0,0.0,1.0,0.0,0.6093804744027511,0.0,1.0,1.0,0.1795104128048864,1.0,0.6806174156796553,0.0,0.175580713559079,0.0,1.0,0.0,1.0,0.0,1.0,1.0,9.384692746031642e-10,0.0,1.0,0.0,0.4683968688214524,0.0,0.10007514307735038,0.0,1.0,0.0,0.6323397559192159,0.0,1.0,1.0,0.016646303890454784,1.0,0.2594071506250224,0.0,0.6566230635204,0.0,1.0,1.0,0.07366657845871245,0.0,0.32032950208994027,1.0,0.15659825309452952,0.0,1.0,0.0,0.6866331309382926,0.0,1.0,0.0,0.6367248449578091,1.0,0.419447277578837,1.0,0.28571900779662296,0.0,0.07722724861935362,1.0,0.6617136945749743,0.0,0.4833562723630106,0.0,1.0,0.0,0.5104392654398308,1.0,0.0012588314665949814,1.0,1.0,0.0,0.5920642193314596,0.0,0.9378099138414131,1.0,0.0006866380752262564,0.0,1.0,0.0,0.8168877475800365,0.0,1.0,0.0,0.9632145256193493,0.0,0.33156479341041206,0.0,1.0,0.0,0.6523033418850916,0.0,0.1637333788263094,1.0,8.703515959652643e-08,0.0,0.2914388502093307,1.0,0.00370946602666903,0.0,0.6956304129803892,0.0,1.0,0.0,1.0,0.0,0.6534173355594366,0.0,1.0,0.0,1.0,0.0,0.5144143765847196,1.0,1.0,1.0,0.1763547804750576,0.0,1.0,0.0,0.011418287623278426,1.0,0.0009212448186376098,0.0,0.3243774794878076,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.506577076609673,1.0,0.0023164267446261454,0.0,1.0,0.0,0.1724298325583874,0.0,0.7013085916813231,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.22402222961091195,0.0,1.0,0.0,0.4842820143608256,1.0,0.019450451568529974,0.0,0.8254218607280588,0.0,0.8283379218549854,0.0,0.9305779885419172,0.0,1.0,0.0,0.44658920248693473,0.0,0.25782680679882086,1.0,1.0,0.0,1.0,0.0,0.37761131007641446,0.0,0.6869159693797822,0.0,1.0,0.0,0.199337815280073,0.0,0.9420576290140293,0.0,0.3044161168370971,0.0,0.1977955820950601,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.04560803916150583,0.0,0.8451489080793724,0.0,0.5957190173554119,1.0,0.0007438430040338728,0.0,1.0,1.0,1.2495198474522294e-05,0.0,1.0,0.0,0.9952120998801764,0.0,0.20860317458914057,1.0,0.010437212215446119,0.0,1.0,0.0,0.02421973411864905,1.0,0.04019421150801464,0.0,0.13754773430747708,1.0,0.07319340267389521,0.0,1.0,0.0,0.043469506642070485,0.0,1.0,1.0,0.2562481389849975,0.0,1.0,0.0,0.8277321978304846,0.0,1.0,0.0,0.7915351259295134,0.0,1.0,0.0,0.5920742211549853,0.0,0.06951059367077972,0.0,1.0,0.0,0.3244403074197979,0.0,0.5548620939712667,0.0,0.9896464098853295,1.0,0.0018340119527861843,1.0,0.6538551792022943,0.0,0.24479878937043986,0.0,0.8278468844276367,0.0,1.0,1.0,0.00021109946036583296,1.0,0.05847361618067643,0.0,0.1099944713601162,0.0,1.0,0.0,0.4075442873934536,1.0,0.21277511033246166,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8522415229037739,1.0,0.34275600909395476,0.0,1.0,0.0,0.49159407160924323,0.0,1.0,0.0,1.0,1.0,1.195736350894356e-06,1.0,0.10090536909997477,1.0,1.681217981673808e-07,0.0,1.0,0.0,1.0,0.0,0.3641077796439811,1.0,1.0,1.0,0.008848786778177022,0.0,1.0,0.0,0.055295432142284856,1.0,1.3262010079392109e-05,0.0,1.0,0.0,1.0,0.0,0.3255306735439445,0.0,1.0,1.0,0.05912671395835962,0.0,0.9733111005460555,0.0,1.0,1.0,0.0010617263856203605,0.0,1.0,0.0,1.0,0.0,0.9189731491389515,0.0,0.7375452505051087,0.0,0.16943468482621266,0.0,1.0,0.0,0.616076298853163,0.0,0.29978554626312204,0.0,1.0,1.0,0.5643049974692274,1.0,0.07094301602143463,0.0,0.22714470372465007,0.0,0.9538154696986189,0.0,1.0,0.0,1.0,0.0,0.6362077951915348,0.0,0.12511282317463962,1.0,0.0009546286264749226,1.0,9.28683633291369e-06,0.0,0.5621452299901254,0.0,1.0,0.0,0.4869889387086882,0.0,1.0,1.0,0.7322643814006664,0.0,1.0,0.0,1.0,1.0,0.0011445469358776596
CPI_sqrt,300,68.0026216506958,0.9492819136933032,0.0,0.5,0.0,0.5028302236734228,0.0,0.4987498739837997,0.0,0.5,0.0,0.5,0.0,0.4956561784785278,0.0,0.5,0.0,0.5,0.0,0.49468767824602755,0.0,0.5,1.0,0.4083651933270208,1.0,0.49571181698658223,0.0,0.49949843210464145,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.06204038526620156,0.0,0.5,0.0,0.49568509236996044,0.0,0.5000079603056979,0.0,0.5,0.0,0.5107181565421018,0.0,0.5,1.0,0.4165834862261736,1.0,0.483974278374937,0.0,0.4835573189451976,0.0,0.5,1.0,0.5155498731712056,0.0,0.500255446587822,1.0,0.4427751448709875,0.0,0.5,0.0,0.49728896494983904,0.0,0.5,0.0,0.48524551331242594,1.0,0.4940380877706574,1.0,0.4732634171932152,0.0,0.48750623031896523,1.0,0.5009249715461999,0.0,0.5065799434908935,0.0,0.5,0.0,0.48772693476974466,1.0,0.3574686510672359,1.0,0.5,0.0,0.49704528759527467,0.0,0.5005081298656409,1.0,0.449795342286077,0.0,0.5,0.0,0.5278845133875409,0.0,0.5,0.0,0.4958914999289432,0.0,0.5008699337350666,0.0,0.5,0.0,0.5006158592603821,0.0,0.4821846318555257,1.0,0.04168638210792885,0.0,0.4977497914551531,1.0,0.34537592188777516,0.0,0.5149720560810267,0.0,0.5,0.0,0.5,0.0,0.4998057069657284,0.0,0.5,0.0,0.5,0.0,0.48852876950592694,1.0,0.5,1.0,0.3940254538093847,0.0,0.5,0.0,0.495743766290458,1.0,0.23135677436285457,0.0,0.4975551063804433,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.4851166032670267,1.0,0.40587492335877084,0.0,0.5,0.0,0.4963254457289427,0.0,0.5067473388399935,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.4956295005363959,0.0,0.5,0.0,0.4961117608345585,1.0,0.2313734816581442,0.0,0.5078957256397574,0.0,0.5141243475568307,0.0,0.4988227354659781,0.0,0.5,0.0,0.49973836275000805,0.0,0.5016055164568501,1.0,0.5,0.0,0.5,0.0,0.4999693944942301,0.0,0.49810078800930224,0.0,0.5,0.0,0.5000456893237876,0.0,0.5007430793128649,0.0,0.48336142348377,0.0,0.49383461213493035,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.49090173556647076,0.0,0.501695297720817,0.0,0.5012167849995116,1.0,0.3291882563638795,0.0,0.5,1.0,0.04354137529085579,0.0,0.5,0.0,0.5150645743136911,0.0,0.5026871727179036,1.0,0.3534433309714245,0.0,0.5,0.0,0.4991853463012341,1.0,0.4220710293561699,0.0,0.48762674567657355,1.0,0.49491500970221397,0.0,0.5,0.0,0.488792196201057,0.0,0.5,1.0,0.4685838444653485,0.0,0.5,0.0,0.5052398577462911,0.0,0.5,0.0,0.5056448344081267,0.0,0.5,0.0,0.4994942227439106,0.0,0.4999675511789958,0.0,0.5,0.0,0.5041293450775579,0.0,0.5159639470104539,0.0,0.5170161633302495,1.0,0.13448475088216916,1.0,0.5054851001071969,0.0,0.4969693394373633,0.0,0.49976445794950747,0.0,0.5,1.0,0.0686954106016672,1.0,0.34206392360332244,0.0,0.49924699631189506,0.0,0.5,0.0,0.5003723346799662,1.0,0.503490323483386,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4947000293116272,1.0,0.4974621256943815,0.0,0.5,0.0,0.5002348808787743,0.0,0.5,0.0,0.5,1.0,0.022549098893287784,1.0,0.499886116777301,1.0,0.023825893810323632,0.0,0.5,0.0,0.5,0.0,0.4968779674711207,1.0,0.5,1.0,0.4265615873912189,0.0,0.5,0.0,0.4915541584261931,1.0,0.1714481831806673,0.0,0.5,0.0,0.5,0.0,0.49981006596399624,0.0,0.5,1.0,0.4188346677172906,0.0,0.5001479707474115,0.0,0.5,1.0,0.2905588670601219,0.0,0.5,0.0,0.5,0.0,0.5059853908943883,0.0,0.4805263435298941,0.0,0.4996204225433377,0.0,0.5,0.0,0.5004384424963692,0.0,0.4931379360911022,0.0,0.5,1.0,0.5027422146094297,1.0,0.48415833995139795,0.0,0.4955396217064667,0.0,0.5095970997304206,0.0,0.5,0.0,0.5,0.0,0.5028921569946828,0.0,0.49468336107399424,1.0,0.22350061311152475,1.0,0.48672389839880165,0.0,0.5057344525127943,0.0,0.5,0.0,0.5004519590790134,0.0,0.5,1.0,0.5025814484260576,0.0,0.5,0.0,0.5,1.0,0.35213284405536377
CPI_n,300,68.00386929512024,0.9492819136933032,0.0,0.5,0.0,0.3883959000941123,0.0,0.5133645147709077,0.0,0.5,0.0,0.5,0.0,0.5115581681043613,0.0,0.5,0.0,0.5,0.0,0.48788389807827726,0.0,0.5,1.0,0.04355285934914968,1.0,0.5650384892478226,0.0,0.49714291506399955,0.0,0.5,0.0,0.5,0.0,0.5,1.0,3.845087856263108e-07,0.0,0.5,0.0,0.49426206896145136,0.0,0.4960987925143856,0.0,0.5,0.0,0.5283414751129621,0.0,0.5,1.0,0.14388067082181905,1.0,0.2593007313847487,0.0,0.5366783936481441,0.0,0.5,1.0,0.48773452934376865,0.0,0.45199472709093097,1.0,0.19755784798184284,0.0,0.5,0.0,0.3641229641259922,0.0,0.5,0.0,0.45518966921133425,1.0,0.4597547568266442,1.0,0.18281311053262034,0.0,0.39388777507447226,1.0,0.4980125376030484,0.0,0.486334808170692,0.0,0.5,0.0,0.4497857555135263,1.0,0.012161795860592187,1.0,0.5,0.0,0.6238575568881302,0.0,0.5107807619924875,1.0,0.2497555473065482,0.0,0.5,0.0,0.5737765770322666,0.0,0.5,0.0,0.4603134085396993,0.0,0.5230046541061641,0.0,0.5,0.0,0.5095301474559197,0.0,0.4342344910069723,1.0,1.0556655762874546e-05,0.0,0.4775837662179174,1.0,0.06720897932056312,0.0,0.6772917745036111,0.0,0.5,0.0,0.5,0.0,0.5131703956963853,0.0,0.5,0.0,0.5,0.0,0.5103280930820185,1.0,0.5,1.0,0.11827644072394566,0.0,0.5,0.0,0.4801756466272946,1.0,0.012156969527744433,0.0,0.501601322029361,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.4425427057042069,1.0,0.13747001829717892,0.0,0.5,0.0,0.46475231346667933,0.0,0.559771649051302,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.4182758113454152,0.0,0.5,0.0,0.5199252300471805,1.0,0.008375936739991699,0.0,0.5480789525905962,0.0,0.6797813029675313,0.0,0.4952448379901253,0.0,0.5,0.0,0.4998907683994748,0.0,0.5459286559280934,1.0,0.5,0.0,0.5,0.0,0.5004966923043442,0.0,0.4810766323474404,0.0,0.5,0.0,0.4928875502355211,0.0,0.5193081247723994,0.0,0.4274602054183645,0.0,0.45848580042421455,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.44896214860838113,0.0,0.596651589075698,0.0,0.49397529930365014,1.0,0.031268512039529434,0.0,0.5,1.0,3.690954644581652e-05,0.0,0.5,0.0,0.5125813470255192,0.0,0.5183233990090242,1.0,0.009068603523575747,0.0,0.5,0.0,0.49623005406795373,1.0,0.2582805023318221,0.0,0.39039341678987616,1.0,0.4429766182330329,0.0,0.5,0.0,0.47961005484990415,0.0,0.5,1.0,0.46706618960271745,0.0,0.5,0.0,0.5006213224788095,0.0,0.5,0.0,0.524603771485446,0.0,0.5,0.0,0.49667338151291696,0.0,0.5031828077195556,0.0,0.5,0.0,0.49344726064724465,0.0,0.536516561078179,0.0,0.7081130930805581,1.0,0.00018871562657452796,1.0,0.532167751415793,0.0,0.48325077902132874,0.0,0.49400655541510574,0.0,0.5,1.0,6.924524395814023e-05,1.0,0.30095052627747126,0.0,0.4178030311837998,0.0,0.5,0.0,0.4780915882477935,1.0,0.524179595137733,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.510682300993265,1.0,0.4808428381367742,0.0,0.5,0.0,0.5040175693154879,0.0,0.5,0.0,0.5,1.0,4.517302753286213e-05,1.0,0.49793417100959686,1.0,5.4454304261392705e-06,0.0,0.5,0.0,0.5,0.0,0.49700235021106787,1.0,0.5,1.0,0.032445668058396056,0.0,0.5,0.0,0.44876027419830056,1.0,0.0011291934357170168,0.0,0.5,0.0,0.5,0.0,0.5244550684270702,0.0,0.5,1.0,0.2722534632895371,0.0,0.5055385815346871,0.0,0.5,1.0,0.006779859665851067,0.0,0.5,0.0,0.5,0.0,0.5824759845178209,0.0,0.41404700575898734,0.0,0.5021854252052832,0.0,0.5,0.0,0.5121128916002397,0.0,0.4509772013019544,0.0,0.5,1.0,0.42892559260958907,1.0,0.3260584809884737,0.0,0.530461152720345,0.0,0.4508214635991468,0.0,0.5,0.0,0.5,0.0,0.4915456321348459,0.0,0.4529461330842706,1.0,0.002574086217915775,1.0,0.24637889943799413,0.0,0.7501697352470125,0.0,0.5,0.0,0.4897586157425439,0.0,0.5,1.0,0.44231636101154126,0.0,0.5,0.0,0.5,1.0,0.06486092773394123
CPI_bt,300,68.80528044700623,0.9492819136933032,0.0,0.5,0.0,0.6086738626598113,0.0,0.4516565492275766,0.0,0.5,0.0,0.5,0.0,0.43970459867300615,0.0,0.5,0.0,0.5,0.0,0.5678586253127367,0.0,0.5,1.0,0.06143891663229814,1.0,0.5567085480986992,0.0,0.4843171812103105,0.0,0.5,0.0,0.5,0.0,0.5,1.0,7.962499183121656e-14,0.0,0.5,0.0,0.4683015050993779,0.0,0.49608727532077085,0.0,0.5,0.0,0.5783787643497246,0.0,0.5,1.0,0.05985666644080395,1.0,0.4906952306596214,0.0,0.503599115245885,0.0,0.5,1.0,0.2985612001070771,0.0,0.6007934536899322,1.0,0.028966031730357576,0.0,0.5,0.0,0.5534989787234761,0.0,0.5,0.0,0.44972787855338975,1.0,0.4586299803555961,1.0,0.17090245916530455,0.0,0.40669682261901124,1.0,0.5097276824935074,0.0,0.4972269151685614,0.0,0.5,0.0,0.5701385506677852,1.0,0.018226511137627317,1.0,0.5,0.0,0.4460493124412326,0.0,0.4975637963223956,1.0,0.18366748514444975,0.0,0.5,0.0,0.6006886238951507,0.0,0.5,0.0,0.4411497294639549,0.0,0.5651776953497205,0.0,0.5,0.0,0.5041240497695736,0.0,0.4441482861694903,1.0,4.3629537844593515e-18,0.0,0.4983588174273312,1.0,0.0027265131458096416,0.0,0.7059910583312339,0.0,0.5,0.0,0.5,0.0,0.4887920030578806,0.0,0.5,0.0,0.5,0.0,0.3974968068028246,1.0,0.5,1.0,0.0061168459375626144,0.0,0.5,0.0,0.46244865855489614,1.0,2.226688552916765e-08,0.0,0.4915886446397035,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.10300356328312749,1.0,0.010390840790279451,0.0,0.5,0.0,0.4650404790726857,0.0,0.5928130338577873,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.4779570083316155,0.0,0.5,0.0,0.4498241443083701,1.0,2.3001763847755387e-08,0.0,0.5155583902514005,0.0,0.3343976612038178,0.0,0.4424131784408777,0.0,0.5,0.0,0.49794633968309543,0.0,0.49618279305201585,1.0,0.5,0.0,0.5,0.0,0.5003520591315848,0.0,0.46685624601638864,0.0,0.5,0.0,0.5058635132513379,0.0,0.5238264967362527,0.0,0.46302000255303755,0.0,0.405583982618783,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.3551549234388045,0.0,0.6423248283335108,0.0,0.5019287148170692,1.0,3.176989066066355e-05,0.0,0.5,1.0,2.1676249456441823e-18,0.0,0.5,0.0,0.5725699276856306,0.0,0.4221349755374382,1.0,1.0538098692474724e-06,0.0,0.5,0.0,0.49499544758105607,1.0,0.0598133210072385,0.0,0.4080032646947257,1.0,0.42072785101964405,0.0,0.5,0.0,0.40873040673359656,0.0,0.5,1.0,0.18574850359732503,0.0,0.5,0.0,0.5029858108335341,0.0,0.5,0.0,0.4967191809224072,0.0,0.5,0.0,0.5282374776852758,0.0,0.49068794487243494,0.0,0.5,0.0,0.45521976636462014,0.0,0.5537548125284874,0.0,0.7000560921959518,1.0,1.934658347380752e-10,1.0,0.4898122685288523,0.0,0.4588120857263842,0.0,0.5054800654312191,0.0,0.5,1.0,1.1202087456604664e-14,1.0,0.0071741131381689366,0.0,0.46555780676324976,0.0,0.5,0.0,0.5007811959369618,1.0,0.4018144451388802,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.44707241301653555,1.0,0.723899685646993,0.0,0.5,0.0,0.49874303218278854,0.0,0.5,0.0,0.5,1.0,4.5595854841491866e-14,1.0,0.49961151206210414,1.0,9.201790495630747e-22,0.0,0.5,0.0,0.5,0.0,0.49310013918074036,1.0,0.5,1.0,0.0337477162668915,0.0,0.5,0.0,0.44326501146753367,1.0,8.25498828931011e-13,0.0,0.5,0.0,0.5,0.0,0.5818345886008217,0.0,0.5,1.0,0.05311408452957736,0.0,0.5036324222636039,0.0,0.5,1.0,2.463188526797873e-05,0.0,0.5,0.0,0.5,0.0,0.5506584604839854,0.0,0.715319112155856,0.0,0.4951910306803031,0.0,0.5,0.0,0.5140880755171122,0.0,0.5065886196040036,0.0,0.5,1.0,0.598312076895947,1.0,0.3148137987960167,0.0,0.3589328970761212,0.0,0.5726587691442361,0.0,0.5,0.0,0.5,0.0,0.5067636932711027,0.0,0.4539661664017014,1.0,4.5685872818778536e-09,1.0,0.2745656559149769,0.0,0.46118477044551914,0.0,0.5,0.0,0.48872007904830195,0.0,0.5,1.0,0.5113039854082162,0.0,0.5,0.0,0.5,1.0,0.00012148807661513367
