method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,4898,99.73878288269043,0.8774153857354648,0.7193436053275102,0.6496461199888754,0.9798333346555981,0.10722464502884066,0.009800745914922304,0.7978733310598709,0.7415630812334139,0.8494685295700513,0.8066791883605708,0.5097702383956364,0.9844507978663778
CPI,4898,15.84324336051941,7.833535701575843e-08,3.818912482267811e-18,3.500267098712814e-07,6.719846224752442e-09,4.764416027842064e-13,1.2175566422208336e-06,3.193301690872936e-06,1.5277868440724005e-06,3.9761314918892816e-08,0.00028572962407653977,9.751260269425755e-31,0.9702756670557238
CPI_sqrt,4898,15.77904462814331,0.43253437190851873,0.017381749818138795,0.3635301781579067,0.15477970649520167,0.3174847603551098,0.24907337274627483,0.3055674817820108,0.3614764188595221,0.27666792917624616,0.33875574862331875,0.0026282613529395277,0.5311816598329977
CPI_n,4898,15.8404700756073,0.008976963541693854,1.0867769982361604e-14,1.8137135338563625e-05,8.594957528576505e-08,6.418608671444283e-05,0.00019803642387738302,7.519672844419327e-07,2.2718463664319695e-05,7.908651148343672e-06,1.2359606773336368e-06,8.183115412606498e-26,0.8683835816218386
CPI_bt,4898,20.30729579925537,1.7733781934227862e-23,0.0,1.880706370274092e-85,0.0,7.818937400945219e-68,2.4390584660592047e-263,5.475186719653284e-113,3.848715082547372e-41,7.510484059754859e-114,5.57344952521036e-84,0.0,0.9997687831843292
CPI_sqd,4898,20.42817783355713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI,4898,22.70999836921692,0.00011962231073006352,5.947511805241675e-14,2.229636330431544e-09,1.5488266472225945e-08,8.964679414029138e-10,0.0013186619092337639,1.2957366519632506e-09,6.132501441192844e-11,2.914963275901749e-07,1.6439147279475387e-06,6.667005301056952e-17,0.9909596403877388
S-CPI_sqrt,4898,22.73343062400818,0.35680180448562204,0.021780571601666254,0.2827001608199622,0.1609815143510907,0.23400773303749361,0.2483111083123608,0.29456099349513093,0.32765658417506827,0.245522832099152,0.2553513132827051,0.0013759987938318648,0.5622244031632291
S-CPI_n,4898,22.70173668861389,0.0017154982129827345,2.6248456898648695e-11,7.806456515907709e-08,3.4312510379938905e-08,7.888552986926249e-08,0.012155165359489122,6.298267013391582e-06,3.2225562102735646e-06,2.5568252790656927e-05,5.902928232562683e-06,2.269285433774323e-16,0.931095256944384
S-CPI_bt,4898,27.34301781654358,1.4465108294338773e-79,0.0,1.1941632039205031e-138,0.0,1.6024567341217293e-240,1.5140880960555733e-206,2.342370746125287e-145,1.6565588992314006e-82,2.3846243322254434e-189,1.7908786546437282e-133,0.0,0.9999999316159259
S-CPI_sqd,4898,27.33780026435852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI2,4898,91.38607048988342,0.00012065370164362307,5.6721230984896846e-12,2.2976896207819448e-11,4.850748620961137e-09,1.4899088800905904e-09,0.0013487579297766902,3.3107329057251775e-09,2.4251005405705377e-10,3.536116088610524e-07,2.2587455107840414e-06,2.470005849281235e-16,0.9986257839636543
S-CPI2_sqrt,4898,91.42642116546631,0.33257858989111533,0.01566275100128926,0.2665095531803783,0.1520771862490949,0.22471110733659522,0.2546248811584017,0.2666188178325448,0.30665795357406234,0.24294998507890564,0.2561971715191578,0.0016452255859548532,0.5641589447626429
S-CPI2_n,4898,91.57676839828491,0.0011049346226824955,1.2771067677426157e-10,3.443409872006424e-08,2.669113407586265e-07,3.161606758976899e-07,0.004177726796709939,1.1864636430129667e-06,9.206586073244973e-07,1.5015000245727949e-05,2.8042942606967635e-05,4.621081120005711e-15,0.9692290432423717
S-CPI2_bt,4898,96.06605839729309,2.951876653790241e-71,0.0,2.5582054156008554e-167,0.0,1.3147712210214695e-241,4.96255318078035e-214,1.8332574043676248e-143,2.3784922191086558e-95,1.257187336050291e-208,3.373937361122839e-179,0.0,0.9999999996274128
S-CPI2_sqd,4898,96.2387912273407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LOCO,4898,79.05526280403137,0.35229455466974,0.8425111363557377,0.08605905395821217,0.3182704580133568,0.16256994908116806,0.09765676904111376,0.37173793405250943,0.028734187163788085,0.12531246937369644,0.045002997649145775,0.9406968882925042,0.9999929383952881
LOCO_sqrt,4898,78.96897959709167,0.48176147129004754,0.5996314211640054,0.44439605394172454,0.4755624958910195,0.4538068083346885,0.3834528474643669,0.48655025649734174,0.42992538324142443,0.4339531598462534,0.3995068602208217,0.6560505295517977,0.6617874117111818
