method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,0.5413320064544678,0.5211549406810103,0.20706769763001232,0.13037834525583136,0.5413444256317288,0.21780741769807554,0.2091891729794524,0.17879197982142447,0.7146623720963626,0.8877656338898685,0.6555258893179994,0.0028211175006930267,0.84313994088806
CPI,1599,3.2890212535858154,0.5830391279874955,1.8168642801672472e-06,1.0,0.470714664131056,0.0007502701704506889,0.526162542830058,0.27908162016212956,1.0,0.06799525660868881,0.02205612236630558,2.575552393101844e-08,0.4755264392828423
CPI_sqrt,1599,3.292992115020752,0.5008721776558949,0.27072112349059346,0.5,0.4967800235215618,0.4674710417518512,0.49560944896780584,0.46979615937100866,0.5,0.48115371837770726,0.3611048241335616,0.07601035328851363,0.5050102020119954
CPI_n,1599,3.278439998626709,0.49944838669538194,0.0008307039525567099,0.5,0.5984029224435274,0.21008288640477896,0.6387162187518807,0.6931290338636178,0.5,0.27854633775323945,0.021287080953954526,2.9557514624682844e-08,0.5225035415259258
CPI_bt,1599,3.881209373474121,0.49461527473256794,5.4252529901748894e-67,0.5,0.497544202666988,2.8113140924620984e-06,0.17102456596797655,0.00871754459241504,0.5,0.11167431246597304,5.653668929593881e-14,7.511155325709932e-214,0.5568791216293829
CPI_sqd,1599,3.8777449131011963,1.0,0.0,0.5,0.00040087187315986187,0.0,1.0,0.0,0.5,0.0,0.0,0.0,9.564084389392724e-41
S-CPI,1599,3.3057210445404053,0.9212660220342722,9.799394872211028e-05,0.5,0.4745565049068978,0.003113313660196089,0.7602838890078938,0.5567678201003247,0.5,0.054771272376036705,0.006738456359637399,3.1531406028641244e-06,0.30352703043921636
S-CPI_sqrt,1599,3.298921585083008,0.5027140702215646,0.2297061530197379,0.5,0.49721379924942666,0.42217175876351565,0.4983857598358645,0.5213794107232744,0.5,0.4688988413705829,0.38420379026696727,0.09229126665447906,0.4933014296928778
S-CPI_n,1599,3.300848960876465,0.5552074692982925,0.00025557628802119867,0.5,0.44170417913664745,0.09307936949228879,0.45087569239529834,0.663693199945822,0.5,0.27039502164870677,0.03142727596840539,1.2400839743570964e-05,0.4146430440563481
S-CPI_bt,1599,3.9058964252471924,0.5554459114888378,1.907992899495975e-87,0.5,0.48174465378430376,4.1939793808668625e-05,0.7311327447738565,0.5949503025582376,0.5,0.1078169234947628,4.059091067187246e-18,0.0,0.4742177746718247
S-CPI_sqd,1599,3.909414291381836,1.0,0.0,0.5,9.036027651812584e-76,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0
S-CPI2,1599,3.5946006774902344,0.8680201671161519,6.595647344840253e-05,0.9328257951079838,0.5295974592223969,0.0037173950619194137,0.6468473215949551,0.6468905477683409,0.9328257951079838,0.1102128668371154,0.011284201410712298,1.126532710886694e-06,0.4667135453195433
S-CPI2_sqrt,1599,3.5934526920318604,0.5035192146301198,0.19790780976050903,0.5000000000000074,0.4990796262810992,0.42475893341566723,0.5104936393135324,0.5163589821666638,0.5000000000000074,0.47293869401606337,0.38369432812762594,0.07508374585021517,0.4996625934362441
