method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,31.86933708190918,0.6831585921252046,0.558686784888714,0.0932801739170056,9.434785996909056e-08,0.3681097293409903,0.36253785292780827,0.9378228799888495,0.20770858583292828,0.5108333761078249,0.8260283720308236,0.8269993689117098
CPI,442,3.0290474891662598,0.6173097592113147,0.021687843002934342,0.0396963292812795,0.1912295855590005,0.9836504449827631,0.38659842871196765,0.12456313772582045,0.23035492112507672,0.01795685608440441,0.3250648467308847,0.5670539300268533
CPI_sqrt,442,3.0189321041107178,0.4244956181169743,0.17859876811880326,0.0030893162927850383,0.0970182806323292,0.9183885640372589,0.3257050845482924,0.10380529703358143,0.058282730718565545,0.044753327590338586,0.4905649296585465,0.12524230694269062
CPI_n,442,3.0224316120147705,0.4883968695079341,0.1688807506217163,0.001578888093137633,0.10420557846152334,0.7175675867500546,0.11986856429813242,0.001557545446685792,0.5755297316198132,0.009757554690076177,0.648198027473808,0.18679299993968929
CPI_bt,442,3.0956058502197266,0.509474887589864,0.48899855301906137,0.49237193537157026,0.49142250654698444,0.6070117696952145,0.48953566315885155,0.4918150712754922,0.4726953569136526,0.49334115882427526,0.48267077518687856,0.49666661558325675
CPI_sqd,442,3.0931174755096436,0.5318386083149561,0.48948916979929646,0.4935471037295918,0.49604384544634883,0.5554643019125503,0.4953840444833341,0.4813549685216053,0.4829602937867448,0.4948343871278568,0.49942397949738887,0.5033087919929001
S-CPI,442,3.0581374168395996,0.7651577021112577,0.1317650065752221,0.024196528101273377,0.3087727231121402,0.9793587489525218,0.4425244279540206,0.0009655634044044489,0.2719172353102778,0.17295398325919176,0.6127043089215265,0.6346020994834058
S-CPI_sqrt,442,3.0621299743652344,0.5333323258992806,0.06388435808712781,0.024172858716744433,0.22411848984630045,0.8553984091395238,0.5203722845575488,0.037765082581424234,0.3786855993754575,0.13011978465549406,0.3561048102463996,0.5925533662865226
S-CPI_n,442,3.0631933212280273,0.4405532660149631,0.026229388707536907,0.06989151852210577,0.2561469095597251,0.9352792240176365,0.627680053154816,0.00940754852393566,0.15022010144390452,0.1365251914862915,0.49440222023764135,0.713165355921235
S-CPI_bt,442,3.131791830062866,0.5155577711048667,0.4899819321050462,0.49676479792096234,0.49998680196129686,0.5456989702877434,0.4986260957868569,0.4837628198573377,0.4682978923187346,0.49440895295810267,0.5013449761286811,0.4979668464504039
S-CPI_sqd,442,3.135657787322998,0.5074390227089928,0.4884020959798815,0.49695893545483727,0.4990550200475914,0.5373809938437207,0.4988039485872909,0.4859792163746684,0.48756514052946626,0.4965896060498656,0.4962314543437438,0.5019356650994737
S-CPI2,442,3.4590907096862793,0.6181707432601291,0.06267106442285496,0.04245386719835746,0.3317148889596754,0.9781767809889913,0.3811504790011305,0.006825586036166308,0.1307732808562132,0.12392925537144434,0.4126332345719729,0.6506389995796449
S-CPI2_sqrt,442,3.455998182296753,0.6088521074700309,0.07593297874775605,0.04839864900179086,0.322704445797838,0.8890418859064168,0.4103001168592449,0.01933175574717472,0.2320439815492707,0.13408273866171133,0.4338865787201498,0.6922565213274672
S-CPI2_n,442,3.4575371742248535,0.6028999932389748,0.08475160596208725,0.02936506868907863,0.3066155289332153,0.9747737330150461,0.39589018377260077,0.008576126867132005,0.20195739400046414,0.10267303545305367,0.3738284461251523,0.6774818477447533
S-CPI2_bt,442,3.529207944869995,0.5098069602168636,0.4933057099473042,0.4977427135475862,0.4986925794640282,0.5717244856651749,0.49842714640157215,0.4871424225094641,0.48126258880399747,0.4977359212947132,0.49661662307626653,0.5032328701749422
S-CPI2_sqd,442,3.5295610427856445,0.5088442580684979,0.4929865716021485,0.4973471162725625,0.4990512228754296,0.5650920610461161,0.4966428199382677,0.48806493318122784,0.4756778946267937,0.49727483688346874,0.4974299999887648,0.504016249500747
LOCO,442,24.74855637550354,0.9134000900864274,0.07761053751083147,0.10150649050523897,0.5113004912362776,0.9622978172884616,0.9645877693865766,0.5365013003804142,0.9527457282638617,0.2621894875471971,0.5522179251448577,0.6539502427506946
LOCO_sqrt,442,24.741819381713867,0.8720548472426193,0.0937576779619047,0.10789163218442432,0.5108121536886773,0.9205456196844658,0.9375401253294512,0.5315230797974456,0.9082389393406229,0.2726879490679857,0.5446711217372839,0.6378740885742108
LOCO_n,442,24.742568016052246,0.909701115524955,0.07901492076927158,0.10206308862484831,0.5112564073773074,0.9589373163048079,0.9623996105146225,0.5360082999385292,0.9490384130363372,0.2631348630859359,0.5514643044651726,0.6524133850152894
LOCO_bt,442,24.814765453338623,0.5145801656432438,0.4938973866537363,0.49806305063342216,0.5000751341192721,0.5302945120446899,0.5228561779580693,0.5011976666538094,0.5279523645043114,0.4981297372888403,0.5013487054503796,0.5032835699990993
LOCO_sqd,442,24.825712203979492,0.5174274390546642,0.4943090393847739,0.4978470147200568,0.5000778001807752,0.5289249214593945,0.5183879257484709,0.5010151713145642,0.5255636229144465,0.4981711753394427,0.5017036841480242,0.5039645694733345
S-CPI_ST,442,3.027946710586548,0.5687982543664036,0.9999999992039551,0.5000000000000003,0.5000000000000003,0.30152319456444016,0.5687982543664036,0.24401117191543278,0.4312017456335963,0.08254169457789359,0.6984768054355599,0.6984768054355599
S-CPI_Wilcox,442,3.035479784011841,0.8626729114717093,0.04293337653313296,0.1724367556167749,0.09110230888810283,0.9248449773179861,0.23228243964129897,0.2912801491429554,0.2747509598466096,0.017085448471365762,0.7991222788570889,0.6156385785464293
LOCO_ST,442,24.758634328842163,0.958754353737419,0.04124564626258096,0.36442696933679186,0.8876850350708186,0.8876850350708186,0.9814857449679257,0.958754353737419,0.8876850350708186,0.4312017456335963,0.7559888280845672,0.7559888280845672
LOCO_Wilcox,442,24.758634328842163,0.943450279661068,0.025693448733097313,0.22356617387547217,0.7627845853484294,0.9679630324894608,0.9471796354061306,0.6992168199843619,0.9601860949841411,0.3031326014603289,0.5752554752269151,0.6761720348027337
Semi_KO_ST,442,9.182983636856079,0.3343182215557052,0.07012698737662927,1.7264333933138226e-10,0.0317341766188367,0.2681971873062273,0.9682658233811633,0.8828236494185467,0.6303951248251005,0.020352012810521247,0.08385125895563059,0.5939754135208879
Semi_KO_Wilcox,442,9.192382335662842,0.06871274457266449,0.017755809729870717,3.9709551104737365e-07,0.0011485587196058032,0.22481623844067256,0.9678008315121324,0.005458611330294755,0.05470904411114179,0.003221480960408713,0.0028404596091934145,0.04936369847329933
dCRT,442,35.98558473587036,0.8115196486824842,0.0003053179310739116,2.9345262872048915e-10,6.309696141329706e-06,0.11573027912654196,0.08586885952223663,0.71155506426716,0.5435747529514894,1.1241312924148478e-05,0.29549884825772443,0.10863392559658831
HRT,442,23.43518614768982,0.5679611650485437,0.005825242718446602,0.0,0.019741100323624597,0.9527508090614887,0.23559870550161813,0.0012944983818770227,0.11067961165048544,0.002912621359223301,0.2634304207119741,0.4184466019417476
Semi_KO_ST_perm5,442,27.774152755737305,0.3588223344159145,5.723842358732531e-08,1.8253527808157945e-13,4.314387808892515e-06,0.0007606791754803365,0.9965554550175949,0.8873419689501729,0.6724519628292387,3.4267540248108425e-13,0.00022292269575984562,0.28287443013945146
Semi_KO_Wilcox_perm5,442,27.65623140335083,0.3391220093647579,4.408811457191256e-06,1.07897686020027e-27,2.4860034448202732e-17,0.0005633045319299852,0.999971656679932,0.9602607682209214,0.45531504051421434,2.7804275659633108e-11,0.0076925793523197694,0.1967918333308405
Semi_KO_ST_perm10,442,50.877211809158325,0.0722758275790952,7.916440461583193e-10,2.532909887534107e-32,2.1552820438929026e-15,0.028043703200664818,0.9803389773878771,0.7007096224927598,0.004628027525480393,2.8049545511246606e-23,0.0001815092612682883,0.04749392008030515
Semi_KO_Wilcox_perm10,442,50.752111196517944,0.17024267574854307,9.521155659325882e-15,1.2561061833065622e-61,5.344386522863393e-24,2.9378785103654166e-07,0.9998817578061319,0.3957336419738551,0.00011951543691188469,1.1954931265970597e-29,0.0006516210575924813,0.02010604115174213
