method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,6.4249207973480225,0.9878984496172755,0.3150024687484758,0.972279953261229,0.06533552303825574,0.0008948504411595559,0.0029984496073756084,0.9159596790020001,0.02627946145457727,0.9999985026936604,0.9370254168159713,0.9002139348183051
CPI,442,1.3469409942626953,0.5431978744236765,0.1403942124012278,0.07678263521619885,0.7265222437419036,0.5301801546845482,0.7857990701100428,0.4828439861405071,0.8693882626190407,0.0010976237352582274,0.3645636690282238,0.8815241796973113
CPI_sqrt,442,1.3466606140136719,0.151302917624137,0.5408512468339448,0.022537444144470974,0.32260260389707285,0.5055162838172388,0.910938005830437,0.839492286938752,0.6412244517698776,0.01874499751716864,0.5941854504541042,0.42476545102238705
CPI_n,442,1.3467462062835693,0.3184278541176356,0.4757657325297374,0.019086735842769362,0.5379830633040754,0.3038432688865064,0.880809436712564,0.3835445372439168,0.963463827405871,0.0015928491079856145,0.06408430759586636,0.6090053922501931
CPI_bt,442,1.4201347827911377,0.5075603190935767,0.49366946696306874,0.49774226498381324,0.4974275232998949,0.5024259801027616,0.5012297517119295,0.5091781965688151,0.5163305371095578,0.49694826204591896,0.4983424381905179,0.5042974437296934
CPI_sqd,442,1.4155495166778564,0.4969497844855071,0.5038003988239929,0.4957172349685276,0.49868429445236273,0.5039948149029806,0.5118642825071106,0.5084241279386129,0.5093268922451143,0.49522979378509435,0.4903497156271486,0.5050255433892176
S-CPI,442,1.45536470413208,0.8871718515843106,0.5931215827883142,0.284910865240127,0.7877635285277211,0.8614211358933921,0.9367812805870198,0.7744657276490166,0.9229860919630744,0.20603227364892962,0.6209015680075612,0.9788360365662311
S-CPI_sqrt,442,1.450657606124878,0.6814248645012945,0.37908483514598346,0.21294778357506688,0.7012236545136957,0.8852873146667593,0.8337355591105869,0.9095458057260202,0.9472714029516756,0.24786067198791573,0.3708624126167859,0.914976643652633
S-CPI_n,442,1.452754020690918,0.826025965248418,0.3318581305244667,0.4343970061750189,0.6875697348191363,0.9106672892002858,0.9073634791694003,0.9232766422869794,0.7976458265235917,0.0994149646145216,0.6766135297712832,0.9447000048741712
S-CPI_bt,442,1.5225327014923096,0.5009017470267311,0.49863793154585406,0.4986997646255439,0.5021749944837778,0.5075738432540099,0.5043591123303025,0.5050700631435732,0.513140786992232,0.4958683673099386,0.5007368273998059,0.5051648581015774
S-CPI_sqd,442,1.5255522727966309,0.5034745286212153,0.4956882562589472,0.49899150949550114,0.5022164310674245,0.5085937080408534,0.5055132511516618,0.5044382789752841,0.523312954626718,0.49810962101283673,0.4993500240631973,0.5048057026154513
S-CPI2,442,2.519101142883301,0.7797830453115413,0.4426812357354986,0.39138819662489555,0.8298778713047813,0.8331643032329011,0.9301406573804077,0.8939163042290215,0.9628638668754813,0.14235568369536877,0.5961392605020022,0.9722665208198537
S-CPI2_sqrt,442,2.5250649452209473,0.7520531623483511,0.4607216284747146,0.39957974766272747,0.7501102295379478,0.7806466001160517,0.9151818579547653,0.8802107264341569,0.9008891105518453,0.19262915136233605,0.5706446517103307,0.976582561313133
S-CPI2_n,442,2.5210964679718018,0.8135433059863981,0.49477861120363875,0.3626662242091227,0.8077958136651466,0.7915528588199886,0.9208573983653028,0.8850019059972378,0.968403407614196,0.13435446470338963,0.5338712593124061,0.977758639096296
S-CPI2_bt,442,2.592752456665039,0.5041594751864038,0.4998393932535926,0.4996410304655136,0.5030806043326086,0.5068387805075191,0.5052723670953974,0.5046605706478936,0.5162647921044281,0.4984650941162441,0.5005423414272915,0.506394723249863
S-CPI2_sqd,442,2.591864824295044,0.5034420046154312,0.4996123956979077,0.49967500372063717,0.5023001365937089,0.5071270437759828,0.5055370588415107,0.5049049629496433,0.520705641260624,0.49844637520172763,0.5006202229882823,0.5068816181161103
LOCO,442,4.70464563369751,0.15962741979855744,0.14427465562256198,0.22775932992608172,0.7211319391180127,0.326375713236941,0.18503205062178418,0.2249648381145965,0.9336272220603172,0.15125245635399337,0.3288675540787921,0.7074973592945695
LOCO_sqrt,442,4.702701568603516,0.169191867792078,0.15724201510197733,0.23120091733656967,0.7162675554258642,0.33412279917251053,0.19405154919440742,0.23563469104489138,0.921578976569346,0.1562934095815675,0.33374167210468497,0.7006538892635131
LOCO_n,442,4.699894189834595,0.16047245357459822,0.14542467755743094,0.2280607955916043,0.7207020959327141,0.3270749391537996,0.1858307979528917,0.22591962796302079,0.9325872368318365,0.15169354845165395,0.3293010700745941,0.7068866029489743
LOCO_bt,442,4.774860382080078,0.49694305659704063,0.4956377253634031,0.49942696488214544,0.5008967692699343,0.4987860319999326,0.49809164713330856,0.4977971513354617,0.5052314560442338,0.49866984863549313,0.499146651850969,0.5011731493936818
LOCO_sqd,442,4.77419114112854,0.4980511436113211,0.49639450260471113,0.4992827424432322,0.5008578503891278,0.498640138294703,0.4981128155171587,0.4977595927288641,0.5053853407126219,0.4986100390300496,0.4992306428354869,0.501024524896036
S-CPI_ST,442,1.3504023551940918,0.5000000000000003,0.9999999992039551,0.5687982543664036,0.9174583054221064,0.9984753363073584,0.9984753363073584,0.7559888280845672,0.9999999925613697,0.24401117191543278,0.5000000000000003,0.7559888280845672
S-CPI_Wilcox,442,1.3602979183197021,0.6828478182237745,0.4429956411947539,0.4972874079586541,0.3312756731172599,0.3999259670678738,0.9555503585346204,0.4677972034689793,0.5136449492163774,0.0029992699922981618,0.2915285030609285,0.8510872778955764
LOCO_ST,442,4.714072227478027,0.30152319456444016,0.4312017456335963,0.08254169457789359,0.8509646683042302,0.08254169457789359,0.36442696933679186,0.6355730306632081,0.36442696933679186,0.8070206228294606,0.24401117191543278,0.6984768054355599
LOCO_Wilcox,442,4.714072227478027,0.18064253073867298,0.11027143706404874,0.2351392916881238,0.7557920057683634,0.1771206361897102,0.15476086001329042,0.3492296380583624,0.7857163724342355,0.44241294224918515,0.4203495135048338,0.7237489758066948
