method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,52.22896432876587,0.13660711801064518,0.20352244421526233,0.16805059050605742,0.39549037205415527,0.33169299198812596,0.5500949397159742,0.3093212291443923,0.4633398407444843,0.5087159526576479,0.7883422274595719,0.11478304727483324,0.718674894244195,0.031051637036171975,0.5232085155311482,0.45450275297256093,0.702426137899156,0.02316263115086814,0.9677500944895978,0.8505434788549603,0.2305912139251255,0.7583124764717075,0.10193357685320215,0.6068326413352225,0.027762550994433255,0.5587761380206439,0.17183455919109858,0.7575814222146876,0.8549967554090848,0.6519447856499008,0.9031117299508826,0.5586491392526132
CPI,569,6.1499409675598145,0.8420543376330399,0.19811685787726657,1.0,0.1225757117154605,0.20887458662632047,0.39251204752394275,0.013148306229826412,0.025789146587639374,0.7578855610001692,0.753475368839939,0.17798218042793656,0.4355822711741676,0.06016562438563499,0.14507648540284562,0.21071524718810047,0.054156713831039975,0.14906698709502197,0.015850330774866486,0.21700254109799338,0.09947014200779142,0.07767873994990677,0.42302334269127295,0.9418009146367806,0.8773385173098116,0.3641375662729328,0.8308510330565515,0.009471010795541024,0.6792656529973315,0.5746816257215822,0.372654352473594,0.33546961216516236
CPI_sqrt,569,6.1526038646698,0.4998378408950071,0.5017967521880513,0.5,0.4994069663325316,0.49960567396991085,0.4999169733148387,0.49887256476122777,0.4788870938407307,0.49944271523546846,0.5002184974714965,0.49979009953665815,0.5006378638750325,0.49949531699368904,0.499084887614722,0.4988354758338451,0.5001659341936038,0.4999736602251162,0.4994885497312999,0.4999129839934746,0.49859748962206185,0.5000869917225256,0.48697349772200443,0.4941842037941384,0.4992829924543366,0.50350153439511,0.5030441784770399,0.49668105511283384,0.4982802174164226,0.5008438378190517,0.5002233935282016,0.4942904691518619
CPI_n,569,6.148154973983765,0.4987811807628703,0.4467759228366263,0.5036156490662734,0.4905362018674803,0.48621399142305427,0.4969721214356967,0.4953017195714965,0.4092163185651155,0.48944703128534,0.48896742502427193,0.5011369260288185,0.49885139549779034,0.5130376540462414,0.48716233978477314,0.4980321242019463,0.5017029971542577,0.4936087995122065,0.49241528379956717,0.511983145523636,0.4702140408078659,0.4752408541882641,0.37874540062156964,0.43966364634274807,0.5034752337908539,0.5139103708684961,0.5337680818266879,0.49646903062417336,0.4830777163516933,0.5014907381974089,0.5023958808162986,0.5085451735489537
CPI_bt,569,6.4357664585113525,0.5,0.39076476778923913,0.4975340272801476,0.4939084125072285,0.49478604689227534,0.49573684855131794,0.5008045782526543,0.3211574342171469,0.5389854924526262,0.5056005305574028,0.4913801681227674,0.5038556566101942,0.4976385166091072,0.49279052109223404,0.49419050611833537,0.5016718486901829,0.5006582929248085,0.4826390890318294,0.49760716983405945,0.47702478445356294,0.4729056004673722,0.33432638102775336,0.2702354502553714,0.5088078680011603,0.408546459961028,0.5370610468486091,0.4032611572741499,0.7385023308676499,0.5162646504709159,0.49972832363889724,0.5602240455856765
CPI_sqd,569,6.446538925170898,0.32711931329828303,7.787165299515226e-61,0.14525946185916727,0.8037043777623623,0.07720056755009047,0.162239649567546,6.43365051376517e-10,2.568359481746313e-209,0.28474755660406226,0.7603458781400716,0.08456866466244695,0.32389889891493706,5.980965556257688e-09,0.006884839152939262,0.011722876507193666,0.31753150812442366,0.5160749579091819,3.2460616039119997e-18,0.015785911289685116,2.9952519842474016e-11,7.847471517559393e-114,0.0,0.9345248709409435,0.00014097089550513129,0.0,1.0,2.255754838390924e-196,0.9351276029293555,1.153350263084654e-23,0.8171495601443184,0.0008390062743656898
S-CPI,569,13.809165477752686,0.31159182130546137,0.21619019806824752,0.6427579245356614,0.038140232284373056,0.002887994185487947,0.6523934116781045,0.0024183800422605825,0.32558804947246045,0.39486960509844504,0.810871149441134,0.2139747501597396,0.3925319066949965,0.573124233446216,0.07344400332691836,0.22738899199932522,0.46375524753965985,0.459104649243155,0.016973715013085623,0.41912583784342883,0.07043146142238443,0.16345355714840248,0.07984436857930038,0.3138085838112943,0.9374517733557821,0.5534680100507028,0.8509537892077716,0.06905561327179993,0.7184125892381641,0.5851888281106694,0.5289676900296885,0.6755342657911653
S-CPI_sqrt,569,13.839555263519287,0.4999949613070104,0.49666517799380566,0.49995611446297333,0.5001314987107349,0.4988951758644105,0.5000434478769624,0.4983056395734856,0.4806874026282538,0.5002326709470803,0.5006748628326922,0.49949145048365584,0.5000437579397106,0.49988697747557015,0.4988929245706747,0.49911838478770854,0.49979376870252246,0.5002578645324492,0.4986442844465843,0.49997243621754184,0.49717992159230584,0.4986362723338861,0.488913931733469,0.5035281832694277,0.5001523691580533,0.49970222939138426,0.5041458754824588,0.49589955178540845,0.5192737080143635,0.5013678776291733,0.4998506053611437,0.5016013177451587
S-CPI_n,569,13.836577415466309,0.49919627107964704,0.4465229668101173,0.5001165443031975,0.49063472370740885,0.4820703963352531,0.4989726663698914,0.47261677840551575,0.3524399076911975,0.5056990022273656,0.5025045891119677,0.4905213886619865,0.5040540664846794,0.5098488669549387,0.4819137781320952,0.48661726504224534,0.4934793259431132,0.49700151245858415,0.4826271184846085,0.5013528094011677,0.4648246238428376,0.4658910949131084,0.37507083274251063,0.513797406219276,0.5108502988953454,0.5366420680404814,0.554706998935292,0.46070623512455317,0.607622100701379,0.5143616334712773,0.5019136594139922,0.48056920441378065
S-CPI_bt,569,14.103745698928833,0.4993441765218464,0.44270345607359624,0.4993379070458072,0.49490668379439584,0.4847675973807892,0.496483450862033,0.4698751031457514,0.36139465231806966,0.5042325585042509,0.5190964201854565,0.4930577782552985,0.5061056429695653,0.5005205541555239,0.4847565976521828,0.49047589263919,0.4894871925139977,0.5019596723934345,0.4772866555933255,0.4921300606665911,0.45803470319919887,0.4671802737251424,0.30545773811127036,0.450941029542914,0.5169447532555919,0.5383116734093862,0.5689212256714931,0.4350041251013726,0.5076693513273746,0.5140422501960586,0.5032332872036631,0.4701231182349782
