method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,13.836049556732178,0.7220916602092385,0.5423417414840999,0.007735310558904973,0.10221196708495484,0.3743529439510669,0.8858384934397906,0.7306888965078224,0.13656359693124442,0.30828266655808023,0.16466010131603737,0.8657432201308929
CPI,442,2.1530091762542725,0.2627824591666715,0.005008314067958599,0.0003481716844594629,0.005135288900383671,0.07341939293617321,0.009735141879282313,0.11524273497920945,0.7176241763715504,0.0010190021114414786,0.09812089988412442,0.9787329747205894
CPI_sqrt,442,2.150155782699585,0.8525225994654028,0.10959968988805752,0.00017496780550539846,0.02501295853613929,0.1832250871417141,0.4364335902584318,0.656358386862156,0.3538632531343665,9.17182799736144e-05,0.1104272082130745,0.932587906079125
CPI_n,442,2.1506669521331787,0.5825683763641106,0.0020435762151723774,6.0849374420518e-07,0.009898640529861828,0.4245329107671333,0.1864135972687459,0.16930369000294576,0.23279843187721633,0.00045216814808773237,0.10038505957904703,0.9823747150958554
CPI_bt,442,2.2236247062683105,0.5037514855026723,0.45894195662118564,0.49435962706256587,0.4905658933491913,0.48429883876632257,0.4842856983786281,0.49679636944394895,0.5031300792388774,0.4940331790514873,0.5017247562854344,0.5182507963270929
CPI_sqd,442,2.222208261489868,0.48954230069900095,0.46047387782152593,0.49277983762439737,0.4952568143521763,0.47482467922433524,0.4426722026487251,0.5007961817338588,0.5206957887016609,0.49349037434009535,0.4995618863910458,0.517273834064837
S-CPI,442,5.16939640045166,0.5888742581541008,0.004981245232211955,0.002500903234575052,0.08253218493135561,0.4197181322688566,0.15314294883802715,0.7797919194834443,0.8606373736084922,0.0077885259362020344,0.2534684497380092,0.9924375371821675
S-CPI_sqrt,442,5.175375461578369,0.6519405698068563,0.038881083980493544,0.00027430557212171597,0.14685905370799512,0.47317210993420955,0.08460174681442745,0.6952190841937882,0.7911119785937948,0.005915518158856233,0.37309869762660164,0.9779027268813851
S-CPI_n,442,5.172461986541748,0.6373443010845556,0.0055770377762757025,0.00041436198700339305,0.07168917971512563,0.3593362095393609,0.02863781044124663,0.9445498927109341,0.7015401023185226,0.004638786166442824,0.30914591488357435,0.9904175314798062
S-CPI_bt,442,5.251356840133667,0.5024876433336664,0.4528206949514418,0.4930297983530588,0.49343219747909006,0.4915298181033796,0.47350475624114335,0.5070282020704325,0.5112778487204558,0.4957043736728149,0.4985139813152816,0.519914562559858
S-CPI_sqd,442,5.249011754989624,0.5010129046364517,0.4543887324688085,0.49531837326545547,0.492068240014746,0.48894278318945306,0.48039872328783345,0.5054565180004439,0.5073768448824181,0.49528844427267954,0.49824711352091994,0.5195940232965133
S-CPI2,442,35.435126543045044,0.6046607740150736,0.0029829487999077833,0.0008536964923281634,0.10130657850357383,0.33034086536803026,0.09968478785606283,0.8580514341122659,0.8334056445627314,0.003154019270682514,0.3518188637183872,0.9948081554048449
S-CPI2_sqrt,442,35.54160952568054,0.6512983963182988,0.020063760064770047,0.001954287466354457,0.100483201713567,0.3989578947647572,0.12052370974088628,0.8594994558155249,0.7499531683515376,0.003233520897176877,0.3802450819499722,0.9833677724900413
S-CPI2_n,442,35.52855134010315,0.6509827498643873,0.005015286523555782,0.0018317670238798926,0.09505859640710301,0.3851767256603335,0.09130210603638106,0.8528664952031164,0.7955795180974814,0.0021046555006222936,0.4065063211974001,0.9927116148843966
S-CPI2_bt,442,35.61415123939514,0.5013360307660057,0.4587747925598017,0.49487415095634507,0.49337135361242995,0.48984457277615584,0.47914162213755834,0.5045154493002639,0.5237972493426701,0.4952948405813243,0.4987762692071825,0.5244331673983867
S-CPI2_sqd,442,35.65309453010559,0.5019718328632982,0.4537141985246366,0.49519029960808714,0.49465470610049966,0.4919007499812038,0.473374186811778,0.5072911932945676,0.5164726110357102,0.49478435852772745,0.4982138072421404,0.5220641444842645
LOCO,442,9.880100965499878,0.3096485577875428,0.0037345053920439467,0.006034459290032647,0.1862700238303699,0.0058572856078123806,0.1435719565079165,0.6941429888414701,0.24547928283984888,0.0013114240961768265,0.3014488583942655,0.9101151624497462
LOCO_sqrt,442,9.856621026992798,0.32447834233094774,0.013680336019831395,0.0074195585621730144,0.20038273108141386,0.018896734018718383,0.17912059681440323,0.6802259477875422,0.28801559573335617,0.0017356382674980021,0.31376378868935906,0.8880333323626949
LOCO_n,442,9.856951236724854,0.31102841516042523,0.004309917750988987,0.006147833417383763,0.18753564649930649,0.006665470568535866,0.14686579555002854,0.6928557994066055,0.24976919533281272,0.0013449384340705126,0.3025775091209567,0.9081722074168372
LOCO_bt,442,9.932035446166992,0.4977984068229602,0.4721146755175538,0.49388656696003147,0.49653621313451757,0.4661597153217786,0.4892628973204153,0.5029211685920117,0.4909614552740311,0.49557226669041826,0.4977411641284122,0.507297137786263
LOCO_sqd,442,9.929014921188354,0.4974039573327007,0.4631905270082268,0.495696589693729,0.4964029614612818,0.4622745340389158,0.48720176340800847,0.5025441851562624,0.4901201814153496,0.4945805810452663,0.49747233541406577,0.5072378422088303
S-CPI_ST,442,2.160757064819336,0.24401117191543278,0.9999999403696281,0.05912005523488036,0.19297937717053937,0.4312017456335963,0.5687982543664036,0.6984768054355599,0.9174583054221064,0.007436298546321058,0.30152319456444016,0.9174583054221064
S-CPI_Wilcox,442,2.170732021331787,0.578237429419956,0.00876380312124316,0.0029195718751124718,0.006431413344693041,0.14397834662833797,0.3548899077836066,0.5683962135545355,0.7030045625298453,0.011554423851948561,0.1238333414366446,0.6060514194635086
LOCO_ST,442,9.870195627212524,0.11231496492918135,0.018514255032074236,0.004515245343609975,0.19297937717053937,0.05912005523488036,0.0119005496674455,0.7559888280845672,0.24401117191543278,0.018514255032074236,0.11231496492918135,0.8509646683042302
LOCO_Wilcox,442,9.870195627212524,0.38215922102783356,0.007638969691857666,0.003460946779608613,0.1842080165088738,0.006855072134772369,0.045948425284901825,0.7259975633613531,0.26363015387067157,0.0006891738530488829,0.14278741194721778,0.9298090084553334
Semi_KO_ST,442,9.168257713317871,0.18307563642169844,1.0,3.7647133961490074e-05,0.012634901141252717,0.9999999965061962,0.9955903577893234,0.20938578704295932,0.9996425661741591,0.23779580884056487,0.48103498067047257,0.9005017454277309
Semi_KO_Wilcox,442,9.158092021942139,0.16221094412174003,0.34872093843161067,0.024051686851005016,0.0026877974533358042,0.28390876010191507,0.8933612115712526,0.35011349969379807,0.5277682741859375,0.0013382941650279159,0.10745361965781913,0.05402932271708013
dCRT,442,12.445938348770142,0.9985533339467358,0.0005854875786744124,4.3515878364131003e-10,2.3878749114491265e-05,0.39561929255227624,0.850113093363963,0.8083202239025942,0.5065500716920337,4.61140880566488e-05,0.29762817737444225,0.7326324350817108
HRT,442,1046.7779994010925,0.4394822006472492,0.00032362459546925567,0.0,0.010355987055016181,0.28802588996763756,0.06504854368932039,0.4673139158576052,0.7902912621359224,0.0,0.18737864077669902,0.9841423948220065
Semi_KO_ST_perm5,442,31.75451111793518,0.878992317910783,1.0,2.890601752111589e-06,0.00041746034091225907,1.0,0.9999999981804869,0.9999999547368049,1.0,0.060220802830203195,0.9997770773042401,0.9973426613380703
Semi_KO_Wilcox_perm5,442,31.864357709884644,0.935779684742279,0.01562466077263094,2.5611340087333564e-10,9.968142152631024e-08,0.11846366118441237,0.6609930123692414,0.9425258247624736,0.0321287082643502,1.0391678891181267e-05,0.6950093273328147,0.07595251490556919
Semi_KO_ST_perm10,442,60.38257694244385,0.9916169854701108,1.0,1.748033438774612e-21,0.0392110386596191,1.0,1.0,0.9999999999999994,1.0,0.26871926296725346,0.8703637657944571,0.3760526880310325
Semi_KO_Wilcox_perm10,442,60.36773371696472,0.7345958337916744,0.00019997775913272784,1.2141526658256802e-28,2.8035041277927326e-16,0.5279744475412702,0.6224619593294158,0.18132147987867692,0.8374116969088681,5.132150733203008e-10,0.07268071722953867,0.4118891131328006
