method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,2.979492425918579,0.07402900966031223,0.1964734712541123,0.265273476241192,0.9162258324993642,0.15885531110209605,0.8648288139789455,0.5175027876191264,0.9598668568740965,0.2430423332498064,0.9998286038435529,0.8172828321059538,0.2524371061089221,0.3176646931564303,0.7062845530474839,0.9767558370230716,0.8811389301479963,0.34485375916930683,0.02053565959446113,0.5669701662253039,0.10490737694750463,0.9551073566138751,0.9387499751626945,0.2620227488206115,0.20679834551078635,0.9861043011238839,0.8026894584628734,0.9295987348248896,0.8050265315953782,0.23270099485703832,0.7059171812872453,0.6517742767421708
CPI,569,4.141628265380859,0.8885038403870865,0.942165449154259,0.3539981016670728,0.6914722353703835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7414092397444201,0.25999323236247307,0.7226063750555496,1.0,1.0,1.0,1.0,1.0,1.0,0.43398611325386743,0.7399476077912694,0.7529483424935068,0.8588417057702056,0.7317303060712741,1.0,0.8067849766179175,0.8306223056271623,0.3013550994382689,1.0,0.7718142524877425
CPI_sqrt,569,4.121242046356201,0.5054060356670691,0.5030520014217559,0.4985359083249999,0.5439666192107167,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5051069318938104,0.49980060414162275,0.5442844003704596,0.5,0.5,0.5,0.5,0.5,0.5,0.4785275227012697,0.5215469928299538,0.5042329353420869,0.513053972181381,0.5010305044121314,0.5,0.5008955928423378,0.500200052208219,0.49371529256431607,0.5,0.5013098823396422
CPI_n,569,4.129791498184204,0.5894333220903906,0.5225838503696029,0.49139642043878207,0.74302357497,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5380717520501772,0.500249663039532,0.7686134027905496,0.5,0.5,0.5,0.5,0.5,0.5,0.5928618042993175,0.5876151239761703,0.5905449679614697,0.6575988760589926,0.5184905071496367,0.5,0.626784710354541,0.481946401542959,0.5284002891809818,0.5,0.5099243354221803
CPI_bt,569,4.406526565551758,0.6434360378500514,0.5200251479334589,0.49636860871690497,0.8428285480054647,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5696514106193387,0.49767525109313576,0.9370707368993743,0.5,0.5,0.5,0.5,0.5,0.5,0.7827538595088099,0.6794645155952427,0.5984032701254343,0.7449397811533728,0.5291376344377627,0.5,0.5985326956962539,0.5484610848104926,0.47836150042808256,0.5,0.475487254393918
CPI_sqd,569,4.412925481796265,1.0,1.0,6.040091102665026e-05,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.1878275089094799,1.0,0.5,0.5,0.5,0.5,0.5,0.5,4.513377981104161e-18,1.0,1.0,1.0,0.9999999999999996,0.5,1.0,0.0,0.001461947862050561,0.5,0.9115449051704919
S-CPI,569,4.190697431564331,0.9383137043192384,0.9428306743830771,0.42557663655608935,0.9017206061032783,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9076634169698472,0.1802138139457799,0.9291274027622194,0.5,0.5,0.5,0.5,0.5,0.5,0.8353610355429493,0.9427513189389057,0.839424238003734,0.8972434873979065,0.8950948330892878,0.5,0.7923711937390587,0.5068184951916247,0.5958512189787184,0.5,0.8288591366420461
S-CPI_sqrt,569,4.204705476760864,0.5198706762122427,0.5035391597990143,0.49963602410911656,0.566696272009672,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5126547503546783,0.4998061582718261,0.561963626895582,0.5,0.5,0.5,0.5,0.5,0.5,0.5671881342525251,0.5297494127961979,0.509868339850458,0.5447455668302513,0.5017600507148745,0.5,0.5159901850044066,0.4978964404299973,0.5025158940359304,0.5,0.5025851709267584
S-CPI_n,569,4.2044525146484375,0.6640257816257593,0.5419784962839401,0.490461703903043,0.8046262186647108,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6190136772032775,0.4989201597336179,0.8256495969088455,0.5,0.5,0.5,0.5,0.5,0.5,0.7127101394381333,0.7101521710809343,0.6292272076902439,0.7454257789580871,0.5280499532174329,0.5,0.6385798600537719,0.46663088783865264,0.5535761874417507,0.5,0.5360324313102263
S-CPI_bt,569,4.508865833282471,0.723304072810041,0.5538802638493634,0.5023280483400782,0.991725947802829,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.656760664709519,0.49461526010099444,0.9970599334612456,0.5,0.5,0.5,0.5,0.5,0.5,0.999282797725171,0.9056811943844518,0.6899497197529891,0.9514049706755481,0.5252525648598649,0.5,0.6926646243858616,0.5650753121078457,0.5325431578877461,0.5,0.5322124702116228
