method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,29.06097173690796,0.9480176000336668,0.18060240887749957,0.15781633803281037,0.7391428476484302,0.7875516370269725,0.5807252144373061,0.10913766553697091,0.48290532485922955,0.12679598150077032,0.9244265482743264,0.0035643134820749767
CPI,442,3.015634536743164,0.14794896204831492,0.008308266259647269,0.00888903554911869,0.20629614201553237,0.8604270989772858,0.036922451265893275,0.1571825367364419,0.8137148634291504,0.07063595886615043,0.5523161580200011,0.497533982111404
CPI_sqrt,442,3.010059356689453,0.5434018368196735,0.006174835288397055,1.7341006923312874e-05,0.41721288662715955,0.9482845208682438,0.08995066496828724,0.06257889390327746,0.575290025658958,0.007573806878284164,0.5441338900955928,0.76336511209809
CPI_n,442,3.0076675415039062,0.6134901440959484,0.016770598042775357,0.021438610244545398,0.1898458736852151,0.9481692019148855,0.1681073107673885,0.053402066291555306,0.568572093292684,0.003601480371775655,0.8597544837034321,0.6410128765098784
CPI_bt,442,3.0773203372955322,0.4968392845962416,0.48996085815070556,0.49726150141875897,0.4953021025805332,0.5591071199742208,0.4827098821864148,0.4950798940288491,0.5015679363536679,0.497702931760121,0.4950294166774178,0.4996915194373641
CPI_sqd,442,3.07827091217041,0.5341064566105644,0.48412433083757883,0.49292290418177204,0.4968422059365851,0.564886613241876,0.4825563687272323,0.4935518618187202,0.5097719586517048,0.49234920001762933,0.5024866087379256,0.5056598616308063
S-CPI,442,3.0471982955932617,0.18993971526661835,0.01629604136333086,0.025177285986522538,0.5431800047726427,0.9717448243193947,0.07394919907455641,0.22805517450890977,0.9154937875068088,0.0871853627129272,0.52691314822623,0.5704391060203032
S-CPI_sqrt,442,3.045365333557129,0.43263620517842705,0.02324995435480977,0.09788973847646609,0.576011226134058,0.9452700099793612,0.09937403872379313,0.6720491957532858,0.8021697043415625,0.2777708003935988,0.5462697330385634,0.7393877180820891
S-CPI_n,442,3.0432190895080566,0.31462284184465195,0.007075932479371553,0.04684795850861561,0.519448330942168,0.9746498259246766,0.029548798575863833,0.2749851633748098,0.9032357904973913,0.18427202236853912,0.5951047793103641,0.5461792895365241
S-CPI_bt,442,3.1163008213043213,0.4452523718509367,0.4920949801928364,0.4948176048845468,0.5004731538854702,0.5443449666784195,0.48715026153067004,0.4984078513932893,0.5073082306009182,0.49870132804956135,0.5081170009540703,0.5015615823667685
S-CPI_sqd,442,3.1161861419677734,0.472265956692058,0.4938777982912553,0.4970540442820058,0.5008318385663341,0.5481141741486847,0.4877513001256469,0.49912820092903687,0.5087987598000184,0.4979582100910984,0.5042674039851526,0.5016427282372088
S-CPI2,442,3.433969020843506,0.17736810007138681,0.01833777079785736,0.07661061559382042,0.6085059569374643,0.9824806289455995,0.02382587792946847,0.3781646712401371,0.9238531348242113,0.3479159414359223,0.6631040390975127,0.6409883395740358
S-CPI2_sqrt,442,3.439082622528076,0.29014725814927933,0.025121811457197003,0.07451922602733446,0.6486111443984627,0.9453722372890562,0.0517314147039957,0.4099370638125287,0.9149989285851915,0.3166658033906192,0.7145482173132616,0.6045697251180888
S-CPI2_n,442,3.4362995624542236,0.19724754395758243,0.021177954841252532,0.108226165901471,0.5634280494375291,0.9808936104116798,0.040688317743622894,0.31499434686489686,0.9218676429108941,0.3101186336009583,0.6814514826064044,0.635008139037498
S-CPI2_bt,442,3.5050148963928223,0.463567428185063,0.49295914216670805,0.49698748843225493,0.5006099346945169,0.5489562174938999,0.4848313184549903,0.4996043422555057,0.5072742660138331,0.4989905818806525,0.5034659554444018,0.5019554280078344
S-CPI2_sqd,442,3.5046751499176025,0.4596283785473801,0.49202781357628067,0.4970684079823559,0.5006068191546758,0.5596317019464125,0.48358506274036356,0.49812568401851026,0.5076199169995338,0.49948491409319845,0.5044505229601841,0.5030241468491301
LOCO,442,24.611624717712402,0.5867616713579386,0.2339374300739519,0.004257001695110227,0.49689425048435204,0.7504896570478297,0.651460221786498,0.8459868826987682,0.7244300177374494,0.19846136868486697,0.24614166529670617,0.22138428321851666
LOCO_sqrt,442,24.608750343322754,0.5792624752030191,0.2452538846566678,0.005494781906609067,0.4969962974726899,0.7334085743565442,0.639895079614667,0.8234863569021006,0.7097468618637549,0.20755869054700776,0.27833212676421404,0.2549307787698212
LOCO_n,442,24.609273672103882,0.5860561282526243,0.23495374037411476,0.00435655587190688,0.4969033728240662,0.7489195872606262,0.6503842503405716,0.8439482979359854,0.7230816398418308,0.19926861350889413,0.24926338267100817,0.22460681449346198
LOCO_bt,442,24.68042540550232,0.5016057879103858,0.4976897307971733,0.4936131510550225,0.4999863287087522,0.5042420516429845,0.5021001775215165,0.507155712326465,0.5027305764927519,0.49800702300860383,0.4929817216437905,0.49343178946659855
LOCO_sqd,442,24.688321352005005,0.5012204857028266,0.4968800104535291,0.49246301837109224,0.4999838562928653,0.5039048435079304,0.5024299362498506,0.5066064989526146,0.5030498123612301,0.49782005382789096,0.49351082425811854,0.49205825117535057
S-CPI_ST,442,3.016718864440918,0.8876850350708186,0.9995434011827042,0.05912005523488036,0.36442696933679186,0.9174583054221064,0.04124564626258096,0.05912005523488036,0.5687982543664036,0.0008471598538028507,0.1490353316957698,0.5687982543664036
S-CPI_Wilcox,442,3.024055242538452,0.6586676665573716,0.0010363306770712927,0.00442903105199517,0.051859555407989526,0.9751092895638055,0.005281680364897614,0.10858858403896665,0.1363042928152749,0.048885200362495204,0.13384829686980138,0.9003014077309882
LOCO_ST,442,24.626021146774292,0.36442696933679186,0.028013940919450156,0.19297937717053937,0.1490353316957698,0.5687982543664036,0.4312017456335963,0.08254169457789359,0.36442696933679186,0.30152319456444016,0.5000000000000003,0.30152319456444016
LOCO_Wilcox,442,24.626021146774292,0.4273860659719866,0.04974851445192019,0.03867071021470024,0.26216492010238124,0.46198003100493656,0.3838735086859973,0.4459615845699115,0.3795921249573072,0.24280064755006825,0.21102355682446644,0.2883941306357154
Semi_KO_ST,442,9.258546352386475,0.2681971873062273,0.007589776966828797,0.000174875878540461,0.0013448303628036506,0.02551638058810905,0.48103498067047257,0.841070475836775,0.3343182215557052,0.0013448303628036506,0.0033190088163749906,0.9161487410443694
Semi_KO_Wilcox,442,9.238493204116821,0.05008976956120263,0.2470411677802053,6.205474475639883e-07,3.879870707030504e-05,0.1019150555858025,0.9254403590725667,0.588852456090527,0.12374570445002042,0.0012865000108193666,0.7908130831846669,0.7982245714647712
dCRT,442,35.96475410461426,0.9798667890705745,0.0021303639257874546,3.291553466640896e-11,7.223386777974114e-06,0.012276314694143708,0.15749733764218776,0.4082972485268235,0.7414669626295807,5.352807814990465e-06,0.2747000080607578,0.3395692523377276
HRT,442,23.28666400909424,0.1,0.0,0.00032362459546925567,0.05307443365695793,0.9964401294498382,0.0016181229773462784,0.1029126213592233,0.8634304207119741,0.01423948220064725,0.5533980582524272,0.4747572815533981
Semi_KO_ST_perm5,442,27.98244571685791,0.01582738716922835,1.3754441404608315e-05,5.0142673445579734e-15,8.33410548301343e-07,3.445005934913072e-05,0.9949797595611946,0.8873419689501729,0.0030279771873096,9.790154597122894e-05,0.023936551710546122,0.9099037298407554
Semi_KO_Wilcox_perm5,442,27.856566667556763,0.7850725300953079,7.391319073588121e-07,3.749684159047528e-30,4.338074942641386e-09,0.0013431848178197074,0.991466289975575,0.9950112522170187,0.0020444193798856776,7.542615785551334e-10,0.0024861038510529147,0.0024107157173313834
Semi_KO_ST_perm10,442,51.191734790802,0.9864907715863347,4.2934691788371104e-13,4.368605479892959e-31,2.3838726401368653e-16,0.0003188055057717621,0.9998718683304059,0.8358865469701978,0.0001815092612682883,2.2112782908545536e-13,0.011560398181609236,0.04749392008030515
Semi_KO_Wilcox_perm10,442,51.19967246055603,0.10622539603842568,1.4540382308903037e-20,3.315005519201213e-47,2.438444309087555e-18,0.0003427780627479019,0.9898931589537995,0.9125849176879748,0.0027900970613518425,4.167354023198006e-25,0.0012265225469918761,0.06398561168234997
