method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,19.345221042633057,0.9814689559442058,2.697747939484074e-07,0.5732380407389988,0.5208905691785393,0.024594417155954784,0.023341994641724262,0.9999997329339484,0.48665084258881197,0.998196468164185,0.9710746048792186,1.7394121032410226e-08,0.4839052096576203
CPI,1599,4.483196258544922,0.5683298249331645,2.159024997780801e-07,0.6332792155601892,0.36502172891961027,0.0772032877460977,0.28656327120754993,0.00013037188008759915,0.3605848109133487,0.965066536614734,0.004698522424778034,3.551561259387612e-08,0.3843980598656684
CPI_sqrt,1599,4.4949047565460205,0.4822874881058961,0.37023691442064366,0.5176761483059132,0.4536212203798096,0.496531401381615,0.45179393087633857,0.00015061006204420346,0.5000008199031912,0.49757378110282724,0.4082748710156001,0.048822036232958325,0.47266757801042225
CPI_n,1599,4.475557327270508,0.532840488522536,0.00368947524899017,0.4510931775471737,0.10725255493721786,0.4645905989048843,0.5113997207331487,1.5896587112744223e-05,0.5002226685403679,0.6312541881224347,0.027459194388507933,3.6511553652971163e-06,0.45237940105845775
CPI_bt,1599,5.171392202377319,0.024408699813339714,6.631659642055747e-20,0.40818744411426594,2.2596823418874694e-06,0.4539266387299692,0.8457672358716444,2.3246338034713443e-160,0.49793531930769086,0.6310296842195863,4.8625861459400565e-06,0.0,0.9119192891076336
CPI_sqd,1599,5.165281534194946,0.0,0.0,0.0,0.0,1.0794578792181773e-160,1.0,5.591280229814421e-223,0.06670976159933122,1.0,0.0,0.0,0.0
S-CPI,1599,4.566632032394409,0.6042204043026036,8.204713959388597e-06,0.8362385950531346,0.04078010387602449,0.11502951695588726,0.7660534937091935,2.2877227358968645e-05,0.3975025755695288,0.9547667959069007,0.0026408736228832356,1.9256226694535564e-07,0.6705330836782427
S-CPI_sqrt,1599,4.561546325683594,0.525286444474712,0.32415728411979317,0.5119193435752438,0.39724622559387496,0.4956853496037119,0.5690897628391292,0.00030200146567453245,0.4999730667667557,0.5132168382473616,0.40918008849417165,0.06169678060697457,0.5380840111281575
S-CPI_n,1599,4.555995464324951,0.6868221622483248,0.0003732692055720731,0.6498767377593064,0.07624691570815165,0.4596439113292434,0.7742749088201867,5.7107227459774066e-05,0.4986300697584429,0.7195060910504154,0.016672295190444997,4.705399165378299e-05,0.6997020311969749
S-CPI_bt,1599,5.2480690479278564,0.9999390956499975,5.8317230945740506e-30,0.7210705725881662,3.138112201770314e-07,0.4068035395573234,0.9999999567595055,9.39244297946393e-127,0.5006492315394186,0.7320294247454354,1.0902205892709664e-09,0.0,0.9022773544403071
S-CPI_sqd,1599,5.259206056594849,1.0,0.0,1.0,0.0,0.0,1.0,5.803713843349273e-205,0.5053634814895258,1.0,0.0,0.0,1.0
S-CPI2,1599,5.467284440994263,0.8431838059095964,1.0980530179342283e-06,0.8216520528742361,0.027611059333584563,0.11385387670961833,0.8217512867200473,1.0797376110745848e-05,0.3402926231340273,0.9465058560135854,0.0005103011897137817,2.3497715512078362e-06,0.820378537564461
S-CPI2_sqrt,1599,5.468809127807617,0.5531275458991479,0.2969454992439176,0.5124436463519106,0.40694865891326376,0.49580433211313396,0.5563861713570878,0.000429801668190708,0.49996787102605966,0.5201960556092732,0.39217001710736127,0.07055825201770417,0.5388316034830343
S-CPI2_n,1599,5.465879201889038,0.7659028602630905,0.0003534851311016209,0.683720671444855,0.0724934685662556,0.4210510916097921,0.7453570357379582,1.9637149814015626e-05,0.49920144875888406,0.7731451701793759,0.013674900755505532,1.2705563340232287e-05,0.7159614371933932
