method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,33.41965675354004,0.28462678931733265,0.48272253830021516,0.796956618286121,0.7592570356701793,0.5574553044551713,0.4028367415941142,0.3380108706454087,0.8992888621779891,0.6702886588253054,0.3878927519602752,0.3073880818095399,0.7497880240399258
CPI,1599,5.780126094818115,0.48797813679050583,0.0175980203629979,0.0052240398512816266,0.011878308436435161,0.0007320999250039048,0.1525642280192948,0.2535828900910826,0.1116290420367691,0.0037461319337639136,5.0561736028735716e-11,3.316476350888622e-06,0.8448895204308364
CPI_sqrt,1599,5.767361402511597,0.4699608743068821,0.30729748486227615,0.46257657131985463,0.4656245969546127,0.4184056827393816,0.4872975114024993,0.4879259967354798,0.43993891025110693,0.44946262180528834,0.1289425741724211,0.09984999365235459,0.5027441036971335
CPI_n,1599,5.904763698577881,0.27779357017474876,0.01839092790891023,0.10256901247778905,0.2523518593508983,0.06204669382007631,0.2716922026681744,0.35103021338113194,0.06088633373512773,0.08352124426595847,3.7968503828019034e-08,1.37400797537669e-08,0.6816461363565652
CPI_bt,1599,6.531004190444946,0.007476414846504881,3.145190643737687e-45,0.04633162096087017,0.03850773506484373,1.29838403256878e-07,0.29251207780576943,0.1347987154075182,0.03155244977898042,0.026163534800929554,1.4000148401196755e-212,0.0,0.7934438909032288
CPI_sqd,1599,6.462260961532593,0.0,0.0,0.0,0.0,0.0,1.7377834193469332e-77,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI,1599,9.75862193107605,0.012521589012463696,0.017749394338286442,0.0005392536307181271,0.019426181781220922,0.00012151771081649568,0.031793886603151016,0.11558324610333959,0.09366714622273453,0.07270555907499462,5.625571596442441e-11,5.39009120093487e-07,0.9955444979791447
S-CPI_sqrt,1599,9.770648717880249,0.46657395188369966,0.2991793625749064,0.43288837524613705,0.43475315078012927,0.39139615248519777,0.454192159127184,0.4845463577259796,0.4567606159873133,0.4454756808304033,0.07787280622009309,0.039340617398209696,0.5373003377483816
S-CPI_n,1599,9.755269050598145,0.13220500850644162,0.0383152046400704,0.03152794131851262,0.2044419595721083,0.014285257716352046,0.28170721607457194,0.21161093807948705,0.19902860534670463,0.21557252183575304,9.070019487767512e-08,3.7661674797937553e-06,0.9035563197719763
S-CPI_bt,1599,10.490499258041382,0.0094917511490942,2.831517813167159e-45,7.42740863790196e-07,0.0005236572818571283,7.25372730246397e-15,0.024302886033372394,0.1371642197121432,0.0008437027450031314,0.004288379765792984,0.0,0.0,0.9857333769576009
S-CPI_sqd,1599,10.443918704986572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI2,1599,49.62069058418274,0.035403678910376137,0.026330582236183765,0.00038110783636911534,0.02889023817487176,5.534985195351236e-05,0.03750467819389509,0.10346679870869024,0.08023207209398242,0.033500403933162,4.2928715138311303e-10,6.670058735845834e-07,0.9907093480333131
S-CPI2_sqrt,1599,51.363722801208496,0.45796546900383495,0.3299434969323197,0.423405161993171,0.43817718591353316,0.38122745548436887,0.46634069507935233,0.4748588388863538,0.4485053907343174,0.4547632998577561,0.07544546306009381,0.04357407964769005,0.5467669721056615
S-CPI2_n,1599,50.4828040599823,0.15481784507222068,0.03196499767774396,0.03385454132552955,0.08963811158104029,0.008355625101649366,0.16163384802366465,0.2862276061855273,0.15160123067012848,0.1808578006319262,6.190933667071502e-08,2.250069984484689e-06,0.8890550066302321
S-CPI2_bt,1599,52.14966320991516,0.006528619498173132,1.101476677419542e-34,8.973805831938097e-06,3.9777376572576624e-05,3.384447398425589e-13,0.024696940969747273,0.101372970968507,0.0017913546930662027,0.0068881325979634435,0.0,0.0,0.9958746208032438
S-CPI2_sqd,1599,51.97476077079773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LOCO,1599,27.3208646774292,0.21310836970589325,0.16551296223715595,0.05224651986105318,0.11411311996602219,0.02605759227063432,0.16006428455941407,0.3649265035408762,0.8717248511521836,0.3290320749170409,1.0213883969953809e-05,0.023620026107546106,0.9863424383903628
LOCO_sqrt,1599,27.280439376831055,0.4781595794991495,0.42064501126709625,0.4529795547974343,0.46593222371763743,0.42970498382673394,0.47240162823449106,0.4896603832276905,0.5375014007241091,0.48680558814875724,0.16142072593436035,0.3141552436708413,0.5635940625124279
LOCO_n,1599,27.31696891784668,0.3113783070436552,0.20422479138214378,0.15233634453234546,0.22536027385839208,0.09094135837712358,0.2684223852490235,0.41254048386835507,0.774620652830972,0.38866681069365483,0.00010731621386162998,0.04107939884406458,0.9182880939015599
LOCO_bt,1599,27.973074674606323,0.09978052926039233,9.97756560310451e-08,0.0027408985853163525,0.022415173614600072,1.1270061341727729e-05,0.052364082370108395,0.2707102950159655,0.9872671548079541,0.2179364979548306,2.2917367207890632e-152,1.6178662370129968e-38,0.9999156659246587
LOCO_sqd,1599,27.95415186882019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
S-CPI_ST,1599,5.896883487701416,0.5181996590587196,0.0247855532606234,0.5544479426611495,0.05502652141949044,0.007735658587321427,0.9973444945934756,0.9999844621671968,0.218908066316906,0.16890522203256075,1.4134919854140399e-08,1.1861873127270254e-06,0.9999999999932278
S-CPI_Wilcox,1599,5.860945701599121,0.0002242408989150083,0.000628830835470625,1.5676392067902673e-05,3.5807040770586964e-05,3.0744089346858732e-06,0.00969049822990063,0.006980724126956333,0.0016534052458728123,0.0009487578756269216,1.2307401485868946e-11,8.041828088456377e-14,0.8881180252466718
LOCO_ST,1599,27.20625352859497,0.5181996590587196,0.48180034094128044,0.6253091887015495,0.3406343762403855,0.14690050810799027,0.6921710061012615,0.7810919336830939,0.8530994918920097,0.7531985626824798,0.001993462736710734,0.05502652141949044,0.9873925015957824
LOCO_Wilcox,1599,27.20625352859497,0.10815828334243133,0.09338160287722236,0.04217966709843849,0.007632435406589941,0.009408894907593163,0.2162795333407891,0.5040066914518637,0.5903517681572958,0.33497127367251134,5.200032187162777e-05,0.009063570890536384,0.9138295489456232
Semi_KO_ST,1599,26.03273582458496,0.9999999969091175,0.8532176842933836,0.9999999999999996,0.9999947256313884,0.9999895534886548,0.9999999999999997,1.0,0.9999996432458952,0.999999989923537,0.5792802433132418,0.001135560706280044,1.0
Semi_KO_Wilcox,1599,25.87375521659851,0.8993451881948641,0.007031595639729159,0.06298371752481544,0.4290113970107878,0.8395324052542953,0.27281017576720124,0.29110094608990444,0.23592498734953493,0.3279094360350957,0.00019942750046676733,1.5114972722390435e-08,0.9226488857542805
dCRT,1599,33.73894262313843,0.9092369703064997,2.1023964698500471e-10,0.1916595346650274,0.8450550522176924,0.053271173370162184,0.5052443472772742,0.4862035899146855,0.689030288639473,0.02113494811604801,3.106015199786673e-09,9.974598123300397e-10,0.815101017731845
