method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,37.167041063308716,0.9905376365637691,0.4853163128947855,0.06747286904031946,0.9962812002689302,8.904582446067622e-06,1.6294172044961641e-06,0.4535679164532014,0.1956218447810647,2.1539515171475898e-08,6.346902856169123e-06,5.729267122722703e-06,6.5160264405284e-06,0.0006035671708556345,0.016629890662478664,0.18496667090153085,0.7661323954739316,0.6311066530864144,0.5378284817023573,0.9926460664417607,1.92571541424158e-06,1.5346911724778423e-06,0.5753185528120672,0.0005036153325937986,0.3372141920342747,1.6265181423946729e-09,0.11199495728048736,0.9767841118985117,3.609541022187024e-06,0.15042424943503052,0.5745277527557713,0.04772160442658813
CPI,569,5.0903565883636475,0.26656563864320304,0.181559538264071,0.15813103652829086,0.32571670899204985,0.01580333355899984,0.9438415509709654,0.9051235215692205,0.9893102601071188,0.17635565811720672,0.18017505265014205,0.03229250828960729,0.9096966417765476,0.10265220634038902,0.09089492464075799,0.02181814506861164,0.13294036377628587,0.737649863555807,0.9456812259352421,0.9179162466273161,0.8596399523505971,0.16815321667438993,0.7280318798567037,0.02371050365687458,0.09386086081739525,0.346229508519768,0.9553900547837554,0.8619329020329018,0.21620270471619923,0.5886407037313348,0.2412195897881101,0.04682508586433272
CPI_sqrt,569,5.062034368515015,0.4927289239678687,0.4743385365032685,0.4945864512729158,0.2608066077767581,0.4986286715340545,0.5009115884712874,0.5033584646808922,0.5027369256366299,0.49917672401329966,0.4998685681381211,0.4812368043990574,0.5386849965097107,0.47940631750787965,0.4436389729273873,0.4990446563383497,0.4980173145231522,0.49992852339566995,0.5001312141093854,0.5010285592321949,0.5001062856781995,0.49037685917990953,0.5706108602290569,0.3451319394503177,0.4277310430303617,0.4997574212834356,0.506345874547074,0.500654472410215,0.4998048873139639,0.49998017784376736,0.4999069293609355,0.47920108197489913
CPI_n,569,5.077792167663574,0.43686134733224724,0.4527919733861967,0.612711042895868,0.30862977096338434,0.4708662767011604,0.5069681225456282,0.5519500231580242,0.534305959863188,0.4898592788266876,0.49882092443953613,0.2901013298561108,0.797572997846124,0.2043885409567519,0.28660853965481403,0.4896783676126342,0.48648746416935784,0.5047682831229732,0.5022556450506456,0.5055245305285649,0.5016775989195693,0.392297525327442,0.7954844582847653,0.08852060634071257,0.14275368058411103,0.49425938866494207,0.5842420089792428,0.5584656856864071,0.4846539843102516,0.5225301831638215,0.4951589022144925,0.39373198165897716
CPI_bt,569,5.337842226028442,0.4470532172254448,0.3260100501432044,0.5373049962741294,0.4085031120393072,0.46657320296589533,0.5102576502986217,0.5526772384679276,0.5215426967617053,0.4872264825168841,0.49854184375323063,0.21141251654759302,0.9337723356812493,0.023340208973670697,4.590400584996629e-13,0.48699347697757744,0.46801491570435255,0.5019737516791524,0.5036602022860028,0.5148696330851367,0.5018899848449315,0.36194736994990884,0.9931302412852683,5.615175695577813e-05,1.5072208382883044e-37,0.49395221391091915,0.6098555763121888,0.5935589082684505,0.49522742840785755,0.5236848557352892,0.5014940154624777,0.30848417411958196
CPI_sqd,569,5.362226247787476,5.844897640691695e-188,0.0,1.0,4.820382401881509e-168,1.9130886449874662e-14,0.9989153854559922,1.0,1.0,0.050746816602820315,0.35199008438361334,0.0,1.0,0.0,0.0,6.168225650612688e-07,1.6387708406893469e-49,0.4236505965802804,0.8355443206688822,0.9999992555766105,0.8479875830674133,0.0,1.0,0.0,2.2153248303656785e-218,0.000543951554736561,1.0,1.0,1.1431150232464108e-34,4.6785764520983635e-52,0.0015856873434401818,0.0
S-CPI,569,5.32305121421814,0.1109899845176,0.3056860952495074,0.8692473495223279,0.7683982357908896,0.007303092411691281,0.9355368914704573,0.9438213827923992,0.9865468797566899,0.05469307518030025,0.02687844218308532,0.023811072291096105,0.9656224754667794,0.04829697462681226,0.48302660602304925,0.04493180962250993,0.1315059346161389,0.6541307716766821,0.946823943092782,0.937615123387576,0.7957907082788227,0.15480629570852794,0.9187658806344825,0.038025571004903475,0.07142024302383873,0.04814165786821981,0.9352267190508945,0.8182793111561608,0.09913796057200952,0.5615940880826861,0.25451703434244466,0.06679591522037862
S-CPI_sqrt,569,5.271440744400024,0.4903520656767887,0.45861119347916046,0.5237264080990581,0.6326563341269579,0.49621641060370925,0.5010737164553102,0.5066835530823085,0.5058267765134786,0.4984187306641914,0.49974407814742045,0.4616802284435663,0.5744920341636903,0.45858194328643287,0.4812452178875606,0.49847422375423384,0.49576818334767186,0.5005208913535847,0.5003801615870533,0.5016593723740883,0.500134023297826,0.48131083028971905,0.6293323909125447,0.3695390442695808,0.3311369041665988,0.49890266299199587,0.5140865854872966,0.5064916280185415,0.4985182766906892,0.5004362713265081,0.49966045329527864,0.4755768992571329
S-CPI_n,569,5.183701038360596,0.3955988758469818,0.3306796928144502,0.6228007375402715,0.8292142066682495,0.45503049366923093,0.5154417068029794,0.5801461463446966,0.5642762521811209,0.48342942114953874,0.4973461918636522,0.21342140945687454,0.8844253046580495,0.202899152474472,0.6358065265522879,0.4805832303518937,0.4499626396878317,0.5073837265917801,0.5050881182994705,0.5201309867375152,0.5037156754821922,0.34760891235400493,0.8829952564671457,0.0968198426837657,0.0904060055435813,0.4872154241034155,0.6295033962855958,0.6134337591661009,0.47567366570234654,0.5083426726875971,0.496979405252473,0.2779426232601723
S-CPI_bt,569,5.472946882247925,0.3764222069928067,0.22684078737185925,0.7139532028264978,0.9999604235981896,0.4544011716917109,0.5132464200987475,0.5874716316156204,0.5689484533026895,0.4817528571037073,0.4974152485653381,0.08827661111922236,0.9984147853362101,0.03931632188677662,0.070672144637104,0.4796181821102845,0.44712492458011455,0.5061073410074332,0.503988793654155,0.5228464564016425,0.5029075687770193,0.26131213343808957,0.999999999645329,0.00015330134554245812,3.608529122045142e-19,0.4858416170603057,0.6705306349794877,0.6137131884939221,0.4692731274062362,0.5098381782178545,0.49611304720829247,0.18934888452139143
