method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,59.286163330078125,0.9999999994540452,2.737326810775542e-07,0.9995147201065631,0.7409335956956961,1.0293321062171401e-07,0.22797857261346166,0.9999999999033702,0.48148449866631104,0.003265301577330404,0.9999999999979672,0.9994267440995539,0.9999763485087743,1.1880685324427986e-09,0.06518201160116721,0.9999812187871427,1.1102230246251565e-14,0.9999999999607451,2.0681438350766967e-07,0.9999999994809964,0.9824666374932677,0.0015005952040201276,0.055650269073744374,2.694955369975105e-12,5.210234466090924e-10,0.2045875620658526,0.99829279337642,1.511827456557313e-07,0.9999999461872956,8.547637042610745e-10,0.9999910311703609,8.912492632795477e-09
CPI,569,5.567334175109863,0.9091294380107957,0.160849817775585,0.8381418613820976,0.7479650374504282,0.03366496925032204,0.18073734275609515,0.8114051283491761,0.1453423124921453,0.20475397226015535,0.02692920099316287,0.15275743251779145,0.15752499878658122,0.6164935123729006,0.6153805240419654,0.26353023710331347,0.6015126054412481,0.11620160032933152,0.2237124064632654,0.8358359394902988,0.04653397592146708,0.03737290871781099,0.07954837279058757,0.9195487126011302,0.09812622207000832,0.004235250456069094,0.7959889900545044,0.13024115272610642,0.17314419547013582,0.08632390701293186,0.48744650920378857,0.16235702409236585
CPI_sqrt,569,5.542953968048096,0.5,0.4989934288360614,0.5000001271362712,0.4999765788725039,0.49577638968147547,0.4989464831797909,0.49950454691412366,0.4936361639364718,0.49930843970926747,0.4989513568492391,0.5000513861842828,0.49627433994999187,0.5000583494486204,0.48631956554857064,0.5001065510955289,0.500036411895948,0.49051395536536596,0.5000453901648989,0.5000641665439713,0.4942242440202274,0.5005237701517836,0.4989648364738184,0.5019963952193033,0.5087533651991527,0.4727069699079348,0.5002221023824414,0.4809515935177957,0.4877187221833439,0.4996245720392448,0.4999893294891894,0.5000011983679142
CPI_n,569,5.553816795349121,0.5,0.4133732014184922,0.4999997682679481,0.44354743081511316,0.44590084103770605,0.46472756609961713,0.44351285021297365,0.3856958271662521,0.48916862642736714,0.4750971177303129,0.4980599075542955,0.4489801392840673,0.5048115587730395,0.4292841690107837,0.47264891336800885,0.4922636723918216,0.4138987921747778,0.4434024216115705,0.5076942068875886,0.45928238147448064,0.4853609959899027,0.46187790851971794,0.5154540154305011,0.5732713011228099,0.2777457845116026,0.5045210954917364,0.39355104722532486,0.425153703863564,0.48193572470822665,0.48189550149461674,0.500804446831099
CPI_bt,569,5.8471903800964355,0.5002463034803155,0.45710293554902626,0.5000119585337985,0.3858054481484415,0.45618053565420763,0.4891171765085444,0.44732274876068545,0.36818229091001803,0.4824263152413399,0.48154694339846305,0.49889435938373256,0.46970709247074177,0.4939532541163223,0.42143540462201856,0.45724249304041403,0.4989000027500112,0.3975904521092894,0.5245738558370507,0.5054690251219538,0.4519114269194218,0.4990109330064995,0.466765027419902,0.522130353123379,0.45263161217971914,0.29826758315727886,0.5065227797819641,0.27499235806953615,0.19755390936079265,0.4902095706179939,0.49678943539416526,0.5008372450755224
CPI_sqd,569,5.849501848220825,0.5,0.0,0.5227102688919354,0.00038923120818390336,4.615762097542715e-204,0.9988900541796208,1.0,0.0,2.2171118460961775e-05,9.915293329759648e-57,0.42954891704455467,8.173069906005155e-09,0.5518950811392725,0.0,1.4142549085092293e-146,0.019888823045315817,0.0,0.9999982862371564,0.9817813164699136,9.727935632890344e-81,1.0151289421044064e-15,9.343104339526137e-15,0.16074750406087968,1.0,0.0,0.04017584332943111,2.3844189426592e-224,0.0,5.5412456546976986e-14,1.9731353930838528e-22,0.4893886462884143
S-CPI,569,5.879449367523193,0.3477660193082736,0.1706423370826527,0.8282822818199327,0.1357831643713313,0.3459652871738749,0.7353882017019696,0.9939375932346526,0.0476032830536927,0.05368890578738613,0.07686409945440392,0.12058722989617054,0.10698726602429887,0.5953976147689275,0.4148205473734591,0.8678040835552564,0.5554083114307815,0.08214009976784409,0.027073226802891606,0.830472789327066,0.09928459011636981,0.27993012079689,0.05860167392495725,0.8232032168714907,0.8377915864141108,0.08223682447211184,0.8448551634031582,0.1030217520716406,0.18340471778334788,0.07070943508695594,0.43163178615803555,0.4832564794445754
S-CPI_sqrt,569,5.889415502548218,0.49999065455712327,0.48952585692245953,0.49995788597438484,0.4992761350459111,0.49881360109393913,0.5012137376759156,0.5092733197983303,0.4785981876213814,0.49839931014065686,0.4989431301510554,0.4994924976758485,0.49761290270089814,0.49989355351709674,0.49054608993408605,0.5025749007523863,0.5004189887275631,0.4879494051542673,0.4984499231689376,0.5005592476946515,0.49330238359219714,0.49820799450609315,0.49492724283219547,0.502148620151589,0.5103757668097505,0.48277211877831827,0.5004775197020653,0.4886680886037932,0.4708043201972742,0.4979487324644396,0.5003832957547423,0.49998425345694003
S-CPI_n,569,5.879055500030518,0.4989305778667836,0.40521365719321223,0.500066168520748,0.4584042153277155,0.4779676881918999,0.5040136604291863,0.6092674175423144,0.36069543180417274,0.4866330119347388,0.47211944791687793,0.4972966687490627,0.4910907661246337,0.5017958727175377,0.3562994044642439,0.5215064268875281,0.5003885514849137,0.36257442948825547,0.48142640585788893,0.5243911837574368,0.3970735494582134,0.47309546701461946,0.4090067867784867,0.5245275618794788,0.6324764468195336,0.31478634339046613,0.5119461411890487,0.3965944741883811,0.2681008716965836,0.4744499234901889,0.5126762509776481,0.49983088192134084
S-CPI_bt,569,6.213989019393921,0.49998503250067555,0.36919854357862114,0.49941057001983097,0.4649788396368591,0.4565306598223016,0.498624973944694,0.6343442692545075,0.2517178038221799,0.48190374009330006,0.46415397213496773,0.49927904285287195,0.4945294096070939,0.5004088442290264,0.36936508333876783,0.5234647887010321,0.5027547286223263,0.3347754450136129,0.4755635130341523,0.511343534752337,0.41298606105888325,0.47750531183937023,0.41763823887951645,0.5220165733329617,0.6404211000385136,0.241582116174975,0.5011331768414385,0.2806682726302129,0.25459577778602094,0.4877090206595647,0.5057044685212335,0.5001013987472961
S-CPI_sqd,569,6.20261812210083,0.3578270612976332,7.269701852037597e-264,0.37730489239632814,1.2154466069953082e-108,2.297313994309723e-99,0.8628176812116732,1.0,0.0,6.363999538195077e-23,4.38360446988262e-24,0.1862025201448244,9.62309419336664e-80,0.49295269210662274,3.9854990611964136e-145,1.0,0.49150747534263683,0.0,1.5730921280457855e-75,1.0,0.0,1.4971158617614382e-26,5.926609192644774e-271,0.9999999855102848,1.0,0.0,0.9982278091605428,0.0,0.0,3.9453039359247325e-11,1.0,0.4953922163899835
S-CPI2,569,9.26172685623169,0.26369750764307903,0.1746682663239052,0.3096104710242157,0.11774026444291197,0.29920311442040726,0.7052709140018301,0.9908909665784994,0.038615312534020486,0.041488830978443074,0.06483777558974725,0.2645986823827866,0.2397087558981773,0.6987851429197257,0.14725164936868745,0.850288780899415,0.5498633999832302,0.08771633519006161,0.10889136020370871,0.7718214051485213,0.06647408636255676,0.13988521149059613,0.031078425851335374,0.7698442027725252,0.7926815188131567,0.08831426360097644,0.8359647856819996,0.1552043080393859,0.24113599157729088,0.05901680846772248,0.5364607861107464,0.5464263588441722
S-CPI2_sqrt,569,9.251018524169922,0.4999757080772722,0.4929298715952516,0.49998211555163447,0.49634193901450036,0.49903758376940344,0.5010923484680353,0.5088598754402465,0.4784476796814197,0.49856892034987565,0.49763876892231224,0.4999463552536243,0.4977146886417956,0.499983355910887,0.49164522964598395,0.5041406500873825,0.5000883381901609,0.48528337971803714,0.4970236691206471,0.5014331842377561,0.4916376004238292,0.4972542447668317,0.4934427666196247,0.5021637723424978,0.5146346911953099,0.47986873247482703,0.501094069002213,0.4883930563527422,0.47824226489064764,0.4984053143054161,0.4998395942380841,0.49999242501835683
S-CPI2_n,569,9.271459817886353,0.4996264955162488,0.4243546226651965,0.50025968022559,0.45902628991653943,0.48726234146866476,0.5085684882814769,0.6061965644144437,0.3362294081898394,0.48041270408232595,0.4738540696549693,0.4984825798995597,0.47911175482640095,0.4987930846127828,0.43730455583892514,0.5504972008382901,0.5035699729772399,0.3613755052262716,0.4732068485557632,0.5172579160615931,0.39354769808284096,0.4689092293985858,0.4208431328716769,0.529569514972355,0.617482864847056,0.3253565214435453,0.5090197613621286,0.4012609294148314,0.36439874020623986,0.4785109376663209,0.5032866312677342,0.4996984067765372
S-CPI2_bt,569,9.54473876953125,0.4993887301494293,0.40813714728274003,0.5000905527632781,0.4453879518046309,0.49076155157980206,0.5115843078655211,0.629604488558401,0.24762989335735736,0.4773228974915945,0.4704134389321692,0.4963773354379287,0.4764699434557261,0.49968740403992923,0.3578589735086562,0.5341711234859786,0.5041931312161365,0.3124181560877538,0.4623171853648239,0.5169543981790704,0.3818703773601561,0.470054762421801,0.4269934890405167,0.5280704321156776,0.6934162644345044,0.24536886418532677,0.5098321010896686,0.3389415958879012,0.22771339121138462,0.47700498047558815,0.5058274779194293,0.4999527120956616
S-CPI2_sqd,569,9.55616283416748,0.4337395721712759,0.0,0.5072613001493512,4.1059044922310345e-114,1.6072789526555788e-16,0.9999999998813783,1.0,0.0,6.322964860438702e-19,7.737556663086229e-38,0.18828686982947507,2.0050054818615157e-28,0.4602035866323484,0.0,1.0,0.8259121602942479,0.0,6.006149841273062e-46,0.9999999999619245,0.0,2.5610547660338238e-43,1.3999730424402067e-219,1.0,1.0,0.0,0.9997967719849724,0.0,0.0,9.543222032248814e-16,0.9780110381129127,0.4895833175437438
LOCO,569,43.463725566864014,0.018216958325645793,0.4623742890852771,0.16394592735848795,0.31199606931882806,0.10853556416594734,0.22161698046492645,0.3734213546439495,0.1217272660225282,0.4839528303968648,0.10753183764024499,0.05020039362219588,0.06571578753839753,0.11180437963610168,0.4104335424497201,0.19621373787271068,0.13248451326076982,0.048188805613881495,0.16107744373810035,0.06696565486205493,0.28074781489112394,0.10778128967963457,0.16435008121933475,0.04273157115428317,0.5237406601420438,0.06739468590580008,0.028729672863872152,0.33225385936069923,0.034245958462829115,0.026478184403176275,0.10578500473588837,0.03256262033607505
