method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8
LOCO_sqrt,20640,37.20607876777649,2.609515196619343e-27,0.30387547061561304,0.25374736884029014,0.17346502159444976,0.5000326414678757,0.4824626307782442,1.0680204738064114e-05,2.05742418068174e-05,0.5000057189551151
LOCO_n,20640,37.202574729919434,5.319596861737197e-139,3.4921152055677084e-05,1.0718301031453598e-07,1.1568537383231542e-11,0.5025505202093249,0.011340099744986168,5.380639967028577e-52,5.807755987217773e-49,0.500448736215314
LOCO_bt,20640,98.8847188949585,0.0,0.0,0.0,0.0,0.5025687485445044,0.00024760773984569773,0.0,0.0,0.5004500368388604
LOCO_sqd,20640,99.07047414779663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999999985755
S-CPI_ST,20640,38.17363619804382,3.536169118697603e-178,0.00034493510066482575,8.492906205629815e-24,3.911939463880376e-24,0.4949303607386419,5.638672723024302e-10,5.03736334062832e-52,1.5912994924426855e-56,0.9591646031801788
S-CPI_Wilcox,20640,38.17826247215271,3.950696035627964e-242,1.863467371056376e-06,2.7950610224704485e-23,9.620084257724909e-33,0.24021910187375806,2.550305021506345e-12,7.528178284957782e-108,2.6135146355551277e-95,0.43979862927893354
LOCO_ST,20640,37.1983368396759,5.817429928279324e-147,0.8911571505666732,1.1110864076036894e-26,1.197395148982347e-33,0.9999114353457559,2.124205346940016e-15,2.839543127634087e-31,3.0461651632475184e-38,0.8813714017801999
LOCO_Wilcox,20640,37.1983368396759,2.927863597404571e-213,0.28200546085990513,1.4720979573053595e-37,3.2444795726698137e-47,0.9999949122043477,3.9726198667706716e-22,2.883611149402603e-57,5.387157752509683e-59,0.8421102868378869
Semi_KO_ST,20640,182.61830139160156,0.0,0.0004067283051177422,1.823123501441567e-19,1.7307863411245127e-24,0.9380118333474061,0.35609769580853706,1.4473774308627712e-177,4.343953487755084e-135,0.7962517959124112
Semi_KO_Wilcox,20640,182.9764060974121,0.0,0.014909830883644238,5.017594068319354e-34,1.7084124428674734e-50,0.557859202516821,0.8197579650801938,2.603582163973787e-277,1.8280975060176352e-232,0.5807755947328666
dCRT,20640,6.616114139556885,7.95874090560021e-229,3.4318252949453344e-12,1.6723536956753637e-09,4.266121224250279e-14,0.978865695998645,0.010804782903236347,6.287714082420789e-73,1.9110337726939095e-71,0.9879753814663697
HRT,20640,1185.039763212204,0.0,0.0,0.0,0.0,0.5193521594684385,0.0,0.0,0.0,0.5268341638981174
Semi_KO_ST_perm5,20640,893.2308707237244,0.0,1.033628238191344e-09,3.9423521928647625e-79,6.3904348591977195e-124,0.6763767442619075,0.06476392782312798,0.0,0.0,0.5285382147471775
Semi_KO_Wilcox_perm5,20640,904.8278861045837,0.0,9.944453219349938e-22,1.5678744649004898e-164,2.3961493763425123e-245,0.21667596946288087,0.02570870434471761,0.0,0.0,0.38591262377591834
Semi_KO_ST_perm10,20640,1764.028178691864,0.0,2.3009234835080307e-26,1.956514168451715e-151,5.2282610370792566e-269,0.21086851223397432,0.09665206402470926,0.0,0.0,0.014098763026034859
Semi_KO_Wilcox_perm10,20640,1720.6765675544739,0.0,6.406150098812004e-27,1.4570190545893353e-267,0.0,0.02838146425301031,0.1040160904986635,0.0,0.0,0.22646971754303996
