method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8
LOCO-W,20640,4.804968595504761,0.0,1.0,0.9744437869590153,0.01505410807834151,1.0,1.0,0.9996918586624158,4.440892098500626e-16,0.014974874833037721
CPI,20640,37.41752743721008,8.548777645324667e-131,4.877805081588569e-12,1.142082005903124e-13,1.9304738859944067e-19,0.602882482214125,1.3306405163505285e-07,2.571336948816087e-97,6.763953904848012e-89,0.6782043988516699
CPI_sqrt,20640,37.52793216705322,1.7598924578530344e-26,0.3249640225507946,0.3275597000739312,0.2318738949549768,0.5000174773182778,0.4891746409525378,3.845643526720781e-06,4.180265580065206e-06,0.4999954606654634
CPI_n,20640,37.193039894104004,7.3748640520665226e-146,9.786238442289084e-10,6.406040859532168e-07,1.1515367738172503e-14,0.49976659303093013,0.12096487292106162,5.361629065091865e-74,3.114910917446248e-75,0.500549575023399
CPI_bt,20640,97.43471097946167,0.0,0.0,1.5716324690592901e-270,0.0,0.5000518375464748,0.027812951073429293,0.0,0.0,0.5004482525146303
CPI_sqd,20640,97.86109852790833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
S-CPI,20640,37.17021155357361,1.0355850940390403e-147,1.0758274563503257e-07,2.5803454754393618e-08,1.6432610764458647e-13,0.3342092647856716,4.1540684124042904e-10,3.4734950967422147e-59,1.1061661770310172e-58,0.6106650349277013
S-CPI_sqrt,20640,37.35901856422424,5.825420688214619e-28,0.31768803238276255,0.2520019724736908,0.1767287992585893,0.5000069286861983,0.4842924651882355,9.620018666870175e-06,1.548374255816491e-05,0.5000038240947852
S-CPI_n,20640,37.32141399383545,6.6487356002630006e-149,1.650787348373799e-06,1.874734693695707e-07,3.844162648888177e-12,0.4999280526114528,0.018807458100531412,3.033910401837778e-55,2.833855607785975e-54,0.5002729391685242
S-CPI_bt,20640,97.82566022872925,0.0,0.0,0.0,0.0,0.4996403913798319,0.0008190500688379906,0.0,0.0,0.5000193903182703
S-CPI_sqd,20640,98.83392286300659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.882620604547731
S-CPI2,20640,37.77977514266968,7.082088314728079e-142,3.969056383697288e-06,6.92415690838769e-08,1.027348759988557e-13,0.5486504842272236,4.623036333659993e-11,9.398360306198778e-57,4.271870386161719e-53,0.48031682347724247
S-CPI2_sqrt,20640,37.76085376739502,2.496268820429392e-27,0.301846484874548,0.2708535244338159,0.1771037436865745,0.5000004001086765,0.4829146682098248,1.062757524497235e-05,1.818502397140354e-05,0.5000002852453519
S-CPI2_n,20640,37.79572939872742,1.4172112597853773e-139,2.4100082746957696e-05,8.161889948535838e-07,1.6274238902148928e-11,0.49988104251195686,0.013509412224242727,1.3985297222302556e-52,1.4978379334695853e-50,0.5002768028172666
S-CPI2_bt,20640,97.94073271751404,0.0,0.0,0.0,0.0,0.5000783994138899,0.00043045719555549034,0.0,0.0,0.5001337992270903
S-CPI2_sqd,20640,98.72730088233948,0.0,0.0,0.0,0.0,0.9996305878113175,0.0,0.0,0.0,0.997362773322135
LOCO,20640,37.36273527145386,8.40589783489789e-144,6.650705780794073e-06,6.502742003510024e-09,2.0077650900691642e-13,0.8161865013970839,2.2121366742063424e-11,1.87809641646208e-55,3.12745612913897e-52,0.6514373389116488
