method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,215.08957171440125,0.012977022327708032,1.0,0.009926953452843779,4.18748123953705e-08,0.011532915638143626,0.9999999999538799,0.9999997830652964,0.9999999686230847,1.1102230246251565e-15,0.18542488019773595,4.9838688731540515e-11,5.9073925327002286e-06
CPI,1599,15.76029658317566,0.2477078581824052,0.00014436133713656714,0.31219996116465526,0.05549186891902515,0.07721012252942654,0.22775850171378376,0.3364681826251475,0.5493308223190676,0.22437013689923174,6.255371313897899e-05,1.8059713785206806e-07,0.3307212900452701
CPI_sqrt,1599,15.718560457229614,0.4447007723491906,0.3355837108164542,0.47435676320841247,0.5022125248356779,0.4474743367994529,0.4902620890045351,0.5044553431069196,0.479958522024232,0.4922452141861915,0.1334827945363964,0.0694498928776889,0.4960583866893658
CPI_n,1599,15.740342378616333,0.10186529721658955,0.03645122751946775,0.2853808763107635,0.37302406953206935,0.11611517814204819,0.2525070348121309,0.4282295833708089,0.24320610871599713,0.30106624305312946,0.0006737075632119648,8.286547915035129e-06,0.3826989265458956
CPI_bt,1599,16.363184928894043,0.13427020005789625,2.1758520224103807e-63,0.4314468703026332,0.0009390252820896805,0.014933236226057287,0.19505612529926825,0.07173977445315276,0.30652371911015974,0.08683112739658166,2.571328331923502e-123,0.0,0.26571860364058525
CPI_sqd,1599,16.387494325637817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI,1599,20.024504899978638,0.2670804173166007,0.008354010282658258,0.39141322309646165,0.09240950921490959,0.007645143729116989,0.4590168068767923,0.4779612368252659,0.33107512918850446,0.40261370163465604,0.0005143825392143678,6.051272327763247e-05,0.6071493967620345
S-CPI_sqrt,1599,20.07710838317871,0.46606112989320037,0.30264140916634596,0.47631953088446305,0.4804410187506506,0.43533001422845086,0.4953012239686152,0.4997120720849304,0.4919443250126475,0.4820011623298882,0.17095066517558116,0.06964355283115842,0.5017399056728322
S-CPI_n,1599,20.047950983047485,0.2916716390491144,0.006168496962559634,0.2621994995148833,0.24854646583938794,0.07741315191454667,0.6087757989007572,0.49689253052342247,0.6396614764697144,0.45017118105304865,0.00012746664673616992,0.00030812050189198077,0.4242604910565145
S-CPI_bt,1599,20.727498769760132,0.05091346930522127,6.386342975701252e-45,0.1562493136698604,0.07144680484824771,3.451988860401607e-05,0.690101278927605,0.3712051431588923,0.4264377356034823,0.030002871359832727,7.356707975746203e-95,2.2125657903700437e-269,0.5039818783580331
S-CPI_sqd,1599,20.702938079833984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.3394493039622935e-157
S-CPI2,1599,63.24375057220459,0.2446373182241871,0.01878848613885779,0.17698187098029394,0.20342432337493827,0.010762740745653353,0.5480076122720695,0.44994238802147607,0.6014392851654322,0.37336863339301496,6.359717323213172e-05,0.0001221610177227564,0.49552701601627397
S-CPI2_sqrt,1599,63.570125102996826,0.47053959444932153,0.32844148624019376,0.4692416294886021,0.469826980922127,0.4264227399680461,0.5039477130083938,0.49823270074337866,0.49995246534542104,0.4803464320788646,0.15318509950706916,0.10479449874967306,0.5017859055740217
S-CPI2_n,1599,63.61332654953003,0.2879221323019433,0.038944740213429335,0.26289334349461857,0.2763293209463926,0.07021652813844075,0.546229931102078,0.45678950038801586,0.5176085672470289,0.40629336359069945,0.00010477735515027197,0.00036225618156367846,0.5436050090657054
S-CPI2_bt,1599,64.15949988365173,0.034730457074072935,5.946266890466647e-35,0.02126401247511729,0.058542030884210616,1.9256526195579463e-06,0.6425848052630748,0.44799987922928525,0.6881150567664591,0.159385717537893,2.0854326918526213e-171,4.804934546474494e-272,0.5401177515025357
S-CPI2_sqd,1599,64.17409706115723,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LOCO,1599,148.26934456825256,0.8755426995047223,0.037321958689409046,0.9713691870986548,0.9266084273950117,0.12919884088768097,0.9538608439628233,0.8051801206732944,0.3157564506482242,0.8080191997702656,0.019405085350387794,0.3867057353995494,0.9915639552264691
LOCO_sqrt,1599,148.24457788467407,0.5458703583556725,0.35413401740761064,0.5624002953965374,0.5611204588324984,0.4454072735783753,0.5484052803698024,0.529956381070678,0.4832900830287464,0.5332124065128606,0.306641749153012,0.4682536831302176,0.5725874276603452
LOCO_n,1599,148.24410319328308,0.7930689884923943,0.06409481429029643,0.8964767014453698,0.8526094116732945,0.1977536863489603,0.8557480388763337,0.7198950190630204,0.3726858272589283,0.7285200354618913,0.03507628048258971,0.3985035817966214,0.9383604439334317
LOCO_bt,1599,148.9080286026001,0.9972675005940186,4.6030599765222933e-23,0.9999029231972214,0.9999049539106722,0.00037174092092684933,0.9978716892394456,0.963420527038563,0.15880627330749947,0.9773354971658361,1.9482652340424132e-41,0.014427367337133979,0.9999921368529301
LOCO_sqd,1599,148.8827657699585,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.525996874813825e-105,1.0
S-CPI_ST,1599,15.756274223327637,7.314265312667752e-05,0.009913300085518363,0.06596061637910056,0.009913300085518363,0.005990283004496973,0.3078289938987385,0.015912880600770216,0.05502652141949044,0.007735658587321427,1.8597345640230255e-06,1.1027987705744596e-07,0.995396899828121
S-CPI_Wilcox,1599,15.77121901512146,1.2551321571898349e-05,2.3241040274775326e-05,0.0046038545621041455,0.0047366141024395665,0.07898600822536694,0.010542276190655104,0.0006155798286868099,0.0036337200624093078,0.000720484223526532,4.541728358130849e-07,2.8830153293247572e-12,0.8423769254585729
LOCO_ST,1599,148.24939012527466,0.09277887067715808,0.01993417507030845,0.07850553782829596,0.48180034094128044,0.48180034094128044,0.07850553782829596,0.0005850295616701319,0.06596061637910056,0.9340393836208994,0.0014847608323319056,0.01993417507030845,0.3078289938987385
LOCO_Wilcox,1599,148.24939012527466,0.3723630611772606,0.020999636922744896,0.5801461567761257,0.46109305857064026,0.40156487686430964,0.21698110346226313,0.015662701619952424,0.06276492178356607,0.9334142599545294,0.010020437517677542,0.06917298319019981,0.8603113987784251
Semi_KO_ST,1599,39.57751250267029,0.5199439975271909,0.000959906668373101,0.18398763914908772,0.09672283619205392,0.32631125032878844,0.5199439975271909,0.4403668258532442,0.9997228528813136,0.636865698077441,0.00019024067852203475,3.567541047605647e-07,0.2911075835887919
Semi_KO_Wilcox,1599,39.49657869338989,0.10883085963026318,4.828566665852763e-09,0.18210546653438509,0.06522851025566762,0.47333953879067536,0.07649976095831953,0.8659996755198855,0.4332074357694175,0.04871634463965672,2.414408939361984e-07,2.888391481620855e-14,0.003056477202879332
dCRT,1599,191.73121571540833,0.43999622556390916,9.53556229831625e-15,0.09409485910235689,0.21973850125833128,0.004130987418215721,0.07660826415147941,0.9125762870877179,0.45821899154778345,0.021549075364110746,2.6248804982342105e-14,9.049052984081854e-18,0.3483033098081879
HRT,1599,5291.13702249527,0.01831992850759607,0.0,0.058534405719392314,0.025379803395889185,0.00044682752457551384,0.32386058981233246,0.26872207327971404,0.30509383378016086,0.13655049151027704,0.0,0.0,0.43181411974977657
Semi_KO_ST_perm5,1599,118.06846380233765,0.16251419954181479,8.057575190199841e-16,0.04250343416767593,0.24403115077216908,0.0027704165015643907,0.013397561363638084,0.16251419954181479,0.9999999999999996,0.0009373792349206487,1.589252551568813e-22,6.034767427498088e-40,0.3113296742453032
Semi_KO_Wilcox_perm5,1599,118.51009607315063,0.5417036539965666,7.486440192310371e-25,0.09312100797933826,0.30192892335093324,0.005771986343681772,0.0002775576543569514,0.5925205722183615,0.16601135082604168,0.004114586032156515,3.06709262141352e-41,5.3588156348641934e-61,0.1781743697381135
Semi_KO_ST_perm10,1599,216.26785254478455,0.007931527994168039,1.1304239578561773e-33,0.2818703993215619,0.0028896693448945557,0.001760137003093598,0.010686555154492138,0.5472125342064468,1.0,1.8570704100116084e-06,1.0576589586061844e-31,2.21302058212675e-65,0.12251570350211535
Semi_KO_Wilcox_perm10,1599,216.08096861839294,0.7928123011575139,2.074888176457953e-74,0.11415213610528074,0.0016854125996228896,5.956889458685765e-08,0.0733315254495547,0.6547152648835612,0.34261201566944177,1.0293545621155547e-05,4.5472515126042817e-60,8.860457108477451e-118,0.7849027816000858
