method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,23.93922472000122,0.9713740287473424,0.9999999999915998,0.9840727333316031,0.357594502409588,0.9289185329749737,0.6785108572493697,0.7719223640510633,1.4747268228809673e-07,0.663860479028014,1.744204780607106e-11,0.1074484194546873,0.17332030629550765
CPI,1599,4.554609298706055,0.3108878279460088,0.014016318648724078,0.34671036108466835,0.5652465802478635,0.44949035424308587,0.0003838694106447899,0.007834596487968052,0.5100966345589524,0.9635148460971346,0.005462546105798691,1.1170131201071974e-10,0.36523002463562637
CPI_sqrt,1599,4.556206464767456,0.5144714288830156,0.32241711656150945,0.5032983817366695,0.513466166925043,0.4964816984741394,0.2951985967199542,0.3894540319875204,0.49998343866233574,0.5216804580337453,0.31828346861722223,0.020496382940309484,0.493643226029202
CPI_n,1599,4.5504372119903564,0.7950333050432581,0.02325984162238136,0.4994036031761163,0.7177582330373109,0.6116772242556655,0.002984522368700864,0.017928907615499222,0.5004377495550902,0.6597441617322589,0.017384086575406854,2.0037604312375633e-10,0.28386824782325093
CPI_bt,1599,5.130583047866821,0.8085936951648435,3.455715867904513e-22,0.41730996176955043,0.2518919358894989,0.3706596875719831,6.4646629918024736e-99,0.038404013635985036,0.5001390454753821,0.9717722071636113,4.358370726580369e-09,0.0,0.2836376576609634
CPI_sqd,1599,5.141538143157959,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999328574127,0.6392910002940896,0.0,0.0,1.0
S-CPI,1599,4.591773986816406,0.8443282401306109,0.01216703297136902,0.5089176248241513,0.8269612981250327,0.5770451615695981,0.04765009513013445,0.11803497935791507,0.7696998481946968,0.9340899193685166,0.03057725156561073,1.171935682153781e-07,0.7689708334540927
S-CPI_sqrt,1599,4.599669456481934,0.5206849753135053,0.32814743831205406,0.5025609260464237,0.5537765069706101,0.5016073527770324,0.36574285933336365,0.41470865643054483,0.5000980215309263,0.541306257463146,0.3755852272631275,0.029393142008147712,0.5138546863020637
S-CPI_n,1599,4.589008808135986,0.677580487129645,0.02283504031317828,0.4255652794659121,0.8282191441317795,0.46791640243552673,0.162686387548519,0.09888394793788041,0.5015848422867429,0.8785845771334053,0.07705915979745365,4.153024362977432e-06,0.6301976404428427
S-CPI_bt,1599,5.182395696640015,0.9195767389692708,4.123349488970068e-36,0.4625438556042991,0.9566707132385517,0.5718250232193676,1.2415460876777217e-11,1.8365738331218527e-09,0.502563468415245,0.9949725706401028,3.133231678476433e-16,0.0,0.912975836368213
S-CPI_sqd,1599,5.213285207748413,0.9999999664371122,0.0,1.0,1.0,1.074143551305429e-36,0.0,0.0,0.7503827209483498,1.0,0.0,0.0,1.0
S-CPI2,1599,5.277568817138672,0.7772411501111407,0.02087722996020153,0.5194829668648838,0.8302022041054435,0.4391258461441639,0.159716996452064,0.1575815151756511,0.6197854510162819,0.9738411477280314,0.017000816279743536,2.845657222662779e-07,0.8998054362749996
S-CPI2_sqrt,1599,5.295312881469727,0.5240750755416297,0.31780526154821515,0.5006884340594859,0.5434051002967053,0.49933218675661223,0.4059665296560387,0.44206216427970235,0.5000551398541324,0.5452069875447566,0.3744831458344794,0.027082289666797425,0.5203677601312968
S-CPI2_n,1599,5.290422201156616,0.6752910659620699,0.04315612826354767,0.4594255854439421,0.7729141096981362,0.4716834803394362,0.2342879001014731,0.17820386077110645,0.5010465538828422,0.8754954338115936,0.04010393494852348,2.9640263345973373e-06,0.7318026265913546
S-CPI2_bt,1599,5.914661645889282,0.9335422978310138,8.515913002092013e-36,0.5190460575987452,0.9971483013431278,0.46870977795065366,8.108255413656113e-15,5.300306601675757e-05,0.5019433813807996,0.9911986383273714,5.468677958579007e-16,0.0,0.9207741774756306
S-CPI2_sqd,1599,5.918535232543945,1.0,0.0,8.688635558641569e-110,1.0,3.8550416397165315e-183,0.0,0.0,0.9751047208567681,1.0,0.0,0.0,1.0
LOCO,1599,21.501347303390503,5.415146202438414e-06,0.0023892689307695846,0.05484607576186076,0.04722168967124055,0.0028306285551677156,0.2658482838590912,0.22685580912844677,0.006214446918831715,0.000800492003986641,0.01503189875224929,1.8458591914284468e-07,0.001210506390461891
LOCO_sqrt,1599,21.47194790840149,0.1278234563306347,0.1771667030843178,0.339151417240264,0.35570876615795083,0.24954268078997033,0.43458155206982124,0.4159933261023207,0.20994292279167598,0.20780817024348336,0.25729846966639025,0.015851063718213092,0.19476382105396428
LOCO_n,1599,21.487523078918457,5.0084437933747795e-05,0.004931977906947748,0.07852220387813487,0.07481032229325055,0.007665314331008411,0.2895781280952524,0.250908413244233,0.01126902838299798,0.0026396626782787475,0.02494893735277418,8.521705911209895e-07,0.003267801602612074
LOCO_bt,1599,22.079867362976074,9.835332701632563e-209,1.227126740470922e-133,8.447523562221758e-29,1.41077752466312e-22,5.1044383186527e-72,4.415833843317837e-06,3.3755014696468674e-09,6.479653398189897e-103,1.3330620779567708e-106,3.4249385575446316e-69,0.0,7.888972406847527e-121
LOCO_sqd,1599,22.0782630443573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-CPI_ST,1599,4.510937929153442,0.7810919336830939,0.005990283004496973,0.9873925015957824,0.3078289938987385,0.8911162626128422,0.001993462736710734,0.48180034094128044,0.48180034094128044,0.994009716995503,0.0014847608323319056,2.7647273732681524e-09,0.8530994918920097
S-CPI_Wilcox,1599,4.534190893173218,0.11122444108020496,0.006916467993743664,0.8346877726088491,0.2853123998893873,0.1445993821697017,0.00048494683096673736,0.1926327136984427,0.23256011851340141,0.9842595755887422,0.00010904786830778996,4.8389425975794264e-11,0.5086861560058559
LOCO_ST,1599,21.4985294342041,0.001993462736710734,0.0004221137863593548,0.1269041609305049,0.00021452025421128004,0.015912880600770216,0.3406343762403855,0.14690050810799027,5.027205008663849e-05,2.3171187941523163e-05,7.502269343196831e-07,4.4576150355344514e-06,0.0014847608323319056
LOCO_Wilcox,1599,21.4985294342041,1.7310410742841017e-05,0.0013654128656266985,0.049299292591571016,0.0019264719871432557,0.0011374778522437023,0.15957453629422835,0.03754181861982706,1.310025237011724e-05,9.132488590580671e-06,4.788583834078178e-07,3.8002090344479387e-08,0.00010905825750519246
Semi_KO_ST,1599,22.037655115127563,0.2419011373054776,5.274368611686433e-06,0.27419728957237033,0.7258027104276297,0.0021725835428435397,0.17098190771450367,0.03209827622725902,0.22656190322872707,0.9946374500143278,8.338575952052729e-06,1.0446511345139023e-05,0.8290180922854964
Semi_KO_Wilcox,1599,22.07706356048584,0.899000077131185,2.480949648359153e-08,0.9181417738530938,0.5247848656716863,7.11329214139762e-06,0.20121259971469135,0.22834179789114095,0.30707627894459477,0.974676164705218,5.588982631748644e-11,7.639620793629336e-14,0.7756668089122525
dCRT,1599,55.9292368888855,0.547981710595244,5.945136317572943e-05,0.11377238881888205,0.1970384350622304,0.9272512623661792,0.7665237491470122,0.8282152621345593,0.4042348899951843,0.1017422768887938,1.6928092173311167e-08,1.272527703512864e-06,0.31980405737688233
HRT,1599,117.24907732009888,0.3832886505808758,0.0,0.4074173369079535,0.4924039320822163,0.3527256478999106,0.0,0.003932082216264522,0.6330652368185881,0.9775692582663092,8.936550491510277e-05,0.0,0.5235924932975872
Semi_KO_ST_perm5,1599,98.9344573020935,0.018750592125689622,1.9415383759656892e-17,0.22347864278843396,0.40282487229444286,2.7918885982678736e-06,0.2511018950635577,0.8634645873943568,0.7831468966622407,0.9270151295121929,5.74534172590622e-15,1.9796980140252503e-39,0.6807214859832285
Semi_KO_Wilcox_perm5,1599,94.06860828399658,0.04230866819539211,4.8262612873598244e-36,0.7477103378665997,0.5090843230385168,3.48222604511096e-14,0.1725715776967791,0.8893235546235507,0.9904535889437247,0.9981766555657304,3.505719713524228e-37,7.645055469393555e-79,0.6245417982071101
