method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8
LOCO-W,20640,2.01544189453125,0.0,0.2663085288425677,0.9536515733191006,0.18933279846551887,1.0,0.014708727869934157,0.0,0.0,0.0
CPI,20640,32.461323976516724,1.4987189133636567e-47,0.011922117676273873,0.006128723309622323,7.364446747954666e-09,0.3409596692898952,0.011016288637071917,8.684115697397029e-36,6.957899158542046e-39,1.0
CPI_sqrt,20640,32.27887225151062,1.6362909117137346e-14,0.4813333342027723,0.3817401652343174,0.2871132341201203,0.4996609933879054,0.4924764153606956,3.8607255847950266e-05,3.0743713888843934e-05,0.5
CPI_n,20640,32.32735228538513,5.812662343725346e-46,0.09689636291507792,0.014962068276642067,7.253284891282106e-06,0.5159609611088674,0.08524600179535224,2.8210862364123377e-37,3.709408025880246e-40,0.5
CPI_bt,20640,91.63687491416931,0.0,0.004979208260824981,6.423877723888548e-176,0.0,0.4843306544700063,2.785959305280131e-05,0.0,0.0,0.5
CPI_sqd,20640,92.24574589729309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
S-CPI,20640,32.20455551147461,6.459149119231354e-70,0.06350978260133054,0.17068811719943883,0.00018373535861326737,0.40232532493299855,0.0039236141071246,2.8008341343018245e-17,4.8186572385633014e-20,0.5
S-CPI_sqrt,20640,32.13689041137695,4.766319754407766e-19,0.4857951669826747,0.41184150575655754,0.28419429331013174,0.49966420194857736,0.48100773539740505,9.287684501920384e-05,0.0001252210693419841,0.5
S-CPI_n,20640,32.30683660507202,3.3933004339736184e-70,0.15600888105749589,0.1784197018021032,0.0005065630316770843,0.4924221915798917,0.05049482420129433,4.1981981346916546e-15,2.2994196348521702e-18,0.5
S-CPI_bt,20640,91.52879548072815,0.0,6.401902007392235e-05,1.2893088981959835e-65,0.0,0.48117457924255613,2.5499546741464193e-05,0.0,0.0,0.5
S-CPI_sqd,20640,91.18327236175537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
S-CPI2,20640,32.741572856903076,1.390335987079672e-61,0.08061930267279444,0.2012918768149211,0.00025574900377444104,0.33450982633827575,0.010294583341770743,7.969057338974827e-15,8.036993765576148e-16,0.5
S-CPI2_sqrt,20640,32.753690242767334,4.1228790559503835e-18,0.4842194845712729,0.41817532592062334,0.2906256719402496,0.4997331055058631,0.47898296950581,0.00017903668393050447,0.00011409682275176103,0.5
S-CPI2_n,20640,32.72704553604126,3.4796436047781216e-60,0.1645232630550965,0.2176637469907523,0.0007597081241496039,0.4838069363432887,0.07320121534821994,2.3200048712831718e-14,4.384502833379521e-16,0.5
S-CPI2_bt,20640,91.59625315666199,0.0,0.0023569194273456366,5.418478928371499e-59,0.0,0.4872312123804417,5.847044460854913e-06,0.0,0.0,0.5
S-CPI2_sqd,20640,92.71273708343506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
LOCO,20640,31.64928364753723,4.339596066520215e-59,0.10215771508446403,0.2043029346431262,0.00044102499068226873,0.26999066450894127,0.00722467377749991,4.78273337690866e-12,2.0187345522641739e-13,0.4674219868538809
LOCO_sqrt,20640,30.42862367630005,1.0822918355315956e-17,0.48543409240179947,0.4297430225006256,0.2913062852340229,0.4997052562400136,0.47930982413286893,0.0003244697147447725,0.00019995344099030363,0.499999966011214
LOCO_n,20640,30.384596347808838,8.43702479880327e-58,0.18719626626832786,0.2148962274400668,0.000888833147338956,0.4788030260215199,0.061557219142917646,8.624751716864733e-12,4.06779724700204e-13,0.49999732566402755
LOCO_bt,20640,86.7055459022522,0.0,0.0015594061799932908,4.6239006877440167e-60,0.0,0.4767919792464139,1.5290781333493227e-05,0.0,0.0,0.4999973254447171
LOCO_sqd,20640,86.57241320610046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48344390896307066
S-CPI_ST,20640,30.941904306411743,1.5009881125717377e-159,0.09104024800350043,8.887823044042942e-21,3.911939463880376e-24,0.47466816686903385,0.004259082066058084,3.234911571524052e-53,4.418462952310799e-63,1.0
S-CPI_Wilcox,20640,31.011125326156616,5.057269813668402e-233,0.06444043415457815,5.820678119115125e-25,9.845026405834708e-32,0.5909906420879947,0.07895740062949819,6.581152298344185e-92,3.8813151892175754e-78,
LOCO_ST,20640,30.386457443237305,4.101674452324432e-129,0.48479435611922556,1.7246123656705514e-29,1.140923399748759e-37,0.662525817684825,0.024427807269833166,5.445160740678513e-29,8.209382459978548e-38,0.9999999999999843
LOCO_Wilcox,20640,30.386457443237305,4.108873770220342e-190,0.49101640569111904,1.1193132497609219e-37,1.4780597105833726e-47,0.6621511826058554,0.030380447477146803,3.628378360691702e-49,1.9362758979957328e-51,0.9999999999999997
