method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,15.677189588546753,0.4610377209531983,0.6421462003699453,0.13721265592130405,0.9680271839666488,0.31480903115989145,0.1212307215411027,0.03388611972456368,0.2707515302928397,0.20897944229203924,0.00819016449725296,0.23658664229621063,0.08467182747132185
CPI,1599,4.330547571182251,0.017946212421095967,0.0004692230722676344,0.3165394112049953,0.0006835699613463563,0.004128098892469046,0.2770125581193703,0.07580638321887867,0.24861881138568592,0.05744624995745614,3.352634133253106e-08,1.782449352661537e-11,0.4685068486485372
CPI_sqrt,1599,4.3182902336120605,0.45747673230562824,0.36452781137109425,0.48202647217430333,0.282966092431225,0.3884162062939238,0.5162726095721891,0.47115501497547585,0.4365602488243263,0.4629290903242893,0.12419297767746446,0.08748753465498826,0.4912599822210494
CPI_n,1599,4.3135786056518555,0.11186302310313317,0.002670244204297612,0.28282862019809374,0.00608042752831748,0.010084136168744864,0.36087167122971464,0.33150507805806084,0.11390591606870992,0.2523231731187723,2.1173345862532104e-05,2.842323046346617e-07,0.504482601325464
CPI_bt,1599,4.949625015258789,0.003281797420083767,1.4266871064632864e-18,0.2574807694495326,1.073317102836231e-30,1.7394450160035058e-15,0.41447234097081453,0.8297469519428169,0.0355545344277834,2.4178498231391044e-09,2.6588598690072864e-277,0.0,0.4128280475614058
CPI_sqd,1599,4.984523773193359,0.0,0.0,7.997813858824262e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-CPI,1599,4.587056398391724,0.05370004211181886,0.0005456974567223859,0.2343469384337114,0.01522455223200652,0.005774241990422972,0.6116840562849666,0.576920853127857,0.4255384995923163,0.07331367559981991,0.0006554303929109193,1.1976515618995026e-05,0.7595149875760474
S-CPI_sqrt,1599,4.582865238189697,0.44427329458711495,0.31651724296479966,0.4525795941360134,0.36849207181016724,0.3859706910176474,0.5078016406868084,0.49510208144329754,0.46650359958930565,0.4669528388089846,0.16041664770950426,0.11712551917442215,0.502760556955772
S-CPI_n,1599,4.574299335479736,0.11760234411118886,0.016817815120745545,0.4878341944662339,0.018944408397229693,0.02307756573236933,0.5093548917109987,0.4685926559242517,0.18274242592541284,0.1631607372733691,0.0009142006798774647,0.0001377185831809547,0.5558955180334603
S-CPI_bt,1599,5.217844009399414,0.00014775634518922085,2.727020036611338e-46,0.13214100339489337,5.299068888562603e-24,1.3491831555258095e-10,0.5706641000592348,0.33678145236588464,0.06602451237186417,8.307402032732328e-07,8.792430826328384e-151,9.92507843521723e-196,0.6723384368188242
S-CPI_sqd,1599,5.219792127609253,0.0,0.0,0.0,0.0,0.0,1.0,2.602973461048932e-26,0.0,0.0,0.0,0.0,0.0
S-CPI2,1599,7.139594078063965,0.04839813665633824,0.0023547159278730807,0.3911355342257662,0.01964538303578658,0.0071912623057079975,0.4877905030907082,0.4853800651671766,0.23255639788285848,0.10578120219557063,0.00028795334407113207,0.0002943003352697539,0.7108196749198514
S-CPI2_sqrt,1599,7.142696380615234,0.44157029717153007,0.3013762379040559,0.495414327502628,0.3497666041061625,0.376184392362526,0.5052090581300491,0.5063356207792908,0.4664886797262336,0.43719028118764447,0.16296121491208565,0.14506840310315267,0.5155161749175646
S-CPI2_n,1599,7.156162738800049,0.15503319523849352,0.013183300240979145,0.43029388913123656,0.03714439818462468,0.03674051709622618,0.5761790663235242,0.531090039961403,0.2868225161901468,0.15871274251963036,0.0018110632221163088,0.0004768818121082768,0.6251047963648932
S-CPI2_bt,1599,7.809158802032471,7.325662633488187e-05,5.764690017240031e-50,0.2749672408982299,4.211188322474364e-25,1.183692108037801e-14,0.5071968319855066,0.7657611307450298,0.003770881368301399,5.7178157606152474e-05,1.6853622332494128e-141,4.426291946873449e-174,0.7484344956655319
S-CPI2_sqd,1599,7.783522129058838,0.0,0.0,0.0,0.0,0.0,1.0,0.5793476275248913,0.0,0.0,0.0,0.0,1.0
LOCO,1599,13.550451278686523,0.27940010471874,0.012332629458307926,0.554534727232776,0.8855169191160139,0.016979951302444538,0.7354895273945827,0.3537124188816657,0.815367110388268,0.17880328625474246,0.010103024097364795,0.13794781327084876,0.47191991451503856
LOCO_sqrt,1599,13.528822898864746,0.46080542785402967,0.30597812035226396,0.5102355739808278,0.5897649596420574,0.29598471343924526,0.5375384629751769,0.47207999924758876,0.5599561016905741,0.4264414536073934,0.1840233917993515,0.3798614149919182,0.4947474332402383
LOCO_n,1599,13.521918773651123,0.3166668618208834,0.026032665180965604,0.5455540994621705,0.842698188920298,0.030851464061653965,0.6914260048900458,0.37712435745437056,0.7680178749090218,0.2179638688628826,0.015145657617972529,0.16465885954836518,0.4765659377907744
