method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,31.87287664413452,0.1587491735447658,0.32026677695368333,0.3226653440950519,0.28340039194134425,0.6503179737137711,0.08179775816064494,0.045524446502341887,0.9579851687042078,0.9432466798258647,0.19431202140623238,0.017349416264692774,0.0689242290538391
CPI,1599,5.373074054718018,0.019074129392041818,0.0009191445778860697,0.0426281824849965,0.0014261312688395545,0.01721047966030658,0.6242355688170487,0.0008305863126998765,0.13733074740241785,0.0010348895682825078,1.0074095021444094e-06,8.812417981228363e-15,0.3034908781938924
CPI_sqrt,1599,5.3468849658966064,0.45426030429999636,0.3721526971180724,0.490336890942467,0.4299762038345841,0.45115963040961476,0.5044679668665786,0.4360865724601555,0.4423673418290023,0.45868053902172035,0.1412959968750715,0.016628398849084056,0.4943306347795856
CPI_n,1599,5.361465692520142,0.352583222040436,0.0037690497731687764,0.09716142159352298,0.12558086547890007,0.1077508276614269,0.5749422606299247,0.017893891394898755,0.0719628687094255,0.12126706120726238,2.8483954728487973e-07,2.393147839855737e-12,0.4308286214176341
CPI_bt,1599,5.940694093704224,0.06625268918910361,3.282784632465613e-42,0.08675647858052227,0.005220425100518078,4.428487522875224e-05,0.5046243987626319,0.0008608148896138525,0.06677761706292994,0.024904411243874203,1.0508777726909085e-275,0.0,0.709042519706049
CPI_sqd,1599,5.947087049484253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI,1599,9.090184688568115,0.003611069735027,0.003397526992642485,0.09552219609689333,0.01245599711260733,0.00744576119260832,0.4914852379720051,0.0015238026974394097,0.00303807908094907,0.0021834913929748494,7.296249440852541e-06,9.401915116595776e-13,0.5230460215704429
S-CPI_sqrt,1599,9.08342170715332,0.46192697273068034,0.2893262194645938,0.4747574818750891,0.42853416431887736,0.41958600225298676,0.501074793010727,0.3924003475860117,0.42476360280937786,0.43668686608023416,0.115191254392287,0.023282294078170205,0.49986551586224787
S-CPI_n,1599,9.086083889007568,0.1078150809332854,0.004848806392175696,0.1606722844896329,0.04287986620404222,0.05678054098883016,0.5310728893225735,0.016129600528751634,0.05266933488799624,0.06533244056995892,0.0003083946263226113,1.5284721438420335e-09,0.5459763059175129
S-CPI_bt,1599,9.707058429718018,0.0052628157122614865,1.0736505153882056e-51,0.04862911272702296,1.1731866104800661e-05,0.0005619758681849199,0.34015300942361393,5.495083008533339e-10,0.0001076928410401974,1.916339201205562e-05,4.120486575618683e-191,0.0,0.45774764045803445
S-CPI_sqd,1599,9.708077907562256,0.0,0.0,0.0,0.0,0.0,6.281718660711439e-59,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI2,1599,46.381707191467285,0.01095604356883836,0.0023451176224428723,0.06115710015703226,0.00809501341338995,0.0138211592623389,0.4569345782673877,0.0008329770336433647,0.003860488193416156,0.0027110662339583595,5.796316362360491e-06,2.5801312750271484e-11,0.5680801563683038
S-CPI2_sqrt,1599,46.41233468055725,0.4568283040483778,0.29097074897583775,0.46688482098182993,0.4228632907695606,0.43573306803554873,0.5007209321495455,0.38672537456354655,0.4298860533042834,0.4283583260234419,0.1422723828306217,0.02328500792815,0.5020654758304179
S-CPI2_n,1599,46.41469931602478,0.11540981051485183,0.008749020094208132,0.17137507315238004,0.06044979349123098,0.08683325567550737,0.4844345743010328,0.014118748402202855,0.051834687540733365,0.05537938800632833,5.518853707709179e-05,7.250275879995593e-10,0.5019111880548103
S-CPI2_bt,1599,47.01502537727356,0.00875113649325392,2.5592734865805762e-49,0.024418018067780916,2.6935044494430186e-06,1.0741693118844415e-05,0.5457571890870742,6.058119162401037e-11,4.290326300048903e-06,2.0615308539204194e-05,5.388319094216824e-173,0.0,0.5309375898989049
S-CPI2_sqd,1599,46.95232915878296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
LOCO,1599,25.188488960266113,0.6577652540253549,0.1399883153025181,0.08157069627685237,0.0037883902420011504,0.36155265138208564,0.2583139417505499,0.7155311765077474,0.7888916480656494,0.33097036909867833,0.0530566394156809,0.023493806417039718,0.6604147567456429
LOCO_sqrt,1599,25.134807109832764,0.5103703672038729,0.41862240477916984,0.4594017449719779,0.4125646200960462,0.4887908791044973,0.48567132002441404,0.5200838807497361,0.5220436887923935,0.4880444971761402,0.33921267738135463,0.2927605015108068,0.5121473050280575
LOCO_n,1599,25.145094871520996,0.5962509415623227,0.18285939837166182,0.1885280687179881,0.03810072907537708,0.40842520028493373,0.3576718069908067,0.6507479541938113,0.6901737831838936,0.39363201682811744,0.07676514123961112,0.038146731254919304,0.6036187681096105
LOCO_bt,1599,25.74954056739807,0.7278147744145824,5.5557117333980485e-08,0.00826727793645329,7.849188445479935e-08,0.2531437054354279,0.20306596604541732,0.8853072366831963,0.9023564606254422,0.24132367497660973,6.692036312726856e-29,1.065572896658993e-49,0.7631712018463119
LOCO_sqd,1599,25.74998426437378,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
S-CPI_ST,1599,5.360613107681274,0.3406343762403855,0.01993417507030845,0.6921710061012615,0.6921710061012615,0.05502652141949044,0.9999997074246769,0.218908066316906,0.3406343762403855,0.3078289938987385,2.8913253541658135e-06,1.1861873127270254e-06,0.9999999999964659
S-CPI_Wilcox,1599,5.386336326599121,0.0002817989844702661,0.002596830689273342,0.0002983090696526312,0.01226502417904615,0.007472853713136017,0.02236868388360792,5.819538446007843e-05,3.020085646076387e-07,3.8330164985646116e-08,7.517592035354135e-09,4.11617850848601e-19,0.3130318324286321
