method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,3.0907773971557617,0.6948000871201034,0.04926780867356895,0.7055877698513764,0.7944253896956746,0.07228249861607694,0.5121645564286368,0.2542169320567801,0.2703973699147647,0.513570509446651,0.0671834010946637,0.8045384032216234,0.05127938765387985,0.7836968463359333,0.0669401138890593,0.3550993339825377,0.6989787790162407,0.265014109552104,0.16355210662530628,0.9413764580817088,0.2649940996722083,0.291961441585215,0.034099508868962736,0.0342447415924948,0.40828950044388523,0.5315046915246746,0.34722881224077273,0.008131225849016821,0.20439638629857104,0.022649929042055095,0.42241274441523224,0.8409422064742026
CPI,569,4.290594100952148,0.8111474757712382,0.8565086457572534,0.4103165536623183,0.20077918075796958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8201786454631546,0.9273059413793786,0.11102622978105409,1.0,1.0,1.0,1.0,1.0,1.0,0.08667800861147729,0.840743586811431,0.902049396317455,0.9066005789224922,1.0,1.0,0.044422032781978864,0.4500754593688114,0.10988645201266506,1.0,0.9297333224155748
CPI_sqrt,569,4.2691943645477295,0.5013104237448502,0.5034776286227385,0.4988132322275699,0.4913691360774319,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5005302390335401,0.5035737573384584,0.4982193324038838,0.5,0.5,0.5,0.5,0.5,0.5,0.4627842876418571,0.49734065348184575,0.5056988366991094,0.504352572031363,0.5,0.5,0.4949241167180293,0.49134275425399276,0.49516721054076873,0.5,0.5009866122245218
CPI_n,569,4.27033543586731,0.5201706055809447,0.49767765638974043,0.49771254527029324,0.48847076342582474,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5051886440981199,0.5736665824110195,0.47726719976779575,0.5,0.5,0.5,0.5,0.5,0.5,0.34215586240050005,0.4864909619316355,0.5835496756123185,0.5222292204097979,0.5,0.5,0.4435925921539203,0.39528036632457625,0.5234774026772288,0.5,0.5058177824232456
CPI_bt,569,4.546418190002441,0.5529945360527462,0.5445665180161918,0.49063770937873696,0.38708370344939536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5012681750900897,0.5984143495154016,0.4837727474095565,0.5,0.5,0.5,0.5,0.5,0.5,0.17398479750103102,0.5799542476007574,0.5989915065675507,0.47665488030828607,0.5,0.5,0.35507179272697975,0.38925110329568935,0.5135057615302369,0.5,0.512329278623737
CPI_sqd,569,4.561163663864136,1.0,1.0,2.0010018625882258e-61,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9970041389487192,1.0,0.0001009692006418387,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.9614017871236183,1.0,0.9999999999905825,0.5,0.5,0.0,0.0027032088189409146,1.4581453616464766e-81,0.5,0.9859497279825564
S-CPI,569,4.345375299453735,0.8233176243899264,0.9721578640585478,0.5191411703306046,0.3309015837191402,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5467844312762411,0.9924959001380329,0.008630062275186,0.5,0.5,0.5,0.5,0.5,0.5,0.36395424164223045,0.9416101518289812,0.9019063718226057,0.8008693882100928,0.5,0.5,0.15059050744945185,0.22350455965103544,0.5901858098205002,0.5,0.9951075749556683
S-CPI_sqrt,569,4.343236684799194,0.5031561038886286,0.5083481171177141,0.5003635198338603,0.4919378216449887,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5003946509029403,0.5104838377570481,0.4983300237083227,0.5,0.5,0.5,0.5,0.5,0.5,0.48244933941798196,0.5180912170098275,0.5147978870606877,0.5050399603578056,0.5,0.5,0.4884287428051698,0.4867973093019678,0.5076913810420989,0.5,0.5013714439585703
S-CPI_n,569,4.330120801925659,0.544440501355786,0.5717541849706611,0.48984031509290615,0.4050067589685438,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.506851610550085,0.649803139517242,0.4822289628435813,0.5,0.5,0.5,0.5,0.5,0.5,0.4142294291230768,0.6278710043564387,0.6523376365608711,0.5792262722913414,0.5,0.5,0.3831373423350048,0.46411213115091227,0.6227078733369649,0.5,0.5174879719712862
S-CPI_bt,569,4.655991077423096,0.5475592194979236,0.5760278517621314,0.4989312541491268,0.4273149109535094,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5044015926002808,0.6355076678158431,0.47273330662712604,0.5,0.5,0.5,0.5,0.5,0.5,0.4054616407410654,0.6661857553985601,0.7104169717971072,0.609413705113783,0.5,0.5,0.36292095236917177,0.39959277120685094,0.6059874329341193,0.5,0.5181316286134781
S-CPI_sqd,569,4.652910947799683,1.0,1.0,0.6417045257540951,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9884822153038009,1.0,5.4002341747337175e-55,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,3.772023647935097e-30,0.9999999931582868,0.5,0.9999999999999999
S-CPI2,569,5.064200401306152,0.7091442976961733,0.9565346122866029,0.4308043231666919,0.2418836288039825,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7658499298285429,0.9941002736742952,0.02359763542394516,0.5,0.5,0.5,0.5,0.5,0.5,0.40109560569938413,0.9117141173439671,0.946908051980226,0.8654817328362377,0.5,0.5,0.1405859283083697,0.24034723729391777,0.7091157978542844,0.5,0.9869750923167938
S-CPI2_sqrt,569,5.055156707763672,0.506500554988914,0.5075135986832081,0.4992160734502688,0.4927835437623183,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500531464497382,0.5131722972441333,0.4975272455707613,0.5,0.5,0.5,0.5,0.5,0.5,0.4855091400614722,0.5117850772259716,0.5139374175337572,0.5099784835112444,0.5,0.5,0.4873932910529173,0.4932181481569233,0.505804666635371,0.5,0.5015579872670279
S-CPI2_n,569,5.054040193557739,0.5623327679405106,0.5923260464092301,0.49799982096787854,0.4133254146672255,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5074451374346117,0.6520871234006751,0.4691029664027081,0.5,0.5,0.5,0.5,0.5,0.5,0.4402898627102776,0.6462112473728245,0.6429878352923282,0.6008410429782457,0.5,0.5,0.38611106713468885,0.4338396889942757,0.5629130180399247,0.5,0.5211788001901234
S-CPI2_bt,569,5.364135503768921,0.5826570863276551,0.607934234016174,0.4999220573038602,0.41043059602419696,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5089382602240364,0.6701989128069703,0.46788496559609216,0.5,0.5,0.5,0.5,0.5,0.5,0.34135968476973255,0.6992561714558868,0.687925037942103,0.6186067188085054,0.5,0.5,0.3466696058383419,0.3914358320293636,0.5926080228710838,0.5,0.5229903980305968
S-CPI2_sqd,569,5.368589878082275,1.0,1.0,0.8120974916892013,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.999944767662118,1.0,4.761846516673371e-32,0.5,0.5,0.5,0.5,0.5,0.5,7.217814172127453e-250,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0
LOCO,569,4.346732139587402,0.8347257591279833,0.951745433807501,0.8365872595508261,0.12962719989719462,0.6968364572816602,0.03692495341358992,0.10294883936013016,0.04987418466657936,0.09305060057440645,0.14859211915217158,0.44191002673830637,0.8509170156154187,0.8395591573021398,0.08088552289160422,0.039130806381368545,0.039130806381368545,0.039130806381368545,0.039130806381368545,0.039130806381368545,0.039130806381368545,0.1348777887937459,0.9034254055780377,0.4593667094799931,0.5636178762954059,0.18855967490741304,0.13996812419994709,0.23469969102348925,0.14565925572901922,0.6832235542931822,1.0,0.9149243239037419
LOCO_sqrt,569,4.3337743282318115,0.5133450397757254,0.5086948994919113,0.5063976576881853,0.4901165371598545,0.5000004969610982,0.4999929383484033,0.4999974807350243,0.4999972128399013,0.4999997865673118,0.4999999999999997,0.49992327369224004,0.5013002567006812,0.5089349138903129,0.49817646332191035,0.4999999999999997,0.4999999999999997,0.4999999999999997,0.4999999999999997,0.4999999999999997,0.4999999999999997,0.4688844869062307,0.5172898979735433,0.498680602805487,0.5013689691191477,0.49990270957128075,0.49999438236811294,0.49185716189575857,0.4890359420120098,0.5059772704873368,0.5,0.5011736246683574
LOCO_n,569,4.332849740982056,0.6213916553485087,0.5971809538910303,0.5695085951630563,0.3989453578122935,0.5000064984199077,0.49990766796558167,0.4999670583217741,0.4999635550204696,0.4999972090190813,0.4999999999999961,0.4990123722387437,0.5163786505673422,0.5910217059762863,0.4770718282431612,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.2909631846961526,0.6569910694443081,0.4876025275004947,0.5142185384465328,0.49873199295897175,0.49992655149150056,0.42109656743844626,0.3922650862647562,0.5564700118848194,0.5,0.5149561917383422
LOCO_bt,569,4.614846467971802,0.6746680013173181,0.6136294807268154,0.584403320464425,0.3702538024216425,0.5000064986253262,0.4999076560093442,0.49996705617124987,0.49996355299773065,0.49999720900431377,0.4999999999999961,0.49899535305579434,0.5170512560339243,0.6177493512401131,0.4760903831632988,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.4999999999999961,0.13654622268356226,0.7211021135525544,0.48218409873376245,0.5182832375733644,0.49872741337602067,0.4999265389739335,0.3918286579987838,0.356091079118123,0.5801122417255694,0.5,0.5153762971119165
LOCO_sqd,569,4.615437984466553,1.0,1.0,1.0,0.0,0.5011112634931685,0.4842132999081403,0.49436679249918636,0.49376781611829346,0.4995227398514946,0.49999999999934003,0.33339580453014017,0.9999999999998617,1.0,6.223645468822658e-25,0.49999999999934003,0.49999999999934003,0.49999999999934003,0.49999999999934003,0.49999999999934003,0.49999999999934003,0.0,1.0,1.2235879792287942e-12,0.9999999999999715,0.2927148541642622,0.48744024020670684,0.0,0.0,1.0,0.5,0.9999999999779725
S-CPI_ST,569,4.275989294052124,0.2704057889984681,0.7295942110015319,0.3798970170609147,0.02323221299740207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.820582892099578,0.9538981973170755,0.32324167230767203,1.0,1.0,1.0,1.0,1.0,1.0,0.010753271231625158,0.5607497646261659,0.7777335713499166,0.5607497646261659,1.0,1.0,0.033071455071405874,0.0461018026829245,0.857843171012327,1.0,0.4392502353738342
S-CPI_Wilcox,569,4.32199501991272,0.32621821790740213,0.913147440930347,0.5104593695255284,0.026641271033502622,,,,,,,,0.8262659119365816,0.9624023231474883,0.34932563711622333,,,,,,,0.021347940925985028,0.8843379436986721,0.834403518395098,0.2712062652370375,,,0.016871757218620505,0.06845938969725383,0.7115968318898217,,0.8856193458784566
LOCO_ST,569,4.397010326385498,0.2704057889984681,0.9370456144061782,0.9892467287683748,0.0003596642552736588,0.0461018026829245,0.015977014296369,0.002872823575332803,0.3798970170609147,0.015977014296369,0.5607497646261659,0.9971271764246672,0.984022985703631,0.7777335713499166,0.11050562431985395,0.9370456144061782,0.9370456144061782,0.9370456144061782,0.9370456144061782,0.9370456144061782,0.9370456144061782,0.17941710790042195,0.984022985703631,0.7295942110015319,0.32324167230767203,0.857843171012327,0.08424185874442919,0.4392502353738342,0.32324167230767203,0.9370456144061782,1.0,0.9538981973170755
LOCO_Wilcox,569,4.397010326385498,0.3323571366576417,0.9659735301481228,0.9898648886259411,3.8314265135031395e-05,0.14641926976323305,0.02890415155958457,0.0005177871857252279,0.197701195613744,0.015471149877178354,0.04174288546450911,0.9655050977950608,0.9869821694450212,0.9111797048203197,0.05554684509736844,0.024884568808752044,0.024884568808752044,0.024884568808752044,0.024884568808752044,0.024884568808752044,0.024884568808752044,0.012459831909816308,0.9935747720640652,0.5515432703985759,0.4778595865157216,0.6099443244964492,0.04927669358972603,0.1297671562504658,0.15179175431889447,0.6924551294103776,,0.9647925268342223
