method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,13.926021575927734,0.64200600084224,0.9711022001073557,0.02158846139455617,0.17334226540012243,0.3608346977298197,0.8172782094151063,0.3718055195803387,0.2738611403803144,0.00012119107325359035,0.9048190102094635,0.0679528556996789
CPI,442,2.1167755126953125,0.2662378017597215,0.3779933132124229,0.003234491182288398,0.4842190539746255,0.9432172862079569,0.7569181035501162,0.33719176236362425,0.7080873341335419,0.06048002381410998,0.8065616571656586,0.24445277204892613
CPI_sqrt,442,2.116330623626709,0.1320681436042329,0.08613912351048708,3.826613686739724e-06,0.6467423159910519,0.7105895598601415,0.021520542989458043,0.4432655822128133,0.576204289895077,0.006899817750995544,0.4058147160984353,0.20556288855989185
CPI_n,442,2.117321491241455,0.3571341199186645,0.15670482663160384,0.016288381696959318,0.4682897983064791,0.8908754818101063,0.42160123522339604,0.4466927514863549,0.8543373233581584,1.9276521554826304e-05,0.8052510721314452,0.5591588299228748
CPI_bt,442,2.1889307498931885,0.5076022968989536,0.46657967423870045,0.4987115692156336,0.5006235189135188,0.5212037849339998,0.4953194677832851,0.5063191801865035,0.5010720307958003,0.4976524254305868,0.5012325807484858,0.4969510435100716
CPI_sqd,442,2.1870152950286865,0.4944511269732104,0.47546270363202026,0.4947699271113616,0.5000222471569622,0.4953977980568588,0.4949931569846484,0.49891067039019665,0.5202375843926523,0.4955796245307412,0.500547634020945,0.4964390210310505
S-CPI,442,5.084123134613037,0.7234942631714366,0.016229043331519158,0.015572210573782927,0.8497978390791789,0.9812870146486754,0.24786120485463042,0.5416502863510935,0.9485286298798269,0.15690250324133476,0.81699862919919,0.495192018321578
S-CPI_sqrt,442,5.095123529434204,0.7523952761465661,0.06016853003677646,0.06644264723455157,0.8603189956606323,0.9652911706185173,0.280975444341499,0.7780798805921909,0.9516944492693643,0.41057381227290307,0.8546446998562962,0.2787284001540843
S-CPI_n,442,5.091246843338013,0.8159724389486425,0.004318892422522627,0.039680168323934666,0.7692833417111881,0.893175827757192,0.2803238513870756,0.6229199737014162,0.9296729069880285,0.22180700629827632,0.7681752449916015,0.369141504648536
S-CPI_bt,442,5.168566465377808,0.5083744387450095,0.44739173365664564,0.4960746734330064,0.5018728495494416,0.5169859691479285,0.4906659520963231,0.500982101907485,0.5133669968226134,0.4996157322888717,0.5033884842307973,0.4939560179258645
S-CPI_sqd,442,5.158734321594238,0.5080171964764084,0.4743823484540636,0.49765277889780946,0.5030332895650127,0.5186940420022232,0.4967694925818181,0.5038171711565438,0.5133914414525307,0.4986137068544103,0.5048351929994036,0.5019374697451786
S-CPI2,442,34.82426071166992,0.7833850029012168,0.023232996077063986,0.06092614155707583,0.8237145094500072,0.9528323681295287,0.16947113189474167,0.6915629467673002,0.946554951530419,0.4973593416678989,0.8138720669360329,0.40410739084038827
S-CPI2_sqrt,442,35.01411461830139,0.7321826271330494,0.056369899253323745,0.07217712015523503,0.814001321379239,0.9295169267942309,0.21705860458971127,0.6594513479733354,0.897723436517164,0.4757243750972891,0.8079151560871848,0.43265056610590347
S-CPI2_n,442,34.47250199317932,0.7120281823801646,0.023916242727576045,0.09770566697883537,0.8240472776539703,0.9493304288063594,0.2314946588610161,0.614941901220813,0.9255630817773892,0.5010910219663384,0.8123239634979152,0.3857471316302892
S-CPI2_bt,442,34.858891010284424,0.5082185521046102,0.4570712833037917,0.49703077482999797,0.5015374729801891,0.5240107258097446,0.48377778666256305,0.5042902047326362,0.5119071943379214,0.4999068529458624,0.5031828344426533,0.4973217273449296
S-CPI2_sqd,442,34.91064381599426,0.5113298697793927,0.4619465232104176,0.497659066586963,0.5022898485680255,0.5312575488372004,0.49200888224284095,0.5026057366634593,0.5149992777283114,0.5002464590139547,0.5034481533225258,0.4955364077900618
LOCO,442,9.402750015258789,0.7261288016808353,0.012849946710427456,0.01905574897215835,0.7308090779911671,0.15288194027075608,0.3729892333147246,0.522292527300337,0.5633582482587024,0.26651388208335874,0.43199478654310003,0.05938346200251204
LOCO_sqrt,442,9.404128313064575,0.705627031465008,0.029759899066022052,0.02195953339112494,0.724136225656107,0.19117551412091321,0.3902946001863158,0.5203456500393411,0.5541699625766129,0.27130099186895584,0.43540831802990854,0.07822368554587933
LOCO_n,442,9.400831699371338,0.7242020234740643,0.014056054967992402,0.019300263402393124,0.7302159952800912,0.15647073368650216,0.37469923941890365,0.5221090872887546,0.562440396847695,0.2669362603029466,0.4323049281354642,0.060997575298763713
LOCO_bt,442,9.498760461807251,0.5048329543231768,0.47392950305627113,0.49591760701524557,0.5012889860164556,0.4857065216586811,0.4967141954095238,0.5002903144582143,0.5019692191791203,0.4988455773987492,0.4993250276033533,0.48945912801946595
LOCO_sqd,442,9.47130823135376,0.5047178180092355,0.47589659655903155,0.4952771944463977,0.5013823834325462,0.4881374168203725,0.49650898851502195,0.5003742718455859,0.5015999262509695,0.49919562668464024,0.49950712025193655,0.48887246855880323
S-CPI_ST,442,2.086246967315674,0.9408799447651196,0.9999718351671442,0.05912005523488036,0.7559888280845672,0.6355730306632081,0.8070206228294606,0.6984768054355599,0.9925637014536789,0.30152319456444016,0.8876850350708186,0.30152319456444016
S-CPI_Wilcox,442,2.0912680625915527,0.7353724205443767,0.015268085049174089,0.0006318048483963035,0.12900746770485055,0.6884495271918113,0.15465783281143908,0.7421398647390223,0.9519916717021037,0.023539298379594085,0.6079006298502948,0.3254539011452489
LOCO_ST,442,9.416370391845703,0.5000000000000003,0.0119005496674455,0.5000000000000003,0.19297937717053937,0.7559888280845672,0.8070206228294606,0.7559888280845672,0.8070206228294606,0.9174583054221064,0.8070206228294606,0.08254169457789359
LOCO_Wilcox,442,9.416370391845703,0.7400250797242959,0.009725869058819588,0.1484334478916196,0.2860982366431216,0.3483988252480184,0.3795921249573072,0.7085312361020812,0.6432609355267689,0.516570233707289,0.7620903133344439,0.19085756027315953
Semi_KO_ST,442,8.699042558670044,0.5189650193295274,1.0,0.09949825457226916,0.7622041911594352,0.9999174061607542,0.9994956610641601,0.9955903577893234,0.9990217671423611,0.20938578704295932,0.8169243635783016,0.9520772032370729
Semi_KO_Wilcox,442,8.782658338546753,0.5692919549005949,0.42254578371787194,2.41650182228415e-08,0.044165059402482186,0.32655976276999904,0.7286872519508396,0.366978956921021,0.07851544898826178,0.24459174628279728,0.1884745502377163,0.983877633863756
dCRT,442,12.50032663345337,0.9980522280136637,0.0003312589948893278,4.3035864973179527e-11,9.965742184424709e-06,0.2629435564829138,0.5720403208376517,0.8097775287306996,0.33852439790270294,0.00015363522255626335,0.20766531813662203,0.42043284659350366
HRT,442,1033.204427242279,0.556957928802589,0.009385113268608414,0.0,0.3637540453074434,0.911326860841424,0.13462783171521037,0.42394822006472493,0.9255663430420712,0.004530744336569579,0.7323624595469256,0.22394822006472492
Semi_KO_ST_perm5,442,31.01553773880005,0.6724519628292387,1.0,2.2145024740559038e-08,0.0023281635411824776,0.9999999991697948,0.9999999999999035,0.9999999999871246,0.9999999999999982,0.28287443013945146,0.5925002327321084,0.4074997672678916
Semi_KO_Wilcox_perm5,442,30.884762048721313,0.9575651175433543,0.03371932812902574,2.724321448378045e-16,7.110382004086372e-05,0.8591896034065873,0.6050386706938575,0.3049239987898298,0.5380771414295864,0.0010958576388265917,0.31864298316517226,0.25491471417719946
Semi_KO_ST_perm10,442,58.88718318939209,0.47002552688370247,1.0,6.9768732281897366e-09,5.973457243510324e-06,1.0,1.0,0.9999999999999979,1.0,0.577512900578856,0.5060003193760685,0.8432188734953776
Semi_KO_Wilcox_perm10,442,58.71244144439697,0.47057835874985676,0.00013035010983372707,1.857624594365719e-24,2.0631154698136553e-09,0.2067290240727342,0.7023278267114439,0.5654147055132002,0.8333637221207169,3.077481252986645e-09,0.6967058846539642,0.4712153471620303
