method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,6.358421325683594,0.03136638364843525,0.1117796508492882,0.10579104705838449,0.08739763009337498,0.2982355410931624,0.0004324846377435909,0.9876427446361786,0.48442175461651127,0.417241682478266,0.7181231674437293,0.15532074380660776
CPI,442,1.3532211780548096,0.45312707399692315,0.8392332939061813,0.001056737587297875,0.1916197955838137,0.3055262347854808,0.860669080292804,0.340872448559644,0.29471277054784545,1.2573968918079104e-05,0.3457409769616322,0.12401839146367127
CPI_sqrt,442,1.3457880020141602,0.8628995868236594,0.20994063073882252,0.0032716792424898567,0.04875935753749936,0.8691570215057849,0.8919012868516069,0.12018487372515707,0.519703036787513,0.0012744635174943883,0.05713975939926128,0.1680523924070439
CPI_n,442,1.3474228382110596,0.32690382295603937,0.66174312161654,0.0012716874617652169,0.2401542189748253,0.9912508350853313,0.9849362158685135,0.28985340097873913,0.13972894342471853,0.00036216227473775844,0.23675392134217055,0.2541566623503847
CPI_bt,442,1.4195826053619385,0.5069522849815324,0.4987255817023662,0.4945703092574875,0.49271252320517833,0.5167560880869144,0.509452262343584,0.48588156076752226,0.4928526248348838,0.4931073749540977,0.5006032731160087,0.4865155338798667
CPI_sqd,442,1.418346881866455,0.4911051527587302,0.495881643163184,0.4949887488647012,0.4949115641349535,0.5072980516788578,0.5098168744040872,0.49035020733367823,0.49057800583507233,0.4954311307179213,0.4960670034002698,0.4945141372676094
S-CPI,442,1.4564621448516846,0.8553512212434224,0.7125695541685619,0.027701493011501634,0.20992446405537318,0.8613420882554632,0.9673851348331751,0.3271088061617349,0.23490971936490562,0.008685558468374587,0.43927989642735804,0.3704752259494957
S-CPI_sqrt,442,1.4542889595031738,0.7987841771721422,0.7030276174589831,0.03633392066188787,0.17761563541392583,0.8946864908584872,0.9772936116243465,0.17693546047348896,0.2393264020825519,0.010402830316992611,0.5774815158715567,0.43008118973078563
S-CPI_n,442,1.4599626064300537,0.7839535138022389,0.5995006237370221,0.05998094184359315,0.2927620771435405,0.9277105312335077,0.9893370938785696,0.32801351840922577,0.07449792498554711,0.016213867209583635,0.38631422036038954,0.3964790908867111
S-CPI_bt,442,1.5265617370605469,0.503805559654656,0.5036242080797911,0.4976412943160027,0.4959545848584523,0.5139110848376954,0.5100689238365477,0.49541795507940056,0.4908765565927817,0.4970972603908687,0.4996910382937494,0.500819717325382
S-CPI_sqd,442,1.5256359577178955,0.5039155266316216,0.5014296568457111,0.49732708619026733,0.4953893400648789,0.5093206216055893,0.5059549503915424,0.4948311375954555,0.4875415574915796,0.49678624522190146,0.4970351504131496,0.5008245032155259
S-CPI2,442,2.5390329360961914,0.8053668992141277,0.7619818821053437,0.033118147877702044,0.18310237801545293,0.9115859174615146,0.9955677906770205,0.29947185451809616,0.1786581795400881,0.018131945054019504,0.5006910178373318,0.4672745000264468
S-CPI2_sqrt,442,2.5430665016174316,0.816875362415727,0.7922104200827218,0.03160678895469917,0.1638452278734946,0.9288048194628215,0.99412750746124,0.3596957376736567,0.22688125835053158,0.026089861494633146,0.4248527579841258,0.537758537946772
S-CPI2_n,442,2.5398991107940674,0.8401114346642187,0.7873356096614909,0.04597262288601739,0.18096678504415314,0.921497743120685,0.9952146353907492,0.3596509240968592,0.14600417119381442,0.017974260182297815,0.4850596469227855,0.4954997911031398
S-CPI2_bt,442,2.609811305999756,0.5036397906887755,0.5022015429575732,0.49724802232744275,0.4971285856040828,0.5121843941777686,0.5074544692296444,0.4985075525082028,0.49327043650126196,0.4977385156964651,0.4995951055767912,0.4998249835606106
S-CPI2_sqd,442,2.6119534969329834,0.5036927810678007,0.5030299662484455,0.4980647644098507,0.49680875023976767,0.5097877928545682,0.5103030635342656,0.49773641405336905,0.4935378683549813,0.49774541983061105,0.4996422160923841,0.4991703461162091
LOCO,442,4.693492412567139,0.16845917369599311,0.14144269541498672,0.011713372314744685,0.22886591782635168,0.0951482695696772,0.8349293962729811,0.6141283689308076,0.2731175269994146,0.2681562002020381,0.11476244347503944,0.21577024738017497
LOCO_sqrt,442,4.691314220428467,0.1780936508690148,0.15310445044451648,0.013321309385118078,0.2355313535609027,0.10690337174884601,0.8228444039823257,0.6086370964633595,0.28490749232251894,0.272278501894959,0.12564150550546915,0.22616492022379603
LOCO_n,442,4.6915552616119385,0.1693116166465909,0.14247392162600164,0.01184851480412717,0.22945550452869523,0.0961760952719875,0.8338551087120015,0.61363064896254,0.2741870491524096,0.2685190828854145,0.11571793620484222,0.21669824851540487
LOCO_bt,442,4.761620998382568,0.49764702125672117,0.49697994485454905,0.4967554121528183,0.49849833054423043,0.4961751875246857,0.5029806443480768,0.5008831671330662,0.4976009466828414,0.4992841100694065,0.49662594659911724,0.49706889577425184
LOCO_sqd,442,4.759036302566528,0.4975028287282843,0.4957439559781913,0.4968692152530168,0.49840794668777,0.49561100994877894,0.5031456544439107,0.5009682327190842,0.49761041971083636,0.49916133542036806,0.49643995002942953,0.4975599943648742
S-CPI_ST,442,1.3505949974060059,0.5687982543664036,0.9999999992039551,0.24401117191543278,0.9174583054221064,0.9814857449679257,0.9954847546563901,0.9880994503325545,0.9999718351671442,0.028013940919450156,0.7559888280845672,0.9814857449679257
S-CPI_Wilcox,442,1.3686566352844238,0.20395911807357103,0.11885935755698263,0.0028171544501985565,0.040562167813628223,0.42116550205384484,0.8959180907193214,0.09181969998013084,0.21742974640648505,0.0032029934739790235,0.49073539005056943,0.07893318379981051
LOCO_ST,442,4.703872919082642,0.19297937717053937,0.36442696933679186,0.04124564626258096,0.018514255032074236,0.1490353316957698,0.8509646683042302,0.6984768054355599,0.11231496492918135,0.5687982543664036,0.36442696933679186,0.36442696933679186
LOCO_Wilcox,442,4.703872919082642,0.08309690431368161,0.2269359876420617,0.01639536470861557,0.07295127805122302,0.12441001947066821,0.7593021159927182,0.7214913711295619,0.09426873158869703,0.43709871868516426,0.18123375411299109,0.26070387052944655
Semi_KO_ST,442,7.562066555023193,0.9298730126233707,1.0,0.07012698737662927,0.863030948623576,1.0,1.0,1.0,1.0,0.9999623528660385,0.841070475836775,0.7906142129570407
Semi_KO_Wilcox,442,7.566542387008667,0.0017748136570159287,0.3169201872689321,1.173808752964466e-05,0.027336355707602143,0.2643593834291429,0.6315843949638281,0.5132084964835362,0.8118754431419888,0.008161243255615243,0.9243702859007364,0.6419254763877974
dCRT,442,4.837682485580444,0.8682766538496653,0.0006582470174253602,2.175443838983511e-07,8.803581100019134e-06,0.8093339974764415,0.7941468982134007,0.7224806063535817,0.5259620898227799,9.826184541634976e-05,0.38383678376475416,0.8836428092974333
HRT,442,45.81464648246765,0.53042071197411,0.3333333333333333,0.00032362459546925567,0.005825242718446602,0.7838187702265372,0.987378640776699,0.059870550161812294,0.06763754045307444,0.0,0.13268608414239483,0.21359223300970873
Semi_KO_ST_perm5,442,26.216965198516846,0.9999947429601137,1.0,0.3910729976348409,0.9708458652341854,1.0,1.0,1.0,1.0,0.9999999999978297,0.9999999893380944,0.9647166815845482
Semi_KO_Wilcox_perm5,442,26.43481159210205,0.35208034152830836,7.656026739401814e-05,5.707928502902648e-15,1.0070334527044775e-05,0.6992871924674959,0.6104729285621158,0.43742497086845955,0.5451628428386074,7.712268913299699e-05,0.4590514903147157,0.5878620825551213
