method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8
LOCO-W,20640,2.9633595943450928,0.0,0.04322349273490533,0.6486015755740947,0.3476770903613331,0.3781154289423694,0.845262066910461,0.0,1.4597212327771558e-12,0.0
CPI,20640,33.13289213180542,2.426609466107511e-179,5.337785966268981e-13,1.334591130131667e-08,9.867572277740045e-16,0.19102225012969465,5.032129178077797e-31,4.7280060392913255e-79,3.66772450017314e-99,0.02496048242952906
CPI_sqrt,20640,32.879276514053345,2.4186943827961167e-27,0.25667784216787143,0.3241107835660265,0.24468748052701655,0.49874867649423854,0.48525916546573206,3.642029041520782e-06,8.814537427261789e-06,0.4988883119147451
CPI_n,20640,32.95779728889465,5.1139730815499815e-173,6.798476798369891e-10,1.0779616748028846e-08,4.605656098750871e-16,0.3151879819488697,0.013561685892674761,8.001859320158887e-77,2.5442513870803384e-81,0.37287934717
CPI_bt,20640,103.32767176628113,0.0,0.0,4.568519766971838e-294,0.0,0.43229024022537704,0.0007522947335714638,0.0,0.0,0.3489824482458048
CPI_sqd,20640,98.48045110702515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-CPI,20640,32.771169662475586,8.570333098875485e-165,1.8208128010760297e-07,1.0741065642936722e-06,5.0462598213545473e-14,0.09272300715930087,2.7897263221421483e-44,9.383433314311218e-53,3.174673563104212e-51,0.04543226870174262
S-CPI_sqrt,20640,32.77958059310913,2.312132100516294e-30,0.2773946920830669,0.2945556424116003,0.17823190879382772,0.49779026081184186,0.473641006713357,1.777604716752257e-05,2.6218207357176872e-05,0.4985262809100548
S-CPI_n,20640,32.77484345436096,3.914272466184014e-155,1.239713135738234e-06,1.9020310065534824e-06,1.521508943190033e-11,0.3759402561188764,7.50193247058138e-05,1.8232762171317762e-51,1.5664825193461344e-47,0.33533180335433593
S-CPI_bt,20640,103.16909599304199,0.0,0.0,0.0,0.0,0.2957200368015581,1.0266566109668503e-07,0.0,0.0,0.3673567969235939
S-CPI_sqd,20640,102.8194432258606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-CPI2,20640,33.345924377441406,3.956935700272659e-154,1.0901266679463984e-06,9.868774271934018e-07,4.8324413776438754e-14,0.09043889516740633,4.720440254984652e-48,1.0191334898848953e-48,9.566938818130475e-49,0.08335025580227934
S-CPI2_sqrt,20640,33.3280086517334,1.6609400533023955e-29,0.26418640888231243,0.29275296738392,0.17370861627716194,0.49803201109922096,0.47146797321554584,2.50635198804993e-05,3.5628031559657494e-05,0.4982642495155524
S-CPI2_n,20640,33.334797859191895,1.1231830026550886e-147,3.5894332432964182e-06,5.024505636224253e-06,3.207439467538991e-12,0.37826921680424935,2.2284353004995066e-05,4.373163175684663e-46,3.8938413920049975e-45,0.3652062005578359
S-CPI2_bt,20640,103.57031774520874,0.0,0.0,0.0,0.0,0.35685215506326595,9.82126996974303e-09,0.0,0.0,0.335411026989906
S-CPI2_sqd,20640,104.13192653656006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCO,20640,32.699934244155884,3.159895378064552e-152,5.849185354462687e-07,4.378708545111255e-08,4.736729720652621e-14,0.0849705920550734,5.4798895145549605e-30,3.087303971782609e-47,9.911364827087287e-47,0.06977754487524616
LOCO_sqrt,20640,32.132038593292236,7.660555452193482e-30,0.27314057572635475,0.2681986843006004,0.16773323541119073,0.4981541506298334,0.46571760838517157,2.2995545119468783e-05,3.777643568625636e-05,0.4979879333962176
LOCO_n,20640,31.371453523635864,2.676789582441834e-147,4.085015221043781e-06,5.401094581525249e-07,3.419145850777062e-12,0.38647560027843725,1.0396635062819687e-05,1.8227504794378836e-44,6.651399255217029e-44,0.37688157072304823
LOCO_bt,20640,96.4589912891388,0.0,0.0,0.0,0.0,0.3574391985572756,4.4963327258088656e-12,0.0,0.0,0.3452321176735787
LOCO_sqd,20640,97.24278378486633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-CPI_ST,20640,31.544862031936646,8.755836643237575e-171,1.0605234526732406e-06,3.1845324439073914e-15,2.2987838831866953e-18,0.045491528598830065,8.155169931996026e-25,3.0949243380496136e-47,8.070880183848156e-56,0.12902011477953337
S-CPI_Wilcox,20640,31.540642499923706,9.864751599890976e-265,2.972762926500487e-12,5.77424038541828e-27,7.511425025815512e-33,0.7116856516660756,8.716875296587966e-48,5.1793358059398874e-95,7.911247616854233e-83,0.24211809859869443
LOCO_ST,20640,31.440850496292114,2.0560940060802462e-157,0.9494346828377762,6.920050923901636e-31,1.767892209749535e-41,0.09965133482864102,4.330723454426104e-26,4.873713408431036e-27,9.84035678718162e-35,0.0829937538722846
LOCO_Wilcox,20640,31.440850496292114,1.698838405230046e-229,0.16200695992373826,1.6751119957696025e-39,7.60185437759233e-54,0.14575365006573188,4.946546598809075e-46,5.6797158389074134e-52,2.0417684433830995e-51,0.11535800025418314
Semi_KO_ST,20640,170.62599396705627,0.0,1.7634910892728242e-12,8.312038964989921e-18,8.950369928119964e-27,0.0045234452275450246,1.421685489863569e-45,6.620981017533719e-196,3.025121831984409e-128,0.16664213506430023
Semi_KO_Wilcox,20640,170.807035446167,0.0,2.274466132545173e-29,1.3434936003080459e-31,1.5901522453861426e-45,0.10080856856365722,2.5351600153303433e-96,2.5644477564446844e-263,1.4642045449954492e-240,0.08314479778928191
dCRT,20640,2.725008487701416,7.060847488261583e-227,3.659481446098641e-12,3.6179594404161188e-09,4.281635532080004e-14,0.7176358615847152,0.010007838451141683,6.459116688953899e-73,3.826134154094133e-71,0.7088393842275262
HRT,20640,1170.9685316085815,0.0,0.0,0.0,0.0,0.06002906976744186,0.0,0.0,0.0,0.051764950166112954
Semi_KO_ST_perm5,20640,836.6242451667786,0.0,1.6653686914983754e-68,2.190207454792761e-79,1.1982199862683346e-128,0.04548646316976731,5.6947705368363505e-217,0.0,0.0,0.031557286225471035
Semi_KO_Wilcox_perm5,20640,846.550920009613,0.0,7.469594142069546e-141,1.2548877198237299e-145,5.350034868894239e-267,0.30129983045896724,0.0,0.0,0.0,0.00024256595765976847
Semi_KO_ST_perm10,20640,1706.938957452774,0.0,1.5402423726421477e-148,2.180334925232568e-123,2.3134786448631626e-271,0.014579862171448842,0.0,0.0,0.0,0.09004354434855927
Semi_KO_Wilcox_perm10,20640,1729.5237238407135,0.0,7.357801906081126e-270,1.223458915318913e-279,0.0,9.710274303647209e-05,0.0,0.0,0.0,0.0006588503023289819
