method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,0.5251550674438477,0.7463020647426053,0.058282823961847696,0.023141937594792328,0.36936445868346124,0.7388455302247638,0.7600469320728145,0.10440155843929322,0.26027530801933185,0.5976691387156088,0.5414695234867151,0.9658944453451457
CPI,442,1.0291574001312256,1.0,0.008399736002499067,0.004418352131903273,0.07907425373780508,0.0020119167163418967,1.0,0.07321495258903929,1.0,0.0008059308556340138,0.7715094232760786,0.8100271786808063
CPI_sqrt,442,1.0269033908843994,0.5,0.056835710123006734,0.0036409860359117156,0.01191251102081918,0.09243520163652169,0.5,0.6798209518613937,0.5,0.0046675694898978964,0.8125039857327738,0.368441943124745
CPI_n,442,1.0389676094055176,0.5,0.23869136846873573,0.0011016924785517042,0.031870858489107624,0.015177079050714592,0.5,0.46653047462937886,0.5,0.010836525714273428,0.48146026825188043,0.5946398751221315
CPI_bt,442,1.1450514793395996,0.5,0.4709287249493331,0.49307725308916744,0.49461634602926563,0.44784690575807,0.5,0.48168135869500206,0.5,0.494928277966203,0.5161479351623511,0.5024301137228164
CPI_sqd,442,1.1358089447021484,0.5,0.4892148213472548,0.4918713985945909,0.4911172736472704,0.4284445728403061,0.5,0.48267439389452177,0.5,0.49368623329915906,0.5262990657606003,0.5161721391632649
S-CPI,442,1.055021047592163,0.5,0.032165729809650614,0.0074811989641440585,0.2016002091433874,0.03243130794951863,0.5,0.3808830791802512,0.5,0.18469926769110329,0.7590842773495526,0.7027117776265851
S-CPI_sqrt,442,1.0982816219329834,0.5,0.03437546331260314,0.01693461653590421,0.053799773279717106,0.07498218121838085,0.5,0.18579982107510745,0.5,0.28092555829376886,0.7944326081290958,0.7218297576774659
S-CPI_n,442,1.0532863140106201,0.5,0.0675490774772647,0.007581699245989695,0.06287421768067131,0.17989679691728555,0.5,0.020457075737309996,0.5,0.05338162587206794,0.6476001973534169,0.7724284509218218
S-CPI_bt,442,1.1273775100708008,0.5,0.48805303691975244,0.49578006392184415,0.49520356229692203,0.4641014678560881,0.5,0.4942472818846956,0.5,0.4992262803012816,0.5048271138620578,0.5061266280358018
S-CPI_sqd,442,1.125572919845581,0.5,0.48923732943199205,0.49577878097705796,0.49695058789170604,0.4684207437926448,0.5,0.49161797810553154,0.5,0.4980644643703242,0.5136319979828612,0.5106795376465342
S-CPI2,442,1.291001558303833,0.3414843081897918,0.04272802649626646,0.005344574264687873,0.09909913174334245,0.03698514275428771,0.3414843081897918,0.177768397997431,0.3414843081897918,0.24107926299693916,0.7989429323497386,0.7573625858634117
S-CPI2_sqrt,442,1.283590316772461,0.499999999999945,0.061608901682641666,0.008041307025664503,0.08278264418872538,0.08368114438398783,0.499999999999945,0.19886240528188814,0.499999999999945,0.3590812575068688,0.6634520151698293,0.8048172114402169
S-CPI2_n,442,1.283865213394165,0.4999999999993654,0.0457715635184912,0.005012299544762214,0.06820822552848217,0.04862592126950999,0.4999999999993654,0.16190313012250213,0.4999999999993654,0.3893671589099264,0.80964356976992,0.7694850082060511
S-CPI2_bt,442,1.3574118614196777,0.4999999999993654,0.48580857735212457,0.49526026453639393,0.4943321326565889,0.4657470797514878,0.4999999999993654,0.49089460464994644,0.4999999999993654,0.49962854864360157,0.5110781560964217,0.5105281378001174
S-CPI2_sqd,442,1.3595919609069824,0.49999999991559557,0.4840419879064667,0.4955715048887338,0.4948827010121551,0.46883787569266777,0.49999999991559557,0.49391879925869975,0.49999999991559557,0.49881362753374964,0.5084258838714725,0.5105287091728882
LOCO,442,1.0506176948547363,0.39724230939110705,0.023490293697025443,0.007903597494594626,0.01767999047381387,0.4588136447696721,0.635802377531692,0.4101420613271379,0.4461173213663247,0.6261282141384059,0.5250997193991723,0.683341839438925
LOCO_sqrt,442,1.0470778942108154,0.4057569416688766,0.039440434577878256,0.009661197365964326,0.023058901162068747,0.4785804831364328,0.5004424322376739,0.41994400538294613,0.45116828789868774,0.6181988224336741,0.5228756965097218,0.667648342143427
LOCO_n,442,1.0479018688201904,0.39804037091340344,0.02475033593315802,0.008048082118276064,0.01812085923001157,0.46186316254290666,0.504936209960187,0.4110852272828994,0.446596177684878,0.6253995217166427,0.5248899030917068,0.6818704921130703
LOCO_bt,442,1.1208631992340088,0.49826393285328757,0.48680727279694624,0.4954731841137528,0.49335696448957755,0.4937845269700765,0.505114733094175,0.498452338294797,0.49933647545983545,0.5014036662756498,0.5003513493677874,0.5030569354734337
LOCO_sqd,442,1.1189558506011963,0.49861232611098344,0.48567492350875113,0.49398523750919654,0.4936073585055136,0.49516177067549305,0.9379030872510373,0.4981966280958784,0.49916569365250485,0.5014494694155205,0.5003606664714563,0.5029444323882889
S-CPI_ST,442,1.030890941619873,1.0,0.9999999403696281,0.007436298546321058,0.1490353316957698,0.04124564626258096,1.0,0.30152319456444016,1.0,0.11231496492918135,0.6984768054355599,0.6355730306632081
S-CPI_Wilcox,442,1.0427589416503906,,0.001181548062157784,0.002463150945238886,0.03433508775278185,0.1105851034312666,,0.08587983074929711,,0.10009689933356197,0.8109101078736654,0.5467071840444765
LOCO_ST,442,1.0629115104675293,0.6355730306632081,0.0119005496674455,0.19297937717053937,0.05912005523488036,0.8509646683042302,0.6355730306632081,0.8509646683042302,0.5687982543664036,0.9174583054221064,0.7559888280845672,0.8876850350708186
LOCO_Wilcox,442,1.0629115104675293,0.6623343308064085,0.01057440246987879,0.034021993163792584,0.020771628815105095,0.6126911212560783,0.7304674256164296,0.7876759177366186,0.6238224126045704,0.9500203657823114,0.7627845853484294,0.9245260560761728
Semi_KO_ST,442,7.2222912311553955,0.2681971873062273,0.5567242019585869,0.016101504351601178,0.004409642210676617,0.08385125895563059,0.9161487410443694,1.0,0.002477039835974095,0.23779580884056487,0.18307563642169844,0.158929524163225
Semi_KO_Wilcox,442,7.200103998184204,0.6988861449546857,0.05718441302514352,1.6538349640587069e-09,0.003320854134968766,0.028254098488935335,6.504547931519863e-05,,0.03517956192533375,0.023147658992265976,0.02595141619385813,0.41825541003620625
dCRT,442,0.25815844535827637,0.9599134082219338,0.19318517982533923,0.008194465593994586,0.10023329957912912,0.5144195182120754,0.6364485681168635,0.8863793576456908,0.7298110250797423,0.1407999493045187,0.7309408850813444,0.8396661134451112
HRT,442,15.627366304397583,1.0,0.011003236245954692,0.0,0.004207119741100324,0.020388349514563107,1.0,0.06957928802588997,1.0,0.0035598705501618125,0.6440129449838188,0.6928802588996764
Semi_KO_ST_perm5,442,25.94763708114624,0.25481588977868497,0.00909873492874261,7.714448198418114e-17,9.612912866320074e-12,0.0007606791754803365,0.01582738716922835,1.0,0.012745707758414108,3.511130912097566e-07,0.021637069920137125,0.12100768208921694
Semi_KO_Wilcox_perm5,442,25.985095500946045,0.5030650077593275,3.8929036266649236e-05,1.7328834216658916e-33,7.263579174019823e-17,1.624152900657771e-05,0.10715856020186909,,0.09612617870060947,9.326948519819909e-11,0.16909089318259674,0.11709175195875382
Semi_KO_ST_perm10,442,49.32322359085083,0.43429387950489196,3.281459672712201e-08,4.89668454357335e-35,1.4366219101901775e-07,0.002233093097500287,0.00016175489737610955,1.0,0.6009086167595381,4.417459203865947e-15,0.00909550799994417,0.3646912964304593
Semi_KO_Wilcox_perm10,442,49.04969358444214,0.5445909795698648,5.043870563365484e-12,4.045719325652335e-57,6.887757994191945e-20,3.1228354828070476e-05,2.9376990804152886e-07,,0.014121405890030136,1.309355729372055e-24,0.00010545793986690566,0.4639229348462983
