method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,0.5938913822174072,0.5926701125089561,0.7258366220358994,0.46528650310467823,0.476483791700948,0.20251343151873957,0.02576677585880971,0.5642775777081774,0.7871060246377181,0.7483463703462457,0.11948579090187272,6.169274939682445e-05
CPI,442,1.0500297546386719,0.5692721780727042,0.1945347267352917,0.0011366599930226712,0.005855935127636849,0.0007299322415152285,0.02132003316340015,0.15989578741153,0.5260500275319079,1.3243973546267738e-06,0.2877783434761586,0.9975975670298061
CPI_sqrt,442,1.0478451251983643,0.5035906769282632,0.01883615081658702,0.0011621477869767165,0.07212270534673207,0.042894633856313126,0.0865129298593601,0.4161072183077758,0.01721600131443112,1.5403205773722187e-05,0.234116722097442,0.3339396357972076
CPI_n,442,1.0425653457641602,0.7266103209286954,0.24075672967697925,2.3250928912383156e-05,0.008681189601455228,0.1047364117592603,0.0050644363203760515,0.25920935561711983,0.005487123592112714,4.6241055716714134e-08,0.07691632669918916,0.7773204809732301
CPI_bt,442,1.1201488971710205,0.54152743259386,0.49289854268185573,0.49117374369983763,0.4964321054158596,0.4915063243639699,0.48713117485372603,0.4838922152275412,0.480901010354117,0.49159376757818063,0.4854167381387676,0.5150468302352362
CPI_sqd,442,1.121330976486206,0.6076330953851249,0.4862852662534874,0.4929309651434817,0.4928384225532722,0.49030251398574104,0.492236828047345,0.5512558981811485,0.4924747021527414,0.4890933703449579,0.5007967730304254,0.5127127785793139
S-CPI,442,1.0763072967529297,0.8103276105272026,0.01446674428666861,0.014442291166492167,0.01914674221706814,0.11779224434972962,0.01764769830632033,0.4778305944063778,0.09285512391764938,4.6750710093078906e-05,0.4155735664004533,0.9285995326496794
S-CPI_sqrt,442,1.0693304538726807,0.6277793195499658,0.058824370982897625,0.002191488983478088,0.09463092738503948,0.06360835087652343,0.0513667990503814,0.45412272924396596,0.08046193634285792,2.1091575297718218e-05,0.5099408754532985,0.8771965583205573
S-CPI_n,442,1.0699667930603027,0.7626644036716076,0.11007375509963357,0.008046826717719094,0.01818628330318378,0.1638941421745972,0.09438427965599283,0.5981766940195374,0.06510591710912601,5.341566682658795e-05,0.42820747283446636,0.8560225302216038
S-CPI_bt,442,1.148550271987915,0.5659769894027868,0.49574256958755664,0.4942263157038665,0.49717943188687785,0.4951321280040949,0.4943783149180858,0.4608140233582849,0.4864925248988527,0.49387364174482634,0.5125342946230904,0.5117072506438026
S-CPI_sqd,442,1.1451432704925537,0.5412695570972417,0.49475150939480006,0.4958638422140007,0.49491401988371453,0.4936070382638771,0.4935593843487147,0.48016513021815727,0.48642894963502764,0.49510235242842904,0.5029184987446147,0.5095150947151831
