method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,0.5353817939758301,0.9996086033104701,0.5708042512247107,0.15948955281475796,0.05179441150416875,0.28457779445645215,0.302300594787421,0.9957935777881992,0.21261221672281383,0.7983359670489094,0.4064450300516208,0.3087565344219061
CPI,442,1.0522541999816895,1.0,0.02840748857732229,0.0010777590194315627,0.11935033581480314,0.0017344024506366904,1.0,0.01674153820993653,1.0,0.0017602645897633966,0.6395367894066222,0.0102541456928877
CPI_sqrt,442,0.9885151386260986,0.5,0.005235090573443017,0.0003836915869194094,0.04939913883836622,0.27135790035660134,0.5,0.0450566541223188,0.5,0.37488838777877764,0.44372348632319275,0.29526494609918685
CPI_n,442,1.016444444656372,0.5,0.2605869064861675,1.4050501950824554e-07,0.060554831766914875,0.09255102533274012,0.5,0.18088956255452227,0.5,0.0019717982676180777,0.226420938950547,0.20625102307360516
CPI_bt,442,1.1275122165679932,0.5,0.4996474326050361,0.4954858648757737,0.492540652572178,0.48578153918060396,0.5,0.48863089198874843,0.5,0.4909538405246829,0.4990246025343092,0.48228857737636704
CPI_sqd,442,1.118053913116455,0.5,0.49563434384471106,0.4916535280602999,0.4946404197030334,0.45670772684649347,0.5,0.47820589505951266,0.5,0.49266781669866017,0.5015047126683609,0.4905349951679887
S-CPI,442,1.0107483863830566,0.5,0.2153964330428777,0.0012105848112469529,0.027267998733957733,0.027451474177401732,0.5,0.0015720810896804542,0.5,0.09773279910656335,0.5982469993969746,0.22165317996851508
S-CPI_sqrt,442,1.0573477745056152,0.5,0.21948527100094556,0.004101690681741145,0.07326263773642464,0.09698197895359711,0.5,0.018684212431549888,0.5,0.006286127347286129,0.7660114077657927,0.2116418946240366
S-CPI_n,442,1.0737900733947754,0.5,0.08433865164772208,0.008586306055557224,0.07207008487902056,0.05527782796007187,0.5,0.02945646920345345,0.5,0.01868167722881481,0.6852563579101516,0.2744563657507538
S-CPI_bt,442,1.1271982192993164,0.5,0.49634792863705063,0.49649862057119476,0.4926689564445205,0.4616471133618134,0.5,0.48331051285643833,0.5,0.49317893508443894,0.520582396162666,0.49296154341801734
S-CPI_sqd,442,1.1584722995758057,0.5,0.496218918798813,0.49611373433115386,0.4940872301037907,0.4565945881454539,0.5,0.4904748592442132,0.5,0.4931439936360912,0.5031183650375833,0.48565391691272103
S-CPI2,442,1.3547108173370361,0.1843957096374395,0.283288490955256,0.004230315084324492,0.06874740006823554,0.027764385936536858,0.1843957096374395,0.0239255861633069,0.1843957096374395,0.017731813186849944,0.8504708304785865,0.2199539285912928
S-CPI2_sqrt,442,1.3792097568511963,0.4999999999998882,0.25424052979066203,0.005242367159676887,0.08245292866668408,0.0913087279601067,0.4999999999998882,0.024259280944002922,0.4999999999998882,0.017839496847456154,0.7519969074404571,0.2228724356041873
S-CPI2_n,442,1.3687858581542969,0.49999999999871075,0.23429456659542108,0.0029137873338959874,0.0730065856832427,0.026417126381471128,0.49999999999871075,0.009937816586086987,0.49999999999871075,0.018558799364022473,0.8572204605431039,0.26308694578220293
S-CPI2_bt,442,1.4540705680847168,0.49999999999871075,0.4975048739017148,0.49488727055563964,0.4929774568430685,0.4495126630624372,0.49999999999871075,0.48217144365176845,0.49999999999871075,0.4941033654507535,0.5092333912170911,0.49216733534075907
S-CPI2_sqd,442,1.4639577865600586,0.4999999998285295,0.4958978681631224,0.4954587063388873,0.49289753235546363,0.4486003376366299,0.4999999998285295,0.48019438002599796,0.4999999998285295,0.49281690596259803,0.5111339887352565,0.4940833610848874
LOCO,442,1.1062796115875244,0.38956396493228196,0.2145724798754972,0.019311531768161406,0.027137552851316988,0.05342061630762978,0.389692849166829,0.48416523499063596,0.47077350939463564,0.01875851492754546,0.8016532442022376,0.25011583105273316
LOCO_sqrt,442,1.0949840545654297,0.40553554905834116,0.23116062521330977,0.02200266657488698,0.03524803942524573,0.28263441654557,0.40564342443107176,0.4859076094446419,0.49997984317597866,0.0281197440333832,0.7580095333549091,0.28121010621007103
LOCO_n,442,1.1138288974761963,0.3911568486831307,0.21607991352048656,0.019538704243590815,0.027810244743615656,0.08159847346436033,0.39128360901870696,0.4843331927799601,0.4997692151125776,0.019505545487911547,0.7973854792397248,0.2531259231679973
LOCO_bt,442,1.1900911331176758,0.497221944719304,0.4956556990048966,0.4960347877885715,0.4911389898823153,0.3461436489956692,0.4966875310121104,0.49970061760424234,0.49976738906058943,0.48786295778211974,0.5093888305839778,0.4916843360571098
LOCO_sqd,442,1.1754021644592285,0.4962731495058868,0.49646157663057916,0.4965586375961748,0.49021792061325253,0.3208277044066292,0.4966551645387395,0.49967169063895417,0.469225328535851,0.4897808733608294,0.5094684152916187,0.4937433995561168
S-CPI_ST,442,1.067976951599121,1.0,0.9999999925613697,0.04124564626258096,0.5000000000000003,0.11231496492918135,1.0,0.24401117191543278,1.0,0.05912005523488036,0.8876850350708186,0.6984768054355599
S-CPI_Wilcox,442,1.0803172588348389,,0.060290353529566576,0.026487351014474244,0.015409595199299412,0.07971429557475623,,0.08309690431368161,,0.007908393454922884,0.5190210555751709,0.22089093746438215
LOCO_ST,442,1.0321481227874756,0.8876850350708186,0.05912005523488036,0.08254169457789359,0.0119005496674455,0.11231496492918135,0.8509646683042302,0.5000000000000003,0.8509646683042302,0.5000000000000003,0.6984768054355599,0.4312017456335963
LOCO_Wilcox,442,1.0321481227874756,0.5201502096481316,0.14895402763426063,0.035400713249405004,0.02192045380711472,0.08482816981359093,0.5129889213755894,0.43356213692706136,0.624674546540621,0.08909334332938817,0.8441674958674532,0.4020048055642485
Semi_KO_ST,442,6.7233898639678955,0.5939754135208879,0.0013448303628036506,5.6011363434297234e-05,0.002477039835974095,0.20938578704295932,0.44327579804141315,1.0,0.48103498067047257,0.0009782328576389274,0.016101504351601178,0.07012698737662927
Semi_KO_Wilcox,442,6.721989393234253,0.5797087499634626,0.0013379242469029942,2.0165679929143435e-06,0.00048717598937153344,0.021834566964281335,0.2462193063574502,,0.16224478693402883,0.002773124915526162,0.19699178971688103,0.7308395928911963
dCRT,442,0.2470395565032959,0.9363708135146608,0.17870835461114498,0.008899431435981481,0.08918619286709005,0.5001451754536353,0.6136021721084326,0.8678832119202133,0.7159653890125758,0.13646375126608357,0.7246602119188529,0.5060433089141181
HRT,442,14.778291463851929,1.0,0.04692556634304207,0.0,0.002912621359223301,0.020711974110032363,1.0,0.004530744336569579,1.0,0.0,0.6087378640776699,0.12491909385113269
Semi_KO_ST_perm5,442,25.10446834564209,0.7586464940331836,0.00018974773113801969,7.016185016504904e-15,5.051366327676875e-09,0.0056729855614899025,0.06547459159260513,1.0,0.01421476705239769,3.0425560558338268e-09,0.00048626456626931495,0.8307736852503805
Semi_KO_Wilcox_perm5,442,25.011322736740112,0.6404630871167245,1.5383069240683627e-09,3.9175986752578098e-25,1.9327002097538217e-15,0.00032953528809779166,0.0431155980757365,,0.004767651127655936,2.223292090598623e-07,0.024929279914724618,0.9457452163586657
Semi_KO_ST_perm10,442,46.95079970359802,0.9581695290880281,7.916440461583193e-10,2.3574835117049987e-36,8.533464271800353e-12,4.874194248190252e-05,1.1783145979774238e-08,1.0,0.004628027525480393,2.2112782908545536e-13,0.05712289114451231,0.05375567984286346
Semi_KO_Wilcox_perm10,442,46.79819297790527,0.6738768042990735,3.3820838460436334e-12,1.4477592979423349e-46,1.7175938594445688e-25,8.840252822679542e-08,0.00023345132132319315,,0.0025716586865324443,5.567586183422866e-21,0.02060067289693333,0.19129625751363877
