method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,4898,0.9239211082458496,0.22299470648187147,0.0013345165682596694,0.07751235266357281,0.018849224295310663,0.6794306047545551,0.6364111218190531,0.14790662802553434,0.20480795821079745,0.650615300867089,0.23338094209899363,5.329070518200751e-15,0.31667870282144184
CPI,4898,9.642290115356445,0.00924195722170056,7.033864659154717e-10,1.0,0.00041383342988972625,1.0,0.0022085383155357515,0.18663915226794492,1.0,0.6655006621030469,0.001525270220558638,1.269770015897613e-30,0.16183995750607422
CPI_sqrt,4898,9.650570631027222,0.4802474164796075,0.09749384641510345,0.5,0.4222039855797818,0.5,0.46546896690572703,0.4939036171140188,0.5,0.4964513547771055,0.45373346221141747,0.00017055799083595197,0.4966381621479067
CPI_n,4898,9.630098342895508,0.2535839342651434,6.626034611020908e-09,0.5,0.0007338714095511655,0.5,0.17007923159275257,0.31774494651051327,0.5,0.36755551137123815,0.0854631461568876,9.446581184315279e-26,0.39976657746806754
CPI_bt,4898,14.450046062469482,0.004296029124468123,0.0,0.5,4.847693509949754e-14,0.5,6.516892930730053e-05,0.303044125119042,0.5,0.47678422632758505,0.0002905331591713768,0.0,0.5085997077160189
CPI_sqd,4898,14.517664194107056,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
S-CPI,4898,9.666677236557007,0.10944116808682341,4.188532195814236e-08,0.5,4.0738495614115206e-12,0.5,0.0074734729834559435,0.07885166556717571,0.5,0.22172878455305933,0.006119364573203918,5.923086363371445e-18,0.10317492639989567
S-CPI_sqrt,4898,9.648130893707275,0.4692421405334652,0.10492892451916375,0.5,0.37828071248919026,0.5,0.44118783589867444,0.491193308204791,0.5,0.4899457269611219,0.45906406852889553,0.0020830931905293395,0.4971154713780719
S-CPI_n,4898,9.648486137390137,0.20850252099006544,2.213100321110907e-08,0.5,2.1608827715112627e-05,0.5,0.051225069431025165,0.251232516562006,0.5,0.21409771723421406,0.027180982739074742,2.095784590590796e-16,0.3612128194936833
S-CPI_bt,4898,14.526487350463867,0.0012438198169736217,0.0,0.5,3.3387158171633233e-35,0.5,9.62904036022567e-07,0.16796273168847314,0.5,0.2305226935259475,1.48758266848957e-07,0.0,0.3512614839069938
S-CPI_sqd,4898,14.46485948562622,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
S-CPI2,4898,10.043888568878174,0.1124903304582438,6.982824522983022e-08,0.634663002638986,1.394392242224581e-10,0.634663002638986,0.010733404316776305,0.045950378063570385,0.634663002638986,0.268982326325118,0.002592258281167604,2.3626850899189338e-17,0.14398455110616898
S-CPI2_sqrt,4898,10.018613338470459,0.46699731142274886,0.08619945602819923,0.5000000000000019,0.36531946405402443,0.5000000000000019,0.44034780543460184,0.4912908566445456,0.5000000000000019,0.4877146102426473,0.44614419067610567,0.0010626781438455295,0.4955237138575684
S-CPI2_n,4898,10.020734310150146,0.194499205360674,8.278612398527716e-07,0.5000000000000712,4.580097672770176e-06,0.5000000000000712,0.048277508193626306,0.2799366629312594,0.5000000000000712,0.35949590681621796,0.040857546867912486,2.8662625483061532e-15,0.3542556606586511
S-CPI2_bt,4898,14.806766271591187,0.0015989749629982766,0.0,0.5000000000000712,3.242539832410222e-44,0.5000000000000712,3.9247447439585444e-08,0.18198722020749403,0.5000000000000712,0.2307712314807247,1.5552411677885386e-08,0.0,0.31983049523202584
S-CPI2_sqd,4898,14.83790898323059,0.0,0.0,0.5000000001046586,0.0,0.5000000001046586,0.0,0.0,0.5000000001046586,0.0,0.0,0.0,0.0
