method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,442.1633610725403,0.3141817524121312,0.6586810780491852,0.25139642116530647,0.9998774717839275,0.4486403544960126,0.5948775659125229,0.023102050036748034,0.9995187653177048,0.7413166766761032,1.5606471892581908e-08,0.9999497156379152,0.10222484106156016,0.1506100310287828,0.7839695815147807,0.9978328257017056,0.19360220860688004,0.0026361642296209853,0.9996493383218472,0.9999992733605929,0.32869894917731635,0.4496558356614465,0.7073240420126766,0.8687157335680076,0.75604120546313,0.9881248313059604,0.9997743690032026,0.9987653762158603,0.9991216125601139,0.11209608958985084,0.0365330204746902,0.0007740103260999165
CPI,569,15.085316896438599,0.7183144716380729,0.3060005079656297,0.3823499374196946,0.44587173951343384,0.6954523884080871,0.5554562812957965,0.5111718521237206,0.08416212357288871,0.6475524765237335,0.24726132526421607,0.41302010014999324,0.1320067168331136,0.09203657196244464,0.3123589063964738,0.22860941039538452,0.05393648356076048,0.48582235618405584,0.741704959218728,0.7024212230890772,0.6882949295191685,0.04327268443071463,0.13086311271215384,0.5676932993026219,0.6362303721838086,0.5767574611434549,0.36877288469714886,0.08494101116955183,0.34728248189796185,0.06153986266019262,0.4284234518231976,0.6530208200193759
CPI_sqrt,569,15.110377311706543,0.4996327960010818,0.4974724539953125,0.4998015133923591,0.5019445768998785,0.4997447895484137,0.49975447864333733,0.4972165883672389,0.49508355718679353,0.5018061921455491,0.499106574998329,0.5001268361972416,0.49941012257960476,0.496655962200897,0.4966266369740366,0.5003015099434701,0.5008856097831662,0.4998835008732616,0.5000662613514767,0.5001283004058575,0.5006008786328278,0.4922786365578185,0.5048816487494907,0.5014823284733528,0.5041088924242362,0.5016009997783981,0.4993789787436863,0.4918322389704107,0.4879422176131144,0.49840499654005455,0.500339479327596,0.500075258256636
CPI_n,569,15.105152606964111,0.4980718615045272,0.47453541906349844,0.5004115972335675,0.5223585690618482,0.4883044261202264,0.49745982765021446,0.4211352300695617,0.4538553055113178,0.5277107190946618,0.4902202692776603,0.5041543412934602,0.4867390071082267,0.5018986600515684,0.5027739431171014,0.49050686895143425,0.5058025632572983,0.4977009658283159,0.48501263728518257,0.5028595363928117,0.49719625050792976,0.46868066912863354,0.5385912425116417,0.5139078329584702,0.5560519980564167,0.513746684662263,0.4952949446740784,0.48110483408967325,0.41861473026868024,0.4834161409030375,0.4958670741298616,0.5033857688677759
CPI_bt,569,15.395081520080566,0.504651681008805,0.4823291628178438,0.4990644217065026,0.4649096294073438,0.5052407131887912,0.5064472293662041,0.5008692971205605,0.4132530348667708,0.49525305888692955,0.49759737626411815,0.5091932640758878,0.4984747283031187,0.4630622910883445,0.48633086295116595,0.48571598256121834,0.49558719925086236,0.5058276563162575,0.5058657543480861,0.506417509875599,0.49966675045211906,0.4760216730897053,0.5197314652119917,0.49442488954762737,0.5187120045118107,0.5611455496955912,0.49689429672739344,0.4378346745568039,0.35104358561099136,0.48067210372920965,0.4958195360850064,0.500922557577993
CPI_sqd,569,15.381171941757202,0.00017016156204609562,1.3832006281346154e-114,0.13980732028513398,0.999999999706792,1.7796615514986467e-08,0.8968742433474115,1.0,4.637614466293743e-255,0.5975231842706473,1.2740217472699734e-16,0.9569223083736439,0.33407250587606413,0.0009507834761384187,3.7594342349913526e-205,1.5445724970707742e-80,0.004422014149749567,0.9905499268759899,0.34435614072837784,0.7793571167947448,1.4959302141725957e-05,6.813759383035858e-81,1.0,1.2902756456996144e-12,1.0,1.0,7.579741204741437e-05,0.45095723775434726,0.0,5.270825379931724e-13,0.217489303116431,0.9813255881827218
S-CPI,569,23.314594745635986,0.6736604766008064,0.12574382187214916,0.37133084112694775,0.6814058186360447,0.6518508197661556,0.7213034001310351,0.8686789680160054,0.06963797259941237,0.8869061904355325,0.046251533516283735,0.9459746338514118,0.2471577630488503,0.1444134626256809,0.7548701078850077,0.6655977286803912,0.649566720847814,0.5249820394120598,0.4134194877865789,0.8877469549588555,0.40786086598626936,0.36217966328350876,0.8737781535525327,0.5058199708097699,0.934270464700877,0.8137541479991225,0.2629113727833553,0.18709138787899848,0.1438623037598541,0.36710262293454243,0.6042679463448871,0.9116057833826368
S-CPI_sqrt,569,23.43555784225464,0.5004839964833202,0.49569235736671385,0.5000537003062133,0.5023612491676628,0.50125175347775,0.5003151579081362,0.5018600352792784,0.48686697886299013,0.5017607145209296,0.4994890076075662,0.5000836104099291,0.49980838410145917,0.497613341932223,0.4994588649807742,0.5015419466761293,0.5000436658333023,0.5011996327824697,0.4997588541073645,0.4994694202268059,0.49965985281899017,0.4980341021573283,0.5029939952968971,0.4962177851541113,0.5066583797493787,0.5038018573829312,0.49920448859322236,0.49609694726490106,0.4714686761777333,0.4985357340150772,0.5007711476995295,0.5005556670883674
S-CPI_n,569,23.375758171081543,0.5031475257251833,0.4384503073834314,0.49752115581093326,0.5218042380774797,0.4977392682062875,0.5011739586373364,0.5353029285795732,0.4086522864507483,0.5226780276929412,0.4873126552914506,0.5103025068625864,0.5018824736374834,0.48408393758867946,0.4691218748246536,0.4999383543270337,0.5073539112137812,0.5026506787172816,0.4926136975616924,0.5210686378576741,0.4887709025003041,0.4529793645786737,0.4866893156614131,0.4999942172154103,0.5863033376789465,0.5413135492977537,0.491725389729505,0.474821319134648,0.24630428329147008,0.4853167778218457,0.5105191473626156,0.5127853879060819
S-CPI_bt,569,23.662060976028442,0.50267354135753,0.4371621453701613,0.5014519308765022,0.5140226834526658,0.4986637538338702,0.5087090648881786,0.5848954711677132,0.35319943182149083,0.524599141716721,0.48352658694978823,0.5234514849981572,0.49985968354612254,0.47526120662621213,0.4926930442539204,0.4911071449249447,0.5040339941230274,0.5032331368351821,0.4988527217480936,0.5025608338915664,0.48895039326096373,0.4856807776376784,0.5419870351599496,0.48758154192888287,0.577247209735115,0.5306968912176936,0.4914254643350524,0.4223282244668243,0.22033151734806694,0.48691416173076757,0.5071508254527538,0.5082345379357812
