method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,202.24475955963135,0.7962644916504839,7.046616972705699e-05,1.2501111257279263e-13,0.006490845176781779,0.9600159991576234,0.8798140625664193,0.9999990634698938,0.08511033239592647,2.9226896458567353e-08,0.11299633131674924,1.0,0.0
CPI,1599,15.252358198165894,0.007931249992603766,1.4434696195266993e-07,0.0002675794571032099,0.04192813884203249,3.7054863481376924e-05,0.01741886622733681,0.004069917103197465,0.007859192194940072,0.003253156952723907,1.7748486185952915e-08,5.801097312052688e-10,0.30588589063082716
CPI_sqrt,1599,15.211500644683838,0.46091573604228786,0.22982373284560115,0.47831378005329134,0.46638078339358807,0.396815768154265,0.47538996112447424,0.4744892258761237,0.4342407599801002,0.41093557384523693,0.09867256329966667,0.03626285873015746,0.5008901783997152
CPI_n,1599,15.207081079483032,0.08061469096432261,6.869739594567713e-06,0.033613032462033544,0.0577882082219564,0.014481317286585634,0.2877983296684307,0.2220743115318352,0.030329760768712976,0.026512451338975982,3.8488151231018396e-07,1.3017625969584757e-07,0.42674337865477313
CPI_bt,1599,15.849808931350708,0.028590818454694994,1.6015669699973656e-47,6.100615024947312e-05,0.04988396776706519,1.785207276445198e-05,0.03993513815018573,0.026279146259239706,0.09681644644312393,0.0001906204996033425,4.3995587043391286e-161,0.0,0.6767831156079134
CPI_sqd,1599,15.87514042854309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304491884363537e-35
S-CPI,1599,19.18904209136963,0.014391051106791855,1.3792468913787036e-06,0.0022028970403128894,0.20259443814180028,0.006195015030468977,0.07497318160688517,0.023122351182741002,0.005203310130939067,0.000240871837668349,1.0964710320381708e-08,4.131025687790978e-09,0.8034010344494005
S-CPI_sqrt,1599,19.22772455215454,0.4411033684465002,0.2129049768178256,0.43395381676365385,0.44427473844194804,0.4019924820223022,0.4740959568798508,0.46099628461964176,0.4242001254219125,0.4054716594681657,0.10918722619005378,0.025232580188162615,0.5248233914873405
S-CPI_n,1599,19.22727346420288,0.10622293313542902,1.853756727701552e-05,0.03507950272163943,0.1680549527587481,0.03263208903398791,0.156504421259419,0.1292996337203216,0.09134637696639625,0.014717209596130484,1.0134018999331585e-06,4.2203590617090177e-07,0.6811286855032944
S-CPI_bt,1599,19.86922287940979,0.0001285561597468593,5.6500649492532e-109,5.879668819216113e-05,0.0010518989286318094,2.291504261424904e-13,0.07326838813574446,0.028285731160520154,0.0003134320986164868,3.997468160020109e-08,8.693918838179186e-278,0.0,0.87658645793682
