method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,12.078606843948364,0.7216613852119085,0.6330939629355787,0.3920159899346155,0.07847348335926141,0.9146901903213183,0.9826744333859889,0.03412540953088716,0.950312630471568,0.47829535271736634,0.028099733663386584,0.8310250990860804,0.02874376435062631
CPI,1599,3.710953712463379,0.03873944283455976,6.400500269755007e-06,0.19675446679340203,0.2262420200526512,0.07513374512646814,0.17541658708965036,0.3223051427987408,0.18709976960749675,0.04234295367181186,8.539329893272538e-06,5.407549865540433e-09,0.13678255150758645
CPI_sqrt,1599,3.698401927947998,0.4760594753447692,0.24151955763726046,0.4923407355345762,0.4487807689105171,0.47370952039396796,0.4895673427518486,0.36561265380578534,0.483184838987352,0.480690930381924,0.13478519484624335,0.07507795958154002,0.48380795820357414
CPI_n,1599,3.700899362564087,0.11790735252381696,0.00030368151588486763,0.5700992429982672,0.12109348521545976,0.09236101659644319,0.6575064556007111,0.038839440915158695,0.07994314353001308,0.2253004924312612,5.958424868564255e-05,7.4557596085061994e-06,0.14590577136863553
CPI_bt,1599,4.261749982833862,5.940355136699023e-07,8.420532443575136e-78,0.009757667812054721,0.0009044204968143088,0.0011742516372777914,0.4832057435062153,3.6773018012312055e-13,0.08506560885460701,1.0285996016929062e-05,1.0903050446814095e-209,1.7347846924142543e-307,0.34532174637560387
CPI_sqd,1599,4.301355600357056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1066562248949416e-138,0.0,0.0,0.0,0.0
S-CPI,1599,3.943779230117798,0.22082005269663596,0.00011385284262812355,0.7094240082983607,0.26200372240921854,0.3164178654220055,0.529676308828529,0.4130910145009786,0.32439952412926465,0.13408588422101558,3.8806390265541205e-05,7.856350321608267e-08,0.24804514434307012
S-CPI_sqrt,1599,3.9253127574920654,0.4720495189292108,0.23434302073481778,0.5240856017745957,0.48474656836485713,0.49114710154238933,0.5055082950874465,0.45958021471144833,0.46309872841190314,0.46648113139808883,0.17900465460227166,0.10075876105741355,0.4833047641224454
S-CPI_n,1599,3.9196650981903076,0.23611466199441972,0.001300119816482032,0.6195791532731459,0.45618200084852073,0.4681342671213408,0.4917131912859985,0.46212361009348946,0.5489730446498162,0.1360388025911965,2.535383400267536e-05,4.561363089943704e-05,0.3690123909794003
S-CPI_bt,1599,4.4912121295928955,0.08752279792894768,9.506208723450554e-92,0.8636484541712481,0.3454262920632082,0.8649240588633929,0.8414614819525914,0.9487380052051452,0.08184888506386101,0.00042638922448012644,2.526973838565258e-155,0.0,0.12921359819763423
S-CPI_sqd,1599,4.4853503704071045,0.0,0.0,1.0,0.0,0.0,5.3878941353633035e-42,1.0,1.2377143725821798e-13,0.0,0.0,0.0,0.0
S-CPI2,1599,5.927854776382446,0.22805567628806794,9.371790042180166e-05,0.7829528584560511,0.47212253146686994,0.4666436718682374,0.649182353312423,0.4102828231320501,0.3763185576007374,0.14105459931031206,7.114314048904381e-06,3.5142327657895193e-06,0.2719118796844983
S-CPI2_sqrt,1599,5.90443754196167,0.4621566153281154,0.1895320931450164,0.5312725260495446,0.49949173233511934,0.5042385699405968,0.5011284414756294,0.4842357283862123,0.48703807755595063,0.43258195383986064,0.14002578244715874,0.10837421284179843,0.4822349799057478
S-CPI2_n,1599,5.935072660446167,0.2584633426844133,0.0005328663678237024,0.7092364787504486,0.5387828680595085,0.5085820455503591,0.5667766167530728,0.5109877958598399,0.48286963588556836,0.19118475065914708,0.00012255130039555125,1.8555378583045438e-05,0.38373405271349437
S-CPI2_bt,1599,6.514219045639038,0.005489800796926844,1.3439284121760605e-104,0.954089895170653,0.4632015627838737,0.749855926217659,0.581182600064995,0.4665968080987419,0.26425818295994197,7.33056343899379e-05,2.1298360640975858e-166,7.695034353620826e-262,0.17428213742082332
S-CPI2_sqd,1599,6.521812915802002,0.0,0.0,1.0,8.466315404974673e-126,3.256826071788934e-06,1.0,0.9932218917280583,0.0,0.0,0.0,0.0,0.0
LOCO,1599,10.676757335662842,0.724757495723126,0.04160521139122906,0.628819362724019,0.9255769937334106,0.5878100458262846,0.5148446686510253,0.5228970576870372,0.9790311961532377,0.2487642782596366,0.0019535382525666233,0.2381924681879794,0.7256508467725622
LOCO_sqrt,1599,10.653010606765747,0.5386644557396831,0.3492108912044367,0.5225252510056724,0.5879270347895897,0.51624666305504,0.5018709564908803,0.5041872236929674,0.6253329872603428,0.4483411953230377,0.2105943093222824,0.42847302349953664,0.5285078837019965
LOCO_n,1599,10.655859470367432,0.6855915093417678,0.06740164210636405,0.6062118133039123,0.8757672119611194,0.5731763783321265,0.5112762168295897,0.5190194310247773,0.9488632569921734,0.28477040980961776,0.00492883777102048,0.26513032179240215,0.6731110343676626
LOCO_bt,1599,11.21312665939331,0.9930344931487112,4.732325352210436e-25,0.9251745527698282,0.9999999888503213,0.8523757281623686,0.5460258396483634,0.6063746205977703,0.9999999999999997,0.00041449077407388046,8.487810806084129e-102,5.67223189353587e-07,0.9601664873139588
LOCO_sqd,1599,11.35858964920044,1.0,0.0,1.0,1.0,1.0,0.9999999913538034,0.9999999997219805,1.0,0.0,0.0,0.0,1.0
S-CPI_ST,1599,3.8014047145843506,0.9999999999990634,0.5544479426611495,0.9999896667275185,0.9999999999999993,0.9752144467393766,1.0,0.998515239167668,0.8911162626128422,0.9340393836208994,0.002655505406524317,0.004603100171879015,1.0
S-CPI_Wilcox,1599,3.798062801361084,0.012822994742549708,1.0852411901819714e-06,0.3575500809582224,0.44735606924894045,0.16693653067773556,0.9064555131646442,0.0025956591395674177,0.21605216118609955,0.20438396293227695,1.2144443384763667e-08,3.436020610909919e-12,0.17236227593803843
LOCO_ST,1599,10.78699254989624,0.8730958390694951,0.03747505891234293,0.05502652141949044,0.8911162626128422,0.218908066316906,0.8310947779674392,0.09277887067715808,0.8730958390694951,0.7235094811024281,0.00021452025421128004,0.0035098557089979937,0.590246867375946
LOCO_Wilcox,1599,10.78699254989624,0.8009218640029807,0.009725728642686404,0.23557838621336646,0.9357195119037418,0.28045928137451037,0.8513527278525597,0.16125785677533833,0.9416533910542547,0.823073373732611,1.468532707095511e-06,0.02348913251899578,0.5357717581292617
Semi_KO_ST,1599,21.153205156326294,1.0,0.9821808550073234,1.0,1.0,0.999998391699486,1.0,1.0,1.0,1.0,0.8644114693846074,0.9115689692742439,1.0
Semi_KO_Wilcox,1599,21.165250062942505,0.7401849527287387,0.00012204011972618507,0.004290651686192851,0.6547092079076449,0.14766952985997034,0.2558283741040231,0.13361124920726275,0.5154574760213854,0.008897676108779453,4.978438519461105e-09,1.4156476713175435e-07,0.1720393784350121
dCRT,1599,10.752292394638062,0.8900642789862813,3.2160214162876085e-08,0.19123313748620652,0.22151073681781008,0.25512346708117284,0.6037448046323268,0.563055407723593,0.43166605984191786,0.028386681709667603,1.6389796720146167e-12,5.2636609704349157e-08,0.12904976073790284
HRT,1599,288.92542815208435,0.022698838248436104,0.0,0.42841823056300266,0.06621983914209115,0.06094727435210009,0.3322609472743521,0.007506702412868633,0.024575513851653262,0.010634495084897229,0.0,0.0,0.10857908847184987
Semi_KO_ST_perm5,1599,91.0478105545044,1.0,0.9999957470860723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7488981049364423,0.9974142911455091,1.0
Semi_KO_Wilcox_perm5,1599,91.95304942131042,0.702300258357842,4.371000253285996e-24,0.8329774718576857,0.8397322707539776,0.07565768489102906,0.8210117875152725,0.07305832645990126,0.3107520944172564,0.002458180626774491,2.282851928150016e-31,3.486748293668475e-53,0.07475770876887358
Semi_KO_ST_perm10,1599,178.46601104736328,1.0,0.9999999982732323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997415909993228,0.9993563151196645,1.0
