method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,6.432887315750122,0.8758522009163652,0.3694183575252008,0.3039939496014049,0.9996998737208573,0.08102870777971183,1.1349644964964156e-06,0.0007993842418728692,0.9640463866799394,0.02798920692928475,0.00012520204457289186,0.19631945944401952
CPI,442,1.3630621433258057,0.08947910779002116,0.1651391439183439,0.026247864469220325,0.42823160010611294,0.9478881509798666,0.790325925366468,0.6565764079546821,0.8876108252118133,0.0003316581275111673,0.29467465704182094,0.7077215168644793
CPI_sqrt,442,1.3595633506774902,0.39613860523332617,0.03838618599252377,0.005208324977768482,0.5044455511994177,0.5171422586627292,0.6813328459613611,0.6648954449896105,0.6080875882141168,0.010420697312698611,0.257355040191762,0.35447425653830067
CPI_n,442,1.3615515232086182,0.2728309843878426,0.4224405018712693,0.00047260819914776085,0.5429313717519375,0.9001150321087132,0.7097772931062414,0.20615943468554104,0.5981922610550721,4.210080655565818e-05,0.06468443223532892,0.82694741392994
CPI_bt,442,1.4349615573883057,0.4953281702467244,0.49514577115986846,0.4971536319019157,0.5016822943903149,0.5070638265378873,0.5073151282743773,0.49085291519174973,0.5047088279464095,0.49207598887438025,0.4972296475631878,0.49788576346087976
CPI_sqd,442,1.430060625076294,0.49455196590463807,0.48871563924159633,0.4960300579383194,0.5021791161935798,0.5104848176048405,0.5016841089827192,0.4887698552908718,0.5031706013517683,0.49443956028790365,0.4967661816034469,0.5019165549896112
S-CPI,442,1.4740378856658936,0.7093946053703364,0.034761012461631165,0.3055499518283127,0.8900004938137104,0.9582989818997633,0.9831457897726819,0.44967185671809135,0.6728308685583226,0.010960818178957237,0.4026118634848822,0.9594120006901404
S-CPI_sqrt,442,1.468123197555542,0.9212243190201937,0.14632534191233149,0.0642374677719126,0.9351093741807548,0.9355840224568949,0.9058956391614752,0.42404287489187403,0.6426013102418617,0.011181785295109428,0.458480291633769,0.874009510618397
S-CPI_n,442,1.4684796333312988,0.6585454187341117,0.2076813509058837,0.15580628810046138,0.9316128507917723,0.9418724787298797,0.9712113276315155,0.3302667282703157,0.6921257951301605,0.027259448012364053,0.692211707438452,0.7510194042804702
S-CPI_bt,442,1.538255214691162,0.5018710466213537,0.4969691346755167,0.4983592235571012,0.5048370685125931,0.5080133073818005,0.5098542658462467,0.499185203599464,0.503666047950642,0.4967572918001329,0.502413109550583,0.5015501426024297
S-CPI_sqd,442,1.540412187576294,0.5029335734407008,0.4937030276622809,0.49849016616724484,0.503581160480087,0.5068696239982131,0.5067702363674048,0.4992017260976502,0.5048591017096659,0.4952625200749073,0.5013790756949112,0.5004553914112695
S-CPI2,442,2.5632500648498535,0.7876781913140349,0.14562257448097143,0.1478937126886009,0.9619999058374287,0.9577894380142854,0.9594088944291495,0.42082681798616567,0.7361304718776103,0.014664942904766049,0.5878187508180137,0.7810340217293976
S-CPI2_sqrt,442,2.561126708984375,0.761796549415557,0.17609168004752968,0.11108344137604625,0.964647994190892,0.9505296148106743,0.9746625668062389,0.38824148950448,0.7868303243979837,0.011801990294088134,0.5315757457084739,0.7860582076858765
S-CPI2_n,442,2.562530517578125,0.8282074490237958,0.09470628045534529,0.11645911342565829,0.9683635596565292,0.940567150060148,0.9755582625726391,0.31203410687035904,0.655311065877318,0.013514378949846927,0.6145160323905889,0.80882142346302
S-CPI2_bt,442,2.636033535003662,0.5053439826408521,0.49411233710021385,0.49880995382082083,0.5056331574923892,0.5092865320360429,0.5067810283745583,0.4991732807383823,0.5037560532099699,0.4958768306454421,0.5008654887911124,0.5030503497772614
S-CPI2_sqd,442,2.631619930267334,0.5040548804944791,0.49477940809945337,0.4988150802615775,0.5060041485106268,0.5119528087807289,0.5091441573088566,0.49873995990127656,0.5034938309122163,0.495830926684822,0.5003871010233316,0.5037371013118599
LOCO,442,4.710811138153076,0.4997659665079969,0.034023839164527336,0.09077046973555647,0.3159147889159623,0.20296469102134052,0.2151077507809268,0.13067345377392003,0.35334817174756405,0.0032127933804760667,0.3730380012197574,0.6526001757043256
LOCO_sqrt,442,4.709467887878418,0.49977669725283386,0.040021245053309694,0.09477724298374512,0.320466799530805,0.21424390634956136,0.227839186823856,0.1411197816714766,0.3606321464660615,0.003984643153705291,0.3773663718305429,0.6474597956544663
LOCO_n,442,4.707500457763672,0.4997669376485824,0.034531758004165275,0.09111859254180077,0.31631822200967863,0.2039720124315944,0.21625191700939395,0.13159343434164,0.3540090249313089,0.0032754757339663516,0.3734251574672195,0.6521406941944148
LOCO_bt,442,4.781630992889404,0.4999981655702364,0.49438215946444747,0.49808770279119,0.4993201100373472,0.4974188712680261,0.49719210515528356,0.49727642509343256,0.4988668324296743,0.4953943835470316,0.49926616026853654,0.5008343267382113
LOCO_sqd,442,4.780648708343506,0.49999837995252294,0.49375002394842854,0.4983287949417334,0.4991390035292633,0.49716542172318506,0.4968758692171414,0.4968340756104376,0.49831332696533653,0.4953492079802258,0.49926149867451247,0.5007912454848263
S-CPI_ST,442,1.360600471496582,0.36442696933679186,0.9999998403021217,0.30152319456444016,0.9999942420552725,0.958754353737419,0.9408799447651196,0.9814857449679257,0.999999997518523,0.11231496492918135,0.30152319456444016,0.8509646683042302
