method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8
LOCO-W,20640,2.5019278526306152,0.0,0.011543178405455823,1.0,1.0,0.9999993582620851,0.214420243966013,0.0,6.522996176538953e-08,0.6382319252435216
CPI,20640,32.448548793792725,7.747076476805577e-161,6.01704408471479e-09,3.0848507685808916e-12,3.7051259487192664e-19,0.470401743858177,0.23441683962644388,2.548181796567634e-90,1.961198704503279e-79,1.0
CPI_sqrt,20640,31.862104177474976,2.264976656111489e-25,0.4041218510652762,0.3569131901214314,0.2710390089745156,0.5000064368311531,0.4957885476123687,3.239890099903058e-06,7.474319716434315e-06,0.5
CPI_n,20640,31.829346656799316,7.239802807508886e-179,2.172066968038646e-07,1.3696219928122473e-08,1.5762098997394722e-15,0.5011139434664745,0.3707175129918297,2.0990879805850033e-78,5.97227827808184e-60,0.5
CPI_bt,20640,92.14049410820007,0.0,3.1083062890082372e-161,1.5642050053631854e-175,0.0,0.5026089048932015,0.21859271179693274,0.0,0.0,0.5
CPI_sqd,20640,92.9490180015564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
S-CPI,20640,31.843567609786987,3.215931838939398e-145,2.3702582068265533e-05,7.004532280130544e-11,3.0126874413308206e-19,0.4342871243087817,0.3146973048380123,3.0966680471286798e-58,1.2212741559934219e-47,0.5
S-CPI_sqrt,20640,31.84833836555481,3.536056750940095e-26,0.38085582739976387,0.30875536207550597,0.2006457692243453,0.5000028755442862,0.49726456738819574,3.9364830234648064e-05,4.535186181329662e-05,0.5
S-CPI_n,20640,31.82056999206543,2.1709892664001472e-135,0.00014019860958544938,4.734679846423202e-08,6.868723788902532e-16,0.49854392617865195,0.359995271766835,1.4763984345523984e-52,4.932326000919861e-49,0.5
S-CPI_bt,20640,94.71834540367126,0.0,1.8922747845996658e-192,0.0,0.0,0.4999944502783528,0.2641787265623532,0.0,0.0,0.5
S-CPI_sqd,20640,94.93700242042542,0.0,0.0,0.0,0.0,2.357141008417223e-140,0.0,0.0,0.0,0.5
S-CPI2,20640,32.4625301361084,3.791771454725649e-139,3.059089388779269e-05,1.0010240969206274e-11,2.1395016684801413e-19,0.4404708117193058,0.15490695325859188,5.028749137098371e-51,3.377658663020901e-47,0.04190440926591925
S-CPI2_sqrt,20640,32.478580713272095,4.7562589310177606e-26,0.36111859454568956,0.2890089564936196,0.18904648947095565,0.4999911217977077,0.4961745291503258,1.9816493234189695e-05,6.0908672646558374e-05,0.49999999999999706
S-CPI2_n,20640,32.482903480529785,1.4235683483982986e-132,0.00030949903841371966,4.148544526460437e-09,5.171548690040413e-16,0.4993883997239846,0.35594753346550834,4.23423350376643e-47,7.911988946040093e-43,0.4999999999997665
S-CPI2_bt,20640,95.83029842376709,0.0,1.113876009860316e-211,0.0,0.0,0.4991148263425856,0.24567868950987642,0.0,0.0,0.4999999999997665
S-CPI2_sqd,20640,96.38215565681458,0.0,0.0,0.0,0.0,3.968190464503355e-55,0.0,0.0,0.0,0.4999999985543544
LOCO,20640,32.189475297927856,8.478494607096064e-136,2.821258813641732e-05,2.1873581206793732e-11,9.869010818742794e-20,0.9992549166863426,0.06449380637010163,1.5742563272469433e-49,9.94782077431217e-45,0.06534534511080355
LOCO_sqrt,20640,31.866586685180664,3.208680171408032e-26,0.3560113164379839,0.2884852234868386,0.18577550223255035,0.5003123630501506,0.4952350679364615,3.169003923308328e-05,6.30162242519651e-05,0.49999998690687286
LOCO_n,20640,31.835433959960938,2.5348112388880516e-131,0.00017389424704127346,3.428453595658535e-09,3.2028849213928255e-16,0.5241031030885084,0.27983722598083605,1.9033114802368006e-46,5.3733536374546734e-42,0.4999989697132221
LOCO_bt,20640,94.50665092468262,0.0,1.5605379365971147e-219,0.0,0.0,0.5245701252072393,0.17175187339539966,0.0,0.0,0.4999989697114616
LOCO_sqd,20640,94.2694342136383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49362072525286244
S-CPI_ST,20640,31.763875007629395,6.970785993485594e-169,0.25030495834682337,2.5899382313067098e-17,3.21533000805828e-17,0.10884284943332682,0.1639056533786104,8.908197157050673e-62,7.591568297321915e-51,1.0
S-CPI_Wilcox,20640,31.844524145126343,2.2010874057773876e-258,2.1967365643766559e-07,7.624630437086214e-28,3.628829386667652e-30,0.44374062958500304,0.5908193552095662,5.564235785297796e-101,2.9231699511809855e-95,
LOCO_ST,20640,31.873061895370483,6.803410323202678e-137,0.9877589125826176,2.5650117512247793e-32,4.120029028491328e-39,0.9999819455279246,0.07549423764900817,2.9954925314578424e-28,3.050534622254297e-37,0.1639056533786104
LOCO_Wilcox,20640,31.873061895370483,1.5103070594925e-205,0.48710708849597895,9.472248632779688e-48,7.370664478051857e-61,0.9999999958089629,0.06316381943474496,1.317050808265806e-57,2.4864635423664407e-54,0.21277253072307156
Semi_KO_ST,20640,175.4692039489746,0.0,9.300530994936003e-06,1.7125786787956081e-15,1.732858973621679e-45,0.21987287326815813,3.224044778331465e-07,6.506058219766197e-178,2.899930743619533e-140,0.10639214571673175
Semi_KO_Wilcox,20640,175.2827422618866,0.0,7.916058940254109e-06,2.0291498003470516e-30,1.589956939480491e-50,0.44687459026827464,0.015254241539147673,1.7063012296820627e-283,5.1242606870515447e-222,0.42795533952297665
dCRT,20640,2.640225648880005,6.249955117061043e-227,2.8894393782294803e-11,1.6716917159584562e-09,4.264537901349277e-14,0.9383959113138055,0.2429131927317827,6.037772089994282e-73,2.0177334271078024e-71,0.9479472073655352
HRT,20640,1135.8359956741333,0.0,0.0,0.0,0.0,0.39027547065337764,0.07965116279069767,0.0,0.0,1.0
Semi_KO_ST_perm5,20640,860.6506474018097,0.0,2.4542514135193883e-15,1.4075635334654503e-101,1.600333224834548e-157,0.06635316423499193,5.574560913959623e-09,0.0,0.0,0.18086618812990898
Semi_KO_Wilcox_perm5,20640,867.3933658599854,0.0,3.520605183887727e-39,1.665655753069931e-147,1.7727577388992757e-272,0.9677602692440751,7.251174316495496e-05,0.0,0.0,0.10162850000860957
Semi_KO_ST_perm10,20640,1730.1454043388367,0.0,6.235220058329569e-39,8.891620696148606e-160,1.1182882522659213e-250,0.17139021576311578,4.766992012280192e-10,0.0,0.0,0.15095907679223836
Semi_KO_Wilcox_perm10,20640,1720.1155440807343,0.0,4.1384027882404004e-82,5.78621369860006e-310,0.0,0.5515635331998491,1.3281725252848228e-10,0.0,0.0,0.06679757446981723
