method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8
LOCO-W,20640,2.578732967376709,1.2439104585260097e-06,0.18492638683291474,0.11039179317261505,0.8001794766676612,0.3325593122917393,0.27919362733851705,5.488609566839386e-12,0.0,1.0
CPI,20640,33.19131946563721,1.2145774933413542e-170,9.936298827690738e-17,1.4863844099846138e-09,6.170613756593558e-13,0.4146304353566432,4.3942745907667185e-10,1.1841269387469299e-88,2.880387897524104e-89,1.0
CPI_sqrt,20640,32.84777855873108,9.111166730328277e-26,0.22399974341721612,0.3750236284108964,0.27848335594858464,0.49999892302954324,0.48392652545533216,4.984192989259726e-06,4.9391648719427996e-06,0.5
CPI_n,20640,32.875534534454346,9.028182282324051e-157,7.660361565772846e-11,1.125083075097366e-08,6.676456981466927e-10,0.4999261853265331,0.02441679259352573,3.539516697188876e-78,9.91643631170758e-87,0.5
CPI_bt,20640,93.95305323600769,0.0,0.0,4.884618652479177e-190,0.0,0.4998651948046922,0.003950031711022688,0.0,0.0,0.5
CPI_sqd,20640,92.60685586929321,0.0,0.0,0.0,0.0,0.0004465565909612689,0.0,0.0,0.0,0.5
S-CPI,20640,32.82744479179382,3.197092202169862e-148,1.418813002675213e-07,6.860751231175591e-07,1.0944021833946875e-10,0.018243258592536105,9.412990908783019e-18,1.1281341377173402e-59,1.5471392507936073e-56,2.484551759369924e-53
S-CPI_sqrt,20640,32.88454556465149,4.199289505660092e-27,0.26819946045342824,0.3158264642128622,0.2272069296330666,0.499996680587359,0.4759729021135138,4.606681221665446e-06,2.150644835818576e-05,0.4999999999999973
S-CPI_n,20640,32.82433772087097,5.609997374551158e-137,2.538649006331258e-07,5.090032580400718e-06,1.896209828874876e-09,0.49983992553431,0.0009539617950197729,1.0073773475247367e-55,3.4400405013341506e-53,0.4999999999997866
S-CPI_bt,20640,93.02366733551025,0.0,0.0,3.632215211026833e-293,0.0,0.49982751652451163,7.682561574858625e-08,0.0,0.0,0.4999999999997866
S-CPI_sqd,20640,93.03222155570984,0.0,0.0,0.0,0.0,0.0003319299168097873,0.0,0.0,0.0,0.4999999986786495
S-CPI2,20640,33.4812867641449,2.0567448892887604e-134,1.9260697176819705e-07,3.1075035266981667e-07,4.0902354753395823e-10,0.04451930615299188,7.374832055080587e-19,8.582179775042797e-57,6.561614574129593e-54,0.5
S-CPI2_sqrt,20640,33.461862564086914,6.865322852361872e-27,0.24652770758540898,0.31676320635842836,0.22224959205814732,0.4999966236933102,0.472787315613852,1.0540757962308666e-05,1.9076499517524103e-05,0.5
S-CPI2_n,20640,33.467398166656494,1.0073164360054974e-129,7.092274587899566e-07,6.375050701631036e-06,6.429056610007566e-09,0.49975226741777584,0.0005125617856981344,9.936381194192539e-54,6.039094340711447e-50,0.5
S-CPI2_bt,20640,93.68562436103821,0.0,0.0,0.0,0.0,0.49978815505848473,2.7825323294721507e-08,0.0,0.0,0.5
S-CPI2_sqd,20640,94.83912229537964,0.0,0.0,0.0,0.0,0.00013263850653070204,0.0,0.0,0.0,0.5
LOCO,20640,32.697104692459106,2.6347284106224335e-134,8.03671170169339e-06,6.712379259547586e-07,3.7341852653283576e-10,0.9158030741948878,0.7613680679955707,5.704230967487752e-48,2.6252822898003115e-46,0.9550816601122677
LOCO_sqrt,20640,32.57482647895813,4.761980551169893e-27,0.27759869285147487,0.31460654011201344,0.22697702062720598,0.5001199620721991,0.5124956130945671,2.1420278713391767e-05,3.1579199671046695e-05,0.5000117569050959
LOCO_n,20640,32.490965127944946,4.787124277464503e-130,3.259674663729084e-05,7.229454261373586e-06,8.57932755012434e-09,0.5092814567563573,0.7112899528793141,3.865454135218822e-45,1.4544244383980915e-43,0.5009238943407222
LOCO_bt,20640,92.66446733474731,0.0,0.0,0.0,0.0,0.5094409064853757,0.9949500642113566,0.0,0.0,0.5009251574327713
LOCO_sqd,20640,92.13310527801514,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
S-CPI_ST,20640,32.79087495803833,4.081617100618121e-165,2.509255699216663e-05,1.2874434762466066e-14,9.378803647797848e-16,0.5152056438807744,6.994421885415097e-21,2.40378875956583e-50,1.0730625683374513e-48,1.0
S-CPI_Wilcox,20640,32.85393667221069,1.6571176682756888e-255,4.1809151565733074e-12,1.3710037256727024e-24,1.1717255538841296e-29,0.8855163624345468,5.774724143140716e-32,3.7434914793895965e-98,1.2808207410603429e-104,
LOCO_ST,20640,32.64617323875427,3.5511222088212294e-137,0.9820010531524348,1.3970122748973437e-32,1.3049293252996017e-43,0.9999998687776351,0.9999999950916544,3.051506958488333e-23,5.5876386647191166e-33,0.9999999999999768
LOCO_Wilcox,20640,32.64617323875427,4.4207621016007435e-210,0.426821844134617,9.445841111333767e-42,1.5584448081796939e-53,0.9999999999989245,0.9999999999479607,2.9246116509476506e-46,3.527437889976596e-47,1.0
Semi_KO_ST,20640,177.37012934684753,0.0,4.43608695949004e-16,9.952589434484275e-17,4.623776387448858e-30,0.4418929980119808,0.17369156666457955,7.029423132889637e-141,4.343953487755084e-135,0.07481418142300306
Semi_KO_Wilcox,20640,177.25007271766663,0.0,2.028704614909161e-26,2.989469321968686e-38,1.6154381866377168e-47,0.07247483071208094,0.0017116745780961177,1.595976566821246e-262,1.8257551210681624e-210,0.049630776415196365
dCRT,20640,2.0462911128997803,7.892264133632782e-229,3.0188432379555785e-12,1.673885040477436e-09,4.2659101650021205e-14,0.95883091755687,0.01001678064592772,6.396298595366478e-73,1.909046730670385e-71,0.9711426932976511
HRT,20640,1134.5312955379486,0.0,0.0,0.0,0.0,0.03760382059800665,0.0,0.0,0.0,1.0
Semi_KO_ST_perm5,20640,868.5874407291412,0.0,5.144712506129984e-74,2.2313844309847508e-82,3.1284127314738946e-149,0.08588347099627011,4.4432511279295394e-05,0.0,0.0,0.00013359199282144072
