method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,54.493815183639526,0.6693092315034421,0.2591121536125871,0.6682697932375434,0.04850572969129585,0.1643276206344222,0.5893926666614986,0.21378462306876445,0.6783632686531944,0.11448504045403085,0.24462173628896622,0.9159651886492521,0.033492147666928984,0.7372162043892394,0.555134421062672,0.16665352610568962,0.8246664333038249,0.6461730299657669,0.8511970310539887,0.7647765956770695,0.3408032697532798,0.852670051722556,0.9416125255715412,0.7062339067463603,0.685388873683342,0.12451323959760607,0.9364586283948175,0.2779573664514342,0.3369293431215721,0.46839064692341825,0.018527695576230907,0.42796703260720037
CPI,569,6.262546539306641,0.9047683929095496,0.07136490472735299,0.47853283064825564,0.1553357833668485,0.27122020856014706,0.9174216672392224,0.1697828177175743,0.3022085920750942,0.1373483972608811,0.5449344674063151,0.7534779092018158,0.03718056597701695,0.6222630903778145,0.8901638637927818,0.3045604763281392,0.002370352390772418,0.008601151111314232,0.05358351565021424,0.21317371539031765,0.022533343363898208,0.5378507389433654,0.489241379398833,0.33427594434056995,0.5547416040660127,0.8510415719891558,0.8350544191470786,0.7609384261317977,0.18146795944270883,0.13655286810745582,0.898788040716946,0.1579456623651942
CPI_sqrt,569,6.262890338897705,0.5000784927721084,0.49748423227485367,0.49991529129496853,0.49857099062073296,0.49965430092176727,0.4996419593771191,0.493982337258246,0.4953681325539302,0.5001179484895942,0.49932321747239733,0.4998424715048835,0.5002005611738357,0.5000038770073278,0.4974095269575572,0.5037997522249898,0.49915523825134284,0.49835435227364794,0.4995984788620684,0.49975950552731563,0.4953327214609975,0.5005352865662441,0.5126546207769287,0.4991587338605507,0.49944923298996213,0.5010749687197813,0.5018965438845797,0.4996649025788663,0.46042912179043927,0.4969101990651497,0.5003852916058068,0.4999883407099545
CPI_n,569,6.279290437698364,0.5078096315816631,0.34237150462392796,0.4988951162924391,0.4818494475951601,0.4870689955175238,0.5078069733464978,0.5886788665217144,0.473869399205596,0.4926773515792074,0.4925206171718448,0.49574486280271596,0.5095804273843957,0.5086470196810703,0.4750442385599333,0.530765571836816,0.47571198250495583,0.4751405973149795,0.49498922859411065,0.4915735664675865,0.5026336296646372,0.5747136966904451,0.5510955204796418,0.5203395045263142,0.5086733512342931,0.5777189321902906,0.5008792581917526,0.4695932433014806,0.3005395917364514,0.45288492376559397,0.5236270040794598,0.49967499609674726
CPI_bt,569,6.573400974273682,0.5,0.4297909084585835,0.49880057591419846,0.4812532662683782,0.4706913510836483,0.49535487093232516,0.47845215055433865,0.4799244900631664,0.4891455216503469,0.4939827719222225,0.5015145253470684,0.49843473808904504,0.5022565291648539,0.5178221774256959,0.47685807800819835,0.4886070138185507,0.4729929685183521,0.4952532318470366,0.48944022168973156,0.4804511067772877,0.49251927319009636,0.5782264893614006,0.5195182346609342,0.5095436187753454,0.6541344061802987,0.5087916820540459,0.4693155171786987,0.14449322291903738,0.44420708761988664,0.4996544085014713,0.49984753055962733
CPI_sqd,569,6.571382284164429,0.37192451764115814,4.4867735255639956e-250,0.3174290622582475,2.4596799351796253e-23,9.327865909620953e-22,0.9999991153100023,0.0,3.6590891560603934e-218,5.984832395599501e-05,0.03602620726747616,0.9999467891119523,1.0,0.9998342913504922,3.2319028833278306e-08,2.2312072661607586e-08,1.0948227976644028e-12,8.70663227877665e-39,0.4256970860588676,0.06532395992022284,1.0,0.47915377833503264,1.0,4.0120729138514886e-14,0.9999999771278851,1.0,0.00911275456605169,0.0,0.0,4.959882055429315e-294,1.0,0.5
S-CPI,569,14.047495603561401,0.7720244280848219,0.04175313175553898,0.6274921856648462,0.15796048290728232,0.07834293385244676,0.7777395073685278,0.2723199483393952,0.09418412161777018,0.11089789531669941,0.09053553992843744,0.17371687673908348,0.2868026921842053,0.7036301935069079,0.5343381344972914,0.47683512859762756,0.023631095899427808,0.011656868381930786,0.020033477204879635,0.7142810618619644,0.5424846842950465,0.7882916145703894,0.9547813947265164,0.6881709043081972,0.7953251868976254,0.9478839570585696,0.5161781537853377,0.7091333179076781,0.19184991317648648,0.609661333481884,0.9806244183553489,0.11298036911774523
S-CPI_sqrt,569,14.062209129333496,0.5001964166275248,0.49142776439512903,0.5000109066353181,0.5009836833280471,0.49790462837735516,0.5008614867832752,0.4991958647212333,0.4885773819967758,0.49956646498270635,0.4986797864687814,0.5000349006442892,0.4992390419713725,0.5007533998432945,0.4990247029725203,0.5009911800199689,0.4975237261094136,0.49685681600182346,0.49911357790365124,0.5006998326049462,0.4992906812598033,0.4980993304477771,0.5108496319112822,0.501862311044805,0.5009914433340685,0.513246628485196,0.500492016563728,0.49602306419886116,0.4424796541916337,0.49847887134677304,0.506335911787917,0.4999647274298197
S-CPI_n,569,14.073807954788208,0.5050993479139259,0.3678070168952117,0.499104374793635,0.4961654126018934,0.48658443337760865,0.5102495920654988,0.49647633178442513,0.4448574651059287,0.4918089415407858,0.4847681824974838,0.49372975760001403,0.4647816002775093,0.5131892510142166,0.5022947496048319,0.5293610633288496,0.4701135464207805,0.4566401804881025,0.4887724758110248,0.5084380615725198,0.4914768226723708,0.5197699421381526,0.6399127168144906,0.5393892012895883,0.5107996434486339,0.5772708680357898,0.4946069034946782,0.4700160680681715,0.1760263922543051,0.44293325845645676,0.5854902917017868,0.4988171651575775
S-CPI_bt,569,14.336954593658447,0.5023391449398384,0.35458047956443983,0.49960672132305023,0.4691018358910907,0.47695401407238397,0.5146822971072931,0.48932655582012363,0.42589156044588455,0.49266784925751883,0.47915728265569324,0.5017601374015932,0.44863289147631225,0.5090518101147524,0.4979782930419857,0.4959190671230586,0.4660549981712872,0.453977478665101,0.48818581731946536,0.4993016004233514,0.4895268039557986,0.4914060145535917,0.6593389377188179,0.5084714344447265,0.5242212026408183,0.6215918613175371,0.5130179531690603,0.4431807217683726,0.010052065498799346,0.48606263482224155,0.5647794355308328,0.49886710740257767
S-CPI_sqd,569,14.366093635559082,0.9425026410351887,0.0,0.5258642143868862,0.9999999782509177,4.423239389286783e-42,0.9968417840843402,1.3558088478043421e-149,9.432483496258277e-146,4.580667524951311e-05,9.451559908384786e-11,0.06107796420552549,2.180564567146121e-68,0.581550917489194,1.273430208399602e-22,0.9999999999999778,1.301081504603382e-52,1.4239267015245187e-63,9.278146810578207e-07,0.0048503414446045305,8.282216273085588e-14,2.345947146387967e-13,1.0,1.0,0.9999999973997615,1.0,1.0,1.0493260297301321e-10,0.0,0.9703496809672101,1.0,0.12775764847024035
