method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,0.6219592094421387,0.4145488521581977,0.18117202352610529,0.13964366295956498,0.050488827927583135,0.8283194497510219,0.6737318557780624,0.7977893760875776,0.5659239257569453,0.12161831127354539,0.2916603105241644,0.25725840160707036,0.6419842448107914
CPI,1599,3.097273349761963,0.6863361310654132,1.9661776497941158e-07,0.23374518937073974,0.48540818960037335,0.005594800996588439,0.5432492231428363,0.010141441971180533,1.0,0.036688686421462655,0.0006903581422886419,2.213649693669866e-10,0.07109035204184777
CPI_sqrt,1599,3.0864431858062744,0.49793759830684775,0.2622840250389903,0.4984901244382875,0.5038896308576372,0.4589153043517963,0.5037949901545891,0.48913385089609135,0.5,0.47905660962164753,0.3902965848452002,0.0644077544506695,0.4915871813778005
CPI_n,1599,3.0890142917633057,0.5427257912095039,0.0004171058595534268,0.4680543034527708,0.46683197434892865,0.14916580634754978,0.4834458552277311,0.21172864435783528,0.5,0.29615936753222216,0.015638897913669753,2.9667594063061373e-05,0.460795833002181
CPI_bt,1599,3.6372506618499756,0.6720354872490115,2.5093501330143403e-38,0.4414169080650551,0.5695526454569277,0.13879699522353967,0.4949252891328366,0.14447059278450414,0.5,0.025762115805119522,9.977735845859378e-32,1.0784159619794837e-227,0.40491808600003776
CPI_sqd,1599,3.638045072555542,4.59163291911225e-106,0.0,0.0,0.0,0.0,0.9999999999989059,0.0,0.5,0.0,0.0,0.0,0.0
S-CPI,1599,3.109210252761841,0.544318688076773,1.4064314634405618e-06,0.12858883767522117,0.5222676922738803,0.011212705645403862,0.8217409305557095,0.025175948794519922,0.8488245072517004,0.09478916706142815,0.0032383446217602555,0.0010454999435465207,0.049629871683942436
S-CPI_sqrt,1599,3.1084976196289062,0.5030897286889491,0.23312050858904348,0.49707572596695526,0.49898649659349215,0.4535226879662301,0.5032856475766877,0.4728345772016786,0.5000000000000006,0.4782195653947649,0.3448918719085912,0.14161682398960357,0.4932802048952233
S-CPI_n,1599,3.1027472019195557,0.4965538796392562,0.0006768207446578808,0.46313039797780164,0.540588606516043,0.06730109793902896,0.5683107881075404,0.20958808575537075,0.5000000000000119,0.2353235951596937,0.02155037779589426,0.004073497561098111,0.4025344033452016
S-CPI_bt,1599,3.6609678268432617,0.5597194316475091,2.160144054794756e-82,0.44356626588881015,0.49905692221325376,0.001748258146634597,0.5694232591288566,0.09283486403255609,0.5000000000000119,0.027860855729857168,8.495406736634846e-29,1.6786874616647966e-172,0.3944695117724606
S-CPI_sqd,1599,3.6569178104400635,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5000000000057051,0.0,0.0,0.0,0.0
