method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,105.62079119682312,0.9999999399506817,8.031353360138382e-13,4.854940572895927e-07,0.5086012428977591,0.9982414433363164,0.005043094796259084,0.007992792594894271,4.726421465317543e-08,0.9574601876736829,0.005822489793832708,0.9999385016132886
CPI,442,7.42561674118042,0.6777371634797018,0.030260764460000568,0.001168531569613966,0.10768451540421625,0.0004455563639741186,0.2573920802267058,0.025283833373094634,0.38433579099929877,0.003054561800249447,0.6107882682253044,0.008551507252351457
CPI_sqrt,442,7.422001600265503,0.599498408511943,0.006859577648524821,0.0005372416138550636,0.10722673021276458,0.13958760034881335,0.7137702161071658,0.08548243048198029,0.23089482545358186,0.22329952448308277,0.423801050619951,0.4242817318519004
CPI_n,442,7.419561862945557,0.7184002048216912,0.258515919467702,3.794205732403395e-07,0.2008259615834589,0.07711882001920696,0.2379923521801282,0.2411327269742598,0.20234544841169277,0.0034452937076971057,0.10173472534472633,0.1778700216388227
CPI_bt,442,7.496571779251099,0.5177493838273503,0.4998377273132763,0.4958192322394348,0.49556632497508435,0.4943625258651641,0.4809763936247539,0.4928397097025735,0.49645501185985186,0.4927095311870996,0.4963071107018689,0.48923033403927263
CPI_sqd,442,7.497565984725952,0.5261906326835127,0.4960109092726815,0.4933384439641981,0.49830759061222923,0.477760854519761,0.50936826210545,0.4712184876609784,0.5077327744591771,0.4935668516770541,0.49698535884981376,0.4866462348504035
S-CPI,442,10.723158836364746,0.802965631283774,0.26133433828251484,0.0015281950052248887,0.0783256487419787,0.019985658738958547,0.9367115083807462,0.022808321027532653,0.2509603307252112,0.21878315290231287,0.4455072382097079,0.27386626415483273
S-CPI_sqrt,442,10.732028245925903,0.8091375745718284,0.21931616769824713,0.0037560839153291145,0.18377609295876396,0.041143214631086236,0.699996332142428,0.07900233377961735,0.4820909519009388,0.011647175673250305,0.5745611741108356,0.27175538073225214
S-CPI_n,442,10.72769546508789,0.899684576293145,0.09579907732981935,0.01924007036256249,0.1226257954473346,0.03478509964398705,0.5353619287348682,0.1719440772867472,0.2677920426621899,0.045440998663314996,0.48141179137169826,0.3422265567633448
S-CPI_bt,442,10.802982568740845,0.5113655099789344,0.49656021600663897,0.49600423389543935,0.4951796170216492,0.484868828724958,0.5166109224319789,0.4849344503136117,0.4940186647914967,0.49319552856044047,0.5040634845225865,0.49810530472141995
S-CPI_sqd,442,10.800862312316895,0.5127881455346606,0.4965636884207608,0.4950992652409638,0.49615889187416096,0.48756344333547263,0.5132738405582217,0.4941586989673494,0.4890399493018519,0.4929334440606104,0.5002461189706905,0.4902970793127393
S-CPI2,442,43.68360257148743,0.8447965441533318,0.3173187692290542,0.006233217460829027,0.1439918249975884,0.024031162280948697,0.7869800682240566,0.10037314060663216,0.27369963234468364,0.036530619244464616,0.6280309187338752,0.23735333718155388
S-CPI2_sqrt,442,43.92099165916443,0.8067312310508169,0.29982124055219556,0.009018845710632523,0.169462392585623,0.04248976681506872,0.7084813987514577,0.127695819047983,0.31532333404481994,0.03465026204553355,0.5645446867699736,0.26553670288918335
S-CPI2_n,442,43.75038766860962,0.83801388551767,0.2828642664896998,0.004168217804755512,0.15608571964144674,0.021640675634267678,0.7625344567762495,0.06392209219504182,0.3019571652666725,0.03803418582268911,0.627352839501112,0.2920425054220789
S-CPI2_bt,442,43.782907009124756,0.5092210799330876,0.4976349165579466,0.4956848534029026,0.49567613851142567,0.48144191750155213,0.5145750503554305,0.48021624645649147,0.49069873269562153,0.4954634622127275,0.5024696032418777,0.4952068266219196
S-CPI2_sqd,442,43.96519136428833,0.5147223507254821,0.4958504144345943,0.49611023066221627,0.4955475652519325,0.48467999405785883,0.5200505951266468,0.4806423728973578,0.4896220272712523,0.4950887039258077,0.5009203007800652,0.49546778815208325
LOCO,442,69.18136692047119,0.8870029702337312,0.34649786522603115,0.016743767986725343,0.1252376020381044,0.6745789520957786,0.8131182827642438,0.38360080617289155,0.3480534263689654,0.06602766321214036,0.8271779397969241,0.009425232284143041
LOCO_sqrt,442,69.16642761230469,0.861334834707959,0.36046377019448766,0.01916620752669691,0.1380761184223726,0.6484680982671333,0.7800901224429315,0.3986295410827695,0.3718962037241975,0.0798039028233094,0.8021883060189914,0.015572253043981988
LOCO_n,442,69.1589822769165,0.8847045393312445,0.347815566480531,0.016947740595308344,0.12637105412488597,0.6719697431477387,0.8100068044251072,0.3850755796446462,0.35045754559583076,0.06721624536234584,0.8248856753961913,0.009893669113915485
LOCO_bt,442,69.24072289466858,0.507759366690396,0.4974908495779737,0.4958792750017486,0.4960101932503874,0.5052123749085973,0.5074893632671311,0.4964329593056087,0.4952821314184868,0.49305631464052413,0.5062037855673766,0.4850628951022817
LOCO_sqd,442,69.24412512779236,0.5097623075183776,0.49749702323776773,0.49641540761619285,0.4959577443168786,0.5063160022023053,0.5090867876165678,0.49731514921470993,0.4954669048066138,0.4931918968460963,0.5079503902408804,0.4892330521413682
S-CPI_ST,442,7.425419330596924,0.7559888280845672,0.9999999785397078,0.0119005496674455,0.5687982543664036,0.08254169457789359,0.9174583054221064,0.24401117191543278,0.8070206228294606,0.08254169457789359,0.8876850350708186,0.5687982543664036
S-CPI_Wilcox,442,7.448185920715332,0.8520442524997847,0.09211999842340984,0.02662698123180428,0.08511761307256732,0.07420442364793631,0.7812627339027783,0.19085756027315953,0.8215245419576791,0.006316252142577629,0.4350498424225274,0.32141041113258284
LOCO_ST,442,69.18351435661316,0.8876850350708186,0.1490353316957698,0.05912005523488036,0.1490353316957698,0.8509646683042302,0.958754353737419,0.19297937717053937,0.08254169457789359,0.24401117191543278,0.6984768054355599,0.05912005523488036
LOCO_Wilcox,442,69.18351435661316,0.864185930395027,0.24703583179822536,0.008883327141271036,0.10942768705500777,0.7737402579096003,0.8420095643317156,0.3094374654094305,0.3393086218192985,0.11412604641978841,0.745818610597261,0.0844797706109276
Semi_KO_ST,442,15.870091915130615,0.5189650193295274,0.0013448303628036506,8.259383924576353e-05,0.0007054496746620372,0.3004367886558592,0.36960487517489954,0.44327579804141315,0.3343182215557052,0.0007054496746620372,0.020352012810521247,0.03915243821985339
Semi_KO_Wilcox,442,15.862420320510864,0.24563316130061352,0.0013827672221334432,7.044745744330133e-06,0.0007520198852015954,0.02513211729009109,0.35025961661335325,0.9041089035559866,0.17383278826629833,0.002969434079578692,0.3172420856976592,0.69250526408902
dCRT,442,84.48280644416809,0.8145457453782673,0.0001379960780175674,1.0105023199308257e-12,6.039280566383885e-07,0.06806544544884063,0.17977382124261576,0.6596425541743531,0.2722145162672225,1.1910516788967447e-05,0.3140072444827563,0.061188734210106434
HRT,442,1148.4503803253174,0.7135922330097088,0.07766990291262135,0.0,0.008737864077669903,0.003883495145631068,0.7197411003236246,0.043689320388349516,0.20194174757281552,0.0,0.36310679611650487,0.1634304207119741
Semi_KO_ST_perm5,442,38.580071687698364,0.8513684832760355,6.959829129180228e-05,1.9011236146194878e-14,1.0803269835281707e-09,0.002657338661929784,0.09721033004321986,0.28287443013945146,0.01140985332269289,8.302052317275417e-10,0.03872319248707717,0.841289979674154
Semi_KO_Wilcox_perm5,442,38.62544846534729,0.00974506064624042,2.158996182134515e-09,3.4961693862438985e-24,2.0001705169146303e-15,0.00020523768011724582,0.046941826410755096,0.057960181404761384,0.003723819526895395,4.265458475698187e-07,0.0768997969900109,0.940315903626912
Semi_KO_ST_perm10,442,67.22383236885071,0.9788578620084468,9.537098857527914e-10,5.06104733027613e-36,6.933020882558195e-12,3.795042164724221e-05,1.239515185750688e-06,0.1794340779275828,0.004237414067986471,1.0269726997094475e-12,0.0722758275790952,0.08553217544365195
Semi_KO_Wilcox_perm10,442,67.324716091156,0.5785423351729035,5.8913685782250384e-12,2.4194339656992928e-45,1.10668849665904e-25,7.67299354673321e-08,0.00026609691904301016,0.20935269746496782,0.002314224901881211,1.1665654631895786e-20,0.06035575365680412,0.20673797858060078
