method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,199.53555512428284,0.0,0.0,0.0051673174156526835,0.00010833855434100315,0.9959774252800397,2.6753044224392397e-12,0.9996213159860816,0.29376122482968436,1.0,0.0,1.0,0.9999999995245944
CPI,1599,14.885098934173584,0.06539471172874829,2.489085706792956e-06,0.0001922205900030125,0.0020702062776061982,0.001155146039062324,0.2049067503577912,0.006669639382790431,0.0014435853934169692,0.003497511500712892,7.318843689762846e-07,3.3705930660465535e-14,0.24154788293489315
CPI_sqrt,1599,14.858036994934082,0.48365385736755856,0.2527882750916662,0.4569855757794786,0.4457709965531317,0.4336847762743392,0.49408149629815284,0.4786823703509459,0.44412233232886245,0.44383666450902737,0.20038728707989745,0.03276174526304746,0.4972304997010246
CPI_n,1599,14.857732772827148,0.5345839882309732,0.00042772457636168184,0.09578794032840243,0.0727984498897527,0.035292888169359805,0.14294276739924577,0.21902492987412403,0.05772134404247011,0.11266328379762286,3.7097849621152885e-05,2.4422022069116226e-12,0.5714880853333559
CPI_bt,1599,15.457051038742065,0.13718102130353838,1.0361504746119669e-32,0.0010495387817984268,6.551631481573218e-06,1.0414971416663765e-10,0.06503994273305914,0.18387890616182767,0.00045364962322960907,0.003991901989982484,1.105663707035901e-90,0.0,0.5576153401585987
CPI_sqd,1599,15.489303827285767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-CPI,1599,18.830261707305908,0.05230892042389471,9.057992571159308e-05,4.643609043749745e-05,0.00011295664960076784,0.006803018052092833,0.1645084355026521,0.003912989841741506,0.00018259219889569684,0.025743516489494796,3.830369373094926e-05,9.91599537050915e-14,0.8344906216907487
S-CPI_sqrt,1599,18.836000680923462,0.4725423858170808,0.22706382540623982,0.4303143958811186,0.43230672292002825,0.38020032064472165,0.49304594755028036,0.4564192046658198,0.41081292664808755,0.43650614474529575,0.19221228133445,0.015684828329548317,0.5046917394364393
S-CPI_n,1599,18.824674367904663,0.22698629817037203,0.0008991181184986463,0.02263035995363558,0.014166296780307425,0.024639968506226753,0.3467492459892218,0.1851239747467508,0.025999103216064398,0.055952310678170754,0.00016269939028906922,5.767565550382238e-11,0.6507045072373603
S-CPI_bt,1599,19.451666355133057,0.07831067681413191,9.247283201382335e-104,6.9054278159503555e-06,2.203876769163511e-05,2.3377938550495664e-10,0.15961451112168806,0.03469078570833936,5.562694524152774e-07,2.634087413739064e-05,4.098723938283028e-126,0.0,0.6121675389703106
