method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11,pval12,pval13,pval14,pval15,pval16,pval17,pval18,pval19,pval20,pval21,pval22,pval23,pval24,pval25,pval26,pval27,pval28,pval29,pval30
LOCO-W,569,3.161126136779785,0.9448578064164889,0.0729406301329023,0.774469693238435,0.7890620235834949,0.9774994674633054,0.9279974654799107,0.7170762688699803,0.7243688167772508,0.5799186603341191,0.973759601900545,0.9191159642159686,0.7507489233604139,0.9219670984557877,0.7681618911281056,0.8574733942055692,0.15037889934741577,0.3912829964841047,0.702684540215699,0.5058340185202674,0.95000830524753,0.11613740709879017,0.3760909151645818,0.7969422254234335,0.1573498174100687,0.015435731201927205,0.2029574534030566,0.8445011691902496,0.6266371054929368,0.057391350173005784,0.35957685417468765,0.3419128987163289
CPI,569,4.256164073944092,0.572325088439245,0.9892578418984034,0.7093641074157983,0.3730351006855442,1.0,1.0,1.0,1.0,1.0,1.0,0.5120853266495266,0.6234747136541773,0.6798789291311773,0.9507706756506227,1.0,1.0,1.0,1.0,1.0,1.0,0.21963455322602687,0.5504052036100254,0.632169743709566,0.08480469661048445,1.0,1.0,0.21670945535907787,0.00570411120757807,0.029104079188064375,1.0,0.19027069508704425
CPI_sqrt,569,4.232860565185547,0.5000855743101248,0.5013266452426061,0.5003279087919154,0.4984836097049436,0.5,0.5,0.5,0.5,0.5,0.5,0.49827616129176067,0.5011317540302069,0.5014266231067607,0.5023751096795678,0.5,0.5,0.5,0.5,0.5,0.5,0.46740805389966067,0.49445616622796057,0.4981002039525077,0.4935562949769287,0.5,0.5,0.4961557402582833,0.4892595503702508,0.4918355407879756,0.5,0.49964180343509756
CPI_n,569,4.231743097305298,0.5306950952461176,0.5140912505213917,0.5285306757161773,0.45661287250901794,0.5,0.5,0.5,0.5,0.5,0.5,0.4934923829363732,0.5142029578530356,0.5067439749285547,0.4829462174444502,0.5,0.5,0.5,0.5,0.5,0.5,0.29595783321058255,0.5228957296657307,0.5042368321466165,0.45818505161192835,0.5,0.5,0.42090435785077823,0.34347914104838506,0.42677407158165487,0.5,0.46996634417756933
CPI_bt,569,4.519606351852417,0.5210038364456302,0.5934880703015362,0.512852972485297,0.43394259876084446,0.5,0.5,0.5,0.5,0.5,0.5,0.5066264870078148,0.487085781136765,0.506987235383057,0.513522079997003,0.5,0.5,0.5,0.5,0.5,0.5,0.23239011408565613,0.4413808167132901,0.4859210091115325,0.5692223395024556,0.5,0.5,0.46258183256067026,0.3910487280048718,0.40731630957400844,0.5,0.4893076912788054
CPI_sqd,569,4.548560380935669,0.9999995266591015,0.9999999999997736,0.9977244641263051,0.41413701940574715,0.5,0.5,0.5,0.5,0.5,0.5,3.775679546664323e-12,1.701265895449935e-36,0.23632540552441555,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,3.0190146310976856e-10,1.004601933226488e-43,0.5,0.5,4.507683257363513e-278,0.0,0.0,0.5,0.0008836582717824911
S-CPI,569,4.3114378452301025,0.7133034566214882,0.8706116309984098,0.688069045098191,0.3611840243620406,0.5,0.5,0.5,0.5,0.5,0.5,0.2590285597070997,0.5397705088250776,0.8592713883284964,0.9080327265104393,0.5,0.5,0.5,0.5,0.5,0.5,0.19027199234346742,0.523725153715382,0.5014305241134296,0.10703473868412472,0.5,0.5,0.15238964492014734,0.007776801616509862,0.01097282678047336,0.5,0.4515031870201219
S-CPI_sqrt,569,4.315345525741577,0.5003386430115021,0.504029954271255,0.5025128029908082,0.49994229262012685,0.5,0.5,0.5,0.5,0.5,0.5,0.49650310155550004,0.5001974581553051,0.5025710638298652,0.5038208039313312,0.5,0.5,0.5,0.5,0.5,0.5,0.47694173707152643,0.5077722234716132,0.49737002337132363,0.49358400819806303,0.5,0.5,0.49467414411258154,0.47697429246952877,0.49029220813969937,0.5,0.49941763957317764
S-CPI_n,569,4.311139822006226,0.5382562660311694,0.5832726001381066,0.5313616869073433,0.4827793712404444,0.5,0.5,0.5,0.5,0.5,0.5,0.453987884801766,0.5307957251699246,0.5324698103169763,0.5364612088573039,0.5,0.5,0.5,0.5,0.5,0.5,0.2847406325400859,0.609328658405646,0.5313131950096106,0.32374140700191606,0.5,0.5,0.4339786939712102,0.22329637199190777,0.39122104031898364,0.5,0.511800810424564
S-CPI_bt,569,4.6238625049591064,0.5558023309130922,0.5927089186886791,0.5436415215415648,0.4421074147399372,0.5,0.5,0.5,0.5,0.5,0.5,0.4600499702247258,0.5215162123547178,0.5155994308026234,0.5461930474636315,0.5,0.5,0.5,0.5,0.5,0.5,0.24030869964970553,0.5881087656393853,0.5191151793848476,0.2688792556270876,0.5,0.5,0.44229513971674245,0.21586235921770325,0.39068297297789445,0.5,0.4949094548743289
