method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10
LOCO-W,442,13.821717023849487,0.605979725823359,0.8123337309707186,0.028552973137412896,0.9075102772357844,0.7936337754082332,0.011463229772143424,0.18192900956995683,0.7691786751524676,0.31028751655690656,0.6841532702630962,0.9748913013826381
CPI,442,2.1397366523742676,0.21258427163824328,0.3113352081181896,0.001462983531098638,0.47048934321796776,0.7669106568820556,0.6984119226439227,0.667323638696198,0.4437576223796858,0.0003114041972156149,0.16005723068404804,0.6526773482456952
CPI_sqrt,442,2.1332950592041016,0.36051009140513235,0.4820362879128833,0.00015160947263566862,0.3584156563308359,0.7202523134529072,0.745291608955128,0.4713743152724972,0.7217260511199783,0.00043384697740408214,0.34414823234499126,0.7242559219118916
CPI_n,442,2.1322433948516846,0.7641880986712335,0.4272048481201234,0.00016645268056381538,0.09989778901553331,0.8721420411598917,0.5950171507137875,0.9368652464303897,0.8174151626810389,6.315689290514159e-05,0.39603222281284245,0.8145536131367702
CPI_bt,442,2.207033634185791,0.5038399805128982,0.5026198888587164,0.4906882714738739,0.5002181844433613,0.4959020170504023,0.514334017864839,0.5183632155962425,0.493157390129644,0.48897419490270344,0.49826386943454615,0.5001722106623966
CPI_sqd,442,2.222604990005493,0.5048369184080557,0.4790867861115502,0.491189813531211,0.49794239450956834,0.5156171762236395,0.5217679700017752,0.4829759120065785,0.5247948389389999,0.4884082122161058,0.4971069846469601,0.49691943844378017
S-CPI,442,5.211857318878174,0.6550754275888381,0.1489063035865968,0.005103198080526318,0.5245846590162492,0.7977992972191605,0.8764967749792596,0.9252468374582222,0.8010735627428693,0.002014186176280179,0.7475667096908691,0.6531297252165854
S-CPI_sqrt,442,5.211126089096069,0.5674055877572749,0.24407174118653885,0.013308373898353059,0.8357306290647496,0.7415847750067791,0.8315294412045882,0.8579514978099043,0.6067435485852876,0.019536177740332457,0.5645398436128968,0.8911242405779898
S-CPI_n,442,5.214817523956299,0.5288175667231898,0.28471592326199957,0.0006357159656558953,0.3725168720429583,0.9307329576868081,0.846026353781863,0.9448366375694708,0.7860892107077545,0.004051469341577978,0.7778142221060855,0.8305435199855477
S-CPI_bt,442,5.255144119262695,0.5036073064423728,0.4770375582924883,0.4952402665703545,0.500223097761326,0.5160655475032785,0.510203284331317,0.5173588601141391,0.5107721272758499,0.49520631755770556,0.5011294254481716,0.5125995601956236
S-CPI_sqd,442,5.2473719120025635,0.5006134904142153,0.4746628703498167,0.4955152488702483,0.4993596832197471,0.5037729647655917,0.5040802025609669,0.5152070100515381,0.5069862058544471,0.49278408360687864,0.5011431379550038,0.5071089465550476
S-CPI2,442,35.51997470855713,0.6947953341831516,0.21261964702962416,0.003858017870054737,0.648807175698045,0.8706102320983282,0.8787378369393246,0.9261190099103265,0.7393020544302291,0.0051638758865175174,0.7099517995652048,0.8616444405089534
S-CPI2_sqrt,442,35.526519536972046,0.6615339302067922,0.2893266733544958,0.0023510570126358955,0.5523482468825772,0.7761366765303597,0.8842325764459416,0.889835319979791,0.709990880800956,0.003986143359485209,0.712827158223988,0.770608914306488
S-CPI2_n,442,35.606287479400635,0.6111520003408977,0.2217069017993103,0.0017680101257505822,0.6295750653386925,0.8213888209639744,0.8784392540708384,0.9285429693644617,0.7132076596044336,0.004549608231017529,0.6562409254665211,0.8015475976552848
S-CPI2_bt,442,35.76532030105591,0.5039000237996208,0.4875931790514363,0.49623922897650413,0.5006092524243974,0.5119129237233522,0.513295462819702,0.5179229190436726,0.5168079223602376,0.49472563897457206,0.5008696781902253,0.5066215951782208
S-CPI2_sqd,442,35.596787452697754,0.5022744236979584,0.4805484459203169,0.4952299800504541,0.5006785249774107,0.510049262711424,0.5139411197727198,0.5186262987648818,0.515478176788055,0.4944853996742173,0.5016054158901152,0.5095030284161044
LOCO,442,9.841333627700806,0.22048349177436655,0.08527615371277864,0.011618654684956143,0.540737348351455,0.3727564343804246,0.7584018807595029,0.7907661972469036,0.4434438792454722,0.05206988415910536,0.7952838397951641,0.6044596195707604
LOCO_sqrt,442,9.836807489395142,0.24053037855670167,0.12183435211160137,0.013442024083542756,0.5394519096936261,0.3891662797321785,0.7315904600442344,0.766985473606481,0.45206985971747377,0.056685300180653916,0.7848459437126716,0.5953905553245699
LOCO_n,442,9.83424425125122,0.22232743060612897,0.08852510031802918,0.01177125509970354,0.5406225850151385,0.37436588960969075,0.7558586288370919,0.7885626192413018,0.4443124971870634,0.052467265019078356,0.7943534996107691,0.60360631771454
LOCO_bt,442,9.911054372787476,0.49597807004742467,0.4864170677930856,0.4956430462792219,0.5002324920485186,0.49743621028728735,0.5074070737971579,0.5061553496207583,0.4983799665990256,0.49696692882941124,0.5024037020831505,0.5017137320192255
LOCO_sqd,442,9.909915208816528,0.4961429763510459,0.4837048570308721,0.49623244684641304,0.500237673396822,0.49706286801481603,0.5053457842561567,0.5059697979772282,0.498211364396773,0.4973577224441166,0.5026571950870778,0.5016463859706742
S-CPI_ST,442,2.1408426761627197,0.9814857449679257,0.999999997518523,0.04124564626258096,0.5687982543664036,0.4312017456335963,0.9408799447651196,0.9814857449679257,0.9719860590805498,0.028013940919450156,0.6355730306632081,0.36442696933679186
S-CPI_Wilcox,442,2.1494553089141846,0.5847395286338657,0.03988161550176577,4.8139914702172154e-05,0.5054986072225631,0.7973949841126229,0.9606152604558297,0.4583449317534781,0.6150995795322353,0.0023541349534578707,0.7143029968209161,0.7413800665982861
