method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,4898,104.6658022403717,0.4740797511314254,0.8474968342451991,0.3839590506806194,0.1347952392877686,0.37804438124133877,0.34032959164815124,0.5903947751480236,0.14509964077985427,0.005373739373298325,0.9626870245676739,0.7441194878179034,0.46884957408122996
CPI,4898,17.53162169456482,0.004591786199320135,4.1926332703437945e-22,5.373822170244469e-09,2.036885475027517e-11,3.56391609473367e-11,2.305440435468219e-07,0.0004756143244543445,5.499399597717451e-12,5.646487373284022e-14,3.142148813517255e-07,9.645214317120757e-37,0.46025424969510337
CPI_sqrt,4898,17.4968159198761,0.3958782102824241,0.014849758921936976,0.3175015582250416,0.12566612508550606,0.3305845980175084,0.22481062031155724,0.4807593970328971,0.36960213384219165,0.2118371318451555,0.3619200987659469,0.00032855370861686417,0.5022777505953189
CPI_n,4898,17.469691276550293,0.0038974136116142898,1.0795107568446822e-17,1.663573973360702e-05,3.6301620068960063e-08,1.4110261489952422e-06,1.6881845763309802e-06,0.1358499811962065,0.00010892093113154027,6.107387520582046e-10,5.5455561274952226e-06,3.8892468760015414e-25,0.6137866904869765
CPI_bt,4898,22.423250436782837,8.957967760228896e-22,0.0,6.660176506234141e-82,0.0,1.1740464896866618e-129,1.2884435916796493e-112,0.12444658027941952,1.757482135123639e-53,0.0,2.7524958217023374e-76,0.0,0.4665827954161201
CPI_sqd,4898,22.522910594940186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI,4898,25.12241506576538,0.00908844404559384,1.1442528536671615e-16,2.7552173024735317e-09,4.419945075154546e-09,1.6046181810070083e-05,1.8549454867582616e-06,0.0036528974138896955,1.2189709477372228e-10,1.0068870793169605e-13,8.736113993582862e-11,7.533232747929071e-26,0.8979024880942748
S-CPI_sqrt,4898,25.140716552734375,0.3639158047092049,0.009409489753902536,0.280555493475379,0.11742310299117209,0.2547634936994755,0.224807433242679,0.4792499970413523,0.3045502189234583,0.16289384028114123,0.27965792341039275,0.00034090881322670886,0.5191335738368206
S-CPI_n,4898,25.131412982940674,0.008129563030620795,1.4784368655433552e-13,2.0231243271919696e-07,1.9993141101877905e-08,1.9185646879286197e-05,0.0002124070456440755,0.07947477031161543,3.44186363543056e-07,6.117198809021365e-11,7.124283885107623e-08,3.171065307628013e-23,0.7774491281818765
S-CPI_bt,4898,30.170196056365967,1.6322156591547782e-56,0.0,1.0058828365186351e-144,0.0,3.3839250075854867e-167,4.276238699384212e-253,0.006086584918588496,1.9335087115363982e-67,0.0,4.2448673280904575e-138,0.0,0.8400649303691148
S-CPI_sqd,4898,30.188060760498047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S-CPI2,4898,100.87081050872803,0.006650859456058721,2.5940721590606642e-15,5.447405128924784e-10,4.846464419448125e-09,3.673577529576387e-06,7.654866432371975e-05,0.007525933803032102,1.1880973950269824e-11,8.989857595159221e-15,4.5838616150960365e-10,3.803023768739758e-24,0.9434282423296809
S-CPI2_sqrt,4898,100.88344645500183,0.3715767439620872,0.009816113799439159,0.2654251789690609,0.12834472397039248,0.2629012544174745,0.2337629584578928,0.47366943009185825,0.305653426235011,0.13771669635299283,0.26967504241208423,0.00016265444345152095,0.5182920979919452
S-CPI2_n,4898,100.97587490081787,0.017551267006846605,3.47792247209234e-14,1.919253016928313e-07,7.261235069250534e-08,1.5850406899370516e-05,0.00026381384799344803,0.10760992957775889,1.7542292044019267e-07,4.9785341279689594e-11,3.926943717439551e-07,3.3356460696093696e-22,0.7919526227374659
S-CPI2_bt,4898,105.60954260826111,1.647797774766316e-53,0.0,8.626554566903646e-160,0.0,1.3273280416659883e-176,3.485914244974575e-217,0.005132151778845792,2.8359996932334193e-104,0.0,9.796807362733366e-155,0.0,0.9716189893923491
S-CPI2_sqd,4898,105.50138211250305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LOCO,4898,85.79692649841309,0.8745011811833272,0.25232157519004195,0.38240371940905427,0.29083939230000705,0.13238826408515497,0.022108935500850406,0.8490453655300385,0.47686121187105907,0.009464132386667925,0.519615015960113,0.18551080845248175,0.9876183777879216
LOCO_sqrt,4898,85.73160171508789,0.5578263129819181,0.4418163089797875,0.48877603722687957,0.4768460651826756,0.4419181675331712,0.3036692511916791,0.5286250709927554,0.4981086219312875,0.3823021032752968,0.5019609876649944,0.4203087114296649,0.5775511135625842
LOCO_n,4898,85.73554873466492,0.8347303768533123,0.2707530840772888,0.4055126914525331,0.32596569213274784,0.1708759840408431,0.03075308964659596,0.7779688544379273,0.4821030103054506,0.02320033196932411,0.5158859564656076,0.2058956163695626,0.9610737935666935
LOCO_bt,4898,90.75784277915955,0.9999999998195982,8.674513579244528e-12,0.11899193239142769,0.006931438133977388,1.2335383823443255e-10,3.459577402664459e-126,0.9983842553418244,0.4220681765929445,1.662418740481147e-38,0.5820536015575789,8.627785546720502e-21,0.9999999999999998
LOCO_sqd,4898,90.84376859664917,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.773341550807203e-177,0.0,1.0,0.0,1.0
S-CPI_ST,4898,17.495545864105225,0.0015963118628992419,1.3541094558839838e-17,0.002620359430534045,6.226147908514092e-05,1.084420828923477e-09,0.0917193846452878,0.9999999999999961,2.444294368209208e-06,2.818127364725151e-09,2.3177021034422827e-07,3.9974683623221005e-23,1.0
S-CPI_Wilcox,4898,17.562623500823975,7.728821639148999e-08,4.041140542079771e-31,2.3583197580884145e-11,3.02302703338e-19,1.8342762735345126e-14,3.0500335187843847e-10,4.2254020365244133e-07,1.2671744512534286e-19,6.667382866566375e-22,4.7746213461321834e-15,6.795500646775789e-40,0.8917658085833083
LOCO_ST,4898,85.82381057739258,0.9597419460302079,0.42756999970081117,0.42756999970081117,0.8689717035006448,0.9314632065803444,0.2406558111541427,0.9996194334686588,0.9883862123400079,0.32874753537936663,0.8052967511988126,0.4072108382312565,0.9999999762043355
LOCO_Wilcox,4898,85.82381057739258,0.762321796123378,0.015423673384711685,0.1691205159113297,0.5095473043929543,0.2600725858538398,0.0038253590078101405,0.8839671982579786,0.5940193894003976,0.002997109168893349,0.15596126862635884,0.20971604147363482,0.9999675844849538
Semi_KO_ST,4898,75.27019143104553,1.0,0.7113217026393265,0.9999970647735156,1.0,0.9999998768197813,1.0,1.0,1.0,0.9999942794016191,0.9999999998272086,0.999999999486048,1.0
Semi_KO_Wilcox,4898,74.88106369972229,0.08164658319501267,1.7404936048152246e-10,0.859485788559961,0.0011107893616952266,0.4802313478421162,0.6322311511247339,0.2166460470888144,0.17686688312807414,0.028505861632636215,0.2051993792224533,0.0045444968560310805,0.960513293880858
dCRT,4898,109.5343873500824,0.5483017123991376,1.4464485353753036e-17,0.08413990682503991,0.000262906950498013,0.023096538494315817,0.004337142685443042,0.2951748920587428,6.85243595233637e-05,2.9307699308832914e-06,5.1511194155039744e-05,0.03143993591183243,0.43854701026048326
HRT,4898,28259.311037540436,0.0,0.0,0.0,0.0,0.0,0.0,0.0006126021003500583,0.0,0.0,0.0,0.0,0.854463243873979
Semi_KO_ST_perm5,4898,325.6514427661896,1.0,0.07894403589237595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Semi_KO_Wilcox_perm5,4898,324.30776476860046,0.96498676161775,1.4568878529208753e-38,0.6028789244519874,1.2456157490352576e-05,0.45738478323242027,0.4761642011642166,0.27655870167642244,0.024057957252391442,2.6012873965796368e-05,0.06958515636382705,1.1091585695443481e-06,0.5943011697478342
Semi_KO_ST_perm10,4898,639.8006241321564,1.0,0.19158706996146796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Semi_KO_Wilcox_perm10,4898,639.704029083252,0.1562525643959844,1.4814986728246335e-53,0.22716305013729093,3.9866626968109853e-13,0.04665523147843303,0.4069328015970094,0.645523226406869,0.00563140583116431,0.004907049482746934,0.0030827563076885733,3.858735039029463e-14,0.8167303123382175
