method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,4898,1.6503095626831055,0.6999589379163594,0.011387535060962906,0.9726831932386677,0.2023434938849049,0.15055488230817637,0.7811517888733429,0.24623288009475996,0.6529552715661526,0.6225673527101948,0.3998190023434667,6.661338147750939e-16,0.5057423205096159
CPI,4898,9.928930044174194,0.03686549891762666,1.7871976924266977e-09,1.0,0.00016508758633207744,1.0,0.10637005727550025,0.34477228927567166,1.0,0.16792281715124874,0.08707232082461597,7.085624596293936e-18,0.8311002140896336
CPI_sqrt,4898,9.955760478973389,0.45395390442422107,0.10698838180892034,0.5,0.439288800621215,0.5,0.4868730773743364,0.49652862645898865,0.5,0.49047678067629,0.4651405902198345,0.0013175575929101127,0.5002110128398907
CPI_n,4898,9.90499496459961,0.07933246183858794,3.31219888031318e-08,0.5,0.010287070525601788,0.5,0.3838368735665092,0.5546171114480661,0.5,0.496776102489171,0.20454726749539803,4.5884959616781364e-24,0.502605347246929
CPI_bt,4898,14.693321466445923,0.0007371053458733164,0.0,0.5,1.6630441683428118e-10,0.5,0.12349194965278348,0.5680667311540596,0.5,0.5966899742331202,0.003483275833805652,0.0,0.5202894020395032
CPI_sqd,4898,14.638468742370605,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,1.0
S-CPI,4898,9.908695697784424,0.0787868363679669,1.756814853316245e-06,0.0015474436788515814,0.0004969479349632748,0.0015474436788515814,0.11568972986715115,0.6269747113755789,0.0015474436788515814,0.1644560375095832,0.0238213491789324,4.929923742067991e-13,0.46459374843359474
S-CPI_sqrt,4898,9.923834085464478,0.47206978861140025,0.14867701765524594,0.4999999999999982,0.43056463133319317,0.4999999999999982,0.49270726073573684,0.5010359496002548,0.4999999999999982,0.4852358076092407,0.4626232046631488,0.0052387646873064435,0.5001254064740938
S-CPI_n,4898,9.894590854644775,0.20757967891690843,5.3600884410974965e-05,0.4999999999999327,0.027136150187397914,0.4999999999999327,0.33874248257934314,0.5261048142675071,0.4999999999999327,0.36220354652261877,0.16642610506637912,2.60478568234972e-13,0.5139150061244897
S-CPI_bt,4898,14.647012948989868,0.0018498083393608583,0.0,0.4999999999999327,3.629950382242096e-14,0.4999999999999327,0.14952120999895346,0.5499985570146284,0.4999999999999327,0.1736635826211826,0.0008640791065356494,0.0,0.49332600260676784
