method,n,tr_time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9,pval10,pval11
LOCO-W,1599,12.292778253555298,0.9999881726943145,0.211640053808684,0.759911466280563,0.9575911274628444,0.6815784913584241,0.9417462021352758,0.37542372052657746,0.7696021582270811,0.2873292838059025,0.038300099350459194,0.5479811285591559,0.28938143511444725
CPI,1599,3.9071385860443115,0.03563856062608657,0.0007548542838606898,0.2767738965077041,0.06966555796928434,0.020900968494902486,0.04334607058754456,0.001660938793011044,0.013329001364941721,0.026290229728043516,7.4935531368089994e-06,6.616309272466943e-12,0.016642302868667223
CPI_sqrt,1599,3.8790102005004883,0.4775309885627461,0.2903505816529021,0.4748461588292286,0.45709315327738204,0.3946977133666411,0.49250855795466464,0.4264994254119737,0.376208267284581,0.4572238904072955,0.20061488040557907,0.04027165042099611,0.4509534009431029
CPI_n,1599,3.876152992248535,0.21031346062958417,0.010527041016942821,0.30804263861596415,0.16404964995815735,0.13353703790538102,0.11940285962969038,0.10714773432659452,0.01714322642416171,0.06664647579495231,0.00019503277555398742,1.7469164007852015e-09,0.04702412099158363
CPI_bt,1599,4.464686393737793,0.11364928031811938,1.2510099896404338e-15,0.0017980765430362152,4.304535725197864e-11,2.787827446267598e-12,0.00014133606518144755,0.004792075187508257,1.4281159931351226e-22,9.158670721593313e-05,9.528443617599349e-74,0.0,0.021475033853530442
CPI_sqd,1599,4.504252195358276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7120963775236308e-59,0.0,0.0,0.0
S-CPI,1599,4.111482858657837,0.19795280384864072,0.02080302223963848,0.3767093462634929,0.08992669673879083,0.1035309652574366,0.20159902804396507,0.0341887879412871,0.002726222874341224,0.43329394751882205,0.0038272894792107832,6.07984325156459e-11,0.08149505829347004
S-CPI_sqrt,1599,4.099456310272217,0.4531419158395567,0.355153747259503,0.46671869490568535,0.46057969083681066,0.4311184994480343,0.4809616602299342,0.42659780251669294,0.3648541349407896,0.4266364412047772,0.25301699457486226,0.045619866823680716,0.46407855168097545
S-CPI_n,1599,4.095548629760742,0.3884891109633726,0.03072997225858401,0.33040381199896973,0.17007777400523033,0.16080163819268,0.34977525253017494,0.045619175491970594,0.02399731040387824,0.24238837431620008,0.008575581964143502,4.189631033243621e-08,0.19011701440584555
S-CPI_bt,1599,4.701324701309204,0.15342822509163423,2.4444946365238812e-37,0.07401742245538229,9.142920443052702e-06,4.1711956031082636e-05,0.019264731432550357,8.033232939830217e-07,4.4842101565031605e-20,0.007426254276276493,3.890447924456089e-53,0.0,0.0043507093232532735
S-CPI_sqd,1599,4.7113261222839355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-CPI2,1599,6.244873762130737,0.18684628277731258,0.02870268979582381,0.2970986070456816,0.06232138918023088,0.08076506442564435,0.2629919954639628,0.09720450211906284,0.007237681201386628,0.24932685515221997,0.0023755159487112063,1.5353469729853527e-11,0.0859667859808168
