method,n,tr_V0,pval0,tr_V1,pval1,tr_V2,pval2,tr_V3,pval3,tr_V4,pval4,tr_V5,pval5,tr_V6,pval6,tr_V7,pval7,tr_V8,pval8,tr_V9,pval9,tr_V10,pval10,tr_V11,pval11,tr_V12,pval12,tr_V13,pval13,tr_V14,pval14,tr_V15,pval15,tr_V16,pval16,tr_V17,pval17,tr_V18,pval18,tr_V19,pval19,tr_V20,pval20,tr_V21,pval21,tr_V22,pval22,tr_V23,pval23,tr_V24,pval24,tr_V25,pval25,tr_V26,pval26,tr_V27,pval27,tr_V28,pval28,tr_V29,pval29,tr_V30,pval30,tr_V31,pval31,tr_V32,pval32,tr_V33,pval33,tr_V34,pval34,tr_V35,pval35,tr_V36,pval36,tr_V37,pval37,tr_V38,pval38,tr_V39,pval39,tr_V40,pval40,tr_V41,pval41,tr_V42,pval42,tr_V43,pval43,tr_V44,pval44,tr_V45,pval45,tr_V46,pval46,tr_V47,pval47,tr_V48,pval48,tr_V49,pval49,tr_time
LOCO-W,200,1.0,0.1927812165953966,0.0,0.4510813688847226,0.0,0.9199741803340291,0.0,0.17577184756039788,0.0,0.00012050623499271218,0.0,0.9998887508047051,0.0,0.7506471947569483,0.0,0.41130297647062497,0.0,0.999999999457595,0.0,0.4020435811412221,0.0,0.9999979307946639,0.0,0.9011124828484103,0.0,0.5775706533200486,0.0,0.15899675520822187,0.0,0.9110715578608379,0.0,0.1578469962603426,0.0,0.338438898917518,1.0,0.12402784547126622,0.0,0.985901083816576,0.0,1.0,0.0,0.00031846065200658025,0.0,1.0,1.0,0.48109290705960894,1.0,0.720474850855191,0.0,0.20381934774595067,0.0,0.9241997419414787,0.0,0.9457615091367496,0.0,0.9999997259069537,0.0,0.27277817766315127,0.0,0.40754648025364393,0.0,0.47564779741876495,0.0,0.9999938698343789,0.0,1.0,1.0,0.07757933675252437,0.0,0.23829210769360643,0.0,0.17234779592466687,1.0,0.3005286725960974,0.0,0.29794327563069056,1.0,0.7194801483044181,1.0,0.328784484991673,0.0,0.39900689091515706,0.0,0.36493876414790427,0.0,0.40915724800767816,0.0,0.23731479122784616,1.0,0.025838962836018387,1.0,0.47863507829617535,0.0,0.9999999964971406,0.0,1.0,1.0,2.6449169467590572e-05,1.0,0.5052870643940108,144.4927020072937
LOCO-W,500,1.0,0.22454368836294814,0.0,0.9992911929964092,0.0,0.5893340307720433,0.0,0.6355362399666851,0.0,0.9037066687202749,0.0,0.0,0.0,0.5165726593749784,0.0,0.19025192126797208,0.0,0.15768775603066176,0.0,0.5361452371975679,0.0,0.00033971484787032047,0.0,0.40403275911824,0.0,0.21540198823538825,0.0,0.04814942563487945,0.0,0.6824994256996382,0.0,0.5065699566082642,0.0,0.9993584662656047,1.0,0.30701802151065505,0.0,0.1796466652595221,0.0,0.6556844285540318,0.0,0.7527940756034364,0.0,0.7957540724338314,1.0,0.47738653003117837,1.0,0.4175137829101889,0.0,0.432268561690922,0.0,0.38027428703773525,0.0,0.4313319753114201,0.0,0.08434571102479482,0.0,0.4957647885173657,0.0,0.5750747308510006,0.0,0.9817237390744009,0.0,0.5257149962122012,0.0,0.5078184852831553,1.0,0.5541721272799418,0.0,0.9999312795931423,0.0,0.49658583387091615,1.0,0.3958314811909822,0.0,0.44827545826132464,1.0,0.5110360132054417,1.0,0.579274593517221,0.0,0.45538469189754593,0.0,0.9986231495279992,0.0,0.28358320177712415,0.0,0.5998804936283899,1.0,1.0,1.0,0.7044877300671268,0.0,0.5444360579467017,0.0,6.025159025035975e-07,1.0,0.0002751092824598844,1.0,0.0,299.090802192688
LOCO-W,1000,1.0,0.13239037406683618,0.0,0.8839312799186658,0.0,0.7380534152797867,0.0,0.061191756860058066,0.0,0.0,0.0,1.8196555373606316e-12,0.0,0.8689039781111634,0.0,0.8344865073992587,0.0,9.021810857978707e-05,0.0,0.9845057497268473,0.0,0.0490920092264141,0.0,0.9900509802996416,0.0,0.6082995411160466,0.0,0.9999999999996961,0.0,0.0,0.0,3.4416913763379853e-15,0.0,0.0,1.0,1.0,0.0,0.6629314363876512,0.0,0.015252807923741063,0.0,0.01893475718161497,0.0,0.9998410152652745,1.0,0.0,1.0,0.0,0.0,0.8845510213549168,0.0,0.48988710329745566,0.0,0.6661577274802337,0.0,0.5631347076042194,0.0,0.4281760855536948,0.0,0.321791029217124,0.0,0.5232491731857811,0.0,0.5833896982547436,0.0,0.13996855979055334,1.0,0.8406485373302676,0.0,0.00932232978828551,0.0,0.025606399420300185,1.0,0.20704751912880937,0.0,0.5679638485544933,1.0,0.28956631015735135,1.0,0.0011361089546929604,0.0,0.9199282596723524,0.0,0.9727553280190542,0.0,0.6978846738840699,0.0,0.9999195983133009,1.0,0.9994889586651835,1.0,0.9895871241903935,0.0,2.641768692690505e-09,0.0,0.28151778914945325,1.0,0.40796587246845983,1.0,0.7877616724902101,595.4208433628082
LOCO-W,5000,1.0,0.9982144759366653,0.0,0.9140959261055633,0.0,0.8889725152670551,0.0,0.9999916802269307,0.0,0.5639249323432362,0.0,0.38262286317270733,0.0,0.3660096639406637,0.0,0.23646855631744712,0.0,0.5328841128934578,0.0,0.9999964569607886,0.0,0.243113400743606,0.0,8.739531320856031e-11,0.0,0.7092599226967571,0.0,0.2652383561979209,0.0,0.3071598306606409,0.0,0.38614139288036564,0.0,0.6875323986204308,1.0,0.40869913506754285,0.0,0.9999858161364291,0.0,0.6465778930702091,0.0,0.3134637150557086,0.0,0.005331734185821779,1.0,0.923838155120149,1.0,0.001752896008705318,0.0,0.8597544231315044,0.0,0.07808025092514559,0.0,0.8048732607803755,0.0,0.9016767634704967,0.0,0.32507321678212375,0.0,0.9997926639137696,0.0,0.9999994662067808,0.0,1.4774924861349348e-07,0.0,0.9999999999991082,1.0,0.3332722983727694,0.0,0.29521761400778423,0.0,0.20576405777574225,1.0,0.010353391733726736,0.0,2.0053887439530627e-09,1.0,1.705679323527054e-05,1.0,0.749286967693202,0.0,0.4417118148771443,0.0,0.9825346142568224,0.0,0.5030628834363231,0.0,0.999862925346896,1.0,0.0014073440714402752,1.0,0.3189093845280344,0.0,2.176350219151857e-06,0.0,0.9999999999977895,1.0,0.009552189846848358,1.0,0.09944849939544764,2919.8495285511017
CPI,200,1.0,0.5182674387060444,0.0,0.1575560980616867,0.0,0.49904110366377896,0.0,0.8433781132993616,0.0,1.0,0.0,0.8762097343507032,0.0,1.0,0.0,0.01250978998192161,0.0,0.20024122511848674,0.0,1.0,0.0,0.30981525695168,0.0,1.0,0.0,0.1566218867027404,0.0,0.15662188670064453,0.0,1.0,0.0,0.24144519445359686,0.0,0.9631556209842398,1.0,0.15662188670031862,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5959733322829291,1.0,0.1780711811241229,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06041867446663577,0.0,0.6831867521746142,0.0,1.0,0.0,0.8433781132993524,0.0,1.0,0.0,0.6661496620711591,1.0,0.7337137245737849,0.0,0.1566218867008079,0.0,0.8122933331731824,1.0,0.2405272486120198,0.0,0.937271462786057,1.0,0.2152916575370632,1.0,0.4736548009331268,0.0,0.753951463423133,0.0,0.3494872836552534,0.0,0.8433781132998098,0.0,0.26255165611796116,1.0,0.45378811220702947,1.0,0.22257780038356478,0.0,0.04349429290562117,0.0,1.0,1.0,1.0,1.0,0.8334296271351298,4.711899518966675
CPI,500,1.0,0.1578459872993206,0.0,0.8239943801212862,0.0,1.0,0.0,0.8243791500198662,0.0,0.15784598729928068,0.0,0.8421540127004499,0.0,1.0,0.0,0.6230530602944628,0.0,1.0,0.0,0.38308141358130976,0.0,0.9491675433254387,0.0,0.12177687385798014,0.0,0.15784598729928612,0.0,0.7971742982543628,0.0,1.0,0.0,1.0,0.0,0.11433958811885642,1.0,1.0,0.0,0.8723279673839319,0.0,1.0,0.0,0.8421540127002042,0.0,0.8683719198668722,1.0,0.40263872616995144,1.0,0.8421540126813845,0.0,0.15784598729911742,0.0,0.8421540126998571,0.0,1.0,0.0,1.0,0.0,0.8924847621488513,0.0,1.0,0.0,1.0,0.0,0.8012937226086194,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.15784598729834703,0.0,1.0,1.0,0.2732643831059296,1.0,0.7543314697177412,0.0,0.052210803362035124,0.0,0.1578459872990567,0.0,1.0,0.0,0.15784598729932753,1.0,0.4828217984618659,1.0,0.8658329018273094,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8.903076410293579
CPI,1000,1.0,0.08050319198248312,0.0,0.22487018376588347,0.0,1.0,0.0,0.2721463642012586,0.0,0.11114092329551112,0.0,1.0,0.0,0.4238801878191242,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.05044964457466542,0.0,0.7542253754941031,0.0,0.7504324219162166,0.0,0.7164821746644813,0.0,0.7434288250343062,0.0,0.5472030097912828,0.0,0.10304258062985028,1.0,0.38680402062910035,0.0,0.20703845521855996,0.0,1.0,0.0,0.785923754986511,0.0,1.0,1.0,0.026567171353560445,1.0,0.05294446587840277,0.0,0.21209229624989434,0.0,0.4390285322840838,0.0,0.6338168984731064,0.0,0.15825129612797834,0.0,0.8417487038719557,0.0,0.44145210124264556,0.0,0.29060518983226635,0.0,1.0,0.0,0.04729032415947284,1.0,0.833307388519626,0.0,1.0,0.0,0.8556835393879925,1.0,0.6417806925968196,0.0,0.9440569961042959,1.0,0.37444381851077513,1.0,0.1428231778906463,0.0,0.8417487038721216,0.0,0.5914993789627824,0.0,1.0,0.0,0.48041134273794445,1.0,0.9102287568933859,1.0,0.008084728330054754,0.0,0.22740762541977505,0.0,0.3092586653420234,1.0,0.21831948211365138,1.0,0.6110314744012316,22.91080355644226
CPI,5000,1.0,0.07856064856494094,0.0,0.030386101828809367,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.420186979612933,0.0,0.30910798432299746,0.0,1.0,0.0,0.8414254298710699,0.0,0.20983264345110786,0.0,0.15857457012868664,0.0,0.09626020940101787,0.0,1.0,0.0,0.216105737667861,0.0,0.7711177999733996,0.0,0.18300379646354437,1.0,0.3090734100967216,0.0,0.7940412449164378,0.0,0.8414254298705669,0.0,1.0,0.0,0.17455112402336742,1.0,0.0007261899480986877,1.0,0.014830490425428458,0.0,0.24744125240275577,0.0,0.22661485323681219,0.0,0.1585745701268187,0.0,0.8414254298713166,0.0,0.8113433212607577,0.0,1.0,0.0,0.4669387530749893,0.0,1.0,0.0,0.4650294175611071,1.0,0.001038394036277451,0.0,0.6383698620624391,0.0,1.0,1.0,0.0024826345692759775,0.0,0.8706764820066442,1.0,0.1507467562185193,1.0,0.0031469059259975414,0.0,0.5428643960433097,0.0,0.5242471668039647,0.0,0.3700770986981643,0.0,0.32922821536896013,1.0,0.00011057310962244262,1.0,0.056432943821455826,0.0,0.020354131763428637,0.0,0.1839692061408046,1.0,0.033049414831799004,1.0,0.0009408387527879611,82.08349108695984
CPI_sqrt,200,1.0,0.5018456084477112,0.0,0.4780104308657812,0.0,0.4999505016318593,0.0,0.5441988572662411,0.0,0.5,0.0,0.5293596541325456,0.0,0.5,0.0,0.4032117741227278,0.0,0.4446538231301371,0.0,0.5,0.0,0.449717727122716,0.0,0.5,0.0,0.49976728193117087,0.0,0.4837891867758145,0.0,0.5,0.0,0.46259219715223776,0.0,0.7217739676757782,1.0,0.49775208831012735,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5167006727767877,1.0,0.42010298237727745,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.3065677436431161,0.0,0.5055384263061484,0.0,0.5,0.0,0.5201001208968913,0.0,0.5,0.0,0.6150564809925603,1.0,0.5092672965803796,0.0,0.4979865083884783,0.0,0.591918040899194,1.0,0.4370432059952596,0.0,0.8940779159735135,1.0,0.4872720939365721,1.0,0.49152547182816797,0.0,0.6387146036197793,0.0,0.48722567566623853,0.0,0.5009203396439533,0.0,0.43934177469637137,1.0,0.47318545676732526,1.0,0.34877174082311274,0.0,0.33182179880041196,0.0,0.5,1.0,0.5,1.0,0.6444755259797031,4.702731370925903
CPI_sqrt,500,1.0,0.30200494924391175,0.0,0.5535442992709615,0.0,0.5,0.0,0.5771422647409734,0.0,0.49552020839329025,0.0,0.5074011808191763,0.0,0.5,0.0,0.5379332923540847,0.0,0.5,0.0,0.4851835949524128,0.0,0.5603013576667412,0.0,0.48155553313803207,0.0,0.440874073365245,0.0,0.6429194478511854,0.0,0.5,0.0,0.5,0.0,0.47868480276051223,1.0,0.5,0.0,0.5401667992081838,0.0,0.5,0.0,0.5034850385793203,0.0,0.5111667142559553,1.0,0.46750820560971884,1.0,0.5001349946247398,0.0,0.4941989847938102,0.0,0.501279951863086,0.0,0.5,0.0,0.5,0.0,0.6670637666687325,0.0,0.5,0.0,0.5,0.0,0.6707420777583447,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.4989506035280245,0.0,0.5,1.0,0.3962510683921612,1.0,0.6780065930326709,0.0,0.491965551271037,0.0,0.4925380437054852,0.0,0.5,0.0,0.476926860492478,1.0,0.49346011323513445,1.0,0.6930968222140697,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,9.2013521194458
