method,n,tr_V0,pval0,tr_V1,pval1,tr_V2,pval2,tr_V3,pval3,tr_V4,pval4,tr_V5,pval5,tr_V6,pval6,tr_V7,pval7,tr_V8,pval8,tr_V9,pval9,tr_V10,pval10,tr_V11,pval11,tr_V12,pval12,tr_V13,pval13,tr_V14,pval14,tr_V15,pval15,tr_V16,pval16,tr_V17,pval17,tr_V18,pval18,tr_V19,pval19,tr_V20,pval20,tr_V21,pval21,tr_V22,pval22,tr_V23,pval23,tr_V24,pval24,tr_V25,pval25,tr_V26,pval26,tr_V27,pval27,tr_V28,pval28,tr_V29,pval29,tr_V30,pval30,tr_V31,pval31,tr_V32,pval32,tr_V33,pval33,tr_V34,pval34,tr_V35,pval35,tr_V36,pval36,tr_V37,pval37,tr_V38,pval38,tr_V39,pval39,tr_V40,pval40,tr_V41,pval41,tr_V42,pval42,tr_V43,pval43,tr_V44,pval44,tr_V45,pval45,tr_V46,pval46,tr_V47,pval47,tr_V48,pval48,tr_V49,pval49,tr_V50,pval50,tr_V51,pval51,tr_V52,pval52,tr_V53,pval53,tr_V54,pval54,tr_V55,pval55,tr_V56,pval56,tr_V57,pval57,tr_V58,pval58,tr_V59,pval59,tr_V60,pval60,tr_V61,pval61,tr_V62,pval62,tr_V63,pval63,tr_V64,pval64,tr_V65,pval65,tr_V66,pval66,tr_V67,pval67,tr_V68,pval68,tr_V69,pval69,tr_V70,pval70,tr_V71,pval71,tr_V72,pval72,tr_V73,pval73,tr_V74,pval74,tr_V75,pval75,tr_V76,pval76,tr_V77,pval77,tr_V78,pval78,tr_V79,pval79,tr_V80,pval80,tr_V81,pval81,tr_V82,pval82,tr_V83,pval83,tr_V84,pval84,tr_V85,pval85,tr_V86,pval86,tr_V87,pval87,tr_V88,pval88,tr_V89,pval89,tr_V90,pval90,tr_V91,pval91,tr_V92,pval92,tr_V93,pval93,tr_V94,pval94,tr_V95,pval95,tr_V96,pval96,tr_V97,pval97,tr_V98,pval98,tr_V99,pval99,tr_time
LOCO-W,200,1.0,0.9357758979235227,1.0,0.9266549449206334,1.0,0.8652418995783693,1.0,0.8282417995133557,1.0,5.9145744163435765e-06,0.0,0.9944488142842786,0.0,0.5151172430730373,0.0,0.9999999969200435,0.0,0.8483882830241483,0.0,0.0021444466993242317,0.0,0.8851681895649167,0.0,8.498622663388744e-07,0.0,0.10945618546949332,0.0,0.12701726016768022,0.0,0.6054372685240631,0.0,0.012658717613532544,0.0,0.9999993599440841,0.0,0.7879891619449356,0.0,0.22552037920317303,0.0,0.9999301917802097,0.0,0.9415081928086618,0.0,0.1285330876939892,0.0,0.2624576310140849,1.0,0.8890895810063237,1.0,0.42218558237549153,1.0,0.07321027759611276,1.0,0.029627459179877857,1.0,0.011864058964303092,0.0,0.19984526971844574,0.0,0.00033429890545166874,0.0,0.7234274840590367,0.0,0.2598170181610593,0.0,0.34466713776400215,0.0,0.40603278809836674,0.0,0.0002679882775515896,0.0,0.03509764837815099,0.0,0.9999998202124611,0.0,0.9999998407481825,0.0,0.02167269948124917,0.0,0.0704461055161204,0.0,0.9784434920184227,0.0,0.9258524984788754,0.0,0.9992748948246113,0.0,0.905011558321897,0.0,0.9999993573880013,0.0,0.41945126868154814,0.0,0.0026913382821207588,1.0,0.4999958087440619,1.0,0.1707648169912681,1.0,0.516944579310887,1.0,8.752571778014584e-06,1.0,3.5455805080797376e-07,0.0,0.5862456074390623,0.0,1.3437985221242954e-06,0.0,0.5846583380958335,0.0,0.01090016832969809,0.0,0.9189910953536348,0.0,0.8242264782328264,0.0,0.490144070311888,0.0,0.9482517338210202,0.0,7.331483573447262e-05,0.0,2.1752011782893987e-06,0.0,0.008316353593896486,0.0,0.06355017050468836,0.0,0.10748733595604132,0.0,0.10837360111882188,0.0,8.297701561488235e-05,0.0,0.876048537917052,0.0,0.16751542031343636,0.0,0.5295570582974207,1.0,0.29811255174721896,1.0,0.9734092720987236,1.0,0.173741797630663,1.0,0.046250824766900234,1.0,0.999997279585828,0.0,0.01029160289415576,0.0,0.9966062379395523,0.0,0.9644333520551611,0.0,0.008877306897601356,0.0,0.9999991559647685,0.0,0.0021511730559242714,0.0,0.9997264906335073,0.0,0.1430561766203604,0.0,0.0355170204373636,0.0,0.0030871595713124478,0.0,0.2557156509870382,0.0,0.9160833551185492,0.0,0.08283875519099548,0.0,0.08869766021328973,0.0,0.00024373839704749933,0.0,0.25559326455812814,0.0,0.2726902771663733,0.0,0.7537499602551188,0.0,0.9999998801031637,1.0,0.33863614036892264,1.0,0.007783472533500202,1.0,0.6406527166026448,1.0,0.14605151187412924,1.0,0.5947587944827567,0.0,0.7489889577041315,36.57654690742493
LOCO-W,500,1.0,0.9995753487332466,1.0,0.9709561681340606,1.0,0.8829880044739352,1.0,0.02373553526802974,1.0,0.6530728728091162,0.0,0.0030493195581287047,0.0,0.9997817817111257,0.0,0.4955519716826663,0.0,0.38014234708298345,0.0,0.962382121283718,0.0,0.006619018600996562,0.0,0.9989394783087991,0.0,0.00015075973621325733,0.0,0.9999999958982319,0.0,0.0012477486798949666,0.0,0.9998209959890977,0.0,0.02467505167221007,0.0,0.9974384177872793,0.0,0.9881229076695521,0.0,0.003544434972166166,0.0,0.9997898445150836,0.0,0.03397528598467081,0.0,0.9978643371733505,1.0,0.179457613738508,1.0,0.2856779079663325,1.0,0.0002677963151878071,1.0,0.5465270670221853,1.0,0.9799429737464161,0.0,0.9992744581587436,0.0,0.9940716393920718,0.0,0.0031525511807681816,0.0,0.1212613762407857,0.0,8.465868101492635e-05,0.0,1.3021232194709853e-06,0.0,4.227486287255999e-06,0.0,0.7015938053683135,0.0,0.6381548171951452,0.0,0.9999820211850213,0.0,0.7568221118123084,0.0,0.3987443503022038,0.0,0.848655007502235,0.0,0.9398039134496936,0.0,7.260962303634599e-06,0.0,0.06059342208985519,0.0,0.139268907402317,0.0,0.13124978185806468,0.0,0.15045443370394485,1.0,0.9581269716742931,1.0,0.557003511283664,1.0,0.9911226683613027,1.0,0.349378167264919,1.0,0.9999994655306613,0.0,0.798713185996512,0.0,4.772002661024288e-06,0.0,0.00018260517506596408,0.0,0.9419403027233874,0.0,0.9998582695141656,0.0,0.16989437943404306,0.0,0.9252394314368159,0.0,0.0005171292352774692,0.0,0.0017443108104284732,0.0,0.9992982086487692,0.0,0.06489181282375533,0.0,0.010634638505791716,0.0,5.7229521548740614e-05,0.0,0.3559640512411799,0.0,0.998714055515261,0.0,0.7969879732413316,0.0,5.494198366262637e-07,0.0,0.49886141390708405,1.0,0.34341692648903144,1.0,0.8113870294368146,1.0,1.599884502423432e-05,1.0,0.8969702422662189,1.0,0.02172330815402357,0.0,0.0172729324083003,0.0,0.9388371955757564,0.0,0.0013978711070610217,0.0,0.022451348510649116,0.0,2.2456333459430766e-08,0.0,0.9997946094845669,0.0,0.999970194070096,0.0,0.9054776634024838,0.0,0.029213847257958503,0.0,0.5474767731366779,0.0,0.9902058430949505,0.0,0.002442268116530477,0.0,0.9994235801683885,0.0,0.9113369851549031,0.0,0.9282698522874667,0.0,0.9998677061101441,0.0,0.7617614402050441,0.0,0.004816846241817108,0.0,0.003984180807607207,1.0,0.1361201573106734,1.0,0.9991218152655549,1.0,0.9363369697080178,1.0,0.0030777275231567147,1.0,0.09096075684573124,0.0,0.9459657541722352,10.879806280136108
LOCO-W,1000,1.0,0.40409331822289296,1.0,0.595629841236029,1.0,0.45980419269306017,1.0,0.09508605150772809,1.0,0.10543645173222027,0.0,0.17287799167498297,0.0,0.47609479899044804,0.0,0.5990018242953608,0.0,0.5171077068249196,0.0,0.33686051500515846,0.0,0.09983103035065266,0.0,0.9931288139265485,0.0,0.2907124168112123,0.0,0.9401477070701767,0.0,0.998027642177127,0.0,0.03195973003125441,0.0,0.6135419972678131,0.0,0.9303782427996348,0.0,0.9968818423477184,0.0,0.5917012527776359,0.0,0.022697623586852456,0.0,0.10637158938846603,0.0,0.4415267997789414,1.0,0.9178818802418041,1.0,0.6713147478480608,1.0,0.8964557535148716,1.0,0.5657418522717699,1.0,0.39443955475824655,0.0,0.7665011503823388,0.0,0.7524991548951879,0.0,0.4565122605314028,0.0,0.919259116473638,0.0,0.3814270778173726,0.0,0.6807245352312091,0.0,0.16172261090366225,0.0,0.872253415912567,0.0,0.21934679481167085,0.0,0.3420431483565062,0.0,0.20941082569735947,0.0,0.7330387826535206,0.0,0.3416277638084808,0.0,0.9535129091066116,0.0,0.8476044185020226,0.0,0.3998653277369637,0.0,0.8191585889706188,0.0,0.6187492166813204,0.0,0.050437422379334795,1.0,0.5586448649487872,1.0,0.8921821361736455,1.0,0.10111867241162575,1.0,0.9163063831931841,1.0,0.9382200070264751,0.0,0.8036738881529539,0.0,0.04624894326202311,0.0,0.9931032320755954,0.0,0.5875223261474778,0.0,0.8560679660969597,0.0,0.716600860877664,0.0,0.8005968901113983,0.0,0.8164127361358428,0.0,0.34546764221458703,0.0,0.596054905652037,0.0,0.10981967337891385,0.0,0.5857037453475696,0.0,0.5095565749409101,0.0,0.33065069898408916,0.0,0.8155652611607234,0.0,0.44247510495580833,0.0,0.0792133931637431,0.0,0.8499425879813304,1.0,0.5777474177011124,1.0,0.3592671336651887,1.0,0.7378078084021098,1.0,0.029873415980746554,1.0,0.004025342647540953,0.0,0.8156284555486584,0.0,0.29825248638068147,0.0,0.668585521250421,0.0,0.84155068018157,0.0,0.4475668911324634,0.0,0.44063214594694267,0.0,0.43734445492577556,0.0,0.1358557170218211,0.0,0.1688013709274958,0.0,0.1061877645974717,0.0,0.9613267180318541,0.0,0.9721796566311418,0.0,0.21816262629230287,0.0,0.36457023139676725,0.0,0.9162164122903521,0.0,0.6700146853507964,0.0,0.7351453328528761,0.0,0.12201475337443446,0.0,0.40939523927046206,1.0,0.6622676338361388,1.0,0.30908235996657674,1.0,0.01843709425742679,1.0,0.09811540340091052,1.0,0.2307899364451702,0.0,0.2836244231316779,9.156212568283081
LOCO-W,5000,1.0,0.6959017614201832,1.0,0.3866970966607728,1.0,0.3543283649984734,1.0,0.4934013310019505,1.0,0.31004273700723783,0.0,0.1530892289986132,0.0,0.260224938400895,0.0,0.24934876850718357,0.0,0.491890889665073,0.0,0.3276273936804853,0.0,0.32413509308106225,0.0,0.3354829986970119,0.0,0.8017794857218209,0.0,0.4941029699643561,0.0,0.95510594424001,0.0,0.5492701288060065,0.0,0.0013872978349304121,0.0,0.5690687902133464,0.0,0.7896609755132677,0.0,0.6286371573368974,0.0,0.2513673865476037,0.0,0.43840316928425505,0.0,0.5437797887588831,1.0,0.6678116021530052,1.0,0.4380011611187601,1.0,0.2410808926756297,1.0,0.11482067567895404,1.0,0.06466475855162979,0.0,0.7506257068305269,0.0,0.7439310866778923,0.0,0.48312296395880283,0.0,0.12381102378289577,0.0,0.8078754597095459,0.0,0.18058982986174366,0.0,0.5464334376775921,0.0,0.07805419055066243,0.0,0.7112524480062492,0.0,0.7579496965990185,0.0,0.7215539929126102,0.0,0.19536180884968957,0.0,0.17072843994617948,0.0,0.6621597772459418,0.0,0.4803639048211257,0.0,0.9065838254167407,0.0,0.6106033588520526,0.0,0.966751610816687,0.0,0.03953976172962115,1.0,0.004725397405229481,1.0,0.1993181593912703,1.0,0.5628936006471706,1.0,0.9586023199773754,1.0,0.20990856673545966,0.0,0.9646296756378556,0.0,0.34780053447435955,0.0,0.09163453351195439,0.0,0.020150684868245894,0.0,0.49438234580277973,0.0,0.07101779668846708,0.0,0.2316667814742155,0.0,0.9764730446951463,0.0,0.12790112702462397,0.0,0.16321393373206616,0.0,0.6370902262548235,0.0,0.25254542797356816,0.0,0.16466587051394843,0.0,0.5876052581035411,0.0,0.3437618696071476,0.0,0.05184338294091395,0.0,0.7898764791214231,0.0,0.8792201453916577,1.0,0.33016044954275214,1.0,0.04035999634768095,1.0,0.33266422985104405,1.0,0.08915823717049598,1.0,0.10101881530602796,0.0,0.9671385472335735,0.0,0.9718498173443351,0.0,0.5139148755900967,0.0,0.9729376808003206,0.0,0.40965685012687114,0.0,0.1930708335805872,0.0,0.4307274930632409,0.0,0.8873663087376569,0.0,0.24810196891923608,0.0,0.601726466669494,0.0,0.9175114108677429,0.0,0.8808207091637078,0.0,0.06019526711485801,0.0,0.6983622131497973,0.0,0.822177440088201,0.0,0.8658247035541979,0.0,0.4550322388752458,0.0,0.7851513799933685,0.0,0.32649576861945684,1.0,0.009293949882809627,1.0,0.9550130552126094,1.0,0.38612006894466655,1.0,0.7334892842767462,1.0,0.6232721109800895,0.0,0.5122400061934989,12.257540464401245
CPI,200,1.0,0.1324930698085367,1.0,0.4359909366030434,1.0,0.45972714730474273,1.0,0.4506176579990773,1.0,0.07641149867585383,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0931312359286699,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.06978185567230274,1.0,0.9074089532281495,1.0,0.006737630593891657,1.0,0.8059814105317642,1.0,0.006588305155277848,0.0,0.17956428830430438,0.0,0.02694940913864472,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.12294207249442918,1.0,0.04856403545540626,1.0,0.07201081198952596,1.0,0.49161121459454005,1.0,0.007992911963799679,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.893431291362741,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1385718271043962,0.0,0.43579847169053554,0.0,1.0,0.0,1.0,1.0,0.1681521896394641,1.0,0.007764750686004857,1.0,0.0011171177746658121,1.0,0.6317951637137939,1.0,0.058519081209436975,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.03457682518801157,0.0,0.3314544864350786,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.03489638269284504,1.0,0.0704508830609145,1.0,1.0,1.0,0.9490469398894944,1.0,0.19723362133639477,0.0,1.0,6.538171768188477
CPI,500,1.0,0.12818480138738814,1.0,0.46255542036918945,1.0,0.18847350870420926,1.0,0.012605875366092915,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.02894144586802501,1.0,0.037924624016540544,1.0,0.3472153051072128,1.0,0.023131909416985435,1.0,0.18834756387758456,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4393747406012886,1.0,0.3303983165237904,1.0,0.14628197446826757,1.0,0.09381708538053307,1.0,0.08293747268845553,1.0,0.12026918850653268,0.0,0.19080549922761864,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.11137865549318249,1.0,0.00350639277563889,1.0,0.028661572049331036,1.0,0.030567066595959643,1.0,0.1790074757557787,0.0,1.0,0.0,0.13280781848923645,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.523743139658416,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.02972515123299598,1.0,0.04081018317608355,1.0,0.305342974274891,1.0,0.01817350835507318,1.0,0.06821157524083282,0.0,1.0,9.70441746711731
CPI,1000,1.0,0.036534395099545154,1.0,0.045716647614333035,1.0,0.0013433724097619921,1.0,0.008614404556166527,1.0,0.11653618643971014,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.42655028592220134,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.132791001186363,0.0,0.7730981032313635,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3735491639036548,0.0,1.0,1.0,0.005034893346772627,1.0,0.00725592683802809,1.0,0.04377858078430305,1.0,0.00030942869701650397,1.0,0.24500038397509888,0.0,1.0,0.0,1.0,0.0,0.14170040897258745,0.0,1.0,0.0,1.0,0.0,0.03138042136521202,0.0,0.30200380120545645,0.0,1.0,0.0,0.20358313712565151,0.0,1.0,0.0,0.7860643708707092,0.0,1.0,0.0,1.0,0.0,0.759576602539093,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1305282726906451,1.0,0.008648085457309067,1.0,0.03309705990867818,1.0,0.2460444696980389,1.0,0.07160597938028768,1.0,0.0031363905881272485,0.0,1.0,0.0,0.7852733189590492,0.0,0.30833888986579894,0.0,0.2984481286202769,0.0,0.6621531248627219,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.18601998176226991,0.0,1.0,0.0,0.6084337472874852,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7891254686566718,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.009987713111291902,1.0,0.2585984907369594,1.0,0.0013056905270604437,1.0,0.01772414359671029,1.0,0.004349331343843664,0.0,1.0,0.0,0.7643061818053902,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38131556987143955,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6877583217849368,0.0,0.45758187315839716,0.0,1.0,0.0,0.9470462132612673,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.11741402732055017,1.0,0.00124019142885055,1.0,0.15036292387267652,1.0,0.05247106191048737,1.0,0.03473017768589648,0.0,0.08842868422329225,21.306769609451294
CPI,5000,1.0,3.0059660659100546e-08,1.0,0.028838990460529686,1.0,8.419064575587863e-10,1.0,0.00021355625978429512,1.0,1.3572946113564387e-07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.051988190221318085,0.0,1.0,0.0,1.0,0.0,0.5014367702982608,1.0,0.00013982016312720223,1.0,1.0330374020037738e-07,1.0,2.228997178339385e-05,1.0,5.807383992831525e-06,1.0,6.511587807538805e-06,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5755463167198894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2666278846691372,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.828661576044222,0.0,0.8602004071989058,1.0,1.3938887182139075e-08,1.0,0.0006595018620922164,1.0,8.04940173297252e-09,1.0,9.035660410906802e-07,1.0,7.09847677556425e-09,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.17434618518728062,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10781935324074449,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.525308804175102e-11,1.0,4.101131267317478e-07,1.0,6.035631511247864e-10,1.0,8.196282149222398e-05,1.0,4.489880609798817e-07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5883024190870257,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.644690599450831,1.0,9.275751410579625e-06,1.0,3.3663071443222426e-06,1.0,1.1941528382554733e-06,1.0,2.2009948789258312e-08,1.0,0.0003125632327127835,0.0,1.0,79.41763067245483
CPI_sqrt,200,1.0,0.44045172889682793,1.0,0.46925814762983165,1.0,0.48740461421189774,1.0,0.48588616115220995,1.0,0.2872557626810912,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4636114204696476,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.3008732263948596,1.0,0.6870887287659856,1.0,0.41937080219208567,1.0,0.6451217583589335,1.0,0.3486357932385238,0.0,0.49540899180544473,0.0,0.45949783501797103,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.3226387617981552,1.0,0.3794354119796346,1.0,0.22136762846687774,1.0,0.49788253793960796,1.0,0.4547212032834533,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5349410339497208,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4754219915831236,0.0,0.4928726718927931,0.0,0.5,0.0,0.5,1.0,0.3256845486721436,1.0,0.2614174371567965,1.0,0.3541334182551734,1.0,0.5637233762767596,1.0,0.4439978894285107,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4562358941333058,0.0,0.48903870441321123,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.24244878936456893,1.0,0.3833005376416048,1.0,0.5,1.0,0.7518409333746024,1.0,0.4279939782919444,0.0,0.5,6.5799500942230225
CPI_sqrt,500,1.0,0.3778106069035732,1.0,0.4901188985562069,1.0,0.3478212396316512,1.0,0.22783554685785068,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.30245187103468174,1.0,0.3323109443098763,1.0,0.44968771161131954,1.0,0.29507361091214857,1.0,0.46985426502863553,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4893242685424908,1.0,0.47315301246972863,1.0,0.3672190017298066,1.0,0.3442586906524362,1.0,0.3249856236747072,1.0,0.3696704447255612,0.0,0.4995835025375972,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.3658382959348904,1.0,0.1944104592114262,1.0,0.3009995632982275,1.0,0.29164348233784276,1.0,0.4032581782417084,0.0,0.5,0.0,0.4954604151039423,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5012604705003891,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.36026052383196205,1.0,0.2871064801028379,1.0,0.47439314827881496,1.0,0.2283359685066449,1.0,0.3444821105069804,0.0,0.5,9.741497039794922
