method,n,tr_V0,pval0,tr_V1,pval1,tr_V2,pval2,tr_V3,pval3,tr_V4,pval4,tr_V5,pval5,tr_V6,pval6,tr_V7,pval7,tr_V8,pval8,tr_V9,pval9,tr_V10,pval10,tr_V11,pval11,tr_V12,pval12,tr_V13,pval13,tr_V14,pval14,tr_V15,pval15,tr_V16,pval16,tr_V17,pval17,tr_V18,pval18,tr_V19,pval19,tr_V20,pval20,tr_V21,pval21,tr_V22,pval22,tr_V23,pval23,tr_V24,pval24,tr_V25,pval25,tr_V26,pval26,tr_V27,pval27,tr_V28,pval28,tr_V29,pval29,tr_V30,pval30,tr_V31,pval31,tr_V32,pval32,tr_V33,pval33,tr_V34,pval34,tr_V35,pval35,tr_V36,pval36,tr_V37,pval37,tr_V38,pval38,tr_V39,pval39,tr_V40,pval40,tr_V41,pval41,tr_V42,pval42,tr_V43,pval43,tr_V44,pval44,tr_V45,pval45,tr_V46,pval46,tr_V47,pval47,tr_V48,pval48,tr_V49,pval49,tr_time
LOCO-W,200,0.0,0.2037289421897699,0.0,0.504493658838027,0.0,0.5002739293153056,0.0,0.7255930135826056,0.0,0.9999999994713673,0.0,0.5624616027788047,1.0,0.6756599107537917,0.0,0.543698880535405,0.0,0.0008868949336673371,1.0,0.7277138068679382,0.0,1.0,0.0,0.47774821249143984,1.0,0.3498951357721002,1.0,0.5646614903883042,0.0,0.5412990274676917,0.0,0.18167883139169927,0.0,0.5176820201986616,0.0,0.7748225279618765,0.0,0.9999999999999823,0.0,0.49866516480871204,0.0,0.6938508513539822,0.0,0.5008140643494023,0.0,0.3568355167245484,1.0,0.14469545930132033,0.0,0.6143229777456637,0.0,0.4143558135608597,0.0,0.3423019211445262,0.0,0.9999999999928533,1.0,0.1898388223192906,0.0,0.36718602085499386,0.0,0.6146954576516404,1.0,0.5139695240986465,0.0,0.36873759621624635,0.0,0.22898830466141673,0.0,0.9999999951096868,0.0,0.19597376959965218,1.0,0.2726022404055891,0.0,0.5598120457136413,0.0,0.1805020331438667,1.0,0.08547243282963579,0.0,0.6426112396081706,0.0,0.7249943069088077,0.0,0.4306520719413517,0.0,0.11671163762751124,0.0,0.5826775131544842,1.0,0.42874403770794534,0.0,0.13628581914365634,1.0,0.3950272090378727,1.0,0.14215925198990054,0.0,0.8757451649481438,81.66374397277832
LOCO-W,500,0.0,0.9952651354232502,0.0,0.9458111920779505,0.0,0.561688006772786,0.0,0.17658003154888502,0.0,0.809775329473562,0.0,0.22252912508352551,1.0,0.7108581639172916,0.0,0.7703162612941091,0.0,0.6503319685654754,1.0,0.5300294970389458,0.0,0.34016455183628613,0.0,0.6315065762782538,1.0,0.2743584262507951,1.0,0.4531327190186729,0.0,0.2543914629679018,0.0,0.5134216450172377,0.0,0.9377399665088133,0.0,0.40666383581281285,0.0,0.2638811843343274,0.0,0.7836592993380075,0.0,0.175823255723618,0.0,0.736277981275737,0.0,0.11363384357738648,1.0,0.4086398458777909,0.0,0.6095530871814876,0.0,0.9745981812191155,0.0,0.815942190754595,0.0,0.6463733331042556,1.0,0.6762534115039687,0.0,0.5492053736867835,0.0,0.8426982890949091,1.0,0.6945663082936863,0.0,0.45560236516492225,0.0,0.1650728517045552,0.0,0.5448922079092196,0.0,0.6537406452383809,1.0,0.6921661182096435,0.0,0.5957185387527016,0.0,0.8524972724935351,1.0,0.04478528170541618,0.0,0.1438639784720912,0.0,0.901730339162411,0.0,0.6641299546744313,0.0,0.6119011525458598,0.0,3.9612757518625585e-13,1.0,0.943706467286892,0.0,0.900953512528898,1.0,0.9999999945178312,1.0,0.02722635637880555,0.0,0.8838867254963816,179.08031129837036
LOCO-W,1000,0.0,0.3296112689339058,0.0,0.9999999997955256,0.0,0.07088217311355227,0.0,0.0445397312303184,0.0,0.49556551331359355,0.0,0.22525052242214272,1.0,5.356055043925778e-09,0.0,0.26933650596121783,0.0,5.982176319863086e-07,1.0,0.0010627217529821653,0.0,0.9979530157194065,0.0,7.116651712379962e-11,1.0,0.9962895567650939,1.0,0.9978923109464352,0.0,0.22430675613616458,0.0,0.0,0.0,1.0,0.0,0.304233923123418,0.0,0.0,0.0,0.36265999672542004,0.0,0.7354025346109913,0.0,0.25911634062021693,0.0,4.36399814063293e-08,1.0,0.024623626777927843,0.0,0.864266775747641,0.0,0.09227396812657096,0.0,0.9676532055607342,0.0,0.04085602050324777,1.0,4.637365844883945e-06,0.0,0.12081676175002709,0.0,0.33513933566646215,1.0,0.603402992732162,0.0,0.4574712847206075,0.0,0.9999999999999999,0.0,0.37485104623895005,0.0,7.794511951686456e-05,1.0,0.8436976992992249,0.0,0.0,0.0,0.5837356823794656,1.0,0.7735001281421288,0.0,0.9952004711573795,0.0,0.06876834888176497,0.0,0.0,0.0,0.9993171775955061,0.0,0.003992343294900058,1.0,0.9914502035475313,0.0,0.6394230189079085,1.0,0.6878940264711486,1.0,0.011711115540999795,0.0,0.9990116759353822,396.4700400829315
LOCO-W,5000,0.0,0.4632001122855042,0.0,0.0,0.0,2.015054789694659e-13,0.0,0.3804733860812527,0.0,0.0,0.0,0.9553481980217766,1.0,0.9999977257859852,0.0,0.7274936345914248,0.0,1.1058586046885921e-08,1.0,0.999999999988977,0.0,2.0863422101058404e-11,0.0,0.0,1.0,0.0,1.0,1.5765166949677223e-14,0.0,0.999999998973258,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.009194084440975248,0.0,0.025338626468056957,0.0,0.5460018663597986,0.0,1.6323609131063677e-12,0.0,0.0,1.0,0.867916776637971,0.0,0.0,0.0,0.12152447110404774,0.0,0.06708518607144776,0.0,0.2156801545311111,1.0,0.9999999996647179,0.0,0.0,0.0,5.3446024161907246e-08,1.0,0.0,0.0,0.9698676722583134,0.0,0.9167420405400739,0.0,0.03233847085872965,0.0,0.9999999999999994,1.0,0.9999999999990803,0.0,0.005297413779470017,0.0,1.0,1.0,8.66886784489651e-06,0.0,4.551914400963142e-15,0.0,0.05572802244651953,0.0,1.0,0.0,0.18530681200379262,0.0,0.4014408540579921,1.0,0.0,0.0,0.9999999999779869,1.0,0.0,1.0,0.4355135247996298,0.0,2.466058226513468e-07,2008.6786849498749
CPI,200,0.0,1.0,0.0,0.8433781132993249,0.0,0.15662188670059507,0.0,0.15662188669998045,0.0,0.8433781132993593,0.0,1.0,1.0,0.255368327319604,0.0,0.8994549003361141,0.0,0.24792715869067833,1.0,0.34021333632696305,0.0,1.0,0.0,0.8486443312627665,1.0,1.0,1.0,0.058828344947341904,0.0,0.35593398007510935,0.0,1.0,0.0,1.0,0.0,0.2756287186620641,0.0,1.0,0.0,0.06619447249324498,0.0,1.0,0.0,1.0,0.0,0.843378113299349,1.0,0.8433781132993495,0.0,0.29915375461215044,0.0,0.7938071369002794,0.0,1.0,0.0,0.8356356934338709,1.0,1.0,0.0,1.0,0.0,0.930411898137846,1.0,0.8433781132993574,0.0,1.0,0.0,0.7135659675923951,0.0,1.0,0.0,0.4316278386224248,1.0,0.2077592948567556,0.0,0.15662188670067717,0.0,0.13515878384512559,1.0,0.1566218867008018,0.0,0.15662188670065996,0.0,1.0,0.0,1.0,0.0,0.8433781132993705,0.0,1.0,1.0,0.33791480946834795,0.0,0.4031531427140139,1.0,1.0,1.0,0.16779155736141566,0.0,0.7675896715646686,2.525312662124634
CPI,500,0.0,1.0,0.0,0.9170777770410024,0.0,0.8421540127008418,0.0,1.0,0.0,0.8421540126997131,0.0,0.10534895060572075,1.0,1.0,0.0,0.946867906651171,0.0,0.12806824909589593,1.0,0.4696597765351429,0.0,0.2668105496642206,0.0,1.0,1.0,0.6832657789909784,1.0,0.5851072628706324,0.0,1.0,0.0,0.36711281359674386,0.0,1.0,0.0,1.0,0.0,0.157845987299276,0.0,0.9693115199327896,0.0,1.0,0.0,1.0,0.0,0.6930579393111543,1.0,0.8797010528668658,0.0,0.7889448681319107,0.0,1.0,0.0,0.263299341047386,0.0,0.09578744241626058,1.0,0.1583144396244831,0.0,0.8421540127005839,0.0,1.0,1.0,0.6824281208087167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06608747496793764,1.0,0.15634778343933947,0.0,1.0,0.0,0.821555976280583,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7247048568046989,0.0,0.8493551656683435,1.0,0.9033443862309205,0.0,0.8421540127006846,1.0,0.19320973802385671,1.0,0.07820635286464246,0.0,0.22317340287577975,4.829090118408203
CPI,1000,0.0,1.0,0.0,1.0,0.0,0.32776179885075124,0.0,1.0,0.0,0.6919693710075685,0.0,0.8849780675385779,1.0,0.5420377822289568,0.0,0.8948984398122555,0.0,0.3064775673467188,1.0,0.3970101685270532,0.0,0.1735012144194537,0.0,0.14246497481719433,1.0,0.06479455842036504,1.0,0.09784419138348471,0.0,0.9641274616279091,0.0,0.10457693444047123,0.0,0.7246349823378868,0.0,1.0,0.0,0.8417487038730564,0.0,0.32934837348814017,0.0,1.0,0.0,1.0,0.0,0.8163408217832301,1.0,0.22580443246852777,0.0,0.17591701559880502,0.0,0.2738933475527373,0.0,0.18069495280016173,0.0,0.9148608034511438,1.0,0.004977011695184643,0.0,1.0,0.0,0.0811511985425507,1.0,0.6052975944336594,0.0,1.0,0.0,0.9044490892720651,0.0,1.0,0.0,0.0305335312640252,1.0,0.4676135918751049,0.0,0.16351117313789532,0.0,0.24654144313564175,1.0,0.2848201633456988,0.0,0.1014763155572253,0.0,0.2809868808771332,0.0,0.10803571749003282,0.0,0.6019171896552724,0.0,0.8417487038720275,1.0,0.6816897424963889,0.0,0.48793425973593535,1.0,0.14633534934393538,1.0,0.1966672173600264,0.0,0.4349444420895461,13.156426191329956
CPI,5000,0.0,0.9470223879896175,0.0,0.2555335539636756,0.0,0.3777630621091394,0.0,1.0,0.0,0.40766615266599404,0.0,0.6686142799728572,1.0,0.4659355249270051,0.0,0.7670030300140428,0.0,0.4531309451413604,1.0,0.6608309163614396,0.0,0.36861853311495585,0.0,0.8301338744183854,1.0,0.014264479599143357,1.0,0.29332307349117126,0.0,0.8537047065086412,0.0,0.5856916803520783,0.0,0.38295602649053867,0.0,0.933472038885645,0.0,0.8407161415963931,0.0,0.20729807688210755,0.0,0.5171677312676338,0.0,0.8633880165768997,0.0,0.7753308574353837,1.0,0.14981979516058525,0.0,0.35910788366176216,0.0,0.6744890100775067,0.0,0.10357688745782939,0.0,0.5361229882404192,1.0,0.02990125761396618,0.0,0.999037028657774,0.0,0.7581060297444355,1.0,0.0022836159422351503,0.0,0.6124951302686349,0.0,0.4391998177471676,0.0,0.692692466289712,0.0,0.5373810874053404,1.0,0.0012247488875236482,0.0,0.47101337982473945,0.0,0.9378089773577464,1.0,0.028444405158078365,0.0,0.6312640044237005,0.0,0.1672031989285525,0.0,0.3601746535755205,0.0,0.26359280310004374,0.0,0.01657778744845493,1.0,0.23088976815950302,0.0,0.11948744931599437,1.0,0.0015283569142328771,1.0,0.015783373951219797,0.0,0.20190284080808102,54.2190146446228
CPI_sqrt,200,0.0,0.5,0.0,0.5384928129145512,0.0,0.48464008665464775,0.0,0.4992392284249729,0.0,0.5008490359051045,0.0,0.5,1.0,0.4970703203821735,0.0,0.5799636343124094,0.0,0.36665631361445433,1.0,0.46882837560033286,0.0,0.5,0.0,0.6570989065435769,1.0,0.5,1.0,0.08591101663962192,0.0,0.47403049234502925,0.0,0.5,0.0,0.5,0.0,0.4969232552943574,0.0,0.5,0.0,0.2337846985364908,0.0,0.5,0.0,0.5,0.0,0.6108488134065531,1.0,0.5124326534670274,0.0,0.4443576423892892,0.0,0.5409605198071052,0.0,0.5,0.0,0.5645311496019825,1.0,0.5,0.0,0.5,0.0,0.7609235679506974,1.0,0.5311769416882949,0.0,0.5,0.0,0.5118569242253168,0.0,0.5,0.0,0.4746162614904245,1.0,0.30422567964782765,0.0,0.4768607117625464,0.0,0.47253336782661104,1.0,0.49318298105314035,0.0,0.3637986105779756,0.0,0.5,0.0,0.5,0.0,0.5150184819307133,0.0,0.5,1.0,0.4102412329130063,0.0,0.47970263970114785,1.0,0.5,1.0,0.35612145015093544,0.0,0.6027216109052973,2.453496217727661
CPI_sqrt,500,0.0,0.5,0.0,0.5101913681402568,0.0,0.5069629556640574,0.0,0.5,0.0,0.5011870741893499,0.0,0.4922580330347948,1.0,0.5,0.0,0.6020008517518288,0.0,0.4107990369004059,1.0,0.49838288469190295,0.0,0.441100610670934,0.0,0.5,1.0,0.625250810154561,1.0,0.5123544251944706,0.0,0.5,0.0,0.45278028022304173,0.0,0.5,0.0,0.5,0.0,0.47582798726087033,0.0,0.5700453294943588,0.0,0.5,0.0,0.5,0.0,0.5289083828338835,1.0,0.658815336833176,0.0,0.5111072785132187,0.0,0.5,0.0,0.4259913942240985,0.0,0.47389485709410684,1.0,0.43556607714718903,0.0,0.5006418728522276,0.0,0.5,1.0,0.591964550812635,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.336462031605166,1.0,0.37868709841409853,0.0,0.5,0.0,0.5775302794285719,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5740696220264891,0.0,0.7769587771649957,1.0,0.543710946215521,0.0,0.5136728990421633,1.0,0.43898386479490803,1.0,0.3137013036980635,0.0,0.48259284004130504,4.876491546630859
