method,n,tr_V0,pval0,tr_V1,pval1,tr_V2,pval2,tr_V3,pval3,tr_V4,pval4,tr_V5,pval5,tr_V6,pval6,tr_V7,pval7,tr_V8,pval8,tr_V9,pval9,tr_V10,pval10,tr_V11,pval11,tr_V12,pval12,tr_V13,pval13,tr_V14,pval14,tr_V15,pval15,tr_V16,pval16,tr_V17,pval17,tr_V18,pval18,tr_V19,pval19,tr_V20,pval20,tr_V21,pval21,tr_V22,pval22,tr_V23,pval23,tr_V24,pval24,tr_V25,pval25,tr_V26,pval26,tr_V27,pval27,tr_V28,pval28,tr_V29,pval29,tr_V30,pval30,tr_V31,pval31,tr_V32,pval32,tr_V33,pval33,tr_V34,pval34,tr_V35,pval35,tr_V36,pval36,tr_V37,pval37,tr_V38,pval38,tr_V39,pval39,tr_V40,pval40,tr_V41,pval41,tr_V42,pval42,tr_V43,pval43,tr_V44,pval44,tr_V45,pval45,tr_V46,pval46,tr_V47,pval47,tr_V48,pval48,tr_V49,pval49,tr_time
LOCO-W,200,0.0,0.9233565267931666,0.0,0.9802096944112126,1.0,0.905376332867875,0.0,0.5393063618486601,0.0,0.994241214769599,0.0,0.4706689254211993,0.0,0.20749805331052795,1.0,0.22868305394583932,0.0,0.7128298391207073,0.0,0.6626760570740535,0.0,0.1654431589183295,0.0,0.32316889926789016,0.0,0.30729526794075257,0.0,0.41366295885325366,1.0,0.20022533568030487,1.0,1.0,0.0,0.02161571031749676,0.0,0.03280957280777341,0.0,0.16046179773029734,0.0,2.370297513820674e-09,1.0,0.0003210891938013605,1.0,0.3462905386215809,0.0,0.9030807195404577,0.0,7.261269940883608e-08,0.0,0.3639287094384962,1.0,0.6171482569820286,0.0,0.8090403222721403,0.0,0.0,0.0,0.004385613781977549,0.0,0.3963791587250711,1.0,0.19405526891524794,0.0,0.6802465742562634,1.0,0.018335295676499275,0.0,0.805969838389164,0.0,0.999878935230112,0.0,0.4192221849876999,0.0,0.0,1.0,0.7793166622225332,0.0,0.7871695358993858,0.0,0.09536474732430689,0.0,0.41333486216450643,0.0,0.23641999782647982,0.0,0.70001361469493,0.0,0.37005186245020616,1.0,0.6105106829657307,1.0,0.9970661137515014,0.0,0.041000842310803254,0.0,0.9502952975705835,0.0,0.5899026456560953,0.0,0.5820607771394732,142.01528787612915
LOCO-W,500,0.0,0.34580915362189657,0.0,0.1329787272779872,1.0,0.6781849098439429,0.0,0.39154885501899617,0.0,0.09330213027042933,0.0,0.310965216336178,0.0,0.934137487501198,1.0,0.9374052904622729,0.0,0.8118123307866292,0.0,0.5334878279048837,0.0,0.9638497418544916,0.0,0.3838072916799069,0.0,0.1728673295212486,0.0,0.6172703814841891,1.0,0.9999998629073461,1.0,0.7532637422669268,0.0,0.061729528202486894,0.0,0.7647357679538656,0.0,0.00029229900521443586,0.0,0.9970876308632625,1.0,0.6850969722289931,1.0,0.9234490081723707,0.0,0.026104601079354528,0.0,0.07123722167241475,0.0,0.950733871704025,1.0,0.9721999779381019,0.0,0.7263522057111956,0.0,0.08827461467031217,0.0,0.2659713543062099,0.0,0.6685134549691713,1.0,0.8078654513001727,0.0,0.9928682215761546,1.0,0.07284708395647821,0.0,0.6357549390316383,0.0,0.1558772610652932,0.0,0.33727603832720954,0.0,0.7474795228232393,1.0,0.11655591356878614,0.0,0.7116106931256929,0.0,0.9659773689668537,0.0,0.8393493748221273,0.0,0.8000295176900152,0.0,0.7287748618044602,0.0,0.9832310481652589,1.0,0.2942154077416166,1.0,0.20273519771639903,0.0,0.1657402879799621,0.0,0.678659003249795,0.0,0.7460686300209873,0.0,0.3872481566898811,289.0509121417999
LOCO-W,1000,0.0,0.7915142762255793,0.0,0.8794331172272144,1.0,0.3929128965941029,0.0,0.25762325035141376,0.0,0.7845739007949337,0.0,0.38483372782779446,0.0,0.9661671306333515,1.0,0.6946525623090363,0.0,0.9989548340402394,0.0,0.4206200025500574,0.0,0.6396302883647721,0.0,0.3854740290837384,0.0,0.9999722352490379,0.0,0.8954749952849568,1.0,0.9999684319625272,1.0,0.9883024397712787,0.0,0.14578051022487049,0.0,0.36385499342162464,0.0,0.0017200164395395623,0.0,0.09294419326407355,1.0,0.8609304991480252,1.0,0.0015253310590700453,0.0,0.4028345224689045,0.0,0.9992440158868799,0.0,0.44503257614221936,1.0,0.0,0.0,0.9249316147501149,0.0,0.053061521470309625,0.0,0.07033855744867545,0.0,0.6561740405743227,1.0,0.31137545081723994,0.0,0.00011473594927180475,1.0,0.14962995065962426,0.0,0.0028270603234831215,0.0,0.0010396038659132856,0.0,0.724857204480708,0.0,2.74922612866213e-05,1.0,0.00010498550123927419,0.0,0.7575832822700288,0.0,0.5580240580248386,0.0,1.0545954109986155e-09,0.0,3.837195051759057e-05,0.0,0.9567444918417212,0.0,0.8803778549581462,1.0,0.7551343945774758,1.0,0.9784802203700406,0.0,0.7545379936557254,0.0,0.5656843228848771,0.0,0.0,0.0,0.4260140282158099,564.8962504863739
LOCO-W,5000,0.0,0.19687473889356655,0.0,0.32648568867962635,1.0,0.12414584364790682,0.0,0.2802380796564853,0.0,0.0033152464650608726,0.0,0.9999986755294333,0.0,0.4928411183736958,1.0,0.6636102391671089,0.0,0.00022329729527081899,0.0,0.3272287412848275,0.0,0.2792914167696978,0.0,0.17197268932585474,0.0,0.31355462779496257,0.0,0.4452213343196868,1.0,2.6030041277991245e-06,1.0,1.1671105379251756e-05,0.0,0.9993532940658549,0.0,0.43846882675269994,0.0,0.314022675461604,0.0,0.0005179889302918683,1.0,0.19289974923213138,1.0,0.0013016142368404982,0.0,0.9681245315147743,0.0,0.983450673007141,0.0,0.28788966154299966,1.0,0.4545771027433746,0.0,0.2599215550698222,0.0,0.9999992378075868,0.0,0.604686457322109,0.0,0.6896353417128396,1.0,1.0,0.0,0.01412250277473237,1.0,0.3895032479056104,0.0,0.002206248111679354,0.0,0.1658091871372246,0.0,0.00014323856327758122,0.0,0.027983277654505923,1.0,0.5704594020482525,0.0,0.999904305436924,0.0,0.8602000488543065,0.0,0.9999954110386887,0.0,0.21064293173337545,0.0,0.43371622202485505,0.0,0.3570471325619182,1.0,0.21317165724804554,1.0,0.7058550418810898,0.0,0.6753352123989073,0.0,0.6329332715742797,0.0,0.8455418107692871,0.0,3.794251579591901e-09,2900.129495382309
CPI,200,0.0,0.8672571493399837,0.0,0.9258696391598565,1.0,1.0,0.0,1.0,0.0,0.6541056196597176,0.0,0.9096121618577235,0.0,1.0,1.0,0.1779495061154996,0.0,0.6842785445024341,0.0,0.9077278741382897,0.0,1.0,0.0,0.8630427347814011,0.0,0.1566218867006423,0.0,0.1493774387832742,1.0,0.3509146402801069,1.0,0.30481810917779223,0.0,1.0,0.0,1.0,0.0,0.15662188670117821,0.0,0.8803585640232132,1.0,0.901848135124742,1.0,0.7335439133611612,0.0,1.0,0.0,1.0,0.0,0.8962781948841037,1.0,0.7391118312600982,0.0,0.22808768916262273,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8433781132996028,0.0,0.156621886700671,1.0,0.19201649091814704,0.0,0.5974876384013833,0.0,0.3058300250351885,0.0,0.15662188670118588,0.0,1.0,1.0,0.10477889060070167,0.0,0.1335451406283531,0.0,1.0,0.0,0.15662188670067567,0.0,0.9545077974434226,0.0,0.7692457174791245,0.0,0.05073695223615148,1.0,0.16845888079438792,1.0,0.8433781132993698,0.0,1.0,0.0,1.0,0.0,0.07656521172152389,0.0,0.9233965721244831,4.768162488937378
CPI,500,0.0,0.8421540127010665,0.0,0.07854714159616927,1.0,0.09423929459142355,0.0,1.0,0.0,0.15784598730050037,0.0,0.23061379738629667,0.0,0.7217480327832587,1.0,1.0,0.0,1.0,0.0,0.15784598729943827,0.0,0.11930803450073912,0.0,0.8313701599871729,0.0,0.15784598729934224,0.0,1.0,1.0,0.55392327548253,1.0,0.6126625294892191,0.0,0.04324186021288824,0.0,0.8261489029385829,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5757290214156995,0.0,1.0,0.0,0.8147915815173004,0.0,0.9545163814339865,1.0,0.8421540127006764,0.0,0.8421540127011846,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.1776282714084902,0.0,0.7820083229081574,1.0,0.15436514950720365,0.0,0.15784598730173294,0.0,0.08504247283253208,0.0,0.09987508136186013,0.0,0.7659418663454238,1.0,1.0,0.0,0.6531418686792344,0.0,1.0,0.0,0.08017613647783367,0.0,0.1619806401128701,0.0,0.15784598728602217,0.0,1.0,1.0,0.15784598729952015,1.0,0.8688137370269149,0.0,0.8421540127007441,0.0,0.67269242792157,0.0,0.8421540127015459,0.0,0.15784598729972765,9.252904653549194
CPI,1000,0.0,0.9067723072302826,0.0,0.6242415849381023,1.0,0.5071279015724854,0.0,0.9110622684449677,0.0,0.15825129612776234,0.0,0.8852004080635354,0.0,1.0,1.0,0.9775080817748018,0.0,0.5686988317066147,0.0,0.1582512961279013,0.0,1.0,0.0,0.46158458336325137,0.0,0.5033679256261908,0.0,1.0,1.0,0.43701753531636883,1.0,0.9494596940175042,0.0,0.2057413436404369,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5814235480300944,1.0,0.2776495274111066,0.0,0.7810534013724069,0.0,1.0,0.0,0.1582512961278763,1.0,0.9514720541922523,0.0,0.49331584224443675,0.0,0.07819201040956865,0.0,0.1582512961278511,0.0,1.0,1.0,0.49525924522689757,0.0,0.22251779528669158,1.0,0.7528012489876829,0.0,0.8286913018130735,0.0,1.0,0.0,0.6102037782075582,0.0,1.0,1.0,0.5188261330789247,0.0,1.0,0.0,1.0,0.0,0.6250950898423898,0.0,1.0,0.0,0.1911934511235307,0.0,0.841748703871841,1.0,0.30475676412048225,1.0,0.09599154517814706,0.0,1.0,0.0,0.12908774825394637,0.0,0.4918681270370402,0.0,1.0,20.022762298583984
CPI,5000,0.0,1.0,0.0,0.26283131629563494,1.0,0.22260531397534516,0.0,0.1424266480106997,0.0,0.8414254298712734,0.0,0.8414254298714402,0.0,0.3552432287793532,1.0,0.4580312274016983,0.0,0.6969754614327655,0.0,0.2706430699426765,0.0,0.8414254298713517,0.0,0.07992906389255061,0.0,0.35525434576312565,0.0,0.4322572369190563,1.0,0.010810886394592252,1.0,0.6716054146012256,0.0,0.45283364747598137,0.0,0.1592436332782698,0.0,0.8449984792012426,0.0,0.8733389266917442,1.0,0.00033820417182942606,1.0,0.013466302546289255,0.0,0.368781464917908,0.0,0.9566913479962906,0.0,0.908415226860267,1.0,0.0816063090288181,0.0,0.21604439282551113,0.0,0.3541608395507536,0.0,1.0,0.0,0.4666348284499359,1.0,0.036994077846676986,0.0,0.08640939277365317,1.0,0.4933220260304432,0.0,1.0,0.0,0.23317814067446446,0.0,0.4296764857151452,0.0,0.345349129946111,1.0,0.07625348986672088,0.0,1.0,0.0,0.12185870706291763,0.0,0.15857457012869952,0.0,0.15857457012859727,0.0,0.1585745701286882,0.0,0.8986267834761223,1.0,0.4374795270487869,1.0,0.6695599659610283,0.0,0.03208533245861086,0.0,0.9413424696035425,0.0,0.920582150397611,0.0,0.7570452709090603,80.25009799003601
CPI_sqrt,200,0.0,0.5262182509772102,0.0,0.5470727472233567,1.0,0.5,0.0,0.5,0.0,0.5891786275613318,0.0,0.5216200196168367,0.0,0.5,1.0,0.33077421688148145,0.0,0.5286597658660487,0.0,0.7366254722629517,0.0,0.5,0.0,0.5070406431329296,0.0,0.49337760087888505,0.0,0.4494434234996185,1.0,0.4585418078278714,1.0,0.4637544741981422,0.0,0.5,0.0,0.5,0.0,0.4984981001301983,0.0,0.5685444740905418,1.0,0.6475020614242928,1.0,0.6930528292743214,0.0,0.5,0.0,0.5,0.0,0.5706430631263175,1.0,0.5392541240781106,0.0,0.48899963172626826,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5021991005574906,0.0,0.48052928928617156,1.0,0.32203376765641645,0.0,0.5387660131378232,0.0,0.48770599439859724,0.0,0.4984582168368479,0.0,0.5,1.0,0.41219452536037227,0.0,0.47378088133747426,0.0,0.5,0.0,0.4921425749453236,0.0,0.594270898246809,0.0,0.545645912211752,0.0,0.28846381565940926,1.0,0.2893860804333029,1.0,0.5366547246567008,0.0,0.5,0.0,0.5,0.0,0.4964150488103561,0.0,0.5036814138824212,4.6970906257629395
CPI_sqrt,500,0.0,0.5060417559830257,0.0,0.4965974879343858,1.0,0.3934524211210274,0.0,0.5,0.0,0.49853934853689613,0.0,0.4645239945145702,0.0,0.5002170666681255,1.0,0.5,0.0,0.5,0.0,0.4992750353630835,0.0,0.27728694246113367,0.0,0.5070304867485199,0.0,0.4743499589247384,0.0,0.5,1.0,0.5088763959388629,1.0,0.5865370154957302,0.0,0.49980867772518295,0.0,0.5003944082180898,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5297082559979924,0.0,0.5,0.0,0.6381930577523017,0.0,0.562598372965152,1.0,0.6615902486222712,0.0,0.5005356029978655,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.37117523488147475,0.0,0.5039073494911308,1.0,0.42078753843354527,0.0,0.49945269282741456,0.0,0.49941311664431864,0.0,0.42263385714948354,0.0,0.6845969256549344,1.0,0.5,0.0,0.5036881308553172,0.0,0.5,0.0,0.4723232962961455,0.0,0.4887235767302907,0.0,0.4999061165483221,0.0,0.5,1.0,0.49328050634643444,1.0,0.6849629286970284,0.0,0.5162875447231974,0.0,0.551601237880128,0.0,0.5003136580391695,0.0,0.49753920490977943,9.26641845703125
