method,n,tr_V0,pval0,tr_V1,pval1,tr_V2,pval2,tr_V3,pval3,tr_V4,pval4,tr_V5,pval5,tr_V6,pval6,tr_V7,pval7,tr_V8,pval8,tr_V9,pval9,tr_V10,pval10,tr_V11,pval11,tr_V12,pval12,tr_V13,pval13,tr_V14,pval14,tr_V15,pval15,tr_V16,pval16,tr_V17,pval17,tr_V18,pval18,tr_V19,pval19,tr_V20,pval20,tr_V21,pval21,tr_V22,pval22,tr_V23,pval23,tr_V24,pval24,tr_V25,pval25,tr_V26,pval26,tr_V27,pval27,tr_V28,pval28,tr_V29,pval29,tr_V30,pval30,tr_V31,pval31,tr_V32,pval32,tr_V33,pval33,tr_V34,pval34,tr_V35,pval35,tr_V36,pval36,tr_V37,pval37,tr_V38,pval38,tr_V39,pval39,tr_V40,pval40,tr_V41,pval41,tr_V42,pval42,tr_V43,pval43,tr_V44,pval44,tr_V45,pval45,tr_V46,pval46,tr_V47,pval47,tr_V48,pval48,tr_V49,pval49,tr_time
LOCO-W,200,0.0,1.3322676295501878e-14,0.0,0.9999999999914624,1.0,0.8142816617148505,1.0,0.8143969131352111,1.0,0.999981399357273,0.0,1.0,1.0,0.0010061859891061786,0.0,0.9898148564245587,0.0,0.9999999886966273,0.0,0.9999999992301686,0.0,0.9999999999888558,0.0,0.1633262096797865,0.0,0.9999999999553852,0.0,5.799002120276953e-06,0.0,0.06245257707678231,0.0,0.5377574433181103,0.0,0.998902773537716,1.0,0.9999556694397621,0.0,0.0008197091614626784,1.0,0.00019334868087672596,0.0,0.9999999998145607,1.0,0.9999999999606386,0.0,0.942477431060843,0.0,7.707501303855224e-12,0.0,0.9999999999570588,0.0,0.9999999997016372,0.0,0.7887270840197858,0.0,0.9219150526309463,1.0,0.05042995551932705,1.0,0.9000370870812471,0.0,0.6293022423451207,1.0,0.3314693162677611,0.0,0.9999236112866609,0.0,0.516895421099034,0.0,1.0,0.0,0.5503577164384523,0.0,0.2918611185792028,0.0,0.5291701743188919,0.0,1.0,0.0,1.3766765505351941e-14,0.0,0.9999999937171814,0.0,0.001871220054229683,1.0,0.8077746307682532,1.0,0.6878251402628818,0.0,0.9999999999999999,0.0,0.11020113408643906,0.0,0.4808068176304513,0.0,3.4692679337089416e-06,0.0,1.0,0.0,0.9499447486516173,84.6484842300415
LOCO-W,500,0.0,0.0009243594932920596,0.0,0.999881492166644,1.0,0.5518094815114074,1.0,0.9447181446375793,1.0,0.5928629369588154,0.0,0.7848467152488403,1.0,0.4244096831015044,0.0,3.808064974464287e-14,0.0,0.954730175955267,0.0,0.5793516317037509,0.0,0.0065672005547078305,0.0,0.4374670610781374,0.0,0.11959978979984265,0.0,0.0,0.0,0.6643115478951422,0.0,0.450221499248621,0.0,2.9976021664879227e-14,1.0,0.3051192313883453,0.0,0.582573176713223,1.0,0.0,0.0,0.2802657077736985,1.0,0.5347253904598215,0.0,0.1598812575015751,0.0,0.3814093037799635,0.0,0.0002944826170585557,0.0,0.5685865213519736,0.0,0.1773745827520562,0.0,0.997012875872981,1.0,0.9999999999968802,1.0,0.8384467265043316,0.0,0.9991293223575978,1.0,0.6092381211216985,0.0,0.6030190683545249,0.0,0.9980684828792685,0.0,0.26542109168650296,0.0,0.6872498434918952,0.0,0.6797785388262017,0.0,0.003575869696954892,0.0,0.26472072817080006,0.0,0.6720516195700965,0.0,0.3199909327742071,0.0,0.4087180944768528,1.0,0.5405346223958445,1.0,0.0010454338182644962,0.0,0.9940574634748336,0.0,0.44341833424928323,0.0,0.9999999999991415,0.0,0.7023861042264417,0.0,0.5912853337018456,0.0,0.8208091610928248,186.07356643676758
LOCO-W,1000,0.0,0.0007896281812982409,0.0,1.099105964785796e-05,1.0,0.00045469968195355204,1.0,0.10642826342650435,1.0,0.733800389043787,0.0,0.9999991092935042,1.0,0.747776055178757,0.0,0.26103784275495057,0.0,0.9814606320524443,0.0,0.6285218752051731,0.0,0.0,0.0,0.7522512197023195,0.0,0.9999406069494554,0.0,0.5831400848982266,0.0,0.6934494285845868,0.0,5.284287221130057e-07,0.0,0.05319987468529086,1.0,0.9383540371482733,0.0,0.2662470582340146,1.0,6.113388927864172e-06,0.0,0.047977850614032924,1.0,0.9999995286079806,0.0,0.001504745754972281,0.0,0.9994367224322687,0.0,0.0032597460808012624,0.0,0.0008780335965370423,0.0,0.8057340314664583,0.0,0.9937976141701784,1.0,0.999998874608698,1.0,0.9520503550984911,0.0,0.9999999943269946,1.0,0.0015994897372872963,0.0,1.9047404042349392e-05,0.0,0.06452637577681719,0.0,0.9999297880818939,0.0,0.9999944456720874,0.0,9.609731815074518e-06,0.0,2.5823383422385326e-05,0.0,0.058319598116831184,0.0,0.9892564215701299,0.0,0.9992622855122286,0.0,0.2474152497896488,1.0,0.28940671391779593,1.0,0.9999631611432117,0.0,0.9118777698612629,0.0,0.3993168481907593,0.0,0.0033363383788689305,0.0,0.34675229470813973,0.0,0.9999993405353805,0.0,3.037064416866464e-05,385.37202858924866
LOCO-W,5000,0.0,0.32568382171280597,0.0,6.204592173375545e-09,1.0,0.3178087397986271,1.0,0.0006322006443006956,1.0,0.5324657469198093,0.0,2.0427737846495653e-05,1.0,0.9999989671833699,0.0,0.5475115719242087,0.0,2.8640957827619218e-08,0.0,1.0,0.0,0.9999999993598692,0.0,0.16286653439002396,0.0,0.7259763859584139,0.0,0.9999922082474889,0.0,3.908708171573849e-07,0.0,5.496776289692917e-08,0.0,0.0001837090533088892,1.0,0.9996338580685227,0.0,0.8667608805740135,1.0,3.613074817110373e-08,0.0,0.4962170754770244,1.0,0.9993477352960038,0.0,7.597248936230816e-05,0.0,0.999999974210812,0.0,0.9999999996562535,0.0,7.603300869230001e-05,0.0,0.8709345876298175,0.0,0.2503347110348082,1.0,0.06581070944888667,1.0,0.07973313155289186,0.0,0.9999994433902823,1.0,4.5280579286099965e-10,0.0,0.6291518453449595,0.0,5.305685389922488e-07,0.0,0.6320351205191677,0.0,0.9999707791872651,0.0,1.6823735905502346e-06,0.0,0.002786531285000282,0.0,0.9999999999894966,0.0,0.3293081508542872,0.0,0.0003016927153370874,0.0,0.5621219185033316,1.0,0.6429822710764672,1.0,0.8862892481491385,0.0,0.9611998532965507,0.0,0.9999335767051009,0.0,0.3112705311243462,0.0,0.0,0.0,0.7618432577419358,0.0,0.6088163535905116,2201.689536333084
CPI,200,0.0,0.8433781132988699,0.0,0.8602578785025441,1.0,0.2620500957908072,1.0,0.8433781133004946,1.0,0.20141782835180133,0.0,0.8433781132970173,1.0,0.4363988272010547,0.0,0.1556077388976967,0.0,0.5984044538671146,0.0,0.544061784080468,0.0,0.9216262036970252,0.0,0.9457965610513099,0.0,0.21963027111808253,0.0,1.0,0.0,0.15662188670063704,0.0,1.0,0.0,0.156621886700531,1.0,1.0,0.0,0.4901547945332175,1.0,1.0,0.0,0.8433781133015401,1.0,0.8459561059263692,0.0,0.91882404463789,0.0,0.15952031205440764,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.897988852638216,1.0,1.0,1.0,0.3765275176470504,0.0,1.0,1.0,0.8872243884760258,0.0,1.0,0.0,0.15662188669947497,0.0,1.0,0.0,1.0,0.0,0.8160888975159194,0.0,1.0,0.0,0.8987125639203892,0.0,0.03084705540219939,0.0,0.3763870325901339,0.0,0.7486721414687549,1.0,1.0,1.0,0.8804656094917254,0.0,1.0,0.0,0.8433781132993654,0.0,0.1566218866866928,0.0,0.8433781132988608,0.0,1.0,0.0,1.0,2.4193267822265625
CPI,500,0.0,1.0,0.0,0.906981613215524,1.0,0.25581095179066426,1.0,0.8524791219883496,1.0,1.0,0.0,0.9201714182374543,1.0,0.04102390777431603,0.0,0.1988769051682343,0.0,0.07890354623839307,0.0,1.0,0.0,0.11017288530508268,0.0,1.0,0.0,1.0,0.0,0.9200493466132648,0.0,1.0,0.0,0.8421540127007197,0.0,0.24492164390340954,1.0,0.9147636993253541,0.0,0.1507023280584336,1.0,0.4319269997693426,0.0,1.0,1.0,0.8421540127007183,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1578459872993231,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8462167277901507,0.0,1.0,1.0,0.1492383499420462,0.0,1.0,0.0,1.0,0.0,0.944601378892437,0.0,0.20341901906762838,0.0,0.15784598729935406,0.0,0.10249023540043484,0.0,1.0,0.0,0.15784598729936417,0.0,0.06008170101099631,0.0,0.9166735303943465,1.0,0.8421540127006963,1.0,0.4481902598122243,0.0,0.0788235947063336,0.0,0.09700668641126292,0.0,0.7328711340453327,0.0,0.15784598729893773,0.0,1.0,0.0,1.0,4.882449150085449
CPI,1000,0.0,0.20386231510395064,0.0,0.18332922907444743,1.0,0.20813361675037617,1.0,0.7614225538363104,1.0,0.419806707634082,0.0,0.16511420912857916,1.0,0.1653970305870034,0.0,0.1372109174591014,0.0,0.9773531954876067,0.0,0.9719264070609162,0.0,0.34082922346310557,0.0,0.9175417880571584,0.0,1.0,0.0,0.15825129612773803,0.0,0.1871826663160871,0.0,0.4295799034202453,0.0,0.2933083432750644,1.0,0.9246033655628701,0.0,0.1032609222772824,1.0,0.07108198070907827,0.0,0.5713645638485044,1.0,0.6432661738598894,0.0,0.8220960586139467,0.0,0.9339618532073046,0.0,0.786610026988082,0.0,0.11039006260301687,0.0,0.2092073270340683,0.0,0.9045067249726,1.0,0.10749708497156368,1.0,0.053145085828484845,0.0,0.9797234535915366,1.0,0.7066508283155877,0.0,0.32991525956178674,0.0,0.44373107279500323,0.0,0.028204722470746603,0.0,0.7229972385763702,0.0,1.0,0.0,0.4856885339478798,0.0,0.2387967813985311,0.0,0.8791131416659856,0.0,0.20548180077886496,0.0,0.7362898501379225,1.0,0.4654226037529532,1.0,0.355770971974515,0.0,0.8830860357656946,0.0,0.4448698957439091,0.0,0.6436194481263906,0.0,0.6606400845116775,0.0,0.15825129612794286,0.0,0.7819748436247335,9.247840642929077
CPI,5000,0.0,0.17968246407777505,0.0,0.0980190477752389,1.0,0.23163380120459653,1.0,0.15998541443727887,1.0,0.005738134693742556,0.0,0.2889953224057738,1.0,0.8141129300793335,0.0,0.8350134893883325,0.0,0.6454807629869829,0.0,0.9073215915720614,0.0,0.8414254298714243,0.0,0.9039052000816763,0.0,0.2601880929037347,0.0,0.1585745701285341,0.0,0.4703710310957268,0.0,0.9190503531785615,0.0,0.7378947500909393,1.0,0.4813866314092258,0.0,0.8421934639769839,1.0,0.7603278769738833,0.0,0.7753538074716375,1.0,0.5685568717413618,0.0,0.8259771814415046,0.0,0.8807755370463526,0.0,0.8414254298713113,0.0,0.9526935675481063,0.0,0.8897321649358755,0.0,0.7065404218231723,1.0,0.33910024081076073,1.0,0.002076131862693804,0.0,0.6037349098434472,1.0,0.0011623497080387843,0.0,1.0,0.0,0.06440205781486767,0.0,1.0,0.0,0.0632982699617677,0.0,1.0,0.0,1.0,0.0,0.672782347687641,0.0,1.0,0.0,1.0,0.0,0.8124577676499103,1.0,0.7655432380784899,1.0,0.013557717785031979,0.0,0.46396738817920546,0.0,0.8414254298712418,0.0,0.8952555415239667,0.0,0.508156171341134,0.0,1.0,0.0,1.0,51.01889371871948
CPI_sqrt,200,0.0,0.5054480994851269,0.0,0.508781583152378,1.0,0.38589548726724193,1.0,0.5005655759880114,1.0,0.4839453114183065,0.0,0.5002828653764632,1.0,0.48307890064620823,0.0,0.43820568082659295,0.0,0.5032565712502711,0.0,0.5301240585830579,0.0,0.5051188605047598,0.0,0.5280898394785823,0.0,0.4966430338117043,0.0,0.5,0.0,0.4146306820901594,0.0,0.5,0.0,0.49782140774085976,1.0,0.5,0.0,0.4993702661655497,1.0,0.5,0.0,0.5000530732414004,1.0,0.5300408306056725,0.0,0.5973240681544113,0.0,0.4516373741906891,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5697738391805753,1.0,0.5,1.0,0.4760585089271613,0.0,0.5,1.0,0.5365438713372328,0.0,0.5,0.0,0.4994117972895417,0.0,0.5,0.0,0.5,0.0,0.5261607467106244,0.0,0.5,0.0,0.5365571666491578,0.0,0.48311955738193113,0.0,0.49813067803720446,0.0,0.6312250842531936,1.0,0.5,1.0,0.7601291686651336,0.0,0.5,0.0,0.5332699050253145,0.0,0.4999341045661619,0.0,0.5030904182635713,0.0,0.5,0.0,0.5,2.458366870880127
CPI_sqrt,500,0.0,0.5,0.0,0.5610097066137155,1.0,0.3563011866825019,1.0,0.7879322323535578,1.0,0.5,0.0,0.5773442631144987,1.0,0.13649466571860996,0.0,0.21972123937913263,0.0,0.3357859987384809,0.0,0.5,0.0,0.47331760337128864,0.0,0.5,0.0,0.5,0.0,0.6216482343551868,0.0,0.5,0.0,0.5253714249113779,0.0,0.36513831862355506,1.0,0.5958780009363529,0.0,0.27108752467897235,1.0,0.4881736267270664,0.0,0.5,1.0,0.5265764715431338,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4312562700555307,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.683729366253295,0.0,0.5,1.0,0.30715555578583204,0.0,0.5,0.0,0.5,0.0,0.6399630431419547,0.0,0.4766806172579285,0.0,0.4800201173273296,0.0,0.41744175602161826,0.0,0.5,0.0,0.47228756517851145,0.0,0.1526714444079228,0.0,0.539422267458444,1.0,0.52738394523896,1.0,0.4740039806635206,0.0,0.32091059120026266,0.0,0.47231244991283544,0.0,0.5337367477598327,0.0,0.49678142075718273,0.0,0.5,0.0,0.5,4.881208419799805
