method,n,tr_V0,pval0,tr_V1,pval1,tr_V2,pval2,tr_V3,pval3,tr_V4,pval4,tr_V5,pval5,tr_V6,pval6,tr_V7,pval7,tr_V8,pval8,tr_V9,pval9,tr_V10,pval10,tr_V11,pval11,tr_V12,pval12,tr_V13,pval13,tr_V14,pval14,tr_V15,pval15,tr_V16,pval16,tr_V17,pval17,tr_V18,pval18,tr_V19,pval19,tr_V20,pval20,tr_V21,pval21,tr_V22,pval22,tr_V23,pval23,tr_V24,pval24,tr_V25,pval25,tr_V26,pval26,tr_V27,pval27,tr_V28,pval28,tr_V29,pval29,tr_V30,pval30,tr_V31,pval31,tr_V32,pval32,tr_V33,pval33,tr_V34,pval34,tr_V35,pval35,tr_V36,pval36,tr_V37,pval37,tr_V38,pval38,tr_V39,pval39,tr_V40,pval40,tr_V41,pval41,tr_V42,pval42,tr_V43,pval43,tr_V44,pval44,tr_V45,pval45,tr_V46,pval46,tr_V47,pval47,tr_V48,pval48,tr_V49,pval49,tr_V50,pval50,tr_V51,pval51,tr_V52,pval52,tr_V53,pval53,tr_V54,pval54,tr_V55,pval55,tr_V56,pval56,tr_V57,pval57,tr_V58,pval58,tr_V59,pval59,tr_V60,pval60,tr_V61,pval61,tr_V62,pval62,tr_V63,pval63,tr_V64,pval64,tr_V65,pval65,tr_V66,pval66,tr_V67,pval67,tr_V68,pval68,tr_V69,pval69,tr_V70,pval70,tr_V71,pval71,tr_V72,pval72,tr_V73,pval73,tr_V74,pval74,tr_V75,pval75,tr_V76,pval76,tr_V77,pval77,tr_V78,pval78,tr_V79,pval79,tr_V80,pval80,tr_V81,pval81,tr_V82,pval82,tr_V83,pval83,tr_V84,pval84,tr_V85,pval85,tr_V86,pval86,tr_V87,pval87,tr_V88,pval88,tr_V89,pval89,tr_V90,pval90,tr_V91,pval91,tr_V92,pval92,tr_V93,pval93,tr_V94,pval94,tr_V95,pval95,tr_V96,pval96,tr_V97,pval97,tr_V98,pval98,tr_V99,pval99,tr_time
LOCO-W,200,1.0,0.9999999999868432,1.0,0.9102653660518403,1.0,0.9937484309375777,1.0,0.5507643353243841,1.0,0.5329451626815466,0.0,0.38811514210775755,0.0,0.7478339102240857,0.0,0.6253946478390424,0.0,0.11103831494390659,0.0,0.9999813096559005,0.0,0.9999954028356254,0.0,6.4874516159108e-07,0.0,0.9999968027379637,0.0,0.9999999870447877,0.0,0.09740824061968234,0.0,0.42412068562426,0.0,0.9959506094453198,0.0,0.754072495320102,0.0,0.42714938482723297,0.0,0.17230922515859004,0.0,0.6084717321882023,0.0,3.219706721679927e-06,0.0,0.9961599335669602,1.0,0.9999997226148426,1.0,0.2179777916058414,1.0,3.295958787263853e-05,1.0,0.9362558786958466,1.0,0.00010796578430638526,0.0,0.9999998483820565,0.0,0.010111799865770932,0.0,0.9864786478213097,0.0,0.2861155247527748,0.0,0.9999988659178045,0.0,0.9999999989310321,0.0,0.0007138335293137565,0.0,0.006339554026389638,0.0,0.4201276491901762,0.0,0.9999998246305871,0.0,0.9631825026211832,0.0,0.30093934144394185,0.0,0.17212711410133308,0.0,0.3098762177085542,0.0,0.4676445378355456,0.0,0.43416724877647517,0.0,0.89968746355087,0.0,0.0676323638364561,0.0,2.233545196572706e-07,1.0,0.03667995781204736,1.0,0.764031439716966,1.0,6.474854780225137e-06,1.0,0.29555575435442283,1.0,0.16712842393758742,0.0,0.832833598769551,0.0,0.633688079261497,0.0,2.4701119734071852e-06,0.0,0.10544861736123501,0.0,0.9521627844017755,0.0,0.047559240077964415,0.0,0.14392205331095453,0.0,0.9994274154076344,0.0,0.13405472758428028,0.0,0.9999736931661473,0.0,0.5467843950705809,0.0,0.17421737359343825,0.0,0.7989281443245378,0.0,0.2927888125493827,0.0,0.9098603896231998,0.0,0.0052235922192146456,0.0,0.96745351597832,0.0,0.7960417182216836,1.0,0.09812317641640855,1.0,6.161346235544762e-06,1.0,0.3869443509724749,1.0,0.3153045817682424,1.0,0.5887779664668201,0.0,0.7063282155206193,0.0,0.5152645780396693,0.0,0.46284783060620016,0.0,0.9998978479468617,0.0,0.998226610059739,0.0,0.08539108518437888,0.0,0.988102116733112,0.0,0.3791590949867294,0.0,0.9983551035149454,0.0,0.2595356946716426,0.0,0.5532726901427752,0.0,1.2748589504174568e-05,0.0,0.30440918179750387,0.0,0.492285708032429,0.0,0.7757600838171428,0.0,0.37520306299528605,0.0,0.9952755238983084,0.0,0.26331465697111467,0.0,0.0013592610719594944,1.0,0.9311713665540695,1.0,0.7307685329107521,1.0,0.46222930196854695,1.0,9.489903156856272e-05,1.0,0.8050352517316011,0.0,0.6407422212174632,35.27002286911011
LOCO-W,500,1.0,0.14532439330271907,1.0,0.9961330523086737,1.0,0.9993687282688591,1.0,0.2532098248248815,1.0,0.9965121823121007,0.0,0.41830270851237816,0.0,0.9999634877101535,0.0,0.7663035903580486,0.0,0.00799135281871255,0.0,0.9879189320485797,0.0,0.6566738927942094,0.0,0.5679803620726203,0.0,0.8571266162346152,0.0,1.3800957476828302e-07,0.0,1.0942606154529244e-08,0.0,0.0741712144884582,0.0,0.9995805248046178,0.0,0.3383793738852515,0.0,0.004217094459915471,0.0,0.9998065662960886,0.0,0.339504748981306,0.0,0.2280790665370589,0.0,0.7849634956709048,1.0,0.768351296478653,1.0,2.0882073847872107e-11,1.0,0.20909025437650952,1.0,0.002211173772349695,1.0,0.6147342552962886,0.0,0.8952322895035718,0.0,0.326795420419699,0.0,0.16241347002585815,0.0,0.9892072101668639,0.0,0.12149593313740636,0.0,0.33482432710508525,0.0,0.32684103895919603,0.0,0.9881097088477655,0.0,0.7705351806079686,0.0,0.7384054985740478,0.0,0.43610366905706255,0.0,0.0029733188065793614,0.0,0.9437543049426625,0.0,0.9995608554403523,0.0,0.8975616134564179,0.0,0.0006004801862440345,0.0,0.9999554484111065,0.0,0.5926210585888992,0.0,5.051668864886061e-06,1.0,0.9483045730088563,1.0,0.5767184457185986,1.0,0.26182345354219594,1.0,0.6030218876070197,1.0,0.002650496820195025,0.0,0.016558714519253503,0.0,0.22586224818200396,0.0,0.0025238784392629388,0.0,0.004064576876181225,0.0,0.04817645930539427,0.0,0.49860404843149164,0.0,0.8749094875471369,0.0,0.9999671501271994,0.0,0.5293937493823975,0.0,0.684075119289498,0.0,0.9913445137876371,0.0,0.5769943090671206,0.0,0.004368434516117348,0.0,0.29389197434677516,0.0,0.9889180925025202,0.0,0.01812702003176636,0.0,0.2107629689976931,0.0,0.16470267073656197,1.0,0.5570189081588741,1.0,0.36247812804839985,1.0,0.02293678612782568,1.0,0.9994444509989282,1.0,0.010410318517975248,0.0,0.048200032739667,0.0,0.9999999440071075,0.0,4.2478691631431253e-05,0.0,0.028606082709022762,0.0,0.9879101086471533,0.0,0.22671398894539263,0.0,0.9149032687124199,0.0,0.2653332588940789,0.0,0.9992946223060778,0.0,0.9999954739089776,0.0,0.891271156325802,0.0,0.00025808403893012866,0.0,0.1065104133957524,0.0,0.03969308672790284,0.0,0.3695330916697239,0.0,0.9942604333117007,0.0,0.5679648541020099,0.0,0.5204492222413877,0.0,0.011413354392539099,1.0,0.5910303789984639,1.0,0.9985261187206814,1.0,0.33436486457911285,1.0,0.7962239320642148,1.0,0.9978192193574158,0.0,0.001006395281307304,10.943030595779419
LOCO-W,1000,1.0,0.9138838901140204,1.0,0.2114664358112497,1.0,0.13339183914356534,1.0,0.7932528400718812,1.0,0.3766016516989157,0.0,0.7495280883706987,0.0,0.19128836319138687,0.0,0.9939508436566898,0.0,0.8953545910010651,0.0,0.3164517280354232,0.0,0.5560144223362058,0.0,0.48716842602632315,0.0,0.6440308658297635,0.0,0.33964206070556713,0.0,0.9121661413566284,0.0,0.6796986404242107,0.0,0.034208507328031046,0.0,0.8599603589022846,0.0,0.011458961248145494,0.0,0.05427976625066211,0.0,0.9739837224628598,0.0,0.7299604198755736,0.0,0.6811093885919869,1.0,0.22144269956120277,1.0,0.1622824367608049,1.0,0.2559255419068053,1.0,0.6244984918250294,1.0,0.26497828863132045,0.0,0.2109916735755164,0.0,0.3376713498466344,0.0,0.7830264795689803,0.0,0.09026339774831649,0.0,0.006905848089634126,0.0,0.13054541784109586,0.0,0.17900469010484343,0.0,0.2692342950994846,0.0,0.5524659277667145,0.0,0.9926736125241599,0.0,0.9564153882056997,0.0,0.7152863807257714,0.0,0.6215383135051595,0.0,0.9268717710673885,0.0,0.3407867728253433,0.0,0.5926215898301807,0.0,0.8574932112423882,0.0,0.8196838054508879,0.0,0.43980040996157743,1.0,0.3081557073989749,1.0,0.7716697529930547,1.0,0.5484803552829007,1.0,0.3005700908901583,1.0,0.6598406554233422,0.0,0.9766149388980463,0.0,0.29844174943682156,0.0,0.8258388897686366,0.0,0.6288123111347984,0.0,0.40137225542728594,0.0,0.9255662631336168,0.0,0.07405877178726461,0.0,0.2924844790780047,0.0,0.31267111333609376,0.0,0.5717578152348525,0.0,0.5373366554502543,0.0,0.6693552132974527,0.0,0.5081627407417721,0.0,0.5530679656250801,0.0,0.1938365874953989,0.0,0.34068907724294495,0.0,0.6555055415873396,0.0,0.3979817159998996,1.0,0.7191560789810538,1.0,0.9427769829467597,1.0,0.0051815003333473,1.0,0.8681731038170113,1.0,0.1884606634521384,0.0,0.9923340912777815,0.0,0.3776901618618522,0.0,0.1992325507602487,0.0,0.90723353881187,0.0,0.7134146988575307,0.0,0.7946215034902556,0.0,0.9273810552121817,0.0,0.2297463066571941,0.0,0.4617724658979555,0.0,0.5468988438695437,0.0,0.013018365776983565,0.0,0.5670036601560396,0.0,0.10759913827443235,0.0,0.29062315149230566,0.0,0.7482036639952364,0.0,0.20384644295040633,0.0,0.2949426312863711,0.0,0.033428891388912585,0.0,0.7704616246570228,1.0,0.03466269189175675,1.0,0.1381603424762503,1.0,0.6104736234528181,1.0,0.6076432281067793,1.0,0.08276024305097018,0.0,0.7432040971076505,9.256917953491211
LOCO-W,5000,1.0,0.273047837406444,1.0,0.0008212890433190179,1.0,0.6858869816534088,1.0,0.8516135346747378,1.0,0.43792026116027616,0.0,0.8835190841340455,0.0,0.5131613054056037,0.0,0.37288303200973005,0.0,0.37854206709023797,0.0,0.8477057793936719,0.0,0.6085018731186718,0.0,0.16316179296636268,0.0,0.9143521467426492,0.0,0.9998120727655679,0.0,0.2039114641162526,0.0,0.313336796346774,0.0,0.9825013988433968,0.0,0.4695839893509469,0.0,0.7052243280517805,0.0,0.35334355600025,0.0,0.28511671199012123,0.0,0.8403504159283186,0.0,0.9734738217097905,1.0,0.06764610145941685,1.0,0.009895463139461436,1.0,0.06795145707725725,1.0,0.033936136200603984,1.0,0.5208391788951358,0.0,0.47028298624205933,0.0,0.0325684516392144,0.0,0.5973183850955764,0.0,0.29627942500217086,0.0,0.3566902399994971,0.0,0.4670294777228545,0.0,0.22140362890959908,0.0,0.5915235655631528,0.0,0.9912522485743728,0.0,0.922855173727791,0.0,0.3989872317403358,0.0,0.7300118242035283,0.0,0.6516122830105557,0.0,0.9478837200138767,0.0,0.7683105667672718,0.0,0.3617751130161,0.0,0.2906809708826146,0.0,0.02021805396205356,0.0,0.7218884534494971,1.0,0.03666012358740722,1.0,0.0701212202053988,1.0,0.4378968698307608,1.0,0.8402455242310949,1.0,0.24715744002869944,0.0,0.1400747959813733,0.0,0.8489009281519719,0.0,0.0001578165965590017,0.0,0.28746101168598837,0.0,0.09580247432120914,0.0,0.9740453647849237,0.0,0.15107198072039574,0.0,0.7091862956287385,0.0,0.22502689590939007,0.0,0.023720640635060186,0.0,0.50744544529012,0.0,0.28658993943511335,0.0,0.09927810264361026,0.0,0.5182084654730791,0.0,0.25535549104521904,0.0,0.7243775814904749,0.0,0.13508869572603266,0.0,0.5226331131678303,1.0,0.041220429677093606,1.0,0.10546473399026657,1.0,0.9018663064198227,1.0,0.7986008140023066,1.0,0.0026719400054381337,0.0,0.26824781637169326,0.0,0.8305088694230521,0.0,0.941975624598367,0.0,0.33154710157474176,0.0,0.9366385619166983,0.0,0.41545438448162575,0.0,0.27246797879826823,0.0,0.31630805356774405,0.0,0.40786936314707967,0.0,0.9839902184426542,0.0,0.31734637949809197,0.0,0.44590433007131924,0.0,0.9400457244971777,0.0,0.3363237435179569,0.0,0.18158808556436146,0.0,0.7499938056659421,0.0,0.8530098251205673,0.0,0.19625045678985242,0.0,0.4556267463638891,1.0,0.1419809089677011,1.0,0.2217530291046247,1.0,0.4243864373114953,1.0,0.7681952901565634,1.0,0.46998286787472554,0.0,0.004533676359494199,12.525080442428589
CPI,200,1.0,0.5226543173691334,1.0,0.6967215229722367,1.0,0.002393074302216404,1.0,0.15419983889993905,1.0,0.2791276583142673,0.0,0.7066930011627408,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7319720383915599,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9111815270444678,1.0,1.0,1.0,0.11165076420208864,1.0,0.47919826195362347,1.0,0.2293715133493751,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.08332451690044101,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8816113655990514,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.14676997537986053,1.0,0.27426935559280063,1.0,0.2674206646467574,1.0,0.22985845232504432,0.0,0.3762345754905234,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8952011524952463,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.04642316396540475,1.0,0.6246702869503205,1.0,0.015176877670850722,1.0,0.23118327862950777,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.48958806617239536,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.053488332197151905,1.0,1.0,1.0,0.1883797383801466,1.0,0.4385270579096071,1.0,0.6020280757124318,0.0,1.0,6.131743907928467
CPI,500,1.0,0.07641673773533902,1.0,0.7163896084289606,1.0,0.007036092934131297,1.0,0.06875077203831538,1.0,0.006233178319971756,0.0,0.07733335558871912,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.20614510134964614,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.912376324151643,0.0,0.06241499470407709,0.0,1.0,0.0,1.0,0.0,0.6660452245284586,0.0,1.0,0.0,0.8385407684590147,1.0,0.16449016667412014,1.0,0.06984088064802535,1.0,0.09286355788113737,1.0,0.46687906513113936,1.0,0.06752099004122183,0.0,0.09908311025450994,0.0,0.4878011819507476,0.0,1.0,0.0,0.7642219789622944,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.510111984101345,0.0,0.1901991716130803,0.0,1.0,0.0,1.0,0.0,0.34925969959651926,0.0,0.19742635815943982,0.0,0.8530965886122943,0.0,1.0,0.0,0.39720689976599266,0.0,1.0,0.0,1.0,0.0,0.5813793065436245,1.0,0.6452661886870041,1.0,0.12974955953748168,1.0,0.0016975487771448662,1.0,0.09207883135783401,1.0,0.27668900025081095,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6493746594437292,0.0,1.0,0.0,0.41965348058816737,0.0,1.0,0.0,0.9172438919751305,0.0,1.0,0.0,0.36370763793907834,0.0,1.0,0.0,0.928408107973255,0.0,1.0,0.0,0.9984498882075934,0.0,0.006691922316663788,0.0,0.05987658360593629,1.0,0.0007810896785051064,1.0,0.1699161429311798,1.0,0.06717276494840886,1.0,0.040008929175814716,1.0,0.05896769871577735,0.0,0.49934097823076096,0.0,1.0,0.0,0.9767664592133327,0.0,1.0,0.0,0.9826556795436561,0.0,1.0,0.0,0.4212141999647562,0.0,1.0,0.0,0.02305200172872234,0.0,0.02653203169680112,0.0,1.0,0.0,0.6464750555209028,0.0,1.0,0.0,1.0,0.0,0.4890460684505888,0.0,0.3056410808395944,0.0,0.7044776607632951,0.0,1.0,0.0,0.601225351338251,1.0,0.7089746541680717,1.0,0.17532981883808585,1.0,0.0077521625434853,1.0,0.02649266694222096,1.0,0.46570364797232555,0.0,1.0,9.369044542312622
CPI,1000,1.0,0.0008537630703450308,1.0,0.15645834973243267,1.0,0.03137430487232481,1.0,0.006552431324147749,1.0,0.02158282109304728,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7316977983537978,0.0,1.0,0.0,1.0,0.0,0.43426433643650086,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8442103508957319,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.034489593060100146,1.0,6.21820831087558e-06,1.0,0.0332353154821096,1.0,0.0837924996262136,1.0,0.03477573255320548,0.0,1.0,0.0,0.9811299152613836,0.0,1.0,0.0,0.7830532714809288,0.0,0.6026696257837012,0.0,0.11787702818265561,0.0,1.0,0.0,0.3801291295719985,0.0,0.18969206969804003,0.0,1.0,0.0,1.0,0.0,0.06997280805278365,0.0,0.22352598729008388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5831242372231986,0.0,1.0,0.0,0.17875252676754722,1.0,0.0009861522699766195,1.0,0.6534068294068611,1.0,0.0007141305068874961,1.0,0.0008129906301008292,1.0,0.0003186157091209657,0.0,1.0,0.0,0.2737578384040223,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9254270280197264,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.05794366430113926,0.0,1.0,0.0,0.16258854018908608,1.0,0.6517922681699981,1.0,0.010740058438062208,1.0,0.12662865158227016,1.0,0.006022844194227946,1.0,0.00013477521129608727,0.0,0.6610457809829913,0.0,0.5682746976894403,0.0,1.0,0.0,0.19142257208908736,0.0,1.0,0.0,0.4276161322129002,0.0,1.0,0.0,0.2626601144379973,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7440835266914878,0.0,0.5500905438014829,0.0,0.36353382738155254,0.0,1.0,0.0,1.0,0.0,0.19274572834693998,0.0,0.2163443633912438,1.0,0.0072284336534246115,1.0,0.3525692443095605,1.0,0.005755627180118241,1.0,0.014251525527526572,1.0,0.0012632970010134177,0.0,1.0,21.75453281402588
CPI,5000,1.0,7.870407461371133e-07,1.0,2.5406927755496755e-06,1.0,1.1032273062262166e-08,1.0,7.393679889545128e-07,1.0,0.0007570944414659209,0.0,1.0,0.0,0.881949521170514,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.30172551576515777,1.0,0.0003201769790655885,1.0,1.081821511857598e-05,1.0,2.285691639330822e-06,1.0,2.011902316085982e-05,1.0,4.613277676556402e-07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9636350108089993,0.0,1.0,1.0,2.5659918527212064e-05,1.0,3.2234425438548568e-06,1.0,1.7883902326008465e-07,1.0,5.752363122398116e-05,1.0,2.3563682254749983e-07,0.0,0.8988877301544743,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.05212191970775043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4453180096705091,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.9125623281909967e-07,1.0,2.7354441361000416e-09,1.0,0.00027121788557656236,1.0,5.274183909286954e-10,1.0,0.0009215460865220193,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4775225840938129,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7963404155088962,0.0,1.0,0.0,0.663303146678912,0.0,1.0,1.0,6.396181572857907e-07,1.0,0.00023735601589992171,1.0,2.807883512068731e-09,1.0,5.389369284313838e-10,1.0,5.947940514754267e-07,0.0,1.0,81.06537961959839
CPI_sqrt,200,1.0,0.5075199397705246,1.0,0.5397110222752382,1.0,0.08080322503373155,1.0,0.33298465235540287,1.0,0.4403205200362672,0.0,0.5052687358433878,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5348568397516561,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.6509282649302015,1.0,0.5,1.0,0.27132558705549886,1.0,0.49435094130948065,1.0,0.45249385175474904,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4674435719814041,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5313044568173155,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.29473542078737197,1.0,0.4272535672633426,1.0,0.3936918523057105,1.0,0.41768759937324496,0.0,0.49677461148455776,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5170676989898071,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.34630860173179456,1.0,0.5664486359328813,1.0,0.4044675076810014,1.0,0.4368249163139402,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4986733889839715,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.26428726099410715,1.0,0.5,1.0,0.4116577860179136,1.0,0.4714372212912518,1.0,0.5133285351471417,0.0,0.5,6.141660213470459
CPI_sqrt,500,1.0,0.3376248006583375,1.0,0.587336478067548,1.0,0.2325725474811745,1.0,0.40605704249371954,1.0,0.2281078293856303,0.0,0.4652377291625121,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.4915095478229283,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5163841338811465,0.0,0.45738962054988724,0.0,0.5,0.0,0.5,0.0,0.5010388166335448,0.0,0.5,0.0,0.524230701296187,1.0,0.38900070502321177,1.0,0.2795242085951412,1.0,0.31101573177317887,1.0,0.496161597428468,1.0,0.3538535157595097,0.0,0.42438434585692597,0.0,0.4988143972535204,0.0,0.5,0.0,0.5162144092664578,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5009482617128103,0.0,0.49789822109106746,0.0,0.5,0.0,0.5,0.0,0.4910657698614785,0.0,0.4818257867179533,0.0,0.5248032251617641,0.0,0.5,0.0,0.4850566993027044,0.0,0.5,0.0,0.5,0.0,0.502585437081673,1.0,0.5408407949254849,1.0,0.30965381877525927,1.0,0.22234921053528794,1.0,0.36138577501367386,1.0,0.4216951805689166,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5162479044774939,0.0,0.5,0.0,0.4928615242124879,0.0,0.5,0.0,0.5136620127955644,0.0,0.5,0.0,0.49892059041506626,0.0,0.5,0.0,0.6024875211898564,0.0,0.5,0.0,0.5763954085053972,0.0,0.47662902979236316,0.0,0.49483725106791787,1.0,0.19374211044741285,1.0,0.3740400673867317,1.0,0.31836187313124814,1.0,0.2474576204391309,1.0,0.3551475947941733,0.0,0.49999079546388214,0.0,0.5,0.0,0.5238630409960566,0.0,0.5,0.0,0.5614112962791405,0.0,0.5,0.0,0.48893828157695673,0.0,0.5,0.0,0.422942961419141,0.0,0.4802614813064005,0.0,0.5,0.0,0.5185471330783394,0.0,0.5,0.0,0.5,0.0,0.49990695467946716,0.0,0.4795276839340654,0.0,0.5299750542440516,0.0,0.5,0.0,0.503818947377393,1.0,0.569860948567242,1.0,0.3698482021932935,1.0,0.32436485354886563,1.0,0.2231308039771781,1.0,0.4927626966128707,0.0,0.5,9.397045373916626
